科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"168,933,730.53","94,563,112.85","124,350,379.77","1,037,540,563.56","274,415,668.32","237,604,161.13","285,240,603.76","212,247,728.44","273,702,152.03","165,625,868.00","298,248,174.50","235,948,523.16","155,115,773.28","194,618,552.13","251,815,919.74","429,484,228.72","269,388,376.81","227,972,453.51","275,823,032.32","301,714,587.25","374,184,478.03","445,234,706.69","807,862,702.02","570,891,448.69","482,127,862.69","528,414,889.80","520,585,215.80","615,868,048.85","546,606,956.07","882,466,459.34","550,088,451.51"
短期借款,"220,000,000.00","282,000,000.00","387,024,081.85","447,000,000.00",,"40,000,000.00","80,000,000.00","30,000,000.00","110,000,000.00","240,000,000.00","260,000,000.00","260,000,000.00","235,878,491.66","326,503,523.98","419,453,580.59","1,006,590,214.58","1,014,311,058.54","667,450,363.71","640,156,849.87","663,361,075.26","660,247,395.85","664,144,852.45","517,500,000.00","366,500,000.00","396,500,000.00","526,500,000.00","503,000,000.00","736,512,585.98","762,512,585.98","563,900,000.00","576,900,000.00"
交易性金融资产,,,,,"1,331,300.00","1,066,524.00","697,800.00","143,088.00","1,313,120.00",,,"482,250.00",,"46,672.00","235,620.00","1,167,890.00",,,"774,360.00","743,040.00","352,831.50","827,862.00","574,890.00","845,229.20","1,372,247.20","1,361,760.00","446,900.00","5,195,105.00","2,661,922.10","2,916,312.00","2,734,010.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,094,709.45","3,152,324.70","1,419,913.00","2,286,916.65","911,341.35","1,166,061.80","2,921,502.54","2,149,357.82","1,458,452.37","2,103,984.19","4,075,172.33","7,519,761.53","3,995,826.33","4,213,722.75","5,125,667.35","5,994,762.61","847,378.69","611,780.23","3,129,941.10","900,165.78","974,762.07","1,278,350.92","571,783.13","1,094,190.17","50,000.00","170,000.00","300,000.00","40,000.00",,"301,460.00","79,094.00"
应付票据,"37,737,000.00",,"6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00",,,,"22,000,000.00","22,000,000.00",,"7,650,000.00","7,650,000.00",,"105,000,000.00",,,"15,000,000.00","15,000,000.00",,"15,000,000.00",,,,,,,,,
应收账款,"36,085,127.03","35,289,937.28","39,419,146.91","45,638,300.84","35,103,417.49","51,677,784.48","54,114,656.26","34,081,513.41","50,407,240.91","50,294,387.41","66,461,659.22","80,071,948.13","85,889,065.70","76,222,910.63","63,680,952.70","117,021,317.97","94,951,149.22","109,709,363.28","81,260,678.67","104,277,677.80","84,923,733.59","93,333,540.10","64,509,968.75","105,415,895.85","85,461,974.59","86,145,611.82","140,488,896.45","205,801,494.78","205,458,785.34","203,858,553.43","179,638,428.88"
应付账款,"159,141,798.34","133,783,571.83","160,414,078.36","172,861,173.86","177,150,718.94","224,666,236.64","198,019,048.52","186,739,770.12","202,805,902.24","256,474,845.38","200,123,170.81","195,177,374.94","269,212,356.07","259,866,912.71","212,598,291.94","329,961,349.18","417,840,786.96","407,627,639.40","336,050,266.83","369,418,936.64","310,253,053.48","300,491,817.97","240,284,154.98","266,305,713.31","380,987,754.05","410,805,302.17","579,449,617.58","444,394,395.55","470,096,701.48","508,982,577.15","514,701,729.57"
预付款项,"26,634,699.76","108,390,384.14","73,699,005.86","86,857,499.15","284,166,655.80","297,845,109.97","273,239,295.32","269,416,945.04","182,809,402.37","268,922,053.08","162,566,836.80","235,984,501.90","226,837,245.97","213,272,459.98","149,088,010.11","100,939,245.36","147,509,824.83","184,658,560.24","171,262,915.06","225,745,355.79","172,847,065.44","130,814,194.31","71,451,872.86","111,342,151.96","201,963,678.46","199,272,517.72","108,785,152.92","124,400,958.17","124,133,556.77","118,638,042.98","93,289,192.74"
预收款项,"41,479,944.00","85,717,975.55","47,662,223.01","137,515,236.88","161,531,317.38","81,584,881.23","87,536,014.01","241,500,534.14","173,993,174.34","66,684,723.50","80,864,843.49","284,401,549.42","227,801,519.18","117,918,428.69","89,062,875.97","206,456,665.76","250,339,895.76","106,150,102.10","91,579,023.95","226,659,591.07","187,157,506.80","97,663,916.70","106,053,565.28","102,282,953.13","230,263,571.85","126,314,740.77","155,477,371.68","270,775,508.23","205,724,533.04","162,270,595.76","166,129,565.39"
其他应收款,"21,744,168.51","22,154,144.00","28,034,934.97","28,099,410.42","27,865,548.33","16,727,635.08","22,203,939.60","39,151,817.35","27,603,284.20","26,746,464.00","25,414,012.65","16,594,178.27","28,578,759.98","24,784,577.98","31,262,035.97","39,366,921.18","49,342,863.02","66,961,814.40","53,628,746.57","63,426,506.07","57,980,540.74","53,964,161.18","150,960,360.41","127,487,535.13","165,642,715.52","179,572,182.55","195,447,428.65","173,229,312.22","149,457,994.40","143,965,062.19","128,502,500.30"
应付职工薪酬,"12,073,367.60","14,726,704.79","19,924,399.11","14,998,041.27","9,542,547.22","14,396,081.68","31,494,906.10","14,220,877.60","15,888,024.25","17,118,437.49","28,274,276.64","15,209,612.99","14,990,565.33","20,436,011.58","30,704,013.28","23,902,841.84","26,353,376.04","33,417,856.98","34,658,196.96","25,244,163.20","28,799,652.42","35,291,000.93","35,809,768.78","31,409,363.57","32,875,155.12","41,744,926.31","54,535,293.55","57,559,466.37","57,609,825.92","71,883,020.68","101,170,268.26"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,412,089.16","-2,025,783.15","4,684,088.64","5,747,538.16","3,309,844.43","9,468,896.05","13,503,194.33","12,349,149.46","9,791,328.05","16,129,030.54","21,609,509.07","14,691,187.23","1,524,238.58","11,040,052.81","17,109,051.00","19,336,650.81","20,207,486.79","25,409,241.67","36,353,542.72","23,135,422.70","34,984,888.55","36,759,471.96","50,264,565.60","40,688,653.24","45,069,199.51","50,461,058.36","70,954,674.24","73,180,756.10","69,520,322.35","82,530,954.76","59,750,456.30"
应收利息,,,,,,,,,,,,,,,,,,,"400,000.00",,,,"689,000.00","421,665.42","310,908.59","449,999.99","5,133,333.36","5,833,333.38","2,083,333.39","3,333,333.40","5,156,326.91"
应付利息,"5,115.00","2,433.75","294,464.86","265,100.85",,,,,,,,,,,"2,345.00","868,366.50","2,322,833.33","1,785,000.00","2,130,333.00",,"192,000.00",,"227,385.91","219,916.67",,"160,873.64","259,108.78","65,033.40","3,887,420.63","253,952.53","777,656.40"
应收股利,"1,863,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"5,298,432.23","7,503,469.84","4,816,928.72","5,536,891.34","6,480,447.21","8,574,144.93","2,557,381.90",,,,,,"10,131,120.00",,,,"10,014,280.02",,,,"9,877,842.00",,,,,,"9,840,000.00","9,840,000.00","9,840,000.00","9,840,000.00","30,000,000.00"
存货,"186,707,123.12","272,905,746.92","364,770,672.03","393,588,204.83","386,767,084.64","372,171,146.59","404,627,008.62","507,115,148.69","511,148,172.20","543,295,151.36","447,316,069.19","501,621,213.35","536,536,247.40","507,826,875.06","554,565,089.38","760,815,059.45","918,315,126.38","757,394,124.19","714,490,022.40","757,495,515.92","672,727,057.33","545,551,703.44","502,938,409.88","483,857,118.93","630,658,872.74","662,231,819.38","891,512,106.99","858,814,632.92","874,913,844.85","841,238,171.66","1,101,736,142.35"
其他应付款,"65,874,474.98","93,360,450.57","91,605,746.06","92,260,055.90","77,673,143.02","49,199,793.71","110,658,785.05","96,231,025.70","139,352,702.85","101,101,290.95","107,920,653.18","71,619,880.63","73,811,086.93","62,747,861.33","120,020,167.22","103,328,864.07","105,093,557.50","147,127,941.55","196,843,454.83","96,154,591.27","120,874,026.51","152,619,680.64","128,643,345.05","125,557,624.89","84,717,184.68","82,846,196.10","251,875,300.36","190,311,149.38","261,980,111.78","304,242,860.45","393,156,775.26"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,"1,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,"48,000,000.00",,,,"26,666,600.00","26,666,600.00","39,716,600.00","39,716,600.00","30,666,600.00"
其他流动资产,"870,321.25","1,492,978.09","2,076,648.61","1,651,260.33","1,339,935.03","1,148,760.03","2,558,815.21","2,507,232.00","2,425,016.70","1,952,906.66","5,226,977.75","4,187,560.43","4,039,199.95","4,567,955.56","55,715,159.29","55,743,397.24","56,996,563.71","82,666,571.01","85,497,498.88","76,472,973.69","74,274,645.12","82,618,526.18","135,295,778.96","98,123,932.90","101,622,304.78","133,746,398.30","196,121,497.68","171,456,143.84","161,369,835.07","63,876,520.58","186,074,025.11"
其他流动负债,,,,,,"15,923.17","35,200.00","35,200.00","35,200.00","35,200.00","398,600.00","398,600.00","398,600.00","398,600.00","1,226,165.00","1,321,865.00","1,414,865.00","1,885,965.00","1,465,789.68","1,543,750.00","1,533,239.68",,,,,,"1,674,229.40","1,252,642.86","852,642.86","722,642.86","467,642.86"
