科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"568,974,009.84","789,684,859.08","916,004,823.82","486,704,788.87","700,611,825.76","1,087,862,923.06","261,650,657.01","567,225,336.12","797,937,958.56","1,195,403,286.15","290,978,689.64","614,978,735.62","876,743,487.26","1,436,039,262.65","343,127,906.32","692,331,471.11","1,047,744,268.98","1,481,699,152.44","364,127,935.20","857,437,272.27","1,222,103,019.13","1,773,127,250.54","413,364,763.80","956,843,137.75","1,439,330,685.88","2,198,394,521.16","513,869,812.67","1,016,109,247.17","1,607,647,533.57","2,358,049,408.31","653,142,587.27"
取得子公司及其他营业单位支付的现金净额,"28,956,275.15","31,094,900.00",,,,"-1,313,580.46",,,,,,,,"15,204,541.34",,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,"1,998.80","6,542.03",,,,,,,,
支付其他与投资活动有关的现金,"17,673,720.00",,,"3,486,000.00","3,486,000.00",,,,,,"229,711.05",,,,"194,455.20",,,,,,,,,,,"69,000,000.00",,,,"2,234,312.00",
收到其他与经营活动有关的现金,"63,320,208.02","46,575,047.22","52,782,995.31","41,380,427.02","48,362,009.58","77,729,947.62","35,597,864.50","31,759,808.90","53,792,699.91","53,541,778.16","30,760,399.81","33,026,954.52","56,630,040.69","68,468,056.53","31,544,461.58","36,774,387.68","59,855,462.36","84,820,285.45","29,792,941.73","51,815,875.28","94,785,704.31","34,484,940.20","18,565,742.35","58,512,371.38","109,762,122.32","189,618,197.62","46,432,253.45","75,163,580.96","117,480,148.28","148,179,897.67","47,526,730.23"
投资活动现金流出小计,"129,116,547.10","116,852,506.53","154,275,590.64","74,267,828.64","115,549,138.22","177,150,895.01","39,155,482.88","110,409,868.82","171,767,984.42","616,972,671.09","232,888,663.16","501,782,957.89","1,030,035,445.67","177,770,460.67","266,617,008.99","841,606,959.67","1,871,892,318.29","246,852,797.81","393,277,068.16","714,117,294.68","947,789,618.74","319,829,922.62","235,914,218.09","638,837,603.13","1,148,377,055.38","293,370,981.92","292,068,592.97","486,089,793.35","672,564,029.62","576,352,331.63","773,168,622.08"
经营活动现金流入小计,"632,294,217.86","836,259,906.30","968,787,819.13","528,085,215.89","748,973,835.34","1,165,592,870.68","297,248,521.51","598,985,145.02","851,730,658.47","1,248,945,064.31","321,739,089.45","648,005,690.14","933,373,527.95","1,504,507,319.18","374,672,367.90","729,105,858.79","1,107,599,731.34","1,566,519,437.89","393,920,876.93","909,253,147.55","1,316,888,723.44","1,807,614,189.54","431,937,048.18","1,015,355,509.13","1,549,092,808.20","2,388,012,718.78","560,302,066.12","1,091,272,828.13","1,725,127,681.85","2,506,229,305.98","700,669,317.50"
投资活动产生的现金流量净额,"-114,470,764.42","-76,353,417.25","-107,337,329.67","-35,383,644.16","-75,870,473.74","-147,199,047.06","-38,453,368.80","-104,654,011.11","-154,874,736.82","-201,757,356.65","-35,741,024.44","-49,685,538.63","-237,482,621.96","-95,050,398.18","-183,446,997.85","-167,633,093.93","-326,741,855.15","-223,820,442.22","-161,371,268.35","-259,135,344.60","-279,742,144.53","-242,802,050.95","-42,299,787.96","-133,371,291.88","-207,348,623.43","-177,826,531.05","-131,025,703.69","-224,446,366.77","-172,246,290.62","-462,477,985.98","-688,045,770.44"
购买商品、接受劳务支付的现金,"399,791,657.22","622,617,059.88","685,212,504.06","396,846,810.10","512,871,664.72","837,687,644.47","217,418,465.48","461,476,133.32","626,141,961.29","915,222,380.20","233,290,798.03","446,857,056.21","682,235,187.43","1,107,909,934.48","267,968,039.09","526,893,239.84","824,140,220.00","1,153,528,030.63","288,108,247.11","690,776,454.31","1,023,157,674.54","1,357,705,817.95","325,578,069.84","778,678,214.64","1,197,435,192.68","1,951,495,063.34","442,761,184.16","862,080,818.89","1,323,661,941.35","1,999,783,841.52","576,229,088.39"
吸收投资收到的现金,,"70,200,000.00",,,,"414,123,300.00",,,,"46,738,740.00",,,,"17,548,164.31",,,,"2,469,800.00",,,,,"10,000,000.00","10,000,000.00","10,000,000.00","26,684,201.63",,,"984,999,987.13","984,999,987.13",
