科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2015-12-31
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"-821,996,488.16","-829,261,447.38","-836,585,139.20","-838,309,882.23","-845,957,718.49","-853,562,991.73","-861,502,227.42","-864,725,694.27","-872,907,118.24","-881,245,456.94","-889,745,046.77","-898,305,927.42","-907,145,861.68","-915,719,424.93","-924,595,614.78","-921,540,983.97","-930,629,232.71","-939,799,864.07","-949,236,567.42","-956,970,523.28","-966,728,427.60","-976,618,289.71","-996,864,167.78","-1,007,392,632.70","-1,018,030,754.98","-1,028,949,620.17","-1,038,074,574.71","-1,049,420,007.42","-1,138,549,309.34"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"22,214,659.90","21,774,018.04","21,330,685.30","20,895,100.90","20,457,420.25","20,019,739.60","19,582,042.82","19,146,023.87","18,709,934.46","18,274,276.79","17,889,686.49","17,466,953.31","17,044,181.13","16,975,191.13","16,906,191.13","16,271,732.36","16,271,732.36","16,271,732.36","16,271,732.36","16,271,732.36","16,271,732.36","16,271,732.36","16,271,732.36","16,271,732.36","16,271,732.36","16,271,732.36","16,271,732.36","16,271,732.36","16,271,732.36"
所有者权益(或股东权益)合计,"-574,578,943.48","-581,843,902.70","-589,167,594.52","-590,892,337.55","-598,540,173.81","-606,145,447.05","-614,084,682.74","-617,308,149.59","-625,489,573.56","-633,827,912.26","-642,327,502.09","-650,888,382.74","-659,728,317.00","-668,301,880.25","-677,178,070.10","-674,123,439.29","-683,211,688.03","-692,382,319.39","-701,819,022.74","-709,552,978.60","-719,310,882.92","-729,200,745.03","-749,446,623.10","-759,975,088.02","-770,613,210.30","-781,532,075.49","-790,657,030.03","-802,002,462.74","-891,131,764.66"
资产总计,"27,266,858.29","26,813,200.67","26,152,518.54","25,886,359.58","25,451,039.91","25,010,348.26","24,602,556.60","24,139,660.45","23,720,351.39","23,285,675.12","22,926,553.03","22,475,682.85","22,058,047.89","21,994,075.39","21,904,477.33","21,623,042.81","21,608,764.82","21,607,185.32","21,582,261.91","21,582,261.91","21,590,449.07","21,580,386.47","21,560,142.02","21,550,082.08","21,557,782.08","21,555,378.22","21,554,151.82","21,537,406.42","21,475,255.97"
负债和所有者(或股东权益)合计,"27,266,858.29","26,813,200.67","26,152,518.54","25,886,359.58","25,451,039.91","25,010,348.26","24,602,556.60","24,139,660.45","23,720,351.39","23,285,675.12","22,926,553.03","22,475,682.85","22,058,047.89","21,994,075.39","21,904,477.33","21,623,042.81","21,608,764.82","21,607,185.32","21,582,261.91","21,582,261.91","21,590,449.07","21,580,386.47","21,560,142.02","21,550,082.08","21,557,782.08","21,555,378.22","21,554,151.82","21,537,406.42","21,475,255.97"
