科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"193,490,130.84","195,545,173.72","98,546,780.39","148,368,013.31","192,537,891.72","36,118,794.23","101,337,821.43","152,734,373.60","208,769,228.75","46,386,257.65","131,708,374.67","237,404,035.88","417,146,552.82","153,138,435.68","347,846,930.64","503,523,662.98","692,856,552.22","153,098,680.67","373,238,212.61","640,332,170.12","929,573,916.57","263,963,300.48","557,542,055.19","863,440,786.09","1,201,682,787.46","237,766,485.90","449,956,842.15","706,456,069.20","1,047,767,155.45","208,968,015.83","422,005,585.56","665,266,945.11","1,035,279,445.06","283,662,926.29","626,275,900.38","994,337,807.92","1,438,602,275.74","298,939,756.04"
二、营业利润,"37,882,123.11","35,033,855.21","19,873,029.98","28,060,260.55","36,147,797.02","3,625,056.61","15,015,022.63","20,770,820.91","21,791,728.26","2,498,013.80","15,662,106.24","24,763,050.44","50,570,798.59","19,381,310.45","38,439,280.57","49,282,315.32","60,485,150.16","19,312,871.41","33,777,310.21","45,631,542.12","20,442,600.61","6,462,473.66","23,027,971.09","32,098,606.76","-1,506,542.54","19,591,704.69","25,646,869.80","29,169,278.92","13,103,584.75","4,755,493.45","-5,673,780.69","-6,919,851.77","-86,606,199.73","7,919,822.67","31,011,811.94","36,916,978.71","39,091,692.47","15,106,908.16"
减:营业成本,"141,445,678.00","144,393,090.92","69,240,652.07","105,679,002.61","136,970,881.21","28,529,284.21","78,267,079.62","118,971,488.53","164,539,952.21","38,455,043.88","104,707,473.93","190,441,049.34","324,992,483.12","117,966,787.93","272,033,862.79","397,416,720.77","549,687,250.95","116,783,986.28","292,827,288.37","525,508,382.01","769,675,990.46","223,690,120.18","468,580,130.42","722,706,603.00","1,025,905,827.18","192,573,450.46","373,679,114.11","598,540,829.19","900,935,528.74","179,650,498.61","385,141,552.12","597,122,575.13","928,256,898.53","240,241,398.70","528,316,056.60","861,365,004.47","1,218,073,088.37","250,479,280.08"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"865,119.17","767,404.00","587,701.85","881,489.71","1,098,315.78",213.11,435.91,"146,796.18","236,279.88","32,610.79","92,459.15","257,427.90","446,096.84","169,567.23","601,741.74","1,090,042.27","1,856,431.49","393,762.97","800,041.10","1,187,079.91","1,840,607.83","1,045,666.52","1,371,437.46","1,741,930.37","3,311,892.17","605,320.83","464,413.85","924,133.84","3,607,260.72","1,059,426.86","2,416,812.20","3,448,212.33","8,559,659.89","1,653,318.41","3,017,313.91","4,778,297.73","10,183,691.38","1,451,506.13"
营业外收入,"2,840,000.00","1,190,000.00","2,080,000.00","2,279,064.32","2,379,663.76","630,000.00","794,695.00","844,695.00","2,295,570.16","1,000,000.00","1,000,000.00","1,000,005.00","1,133,781.39","980,000.00","1,302,291.59","1,699,941.22","6,122,596.09","519,344.44","1,972,084.37","2,580,504.57","25,733,463.90","10,025,424.72","10,315,410.10","11,436,435.30","11,851,940.39","439,773.62","2,069,835.27","2,413,939.55","18,053,910.36","5,024,928.66","8,526,862.73","9,813,381.18","12,217,218.86","299,304.22","4,038,469.47","1,109,968.80","744,664.65","326,636.69"
销售费用,"2,905,755.13","3,371,820.69","1,635,517.37","2,785,885.14","4,368,520.73","1,345,660.71","2,347,554.00","3,811,124.66","5,080,436.42","1,622,631.62","3,640,683.51","6,561,776.37","10,144,498.75","2,933,802.65","7,769,018.56","12,873,852.11","20,651,398.84","5,401,086.24","12,298,001.38","19,809,899.70","33,004,333.68","9,075,735.46","19,103,994.82","30,511,609.27","40,128,182.03","8,166,307.32","16,816,609.98","25,561,759.21","34,675,751.58","8,230,893.48","14,152,204.38","22,159,141.11","28,912,126.72","11,844,783.71","19,242,131.14","27,793,545.85","22,270,256.20","7,101,902.69"
减:营业外支出,"26,947.54","126,168.05",,,194.34,,"100,000.00","105,495.67","105,495.67",,"15,000.00","28,000.00","429,891.15",,"17,937.55","1,074,158.58","2,575,890.62","8,384.98","15,712.49","36,379.33","1,962,092.08","27,112.06","322,112.74","2,687,345.90","452,897.99","11,562.56","18,404.73","142,002.22","722,558.11","734,287.13","1,959,461.82","1,991,659.22","1,516,040.52","77,254.78","2,097,782.45","1,147,748.73","2,477,556.79","37,933.42"
管理费用,"4,830,447.05","5,356,687.06","2,872,550.46","4,633,732.29","7,076,324.72","1,723,212.06","3,623,706.53","5,988,348.66","8,531,402.30","2,132,413.54","6,358,189.72","10,313,654.23","17,017,194.34","5,966,191.80","13,849,327.52","25,052,923.34","34,971,568.20","11,281,082.92","24,438,457.50","44,307,921.96","50,449,669.04","16,376,547.00","31,195,902.82","51,331,894.76","54,348,484.45","14,425,258.22","30,970,006.92","47,690,468.97","58,594,564.73","16,032,574.09","26,446,211.03","43,542,687.25","64,555,575.18","14,794,363.87","33,288,040.86","53,200,305.32","70,696,619.04","19,573,230.49"
其中:非流动资产处置净损失,,,,,,,,,,,,,"398,372.15",,,,"423,282.34",,,,"1,391,551.99",,"105,239.67","105,239.67","30,070.13",,,"49,191.47",202.29,,"433,341.64","433,341.64","549,952.96",,,,,
