科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
取得投资收益收到的现金,,,"6,600,000.00",,,,,,,,"79,178.08","79,178.08","79,178.08","79,178.08",,,,,,,,"7,545.20","47,891,426.97",,,,,,"8,767.12","363,945.21",,"219,205.48"
筹资活动现金流出小计,"289,085,462.62","245,357,483.55","196,848,550.97","138,375,859.58","181,941,351.23","318,759,625.57","67,479,886.21","175,876,375.56","243,718,850.45","356,655,073.59","86,672,471.66","299,726,738.74","408,807,112.07","476,966,038.56","3,780,434.79","198,961,786.33","318,180,532.99","359,405,548.19","5,358,365.54","220,822,861.19","339,764,135.57","438,900,076.40","64,713,792.40","240,763,162.13","331,190,808.86","332,733,140.63","100,746.75","595,871.75","80,788,513.08","80,789,204.84",598.12,"266,218.55"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"21,670.63","892,500.00",,,,,,"55,000.00","65,175.21",600.00,"20,740.00","394,740.00","506,568.80",,"116,100.00","269,985.19","638,182.00","3,350.00","19,550.00","19,550.00","71,946.72","185,000.00","215,000.00","215,000.00","215,000.00",,"511,728.15","1,018,000.00","1,569,193.00",,"30,000.00"
筹资活动产生的现金流量净额,"76,715,322.58","45,562,516.45","19,449,949.03","-11,921,759.58","-13,487,251.23","249,694,474.43","-30,729,886.21","-34,126,375.56","-22,468,850.45","-16,030,073.59","-4,392,471.66","-446,738.74","2,752,887.93","-55,406,038.56","16,219,565.21","-15,610,465.34","28,099,467.01","50,225,772.80","24,641,634.46","-144,822,861.19","-171,334,135.57","-202,163,408.40","105,286,207.60","95,184,437.87","4,756,791.14","-72,733,140.63","-50,746.75","79,454,128.25","-688,513.08","-689,204.84",-598.12,"79,733,781.45"
处置子公司及其他营业单位收到的现金净额,,"9,186,212.59",,,,,,,,,,,,,,,,,,,,"61,138,092.25",,,,"60,000,000.00",,,,,,
四、汇率变动对现金的影响,"-47,829.37","-14,094.79","-98,735.33","-13,880.35","-49,081.17","-26,113.56","-17,684.16",491.88,"15,442.53","-9,486.36","-27,275.21","-127,397.06","-135,315.73","-150,982.16","-11,953.99","23,202.74","28,969.46","12,255.09",-604.57,"11,246.91","3,754.77","25,789.22","-52,634.15","41,553.41","48,323.85","136,544.25","-23,722.37","-40,645.69","-36,389.06","-45,707.29","-6,572.40","39,152.45"
收到其他与投资活动有关的现金,"4,737,254.85","21,407,343.60","11,011,385.00","3,084,825.00","3,084,825.00","4,784,825.00",,,,"8,125.00",,,"18,500,000.00","19,308,750.00","109,368.00","8,125.00","8,125.00","738,125.00",,,,"607,537.22",,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"4,737,254.85","30,615,226.82","18,503,885.00","3,084,825.00","3,084,825.00","4,784,825.00",,,"55,000.00","73,300.21","10,079,778.08","10,099,918.08","28,973,918.08","19,894,496.88","109,368.00","124,225.00","278,110.19","1,376,307.00","3,350.00","19,550.00","19,550.00","61,825,121.39","60,185,000.00","215,000.00","215,000.00","60,215,000.00",,"511,728.15","1,026,767.12","31,933,138.21",,"60,249,205.48"
五、现金及现金等价物净增加额,"2,549,469.26","-10,284,244.09","-13,815,823.48","-382,017.13","8,188,695.51","252,877,140.56","-51,200,543.14","-116,423,838.33","-122,887,265.67","-111,526,505.78","2,931,436.08","21,279,106.69","14,753,119.97","-35,142,828.35","-1,235,937.00","10,297,190.09","26,715,155.50","67,930,321.16","21,470,307.68","-128,411,314.42","-148,593,300.73","-140,761,009.41","208,654,417.06","129,665,821.68","40,851,594.82","30,244,210.92","11,053,535.39","91,297,905.73","-23,398,114.25","-3,151,282.75","-27,760,875.53","92,040,085.53"
购建固定资产、无形资产和其他长期资产支付的现金,"91,176,489.00","143,184,637.68","77,572,723.93","9,280,052.28","12,485,702.28","18,215,929.95","21,965,723.99","29,292,152.00","35,197,246.87","41,068,618.31","3,080,249.00","11,251,999.00","27,881,593.00","36,367,217.92","3,072,238.23","7,927,383.77","10,986,168.23","23,792,208.47","2,227,926.75","2,342,194.75","3,425,934.75","1,553,241.20","383,947.74","14,157,583.22","14,517,161.22","21,186,066.42","1,707,266.00","6,512,911.56","8,526,409.26","10,158,895.20","1,702,629.00","3,122,824.02"
期初现金及现金等价物余额,"28,218,133.22","30,767,602.48","20,483,358.39","6,667,534.91","6,667,534.91","6,667,534.91","259,544,675.47","259,544,675.47","259,544,675.47","259,544,675.47","148,018,169.69","148,018,169.69","148,018,169.69","148,018,169.69","112,875,341.34","112,875,341.34","112,875,341.34","112,875,341.34","180,805,662.50","180,805,662.50","180,805,662.50","180,805,662.50","61,445,919.70","40,044,653.09","40,044,653.09","40,044,653.09","73,651,389.49","70,288,864.01","70,288,864.01","70,288,864.01","74,731,716.67","67,137,581.26"
投资支付的现金,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00",,"19,380,000.00",,"19,380,000.00",,,,,,,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00","60,000,000.00"
期末现金及现金等价物余额,"30,767,602.48","20,483,358.39","6,667,534.91","6,285,517.78","14,856,230.42","259,544,675.47","208,344,132.33","143,120,837.14","136,657,409.80","148,018,169.69","150,949,605.77","169,297,276.38","162,771,289.66","112,875,341.34","111,639,404.34","123,172,531.43","139,590,496.84","180,805,662.50","202,275,970.18","52,394,348.08","32,212,361.77","40,044,653.09","270,100,336.76","169,710,474.77","80,896,247.91","70,288,864.01","84,704,924.88","161,586,769.74","46,890,749.76","67,137,581.26","46,970,841.14","159,177,666.79"
