科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"160,274,762.17","221,383,717.78","289,194,079.14","799,919,467.88","453,812,345.42","334,131,788.00","559,594,546.21","410,441,286.69","381,555,789.09","829,376,184.56","346,632,354.88","399,006,625.37","384,127,108.25","412,168,512.71","787,536,938.23","883,888,378.21","808,068,320.65","746,876,316.62","1,296,936,142.31","1,214,582,474.58"
短期借款,,,,,,,,,,,,,,,,"13,000,000.00","13,000,000.00","5,000,000.00","5,000,000.00","31,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"1,763,566.50","2,007,850.10","1,282,467.20","1,644,579.10","350,895.00","406,785.20","993,258.40","1,331,715.70","2,180,634.46","651,063.70","1,381,451.40","1,193,768.60","473,288.50","1,827,791.82","1,781,652.75","2,992,685.75","8,840,509.78","1,233,128.71",,"267,575.00"
应付票据,"260,360,000.00","337,460,000.00","434,775,000.00","442,345,000.00","438,530,000.00","507,985,000.00","605,145,000.00","530,225,000.00","548,765,000.00","659,000,000.00","745,040,000.00","659,710,000.00","508,897,593.78","767,320,000.00","920,222,601.73","841,170,345.26","794,090,000.00",,"1,553,881,808.00",
应收账款,"54,916,668.17","80,884,208.38","108,717,214.69","121,771,385.56","133,150,704.29","144,628,616.76","182,383,340.95","234,255,476.44","241,167,411.17","233,826,489.23","246,863,352.15","265,260,511.57","290,523,602.53","299,813,881.37","338,598,311.74","365,194,930.39","405,385,788.12","521,958,587.71","604,706,228.34","725,904,123.28"
应付账款,"86,676,255.52","99,539,645.68","131,320,402.81","213,463,467.38","168,473,575.87","232,090,761.11","210,540,920.22","295,032,612.12","293,314,970.22","263,521,422.14","245,497,797.19","322,945,639.23","363,945,286.09","358,624,352.55","318,683,873.40","507,302,031.56","440,972,833.83",,"646,212,174.95",
预付款项,"32,113,568.85","42,885,902.78","54,925,055.02","64,770,360.03","84,889,300.60","126,158,400.95","88,534,548.09","196,260,970.64","98,529,937.05","107,580,689.16","98,027,682.29","115,828,625.98","95,657,709.48","224,848,175.67","211,470,255.20","273,036,969.11","193,229,325.45","356,684,055.75","202,729,918.24","236,504,088.38"
预收款项,"1,429,490.14","3,216,109.74","2,860,353.28","2,750,212.60","3,137,216.77","3,117,563.79","5,693,549.00","4,847,507.79","8,649,662.05","9,415,379.18","11,834,444.58","11,692,476.15","12,032,952.31","12,216,991.33","11,320,577.75","15,690,970.30","14,971,434.22","30,934,918.62","28,482,228.28","34,357,898.36"
其他应收款,"28,292,607.63","33,311,747.67","41,086,753.31","46,122,970.19","43,345,185.98","54,245,243.24","58,678,487.05","58,474,517.79","68,387,894.83","56,632,365.71","84,030,539.48","90,107,986.35","92,647,640.20","101,019,640.03","122,237,653.93","159,242,286.16","134,657,446.76","177,464,861.38","182,263,866.69","182,566,362.76"
应付职工薪酬,"25,274,226.94","33,937,329.73","42,725,052.49","31,447,492.51","34,822,181.06","43,234,097.20","53,902,105.66","42,631,475.42","48,780,821.12","57,436,951.98","79,988,966.20","58,942,456.94","71,944,368.69","93,513,578.01","105,975,161.12","83,924,036.30","106,241,139.62","136,476,695.00","161,492,796.34","125,041,938.67"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"16,143,566.99","23,940,293.91","26,335,002.00","28,730,977.57","30,340,562.78","31,270,866.68","36,011,090.87","38,540,877.77","41,297,996.52","40,122,986.20","47,963,119.83","47,463,444.43","56,479,358.10","61,347,671.30","57,735,119.00","77,799,554.82","85,511,209.74","90,779,721.58","173,103,210.59","117,966,951.43"
应收利息,"1,220,432.23","1,983,343.80","2,988,897.50","3,002,140.88","8,971,299.24","8,720,297.38","8,488,328.09","7,392,559.46","1,790,483.83","6,265,727.62","11,070,068.45","15,032,398.16","22,297,577.21","11,449,376.33","15,617,859.34","3,364,313.18","2,310,600.49","5,959,450.40","3,596,150.95","4,817,795.70"
应付利息,,,,,,,,,,,,,,,,,,,"1,097,658.07","1,195,164.44"
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,"80,000,000.00",,,,,,,"68,619,360.00","54,737,760.00","54,737,760.00","45,360,885.69","93,176,077.80","24,935,677.80","14,181,178.82","16,312,053.87"
存货,"216,977,327.97","263,552,084.36","327,608,864.73","386,519,667.71","363,047,508.92","407,411,819.02","489,771,047.01","515,329,038.31","587,897,098.57","665,637,565.48","730,060,057.55","699,634,307.80","660,599,923.36","709,743,523.17","764,160,321.09","884,262,295.78","872,759,182.98","1,106,339,807.92","1,440,483,225.66","1,462,411,071.22"
其他应付款,"24,574,540.59","21,471,630.68","13,048,941.31","22,368,034.23","18,001,113.85","48,634,261.24","102,419,914.65","75,607,672.38","139,701,171.89","122,745,779.92","69,697,532.56","48,670,029.89","55,430,372.76","44,725,853.40","88,495,557.07","183,441,189.70","122,582,974.91","523,668,575.08","291,088,955.27","240,713,865.75"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,"39,200,000.00","39,200,000.00"
其他流动资产,"43,569,073.54","60,003,194.97","67,482,947.02","326,647,216.81","640,529,063.12","683,681,797.92","353,374,669.87","280,730,962.24","301,222,238.80","1,137,642,406.78","1,607,652,462.87","1,556,640,987.06","1,466,680,317.54","1,455,198,123.09","1,080,289,764.09","835,588,114.02","850,752,032.61","703,440,063.14","514,711,535.24","434,771,214.38"
其他流动负债,,,,,,,,,,,,,,,,,,,,
流动资产合计,"539,128,007.06","706,012,049.84","893,286,278.61","1,750,397,788.16","1,728,096,302.57","1,759,384,748.47","1,741,818,225.67","1,704,216,527.27","1,682,731,487.80","3,037,612,492.24","3,125,717,969.07","3,142,705,210.89","3,013,007,167.07","3,216,069,024.19","3,356,535,051.34","3,446,866,131.73","3,276,003,206.84","3,613,996,821.23","4,241,830,916.48","4,257,006,909.60"
流动负债合计,"414,458,080.18","519,565,009.74","651,064,751.89","741,105,184.29","693,304,650.33","946,332,550.02","1,013,712,580.40","986,885,145.48","1,080,509,621.80","1,152,242,519.42","1,200,021,860.36","1,149,424,046.64","1,137,349,291.73","1,392,486,206.59","1,557,556,592.88","1,768,288,999.91","1,670,545,670.12","2,559,585,258.79","2,898,461,173.43","2,893,124,666.13"
可供出售金融资产,"1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00","450,000.00","450,000.00","450,000.00","450,000.00","450,000.00","450,000.00","450,000.00","450,000.00","61,650,000.00","61,650,000.00","61,650,000.00","61,650,000.00","1,974,500.00","1,974,500.00","1,974,500.00"
长期借款,,,,,,,,,,,,,,,,,,"322,500,000.00","744,800,000.00","744,800,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,"27,500,000.00","35,750,000.00","27,579,913.16","27,823,615.00"
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"138,314,863.73","141,457,323.39","155,478,283.35","156,914,973.34","158,021,083.82","219,929,402.34","253,825,157.12","272,747,345.10","276,536,307.25","282,375,805.88","287,853,131.84","289,283,333.21","291,751,642.91","296,911,596.66","313,828,441.69","316,469,607.41","318,242,704.87","392,174,204.34","396,870,135.91","396,607,898.99"
递延所得税负债,,,,,,,,,,,,,,,,,,,"3,065,222.00","2,918,479.88"
在建工程,"8,659,547.56","8,865,067.66","10,145,602.35","10,582,986.36","17,030,464.35","21,897,403.91","11,626,429.78","12,062,749.83","16,091,605.57","17,931,924.10","14,899,789.33","16,281,996.29","16,514,045.39","17,235,988.32","1,376,980.34","3,466,245.46","5,984,049.97","14,171,189.83","19,710,444.34","28,417,799.10"
其他非流动负债,"5,168,657.06","4,645,465.46","4,122,273.86",,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"5,168,657.06","4,645,465.46","4,122,273.86","3,991,475.96","3,860,678.06","3,730,533.06","3,599,082.26","3,468,284.36","46,137,486.46","46,136,833.56","45,875,890.66","45,745,092.76","45,614,294.86","45,483,496.96","45,352,699.06","45,222,554.06","45,089,797.46","374,613,783.68","799,842,338.22","799,558,928.64"
固定资产清理,,,,,,,,,,,,,,,,,,,,
负债合计,"419,626,737.24","524,210,475.20","655,187,025.75","745,096,660.25","697,165,328.39","950,063,083.08","1,017,311,662.66","990,353,429.84","1,126,647,108.26","1,198,379,352.98","1,245,897,751.02","1,195,169,139.40","1,182,963,586.59","1,437,969,703.55","1,602,909,291.94","1,813,511,553.97","1,715,635,467.58","2,934,199,042.47","3,698,303,511.65","3,692,683,594.77"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"120,000,000.00","120,000,000.00","120,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","320,000,000.00","320,000,000.00","320,000,000.00","362,694,658.00","362,694,658.00","362,694,658.00","362,694,658.00","362,694,658.00","362,694,658.00","362,694,658.00","362,694,658.00","362,694,658.00","376,806,006.00","376,806,006.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"197,736,049.84","197,736,049.84","197,736,049.84","883,113,049.84","883,113,049.84","883,113,049.84","723,113,049.84","723,113,049.84","723,113,049.84","2,005,813,601.12","2,007,338,506.08","2,007,338,506.08","2,007,338,506.08","2,007,338,506.08","2,007,338,506.08","2,007,338,506.08","2,005,964,400.62","2,005,964,400.62","2,577,179,200.90","2,577,179,200.90"
无形资产,"57,333,759.75","55,665,641.73","55,405,491.59","53,671,259.86","54,564,488.84","54,119,512.98","53,746,321.55","53,046,406.65","145,974,633.23","144,855,039.34","150,138,144.52","149,288,789.94","170,616,456.43","169,244,006.33","151,407,615.10","149,895,430.86","150,639,853.68","195,036,829.23","229,041,981.26","226,596,890.56"
盈余公积,"5,597,507.62","10,229,029.90","17,071,404.45","17,071,404.45","17,071,404.45","17,071,404.45","24,336,310.01","24,336,310.01","24,336,310.01","24,336,310.01","33,632,271.25","33,632,271.25","33,632,271.25","33,632,271.25","51,788,269.84","51,788,269.84","51,788,269.84","51,788,269.84","64,640,419.48","64,640,419.48"
开发支出,,,,,,,"2,012,892.16","3,660,919.48","6,868,026.48","10,096,638.86","14,788,571.06","18,246,267.29","21,762,595.54","27,017,691.15","34,422,634.25","37,422,736.78","43,578,058.22","50,168,029.35","21,713,059.23","27,292,079.59"
减:库存股,,,,,,,,,,,,,,,,,,,,
商誉,"51,772,748.23","66,972,103.86","66,972,103.86","66,972,103.86","66,972,103.86","160,974,143.58","284,388,519.21","298,214,600.21","452,331,747.36","539,201,747.36","529,228,706.44","529,228,706.44","598,558,706.44","598,558,706.44","694,129,744.04","945,467,367.60","985,331,108.41","2,070,002,170.08","2,732,802,898.63","2,895,468,398.63"
未分配利润,"99,301,362.68","169,857,582.92","255,576,412.52","296,701,238.82","343,452,338.86","300,837,233.56","344,247,469.95","396,523,016.44","456,348,778.98","503,613,163.11","558,842,582.91","628,196,375.59","604,832,539.79","670,219,777.80","745,381,748.27","846,339,950.62","861,777,615.28","959,350,565.41","1,040,135,304.32","1,187,304,307.52"
长期待摊费用,"41,330,955.08","38,020,891.07","62,037,756.26","61,585,218.50","63,387,708.48","64,113,105.83","66,692,266.35","69,350,080.94","71,121,744.02","72,280,915.96","87,497,239.44","85,901,253.58","86,115,500.57","92,537,238.45","109,084,164.70","109,410,677.52","117,908,692.65","137,972,407.10","149,623,027.04","157,976,484.07"
