科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
三、利润总额,"47,493,769.23","51,798,656.56","67,706,135.92","17,804,279.41","39,231,715.51","57,039,805.98","72,227,436.90","18,349,630.62","40,187,740.24","59,461,997.16","82,677,889.32","21,163,948.23","41,753,876.54","82,261,664.08","117,888,251.59","26,407,229.57","44,167,097.91","66,061,650.96","454,879,464.16","116,754,114.13"
资产减值损失,"500,071.76","1,193,760.45","1,556,539.73","360,692.79","-602,668.15","159,418.67","-245,068.05","1,500,828.12","1,666,811.50","2,305,365.34","4,113,132.18","-712,177.20","-1,394,512.20","-1,737,711.64","1,702,112.52","-1,039,516.20","-367,270.34","326,704.68","13,532,335.52","-1,048,730.65"
减:所得税,"6,374,796.17","7,491,595.86","9,404,570.20","2,671,023.84","5,819,443.05","8,515,662.84","10,100,873.36","2,694,432.01","5,897,786.37","8,935,570.23","12,177,403.40","2,919,283.20","5,171,710.59","10,825,236.97","13,071,660.76","3,236,752.85","6,723,228.63","8,881,229.65","49,291,071.49","15,721,359.35"
加:公允价值变动净收益,"17,402.20","-43,900.00",,"108,540.00","134,280.00",,"-668,950.00","842,350.00","69,550.00","-561,273.05","668,950.00",,,"-10,170.00",,,"-220,960.00","-289,710.00","-12,677,733.41","5,255,534.59"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,
投资收益,"27,247.26","195,650.00","-207,180.00",,"688,109.59","1,126,407.81","2,066,881.49","-533,524.49","-322,336.82","-1,414,934.35","-2,976,492.36","69,872.96","856,015.01","2,159,630.96","1,563,357.15","34,511.82","-1,867,354.62","-1,729,319.46","9,282,190.44","3,342,329.43"
四、净利润,"41,118,973.06","44,307,060.70","58,301,565.72","15,133,255.57","33,412,272.46","48,524,143.14","62,126,563.54","15,655,198.61","34,289,953.87","50,526,426.93","70,500,485.92","18,244,665.03","36,582,165.95","71,436,427.11","104,816,590.83","23,170,476.72","37,443,869.28","57,180,421.31","405,588,392.67","101,032,754.78"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,"69,594.81",,"843,028.69","2,143,644.64","1,610,240.83","34,511.82","-1,867,354.62","-1,095,512.26","356,346.54","286,475.61"
归属于母公司所有者的净利润,"41,118,973.06","44,307,060.70","58,301,565.72","15,133,255.57","33,412,272.46","48,524,143.14","62,126,563.54","15,655,198.61","34,289,953.87","50,516,457.46","69,916,422.73","18,158,240.06","36,128,272.79","70,745,759.48","104,779,266.74","23,262,181.80","37,572,202.08","58,047,429.79","390,180,292.53","100,347,926.51"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,"9,969.47","584,063.19","86,424.97","453,893.16","690,667.63","37,324.09","-91,705.08","-128,332.80","-867,008.48","15,408,100.14","684,828.27"
