科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"484,167,982.72","537,274,424.21","695,970,910.42","205,678,665.83","386,616,637.76","567,488,742.13","745,991,965.15","182,354,584.95","393,398,021.25","620,005,612.64","898,621,601.09","271,159,454.49","539,802,758.27","808,088,056.56","1,149,958,812.65","272,078,074.39","572,682,727.16","893,385,673.71","6,754,637,522.85","1,581,449,028.34"
二、营业利润,"40,490,229.73","42,759,608.05","57,537,109.36","16,378,521.46","35,096,130.90","50,065,129.89","64,766,530.37","16,423,324.04","36,438,948.41","54,509,732.37","79,097,613.42","18,053,944.51","41,592,835.20","81,977,980.07","111,099,578.83","26,351,520.57","42,400,263.45","64,265,844.63","453,922,552.39","116,782,690.79"
减:营业成本,"417,340,785.48","461,667,882.72","599,854,727.19","178,277,800.37","334,326,030.35","493,758,430.84","648,910,852.82","156,518,618.85","339,530,867.26","534,799,421.51","771,315,534.37","240,748,395.61","478,219,403.08","714,814,412.89","1,012,500,107.39","245,878,693.76","516,710,854.49","799,159,846.34","5,471,639,341.58","1,264,919,479.11"
加:补贴收入,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"650,250.76","1,372,971.39","1,598,650.57","271,664.12","474,978.31","714,143.07","1,210,909.68","183,557.34","415,671.32","725,453.66","2,413,781.91","768,873.53","1,470,396.29","2,155,472.60","2,974,932.20","883,813.86","1,827,926.55","2,942,428.28","36,581,901.97","8,738,403.41"
营业外收入,"7,526,888.86","9,039,048.51","10,239,165.37","1,432,743.27","4,142,569.93","6,981,661.41","7,625,901.83","1,926,306.58","3,748,791.83","5,131,398.87","7,513,126.49","3,110,003.72","161,041.34","283,684.01","6,788,672.76","55,709.00","1,768,834.46","1,797,806.33","2,418,615.45","123,423.34"
销售费用,"8,631,012.18","8,560,470.85","10,771,511.32","3,581,472.56","6,193,222.59","10,866,226.10","14,795,426.02","3,220,927.78","6,719,132.80","12,142,640.31","18,837,621.87","4,848,150.93","9,312,137.26","15,072,384.43","22,039,801.99","6,113,055.19","10,732,993.63","21,424,629.66","306,542,240.31","76,637,171.92"
减:营业外支出,"523,349.36",,"70,138.81","6,985.32","6,985.32","6,985.32","164,995.30",,,"179,134.08","3,932,850.59",,,,,,"2,000.00","2,000.00","1,461,703.68","152,000.00"
管理费用,"13,050,649.57","15,172,929.07","18,401,281.54","5,072,323.66","10,108,743.76","14,177,361.34","20,322,873.99","4,754,534.54","9,577,642.40","14,973,510.62","23,899,256.24","5,846,480.30","12,595,724.60","21,262,520.86","31,371,975.82","10,163,585.84","21,761,087.81","23,224,347.22","171,584,714.40","44,290,071.30"
其中:非流动资产处置净损失,"423,349.36",,"70,138.81","6,985.32","6,985.32",,"164,995.30",,,"179,134.08","3,932,850.59",,,,,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,
财务费用,"3,549,632.70","6,698,551.68","6,043,910.71","1,844,730.87","1,842,589.59","-1,125,559.98","-2,371,628.19","61,619.80","-1,203,839.26","-1,426,718.57","-3,362,881.26","1,675,659.77","5,080,473.35","7,856,208.67","9,539,030.95","4,057,045.20","3,838,166.07","4,094,881.93","62,369,303.31","26,921,452.92"
