科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"45,440,635.35","87,337,829.49","89,332,488.25","63,010,394.06","361,688,450.45","339,791,884.56","339,095,301.76","327,479,518.15","259,956,952.52","253,161,230.27","210,361,597.10","321,462,240.09","357,729,720.67","177,313,934.27","69,081,828.19","57,330,490.95","15,419,172.40","96,842,265.02","29,493,115.73","49,264,974.97","97,604,261.07","73,153,656.15","104,723,456.81","85,809,524.26","155,208,859.76","101,664,125.12","169,615,490.30","73,471,917.05","84,149,701.77","135,621,631.45","117,389,660.41","91,344,585.34","90,918,127.27","80,120,913.22","46,487,370.67","70,798,266.02","78,039,219.50","99,936,715.40","74,713,509.78"
短期借款,"35,000,000.00","45,044,694.79","31,080,000.00","49,640,000.00","104,915,000.00","90,700,000.00","122,350,000.00","131,650,000.00","167,205,748.18","185,942,702.07","120,863,307.23","217,437,633.73","271,243,734.19","248,000,000.00","238,000,000.00","219,788,857.75","254,763,373.70","377,055,981.33","364,656,806.47","323,391,581.47","251,250,000.00","244,000,000.00","283,000,000.00","303,000,000.00","372,000,000.00","337,100,000.00","337,000,000.00","327,000,000.00","190,000,000.00","237,120,000.00","277,120,000.00","252,880,000.00","220,000,000.00","200,000,000.00","219,700,000.00","219,700,000.00","213,000,000.00","274,880,000.00","251,640,000.00"
交易性金融资产,,"16,436.17","345,421.36","25,156.79","28,142.50","29,620.57","29,857.06","29,324.96","23,619.60","24,181.27","26,250.57","24,240.39","26,250.57","113,201.62","29,384.08","29,058.90","31,599.07","370,826.98","33,626.98","388,300.00",,,,,,"216,000.00","301,500.00","204,000.00","207,000.00","57,000.00","114,000.00",,"16,146,500.27",,"28,505,114.42","54,557,741.75","4,300,000.00",,"10,000,000.00"
交易性金融负债,"18,000.00","24,000.00",,"2,061,500.00",,,,,,"128,600.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"433,920.00","729,740.00","3,048,441.35","4,820,027.55","8,680,000.00","41,120,894.76","12,294,978.67","3,800,000.00","7,949,599.95","20,414,759.10","14,563,989.00","5,899,600.00","2,000,000.00","13,880,064.99","8,730,340.00","6,109,200.00","3,226,610.00","20,155,785.35","5,030,465.30","6,450,726.37","5,069,458.44","29,780,877.42","11,970,589.38","28,952,566.00","12,580,653.62","56,022,964.63","17,415,413.48","10,217,293.34","3,615,824.73","9,560,815.90","15,003,762.20","10,737,912.59","18,537,781.64","52,163,923.23","23,487,892.85","48,683,612.86","36,872,650.47","70,318,304.36","11,058,128.50"
应付票据,,,,,,,,,,,,,,,,,,,,,"28,570,000.00","49,990,000.00","51,420,000.00","51,420,000.00","90,290,000.00","129,570,000.00","87,570,000.00","61,870,000.00","77,300,000.00","98,700,000.00","113,270,000.00","30,000,000.00",,,,,,,
应收账款,"94,598,637.60","90,848,430.72","129,215,099.12","171,732,311.88","205,955,785.49","181,466,886.36","201,836,882.23","229,822,182.62","235,833,613.35","267,002,239.97","222,150,402.97","243,526,100.54","224,476,906.05","250,597,740.34","235,202,837.45","256,796,710.64","286,696,321.62","301,362,661.19","291,257,398.53","301,129,061.35","328,906,708.78","360,509,040.92","336,179,895.56","391,638,106.64","448,613,496.15","368,425,008.84","343,268,418.59","405,858,329.32","326,248,714.27","318,333,478.21","302,499,853.32","316,481,759.12","314,551,133.39","302,147,411.23","266,382,263.75","258,052,113.02","244,129,877.71","179,043,859.54","171,425,349.39"
应付账款,"32,298,137.84","40,490,742.99","49,513,435.20","83,425,863.23","58,972,967.39","36,393,486.96","29,010,326.97","22,984,951.70","24,318,150.37","38,867,701.91","38,050,718.46","25,914,924.46","42,673,955.80","35,435,635.64","24,539,446.93","49,324,152.30","50,252,786.59","47,409,407.78","38,348,587.87","50,235,863.22","64,046,260.88","77,760,451.57","71,280,266.23","68,382,926.44","72,290,979.82","68,736,126.08","55,706,552.85","93,771,653.50","57,301,406.64","65,688,009.61","39,260,194.43","36,805,431.09","32,216,520.68","29,358,346.01","31,714,589.18","41,787,025.01",,"36,789,725.25",
预付款项,"8,435,315.65","26,194,293.36","11,186,252.91","25,304,983.91","48,865,442.60","19,160,798.97","41,299,394.37","36,061,312.53","80,004,690.46","75,547,590.24","66,008,413.64","43,764,143.83","69,620,014.66","79,875,006.05","121,206,842.54","95,783,099.55","114,086,817.97","46,969,905.65","57,124,789.38","57,923,045.08","68,052,849.72","47,516,610.60","61,773,938.80","67,014,560.64","56,218,116.28","18,285,189.95","26,529,234.72","34,908,729.73","28,044,584.28","2,090,278.23","33,682,497.30","17,598,097.93","30,157,729.67","3,022,357.81","36,338,775.06","20,581,082.17","23,485,291.28","1,504,207.74","26,054,032.64"
预收款项,"14,128,419.05","31,812,587.52","25,198,866.43","4,496,546.25","2,881,794.90","5,551,932.82","7,819,527.58","4,912,867.29","11,310,271.06","4,992,051.72","6,272,416.08","7,963,283.42","7,769,795.22","4,168,443.21","5,961,955.28","8,707,938.50","7,810,658.13","6,063,414.41","17,422,197.10","48,286,664.02","53,685,292.49","20,424,545.70","15,689,016.82","9,934,416.63","7,530,374.76","7,657,383.24","8,261,070.48","11,473,980.82","5,384,509.91","6,380,212.46","12,596,263.17","11,203,786.47","6,063,806.14","7,758,328.47","7,766,607.86","14,910,569.11","11,213,064.65","7,274,588.90","9,599,037.73"
