科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"332,560,857.54","422,706,062.24","199,276,010.22","283,380,910.51","413,664,835.17","112,175,393.79","229,335,064.29","357,913,981.57","527,907,824.87","171,432,924.72","332,865,105.47","509,506,853.24","722,731,049.68","217,629,182.54","383,614,433.54","614,061,826.59","888,590,857.39","276,319,823.39","474,086,741.82","720,581,140.08","1,035,259,774.59","335,716,632.76","566,438,777.07","809,170,714.49","1,163,530,068.32","353,225,805.03","675,458,287.06","985,865,383.50","1,328,973,123.46","417,669,011.74","756,604,819.61","1,065,673,242.61","1,395,367,796.86","485,474,243.31","836,651,871.86","1,277,174,462.72","1,690,569,813.03","627,317,933.88","1,209,051,308.19"
取得借款收到的现金,"3,016,520,170.73","1,056,363,003.90","787,000,000.00","1,133,000,000.00","1,842,000,000.00","346,500,000.00","702,500,000.00","954,400,000.00","1,202,930,000.00","257,900,000.00","617,500,000.00","805,000,000.00","947,400,000.00","177,500,000.00","474,500,000.00","729,310,397.17","799,860,397.17","137,000,000.00","537,500,000.00","731,000,000.00","1,181,500,000.00","189,000,000.00","271,000,000.00","447,941,028.00","501,000,000.00","180,000,000.00","308,000,000.00","730,000,000.00","837,543,466.10","118,000,000.00","248,062,400.00","320,534,243.38","324,291,800.00","44,500,000.00","132,048,800.00","177,048,800.00","285,971,200.00","31,000,000.00","50,000,000.00"
支付的各项税费,"206,006,859.18","240,875,188.79","106,814,826.90","145,881,133.01","176,377,798.40","40,367,615.28","110,354,254.03","180,554,353.70","235,516,424.70","67,394,310.73","200,837,707.69","309,689,076.32","427,466,678.39","131,965,520.80","411,638,668.78","526,738,915.42","648,870,691.11","122,849,935.56","433,903,822.03","591,065,445.96","739,395,785.27","167,593,697.28","531,268,278.35","689,187,296.41","846,298,553.69","196,319,473.02","584,169,377.16","764,038,731.85","963,947,929.44","207,536,075.29","593,261,371.80","810,331,518.58","1,096,999,265.45","187,978,003.64","561,943,037.99","790,812,002.71","1,182,370,292.79","340,400,945.21","1,314,906,648.43"
收到其他与筹资活动有关的现金,"3,281,033.19",,,,,"131,656.13",,,"38,732,450.15","2,738,289.55","14,723,874.07","26,642,256.58","31,715,349.05","26,980,173.49","29,595,481.73","36,827,961.78","38,281,983.19","35,140,067.11","39,207,895.16","49,441,952.14","51,765,488.74","18,662,909.77","34,286,725.54","68,510,321.16","74,861,544.16","34,535,587.26","37,686,327.50","68,448,364.15","68,453,903.00","515,121.32","6,715,247.81","7,238,638.48","8,007,821.01",,"13,935,580.15","13,935,580.15","14,988,675.05","81,130.90","20,126,927.71"
支付其他与经营活动有关的现金,"612,651,730.51","667,230,332.80","431,384,897.73","699,077,662.54","847,978,119.45","319,660,685.48","586,983,693.60","767,365,472.83","915,456,257.81","400,200,835.55","666,360,427.17","984,363,530.70","1,236,365,443.61","420,092,353.48","603,357,102.07","1,131,040,199.45","1,218,062,704.16","552,748,979.57","973,943,365.63","1,406,207,062.01","1,615,131,875.85","667,935,298.16","696,142,266.99","1,070,820,892.48","1,765,968,266.85","551,792,397.42","853,102,293.66","1,391,878,840.73","1,730,584,712.55","399,794,909.81","951,753,213.76","1,666,571,396.00","1,609,154,818.31","1,016,566,315.81","2,075,469,533.21","3,294,730,359.32","4,273,930,978.57","1,384,550,626.33","4,323,745,791.29"
筹资活动现金流入小计,"3,045,796,203.92","1,416,697,067.75","824,283,650.88","3,701,472,200.53","4,400,379,388.73","349,631,656.13","724,640,228.45","993,603,326.80","1,291,423,052.50","270,026,024.93","657,564,044.07","890,526,395.83","1,058,021,320.14","225,215,173.49","550,018,481.73","853,405,358.95","940,075,557.86","177,510,835.74","585,705,663.79","3,294,389,700.96","3,762,568,237.56","211,662,909.77","312,146,725.54","532,296,349.16","602,269,344.16","215,135,587.26","346,833,327.50","799,595,364.15","912,500,369.10","120,802,851.32","260,282,224.81","334,701,728.86","366,399,154.41","47,440,000.00","149,414,380.15","216,347,460.15","326,572,955.05","62,931,130.90","101,976,927.71"
经营活动现金流出小计,"7,894,990,561.49","7,974,317,806.18","3,839,261,761.37","6,072,218,448.10","7,521,220,743.47","2,514,999,486.95","5,868,454,545.64","10,455,916,147.91","13,913,484,344.12","3,395,187,885.84","7,629,580,897.27","12,776,771,597.11","17,113,854,440.62","4,406,733,672.05","9,402,528,392.00","15,590,961,098.49","20,403,957,335.16","4,769,973,560.75","10,234,920,403.14","16,492,345,556.97","22,110,669,415.02","5,589,282,044.36","11,103,072,458.55","17,780,371,542.62","23,844,110,812.11","5,984,904,746.60","12,336,152,023.33","19,936,419,888.57","26,196,059,509.91","5,898,272,313.77","12,506,330,368.08","19,482,781,997.44","26,445,503,114.64","6,939,969,281.63","14,930,062,945.64","23,556,096,836.92","32,553,622,160.87","8,217,381,567.01","22,453,381,198.16"
偿还债务支付的现金,"3,028,720,211.00","1,080,527,161.36","1,016,591,814.12","1,333,754,394.04","2,091,295,421.35","332,516,200.00","599,532,400.00","792,357,800.00","1,212,110,054.57","140,850,400.00","405,431,932.96","677,682,987.96","896,582,987.96","196,500,000.00","571,500,000.00","893,000,000.00","1,009,810,397.17","47,000,000.00","381,000,000.00","726,000,000.00","1,139,500,000.00","184,000,000.00","243,000,000.00","420,000,000.00","508,000,000.00","140,000,000.00","240,000,000.00","673,000,000.00","797,556,266.10","165,000,000.00","247,000,000.00","305,000,000.00","302,430,600.00","79,000,000.00","177,146,400.00","236,146,400.00","315,913,600.00","39,000,000.00","101,948,600.00"
经营活动产生的现金流量净额,"628,355,114.23","189,309,666.54","-77,477,412.23","56,482,648.66","161,540,496.05","103,723,711.94","96,984,943.05","224,267,463.00","453,834,297.68","-1,373,987.40","96,064,699.31","293,737,768.35","551,950,535.37","305,730,730.73","398,497,775.31","603,976,658.27","1,272,572,562.35","654,316,405.39","704,891,402.16","1,114,105,292.70","1,470,221,414.45","542,406,482.05","374,443,547.35","969,421,272.05","1,495,839,221.79","697,801,440.54","556,104,167.20","1,124,844,841.08","1,570,916,108.27","910,362,304.04","927,231,773.43","1,306,314,612.01","1,936,528,564.22","284,969,959.76","1,560,375,557.79","2,365,125,203.97","3,017,128,440.28","2,136,990,116.41","2,209,929,637.00"
分配股利、利润或偿还利息支付的现金,"62,724,747.73","332,206,909.77","56,570,512.76","69,840,794.37","101,600,097.06","52,843,577.45","96,865,576.04","125,265,206.68","157,316,976.64","84,312,044.38","147,718,057.43","241,053,957.18","250,137,552.39","25,728,337.50","155,274,850.36","164,327,123.29","237,485,537.70","13,928,595.40","395,789,530.88","435,905,065.56","465,606,061.09","33,183,868.29","497,496,648.79","537,790,158.40","559,361,714.66","42,588,126.53","141,167,919.55","619,002,520.07","648,640,085.18","37,990,871.49","625,238,554.92","670,850,420.51","705,365,386.82","38,888,157.10","1,798,673,776.69","1,825,335,247.12","1,875,528,891.76","35,672,394.51","1,344,007,694.23"
收回投资收到的现金,"535,000.00","32,524,741.24","9,055,318.77","14,057,135.81","5,123,817.04",,,"6,847,101.65","4,251,529.72","3,050,089.62","1,311,243.31","1,311,243.31","3,008,625.06",,"183,600.00","183,600.00","618,000.00",,,"645,000.00","645,000.00",,"1,500,000,000.00","1,900,030,000.00","3,016,280,000.00","300,088,835.83","1,139,088,835.83","4,289,088,835.83","4,489,488,000.00","1,570,000,000.00","2,870,000,000.00","4,970,000,000.00","10,270,000,000.00","3,200,000,000.00","4,400,000,000.00","6,100,000,000.00","6,909,111,776.03",,
支付其他与筹资活动有关的现金,"282,106.56","148,437,108.03",,"359,700.00","363,015.92",,,,"36,702.67",,"99,413.15","101,927.98","1,149,930.07","1,056.50","108,255.14","110,323.93","1,683,440.63","378,523.60","623,426.71","1,242,629.92","1,342,103.10",313.30,"8,298,121.89","8,298,936.09","8,299,603.13","1,030.00","1,030.00","10,240,182.03","11,255,018.73",20.00,"2,594,831.83","6,261,908.48","7,869,897.34",,"10,494,016.63","21,354,986.63","31,178,023.97",,"5,380,058.13"
取得投资收益收到的现金,"19,732,492.02","29,249,836.52","27,340,263.20","31,496,199.87","53,223,107.77","18,116,000.00","36,594,869.32","49,802,346.29","71,153,386.00","64,968,599.72","37,869,497.24","42,583,300.17","48,729,245.36","64,496,450.45","84,058,886.11","109,880,811.29","116,558,039.84","40,978,766.34","53,458,918.55","65,082,849.56","71,938,121.36","26,000,000.00","66,060,086.31","118,568,841.31","127,884,306.70","29,407,260.27","71,244,551.20","112,221,698.56","155,926,946.19","84,599,900.26","105,448,741.08","149,452,603.34","196,738,491.93","23,435,085.50","120,782,313.01","179,787,638.25","190,852,606.58","27,022,475.08","39,841,601.60"
筹资活动现金流出小计,"3,091,727,065.29","1,561,171,179.16","1,073,162,326.88","1,403,954,888.41","2,193,258,534.33","385,359,777.45","696,397,976.04","917,623,006.68","1,369,463,733.88","225,162,444.38","553,249,403.54","918,838,873.12","1,147,870,470.42","222,229,394.00","726,883,105.50","1,057,437,447.22","1,248,979,375.50","61,307,119.00","777,412,957.59","1,163,147,695.48","1,606,448,164.19","217,184,181.59","748,794,770.68","966,089,094.49","1,075,661,317.79","182,589,156.53","381,168,949.55","1,302,242,702.10","1,457,451,370.01","202,990,891.49","874,833,386.75","982,112,328.99","1,015,665,884.16","117,888,157.10","1,986,314,193.32","2,082,836,633.75","2,222,620,515.73","74,672,394.51","1,451,336,352.36"
处置固定资产、无形资产和其他长期资产收回的现金净额,"825,508.48","6,364,842.35","12,942,390.50","13,750,560.50","11,977,676.23","257,152.00","324,082.86","714,191.84","2,162,443.76","54,596.00","136,850.71","915,222.35","1,306,957.59","171,340.20","438,064.22","539,651.62","973,600.97","57,552.60","159,698.07","161,207.67","1,323,920.82","87,029.00","255,963.90","338,712.90","1,369,642.72","120,200.00","163,930.00","235,936.47","9,447,502.18","23,909.00","61,786.84","130,647.86","502,153.13","16,012.25","126,786.35","654,116.89","1,189,628.30","943,255.00","5,500.00"
筹资活动产生的现金流量净额,"-45,930,861.37","-144,474,111.41","-248,878,676.00","2,297,517,312.12","2,207,120,854.40","-35,728,121.32","28,242,252.41","75,980,320.12","-78,040,681.38","44,863,580.55","104,314,640.53","-28,312,477.29","-89,849,150.28","2,985,779.49","-176,864,623.77","-204,032,088.27","-308,903,817.64","116,203,716.74","-191,707,293.80","2,131,242,005.48","2,156,120,073.37","-5,521,271.82","-436,648,045.14","-433,792,745.33","-473,391,973.63","32,546,430.73","-34,335,622.05","-502,647,337.95","-544,951,000.91","-82,188,040.17","-614,551,161.94","-647,410,600.13","-649,266,729.75","-70,448,157.10","-1,836,899,813.17","-1,866,489,173.60","-1,896,047,560.68","-11,741,263.61","-1,349,359,424.65"
处置子公司及其他营业单位收到的现金净额,"322,352.15",,,,,,,"1,549.30",,,,,,,,,,"13,296,600.00","13,296,600.00","13,296,600.00","10,494,188.32","22,796.30",,,"532,796.30",,"3,561.03","3,561.03",,,,,,"436,291.31",,,,,
四、汇率变动对现金的影响,"-9,683,309.87","-3,090,430.62","399,647.89","549,233.34","1,251,554.94","-179,822.97","2,918,141.59","-5,519,430.92","-3,480,605.43","626,956.29","114,499.47","-2,624,627.05","-11,708,322.74","1,849,067.13","-1,053,263.09","4,750,118.93","636,892.04","-2,387,639.20","-9,525,469.85","-9,588,684.08","-12,432,715.92","2,146,545.27","4,786,937.41","-5,920,891.95","-6,559,079.01","-5,023,831.76","-4,829,809.85","-10,377,126.24","-10,760,181.65","388,717.21","369,686.91","11,153,979.30","77,208,043.81","16,835,958.12","-5,320,042.15","-91,175,469.39","-52,244,203.39","-118,086,982.22","-56,978,437.15"
收到其他与投资活动有关的现金,"578,683.81",,"1,154.15",,"26,233.11",,"77,680,537.87","77,680,537.87","35,074,052.03",,"3,011,594.57","19,775,077.78",,,,,,,,,,,,,"5,855,903.96",,,,"115,755.01",,"614,355.55","614,355.55","614,355.55",,"1,089,945,474.74","1,089,945,474.74","1,089,945,474.74",,"2,342,516.60"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"21,994,036.46","68,139,420.11","49,339,126.62","59,303,896.18","70,350,834.15","18,373,152.00","114,599,490.05","135,045,726.95","112,641,411.51","68,073,285.34","42,329,185.83","64,584,843.61","53,044,828.01","64,667,790.65","84,680,550.33","110,604,062.91","118,149,640.81","54,332,918.94","66,915,216.62","79,185,657.23","84,401,230.50","26,109,825.30","1,566,316,050.21","2,018,937,554.21","3,151,922,649.68","329,616,296.10","1,210,500,878.06","4,401,550,031.89","4,654,978,203.38","1,654,623,809.26","2,976,124,883.47","5,120,197,606.75","10,467,855,000.61","3,223,887,389.06","5,610,854,574.10","7,370,387,229.88","8,191,099,485.65","27,965,730.08","42,189,618.20"
五、现金及现金等价物净增加额,"472,376,505.48","15,508,750.70","-316,117,723.29","2,338,780,457.90","2,330,643,208.25","39,579,319.98","164,802,076.73","285,364,575.23","287,335,353.03","80,143,706.58","149,484,724.94","189,544,683.40","-619,448,428.54","329,125,910.56","197,396,013.00","326,029,711.34","756,611,251.05","745,031,671.53","398,034,577.97","2,936,533,933.48","3,119,930,395.48","352,649,281.61","-690,869,475.23","-126,856,509.00","207,803,272.59","-7,276,020.59","-2,096,062,061.43","-1,550,649,432.14","-4,344,520,523.70","-280,643,669.89","-164,470,866.86","430,099,475.92","5,998,278,075.55","-2,298,386,050.11","-473,101,570.09","1,210,138,885.67","2,522,639,072.96","1,932,545,313.79","275,222,498.37"
购建固定资产、无形资产和其他长期资产支付的现金,"61,593,919.64","55,225,838.92","18,494,792.53","32,016,381.36","86,966,790.98","28,022,062.02","61,011,730.72","115,795,872.48","170,401,009.35","31,846,128.20","77,282,300.20","110,736,244.22","1,110,628,310.49","37,162,877.92","100,884,446.26","174,080,060.98","308,193,586.91","77,433,730.34","169,029,277.16","332,398,646.93","576,039,606.92","212,492,299.19","349,539,120.79","524,609,853.71","642,458,297.75","389,216,356.20","432,286,743.24","454,304,909.37","682,450,652.79","63,830,460.23","90,475,898.73","96,985,972.01","166,638,502.87","46,281,199.95","93,982,337.68","154,479,396.21","293,907,265.52","102,582,286.87","192,928,519.41"
期初现金及现金等价物余额,"632,332,212.60","1,104,708,718.08","1,120,217,468.78","1,120,217,468.78","1,120,217,468.78","3,460,015,781.05","3,450,860,677.03","3,450,860,677.03","3,450,860,677.03","3,738,196,030.06","3,740,378,472.57","3,740,378,472.57","3,740,378,472.57","3,120,930,044.03","3,120,930,044.03","3,120,930,044.03","3,120,930,044.03","3,877,541,295.08","3,877,541,295.08","3,877,541,295.08","3,877,541,295.08","6,997,471,690.56","6,997,471,690.56","6,997,471,690.56","6,997,471,690.56","7,205,274,963.15","7,205,274,963.15","7,205,274,963.15","7,205,274,963.15","2,860,754,439.45","2,860,754,439.45","2,860,754,439.45","2,860,754,439.45","8,859,032,515.00","8,859,032,515.00","8,859,032,515.00","8,859,032,515.00","11,381,671,587.96","11,381,671,587.96"
投资支付的现金,"45,980,000.00","39,149,955.00","21,005,617.04","43,056,251.04","22,653,740.31","18,587,537.65","14,535,045.00","26,217,656.79","27,218,060.00","200,000.00","16,056,000.00","27,104,580.00","11,683,510.62","8,210,000.00","6,245,400.00","14,454,400.00","8,015,686.87",,"3,510,000.00","46,011,690.92","2,340,000.00",,"1,850,000,000.00","2,150,663,000.00","3,315,350,000.00","673,000,000.00","3,390,500,000.00","6,109,000,000.00","9,332,253,000.00","2,700,000,000.00","3,363,170,150.00","5,263,170,150.00","5,663,356,735.00","5,700,000,000.00","5,707,350,000.00","6,412,450,000.00","6,442,002,421.23",,
期末现金及现金等价物余额,"1,104,708,718.08","1,120,217,468.78","804,099,745.49","3,458,997,926.68","3,450,860,677.03","3,499,595,101.03","3,615,662,753.76","3,736,225,252.26","3,738,196,030.06","3,818,339,736.64","3,889,863,197.51","3,929,923,155.97","3,120,930,044.03","3,450,055,954.59","3,318,326,057.03","3,446,959,755.37","3,877,541,295.08","4,622,572,966.61","4,275,575,873.05","6,814,075,228.56","6,997,471,690.56","7,350,120,972.17","6,306,602,215.33","6,870,615,181.56","7,205,274,963.15","7,197,998,942.56","5,109,212,901.72","5,654,625,531.01","2,860,754,439.45","2,580,110,769.56","2,696,283,572.59","3,290,853,915.37","8,859,032,515.00","6,560,646,464.89","8,385,930,944.91","10,069,171,400.67","11,381,671,587.96","13,314,216,901.75","11,656,894,086.33"
