科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"402,420,600.35","843,181,041.35","793,062,852.74","955,568,436.97","1,576,072,631.84","184,024,745.25","941,573,202.43","1,982,687,094.57","3,288,459,470.79","983,703,180.31","2,504,088,669.37","3,736,230,642.65","5,559,823,250.28","959,308,257.82","2,667,844,730.07","3,942,460,382.08","5,824,718,932.41","816,837,412.08","2,789,187,980.60","4,456,488,952.75","6,071,186,445.78","1,013,553,171.34","2,273,750,645.67","3,326,747,074.11","3,859,154,956.95","813,695,635.20","1,749,230,557.54","2,646,407,594.30","3,321,350,053.78","824,221,315.88","1,687,536,128.93","2,684,548,443.65","3,454,686,253.06","918,697,784.00","1,718,750,771.83","2,511,391,204.23","3,231,868,086.25","659,024,894.12","1,498,498,139.11","2,265,602,769.12","2,842,661,256.98","597,473,290.18"
取得子公司及其他营业单位支付的现金净额,"2,153,579.12",,,,"992,000.00",,"2,899,252.00","2,899,252.00",,"1,517,234.41",,,,,,,"194,936.61",,,,"3,109,565.00",,,,,,,,"-16,114,207.07",,,,"-107,126.13",,,,,,,,,
收到的税费返还,,,,,,,,,"709,786.61",,,,,"1,636,166.38","3,727,017.81","6,401,034.97","596,773.44","3,832,993.83","9,192,313.26","13,458,855.82","15,533,684.44","5,658,725.54","351,900.00","351,900.00","20,836,588.72","7,495,408.62","18,824,868.83","22,989,774.71","27,539,540.64","6,030,215.29","15,251,641.99","18,712,230.18","21,084,199.90","12,768,105.08","12,953,223.00","19,913,415.87","20,458,057.42",,"135,067.93","135,067.93","565,931.60","44,041.25"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,"52,032,385.71",,,,"74,287,427.42",,,,"31,481,313.61",,,,"47,597,196.75",,,,"33,867,455.63",
收到其他与经营活动有关的现金,"13,881,942.64","191,907.88","157,916.02","3,007,782.52","3,466,537.66","1,511,321.18","3,403,416.23","43,358,692.16","11,620,648.24","988,759,144.49","36,561,088.68","39,536,441.64","26,563,855.11","61,574,322.30","68,930,604.51","70,198,565.03","33,775,717.85","40,326,178.46","72,717,021.85","88,795,026.86","23,073,720.83","25,755,747.21","125,620,327.74","153,613,560.00","14,197,685.78","80,692,863.75","85,407,472.49","112,924,939.67","14,181,184.44","2,865,833.90","12,035,244.25","48,277,787.18","9,822,530.03","4,470,138.41","9,996,766.56","14,884,143.29","10,740,248.67","14,068,589.06","7,735,484.25","16,880,729.74","43,482,483.93","6,167,743.96"
投资活动现金流出小计,"15,313,265.11","9,207,193.55","6,050,952.77","6,968,488.66","12,240,736.64","2,789,406.32","25,423,175.51","29,148,112.73","68,618,071.11","9,489,970.59","33,805,999.43","42,388,938.67","66,552,723.62","9,960,344.63","34,709,710.26","42,910,901.74","60,283,740.48","10,990,577.96","21,384,646.71","49,473,737.42","58,104,517.41","4,373,959.94","16,454,907.20","22,341,865.29","104,064,634.80","4,776,911.75","8,355,068.45","13,490,231.31","89,302,425.60","7,407,413.86","23,246,003.77","27,919,305.59","87,886,323.32","10,569,504.79","22,933,435.33","32,118,390.00","83,389,564.99","3,746,174.01","38,021,352.38","39,723,726.73","83,111,001.83","1,950,837.23"
经营活动现金流入小计,"416,302,542.99","843,372,949.23","793,220,768.76","958,576,219.49","1,579,539,169.50","185,536,066.43","944,976,618.66","2,026,045,786.73","3,300,789,905.64","1,972,462,324.80","2,540,649,758.05","3,775,767,084.29","5,586,387,105.39","1,022,518,746.50","2,740,502,352.39","4,019,059,982.08","5,859,091,423.70","860,996,584.37","2,871,097,315.71","4,558,742,835.43","6,109,793,851.05","1,044,967,644.09","2,399,722,873.41","3,480,712,534.11","3,894,189,231.45","901,883,907.57","1,853,462,898.86","2,782,322,308.68","3,363,070,778.86","833,117,365.07","1,714,823,015.17","2,751,538,461.01","3,485,592,982.99","935,936,027.49","1,741,700,761.39","2,546,188,763.39","3,263,066,392.34","673,093,483.18","1,506,368,691.29","2,282,618,566.79","2,886,709,672.51","603,685,075.39"
投资活动产生的现金流量净额,"-14,078,451.44","-9,203,693.55","-6,010,552.77","-6,924,517.36","-12,008,387.02","-1,809,406.32","-25,395,375.51","-28,915,921.73","-60,965,034.90","-9,450,374.59","-33,730,019.44","-41,858,709.36","-58,096,194.25","-8,554,697.47","-31,908,591.40","-40,091,351.77","-51,499,729.51","-10,984,652.50","-21,215,914.72","-49,259,861.43","-57,326,595.23","-4,252,844.53","-13,969,862.72","-18,381,420.79","-32,775,810.22","-4,671,265.20","-7,744,352.59","-12,198,637.68","32,626,104.67","-7,391,413.86","6,956,784.28","6,253,919.07","47,304,993.65","-1,542,444.42","-13,680,616.09","-22,967,612.67","-53,993,309.75","-3,691,057.84","-6,953,093.36","-5,173,380.64","-4,832,016.30","22,029,489.98"
购买商品、接受劳务支付的现金,"368,237,376.44","786,831,303.29","718,874,377.93","895,245,437.09","1,357,963,293.34","287,827,323.65","1,048,877,735.72","1,872,961,553.59","3,047,416,179.63","912,806,969.56","2,414,936,236.34","3,682,823,810.83","5,346,728,028.39","1,010,567,014.23","2,577,122,078.28","3,573,442,743.81","4,893,479,034.62","931,013,716.64","2,564,315,528.24","4,079,197,366.63","5,415,739,004.84","990,668,149.95","2,039,892,977.47","3,047,490,746.76","3,374,305,867.35","753,160,895.16","1,674,469,663.43","2,502,963,865.90","2,977,087,168.65","569,278,176.76","1,388,516,799.49","2,301,884,170.79","2,932,743,827.09","826,411,918.76","1,541,771,507.67","2,210,052,832.13","2,720,435,692.61","616,298,731.60","1,333,382,674.48","1,951,246,645.93","2,490,296,100.98","513,664,815.75"
吸收投资收到的现金,"10,367,000.00","31,863,900.00","18,439,200.00","18,650,000.00","406,685,200.00",,"1,775,000.00","20,900,600.00","137,717,300.00","11,005,000.00","28,024,250.00","40,986,200.00","44,097,200.00","19,930,152.00","24,795,152.00","28,290,152.00","25,430,152.00","5,726,500.00","20,960,250.00","20,960,250.00","14,917,300.00","1,730,000.00","1,920,000.00","2,240,000.00","4,325,800.00","244,200.00","2,094,200.00","3,054,200.00","4,204,200.00","750,000.00","1,230,000.00","4,480,000.00","5,550,264.00","1,210,000.00","930,000.00","1,240,000.00","1,375,538.12","440,000.00","440,000.00","575,000.00","575,000.00",
