科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"215,318,908.59","213,574,675.48","166,069,823.52","195,603,727.23",,"666,762,108.85","482,997,835.75","459,496,834.89","172,152,480.66","263,639,175.30","309,279,672.61","233,667,342.00"
短期借款,"167,000,000.00","165,000,000.00","177,800,000.00","209,800,000.00",,"150,000,000.00","35,000,000.00","47,000,000.00","57,000,000.00","57,000,000.00","92,500,000.00","155,000,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"10,744,763.17","1,723,976.05","6,446,800.00","29,039,022.87",,"14,590,850.32","23,923,834.19","15,744,444.76","4,852,476.12","10,191,436.45","21,826,846.60","27,977,111.46"
应付票据,"182,090,655.80","200,484,445.00","135,378,897.00","110,209,033.30",,"147,688,860.80","154,534,026.30","143,972,533.60","127,211,255.70","168,426,243.66","191,279,567.01","166,335,761.56"
应收账款,"227,823,671.06","213,721,036.29","231,489,479.18","275,703,108.98",,"262,688,174.53","312,723,026.03","333,508,227.82","368,414,012.43","328,818,823.89","332,160,438.36","413,135,733.61"
应付账款,"307,171,220.38","192,354,148.90","200,691,875.81","260,404,411.10",,"232,286,556.04","258,271,345.84","256,295,123.55","244,921,798.04","277,659,219.52","279,672,899.74","298,394,339.91"
预付款项,"13,459,513.48","9,512,793.09","21,687,166.25","13,060,610.99",,"23,101,122.75","40,956,652.37","17,110,055.67","12,802,744.19","24,152,314.93","26,274,323.09","26,495,731.20"
预收款项,"3,622,300.38","3,911,929.90","2,870,187.29","5,295,057.52",,"4,043,302.37","4,288,033.12","4,350,110.24","2,610,475.14","2,977,019.83","1,954,238.52","5,352,026.04"
其他应收款,"9,615,323.55","5,619,951.71","2,166,801.49","2,450,690.56",,"1,095,930.30","780,081.46","1,358,666.27","2,583,602.88","1,519,173.40","960,718.83","2,096,245.17"
应付职工薪酬,"21,194,743.78","26,285,643.16","28,277,697.50","25,390,470.28",,"29,633,334.63","18,247,990.04","25,624,606.11","28,903,785.31","31,280,760.59","19,907,903.21","25,117,359.64"
应收关联公司款,,,,,,,,,,,,
应交税费,"9,280,880.91","10,801,916.71","9,080,229.87","14,759,082.77",,"7,439,182.78","11,355,354.12","13,742,812.03","9,668,487.92","9,218,314.26","9,438,807.36","11,843,267.57"
应收利息,,,,,,,,,,"5,648,750.21","1,276,075.86","1,225,785.63"
应付利息,"388,275.58","350,197.81","260,910.05","249,656.16",,"186,993.40","30,734.25","41,005.08","55,807.16","62,966.54","115,774.33","168,558.67"
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"14,035,496.49"
存货,"307,624,257.52","314,957,534.38","339,286,169.21","334,272,157.99",,"331,402,287.28","339,733,978.22","346,145,727.81","354,713,591.55","395,102,384.06","417,519,792.02","483,762,853.29"
其他应付款,"9,511,082.84","11,765,432.41","12,060,156.41","10,689,577.53",,"18,113,836.95","9,574,163.29","9,052,147.58","7,877,372.68","8,939,580.41","7,722,289.74","22,404,134.75"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,"20,000,000.00","16,000,000.00","10,000,000.00",,,,,,,,,
其他流动资产,,,,,,,,,"244,299,251.14","221,411,729.86","196,569,230.80","191,569,230.80"
其他流动负债,"17,372,408.83","15,792,204.81","15,657,715.62","15,281,000.60",,"15,080,834.67","11,126,729.28","13,360,843.91","12,809,232.38","12,763,872.60","9,583,688.84","12,134,844.00"
流动资产合计,"784,586,437.37","759,109,967.00","767,146,239.65","850,129,318.62",,"1,299,640,474.03","1,201,115,408.02","1,173,363,957.22","1,159,818,158.97","1,250,483,788.10","1,305,867,098.17","1,379,930,033.16"
流动负债合计,"737,631,568.50","642,745,918.70","592,077,669.55","652,078,289.26",,"604,472,901.64","502,428,376.24","513,439,182.10","491,058,214.33","568,327,977.41","612,175,168.75","710,785,788.63"
可供出售金融资产,"15,750,000.00","15,750,000.00","15,750,000.00","15,750,000.00",,"15,750,000.00","15,750,000.00","15,750,000.00","15,750,000.00","15,750,000.00","15,750,000.00","15,750,000.00"
长期借款,"26,000,000.00","10,000,000.00",,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,"1,000,000.00","10,000,000.00","10,000,000.00","9,990,965.61","19,972,076.29","35,926,749.58"
专项应付款,,,,,,,,,"2,500,000.00",,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"538,269,565.14","542,753,703.38","523,085,394.60","574,551,464.10",,"552,571,215.39","603,186,664.23","616,649,225.93","610,677,914.35","605,244,234.23","681,678,332.02","715,323,598.42"
递延所得税负债,"364,983.90",,,,,,,,,,,"5,343,096.20"
在建工程,"14,159,159.35","16,687,925.97","61,809,023.87","38,612,391.08",,"68,442,675.59","26,033,213.45","26,884,631.72","56,638,282.35","95,819,939.11","40,842,039.26","54,641,634.00"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"163,023,110.18","129,818,891.48","102,916,734.68","94,847,360.05",,"87,330,962.69","87,330,962.69","81,775,108.32","81,219,148.14","78,317,090.09","78,317,090.09","80,058,838.79"
固定资产清理,,,,,,,,,,,,
负债合计,"900,654,678.68","772,564,810.18","694,994,404.23","746,925,649.31","679,422,000.00","691,803,864.33","589,759,338.93","595,214,290.42","572,277,362.47","646,645,067.50","690,492,258.84","790,844,627.42"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00",,"225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00"
油气资产,,,,,,,,,,,,
资本公积,"42,944,586.73","42,944,586.73","42,944,586.73","42,944,586.73",,"431,704,350.88","431,777,350.88","431,777,350.88","431,777,350.88","431,777,350.88","431,777,350.88","431,777,350.88"
无形资产,"44,458,366.08","41,624,960.25","38,789,051.85","37,439,097.65",,"36,781,853.74","57,851,619.10","57,291,479.59","56,731,340.08","57,248,904.44","56,661,595.91","67,584,435.93"
盈余公积,"21,156,139.54","32,129,583.61","43,487,781.29","43,487,781.29",,"54,779,752.91","54,779,752.91","54,779,752.91","54,779,752.91","67,130,034.13","67,130,034.13","67,130,034.13"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,"4,584,429.25"
未分配利润,"166,880,197.88","257,107,127.24","351,531,500.03","403,581,658.29",,"453,544,545.43","480,219,712.99","483,612,222.86","511,824,807.29","545,980,352.79","583,131,615.03","593,308,206.87"
长期待摊费用,"15,437,836.38","18,421,530.78","21,678,132.97","16,123,670.51",,"12,728,320.81","11,489,310.39","10,170,685.41","9,025,802.69","7,907,659.86","6,637,928.90","7,094,082.05"
少数股东权益,"108,379,355.66","116,353,153.54","120,595,079.97","120,336,238.91",,"134,409,933.90","140,063,729.44","124,501,335.28","127,791,164.92","132,270,970.30","136,466,225.68","179,412,514.63"
递延所得税资产,"7,353,594.17","6,751,173.92","5,295,509.31","4,669,972.57",,"5,327,907.89","5,173,669.96","4,774,972.48","4,808,940.03","6,358,284.25","6,588,414.01","6,637,771.54"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"635,428,521.12","641,989,294.30","666,407,112.60","687,146,595.91",,"691,601,973.42","720,484,477.13","741,520,995.13","763,632,279.50","798,319,987.50","828,130,386.39","907,542,700.77"
所有者权益(或股东权益)合计,"519,360,279.81","628,534,451.12","738,558,948.02","790,350,265.22","831,307,300.00","1,299,438,583.12","1,331,840,546.22","1,319,670,661.93","1,351,173,076.00","1,402,158,708.10","1,443,505,225.72","1,496,628,106.51"
资产总计,"1,420,014,958.49","1,401,099,261.30","1,433,553,352.25","1,537,275,914.53","1,510,729,300.00","1,991,242,447.45","1,921,599,885.15","1,914,884,952.35","1,923,450,438.47","2,048,803,775.60","2,133,997,484.56","2,287,472,733.93"
负债和所有者(或股东权益)合计,"1,420,014,958.49","1,401,099,261.30","1,433,553,352.25","1,537,275,914.53",,"1,991,242,447.45","1,921,599,885.15","1,914,884,952.35","1,923,450,438.47","2,048,803,775.60","2,133,997,484.56","2,287,472,733.93"
