科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"133,804,264.75","146,501,896.79","176,877,979.75","163,751,390.12",,"616,032,504.48","381,643,368.86","321,801,825.93","195,778,225.33","495,745,640.69","296,843,034.54","173,898,066.93","122,207,109.43","338,106,001.94","164,621,251.21","159,765,487.70","114,992,664.41","288,368,442.20","888,022,902.67","142,454,429.81"
短期借款,,,,,,,,,,,,"6,943,218.57","9,716,879.47","2,773,660.90","4,070,184.35","4,070,184.35",,,,
交易性金融资产,,,,,,,,,"2,943,048.00","85,742,297.47","69,921,761.48","64,942,998.82","80,726,516.48","1,321,283.18",,,,"113,710,759.27",,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,"200,000.00",,"1,500,000.00","1,825,800.00","500,000.00","500,000.00",,,,,,
应付票据,"34,708,000.00","60,203,778.31","41,777,671.89","32,294,514.34",,"65,772,804.94","48,880,454.73","38,346,970.05","39,440,561.45","47,802,071.25","58,716,439.12","34,671,380.01","22,120,968.79","10,032,833.34","34,068,384.04","118,368,448.00","161,061,201.96","238,486,982.59","196,879,866.86","125,712,551.68"
应收账款,"67,095,212.03","97,306,594.26","114,036,523.25","89,829,627.68",,"102,695,291.91","104,953,816.47","158,035,692.21","162,589,853.79","150,866,360.57","127,750,584.61","162,514,095.41","181,741,602.19","208,143,006.12","240,440,886.49","256,325,785.09","268,538,962.05","278,665,932.12","271,970,873.87","287,357,575.07"
应付账款,"20,854,296.22","19,290,168.41","37,761,145.88","54,979,468.05",,"43,545,918.10","36,956,154.77","53,176,051.19","43,341,401.95","76,662,446.29","64,922,520.31","63,688,212.53","100,698,894.82","147,454,646.92","121,075,682.56","151,126,192.28","170,000,319.12","286,895,744.76","240,181,749.13","305,591,501.87"
预付款项,"5,042,004.02","7,443,487.94","5,003,148.74","5,217,509.37",,"4,233,436.42","23,936,486.65","19,661,083.44","10,751,744.03","37,198,311.08","41,771,414.98","53,071,148.47","42,247,429.87","8,664,335.32","30,965,677.93","7,243,177.23","41,961,437.59","12,602,685.07","14,604,439.35","23,367,471.55"
预收款项,"31,634,488.91","54,801,036.90","103,155,944.69","81,371,172.61",,"126,737,229.99","154,253,981.39","128,841,991.56","140,356,486.29","183,803,608.54","225,175,916.52","171,283,857.32","143,707,080.83","144,933,979.10","169,226,204.98","205,660,684.82","199,557,937.74","149,141,964.89","123,584,110.90","128,439,436.37"
其他应收款,"6,898,741.00","24,877,274.67","23,661,425.17","21,391,200.67",,"15,171,224.65","21,035,347.13","23,441,061.31","32,453,660.42","28,306,339.13","35,768,257.56","41,342,258.62","38,309,702.12","37,044,088.25","43,142,367.70","35,271,618.86","56,809,680.28","49,211,259.64","39,958,704.66","42,251,757.46"
应付职工薪酬,"3,910,263.56","5,829,872.97","7,261,534.41","3,838,972.92",,"12,805,005.25","4,822,235.15","4,956,117.89","4,914,220.78","16,331,108.70","5,904,874.75","6,689,671.22","7,007,179.20","22,197,602.93","8,406,955.47","8,027,285.77","9,108,366.20","27,130,109.42","9,489,686.77","12,034,920.02"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"11,906,447.02","10,624,828.46","19,368,657.71","11,062,892.03",,"15,701,594.78","4,699,510.84","11,406,732.89","5,679,414.47","7,032,683.38","1,198,273.16","4,155,134.16","820,958.66","9,683,268.17","3,611,124.68","5,026,643.42","11,987,491.95","56,972,058.15","33,306,284.95","58,459,859.88"
应收利息,,"752,704.59","457,110.88","2,213,758.23",,"3,519,781.60","4,366,859.22","4,590,615.47","5,249,666.28","603,646.16","409,928.30","101,740.66","2,020.66","43,081.63","400,300.26","252,805.48",,,,
应付利息,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,"18,000,000.00",,,,"19,000,000.00",,,"9,200,680.00",,,,,
存货,"57,850,247.63","76,108,871.06","109,736,285.76","121,379,745.11",,"168,456,508.38","194,935,960.81","187,298,918.67","200,814,615.69","196,501,073.48","240,795,372.49","236,068,794.25","267,028,987.38","232,441,581.77","225,775,728.89","310,019,032.43","348,625,361.71","291,707,639.74","370,893,232.69","389,704,003.40"
其他应付款,"921,910.04","1,054,934.70","995,611.30","13,981,705.52",,"13,062,732.84","5,565,098.86","9,003,993.59","11,255,702.88","25,526,565.49","10,178,157.55","8,946,526.14","9,169,199.90","70,899,860.56","71,590,360.54","72,413,023.53","79,688,801.45","50,885,054.47","51,614,000.02","51,624,539.74"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"4,000,000.00","5,366,739.07","5,535,314.92","5,112,331.21",,,"33,333.34",,,,,,,,,,,,,
其他流动资产,,"355,647.34","25,499,577.57","20,345,860.36",,"667,283.58","158,500,837.04","185,842,470.23","275,429,514.69","20,618,176.72","188,541,912.16","219,117,995.35","187,989,380.96","186,018,096.22","274,998,897.71","285,440,101.94","315,785,138.97","160,774,308.86","118,579,674.18","535,804,782.41"
其他流动负债,,,,,,,,,,,,,,,,,,,,
流动资产合计,"270,690,469.43","353,346,476.65","455,272,051.12","424,129,091.54","473,728,200.00","910,776,031.02","889,372,676.18","900,671,667.26","886,210,328.23","1,015,581,845.30","1,003,302,266.12","952,882,898.51","920,752,749.09","1,012,281,474.43","980,345,110.19","1,054,318,008.73","1,146,713,245.01","1,286,521,870.72","1,704,029,827.42","1,420,940,019.70"
流动负债合计,"107,935,405.75","157,171,358.82","215,855,880.80","202,641,056.68","229,014,900.00","277,625,285.90","255,210,769.08","263,731,857.17","244,987,787.82","357,158,483.65","366,096,181.41","315,377,999.95","293,241,161.67","407,975,851.92","421,249,576.62","564,692,462.17","631,404,118.42","871,890,798.21","655,055,698.63","681,862,809.56"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,"2,000,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,"429,949.91",,"441,136.49","444,979.21","448,821.93","452,664.65","456,507.37","458,488.03","460,468.69","307,639.35","309,620.00","309,620.00","154,810.00","154,810.00","207,050,074.30","208,714,036.61","355,344,186.59"
长期应付款,,,,,,,,,,,,,,,,,,"81,142,857.14","84,571,428.56","87,999,999.99"
长期股权投资,,,"199,055.60","193,243.48",,"181,377.82","173,289.37","155,646.34","163,734.79","181,377.82","179,345.27","167,227.37","161,689.41","154,576.56","5,651,954.97","89,880,650.12","89,627,943.00","89,199,109.24","105,451,420.91","184,779,646.86"
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,"35,772,223.80",,"35,532,004.18","35,285,943.67","35,039,883.16","34,793,822.65","34,547,762.14","34,301,701.63","34,055,641.12","33,809,580.61","33,563,520.10","33,317,459.59","33,071,399.08","32,825,338.57","31,072,448.99","30,799,388.63","30,526,328.27"
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"3,929,573.96","6,593,256.89","8,529,803.56","80,521,440.57",,"80,885,184.27","82,893,504.80","83,755,142.29","85,787,446.89","85,170,645.72","84,512,154.16","84,489,971.01","85,140,492.42","115,951,543.32","114,349,781.90","116,090,037.23","114,294,624.28","161,404,754.24","160,249,240.46","162,541,246.47"
递延所得税负债,,,,,,,,,,"138,846.37",,,,,,,,"13,797.74",,"8,205,592.94"
