科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"303,865,454.75","409,248,665.59","447,065,198.58",,"1,945,011,526.46","1,185,635,483.61","1,135,696,839.50","1,124,929,050.78","1,260,718,451.25","1,077,637,564.65","1,134,957,214.43","972,501,992.26","1,218,482,788.73","918,746,305.30","1,178,554,450.57","969,063,818.31"
短期借款,"245,000,000.00","510,000,000.00","760,000,000.00",,"900,000,000.00","390,000,000.00","390,000,000.00","390,000,000.00","380,000,000.00","400,000,000.00","430,000,000.00","410,000,000.00","483,548,800.00","428,273,800.00","569,926,907.71","479,359,057.71"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"133,276,710.00","213,175,902.00","180,668,357.65",,"294,363,376.40","314,923,191.41","342,087,476.37","302,251,009.92","174,947,213.90","219,845,270.86","204,545,688.38","193,284,327.68","246,946,751.25","239,793,110.33","351,984,911.46","340,553,923.79"
应付票据,,"18,860,000.00","20,732,300.00",,"19,018,000.00","15,680,000.00","20,180,278.93","67,450,242.65","81,693,383.49","52,547,576.70","49,016,120.37","49,928,227.84","51,676,259.36","101,706,033.61","127,506,147.89","141,049,783.69"
应收账款,"682,027,417.22","851,031,436.52","1,269,497,097.93",,"1,271,562,840.66","1,382,937,135.11","1,581,395,101.63","1,679,941,147.76","1,944,291,260.44","2,013,192,662.38","1,966,340,976.91","1,962,418,098.79","1,945,601,720.01","2,143,356,700.36","2,087,453,149.37","2,159,161,603.83"
应付账款,"282,022,359.84","322,231,415.01","406,900,791.67",,"392,463,925.56","369,834,453.35","408,234,654.44","404,303,774.07","515,550,173.11","512,605,627.96","464,819,192.15","432,163,416.49","501,300,919.19","450,437,649.86","587,342,363.10","593,841,555.24"
预付款项,"6,085,211.26","12,167,525.15","16,472,361.76",,"26,210,649.20","49,554,433.65","16,409,587.38","24,005,608.62","15,858,092.18","20,017,081.71","9,197,823.83","40,648,636.95","27,660,170.21","25,850,881.49","40,568,617.12","84,293,334.37"
预收款项,"67,075,246.19","86,358,477.04","76,060,703.05",,"56,676,016.24","31,290,825.46","37,254,882.33","38,564,959.85","36,888,424.50","33,377,835.57","40,905,903.12","50,952,925.59","56,171,759.06","55,107,939.52","71,723,353.46","55,967,608.79"
其他应收款,"17,709,864.55","51,654,769.98","58,082,525.73",,"68,639,629.44","66,945,148.39","65,290,724.35","67,525,302.03","69,756,384.89","53,621,119.53","49,828,350.61","54,579,949.73","54,827,323.42","66,474,496.89","43,908,965.25","60,749,016.99"
应付职工薪酬,"55,720,494.59","62,994,949.51","59,893,051.38",,"53,231,905.69","76,508,561.56","55,816,500.16","64,308,237.32","33,153,717.34","53,240,394.75","57,627,228.98","63,742,835.11","56,635,915.45","61,568,182.45","69,741,564.06","92,925,025.88"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"90,548,005.51","76,831,827.74","74,771,472.36",,"59,264,464.29","52,175,444.18","53,670,590.22","47,150,365.59","32,259,055.59","36,439,049.59","52,645,986.88","20,849,422.84","31,791,807.85","30,433,777.61","44,485,818.30","34,094,701.76"
应收利息,,,,,,,,,,,,,,,,
应付利息,"520,357.66","946,745.17","1,535,050.00",,"1,513,319.44","655,771.76","599,744.00","949,744.00","661,887.50","494,575.00","659,333.33","630,840.18","3,168,569.67","6,542,544.67","10,533,188.74","13,389,109.59"
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"30,000,000.00",,,,"22,500,000.00",,,
存货,"228,155,019.35","378,858,678.82","400,839,882.77",,"496,711,975.06","599,121,468.03","421,481,150.78","478,484,629.42","479,986,396.98","486,351,591.75","385,065,198.14","503,299,172.08","499,223,867.62","513,424,964.96","450,065,325.36","545,967,083.89"
其他应付款,"9,210,695.20","11,355,921.42","15,726,598.32",,"25,735,041.94","11,499,216.97","22,557,386.89","14,418,409.10","36,380,236.16","19,505,979.29","21,774,825.28","15,818,309.88","9,100,420.22","29,353,061.53","8,547,123.08","5,169,456.69"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,"2,333,114.93","6,000,849.76","7,826,639.29",,"5,744,237.81","5,787,914.43","5,704,282.59","6,556,222.65","6,556,222.65","4,863,931.70","3,775,679.93","3,417,355.79","9,157,076.62","8,100,665.46","3,022,396.44","4,231,121.86"
一年内到期的非流动负债,"6,500,000.00","19,800,000.00",,,,,,,,,"1,000,000.00","500,000.00",,,,
其他流动资产,,,"1,139,468.46",,"1,072,749.94","1,055,024.92","2,983,679.16","1,592,269.72","16,456,487.48","14,429,451.06","24,214,523.78","40,401,819.74","47,275,245.64","65,746,332.60","94,108,761.61","112,599,762.18"
其他流动负债,,,,,,,,,,,"1,616,676.22",,"3,729,774.67","445,220.07","16,268,722.85","11,574,321.81"
流动资产合计,"1,373,452,792.06","1,922,137,827.82","2,381,591,532.17",,"4,109,316,984.97","3,605,959,799.55","3,571,048,841.76","3,685,285,240.90","3,968,570,509.77","3,889,958,673.64","3,777,925,456.01","3,770,551,353.02","4,049,174,943.50","3,981,493,457.39","4,249,666,577.18","4,276,619,665.22"
