科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
资产减值损失,"4,540,520.06","12,173,068.83","3,516,935.12","3,930,394.13","3,476,333.48","2,693,907.23","321,762.95","1,325,710.58","1,408,748.07","3,214,403.89","6,349,653.26","6,884,459.24","4,288,140.90","6,019,494.30","14,630,914.54","29,884,341.78","35,696,935.94","5,838,869.00","33,393,772.58","37,789,067.73","49,771,122.61","5,575,028.60","1,163,457.25","9,130,866.09","21,431,529.07","2,020,482.72","23,914,311.32","28,563,467.35","53,626,567.94","7,191,121.93","41,208,947.65","59,364,753.01","22,843,436.09","8,812,966.41","21,566,063.66","23,788,897.36","37,179,019.06","22,674,166.85","20,746,964.71"
减:所得税,"35,312,203.29","3,193,594.77","11,085,310.98","15,139,497.20","16,297,504.49","2,374,147.40","7,175,669.71","9,280,092.08","8,312,748.75","2,730,730.65","7,563,959.35","12,456,628.00","13,784,952.30","4,834,549.10","14,108,967.33","23,390,982.70","26,353,678.40","6,762,711.90","21,257,265.95","31,382,071.58","41,544,998.82","8,853,778.01","19,351,135.39","30,016,896.90","37,019,546.47","5,561,457.50","14,002,304.11","22,346,201.77","23,462,733.64","3,716,361.88","13,939,166.47","20,303,401.46","32,771,982.69","4,972,489.58","10,201,789.24","15,166,279.97","18,660,443.58","9,789,984.30","24,788,754.50"
加:公允价值变动净收益,,,,,,,,,"2,563,563.20","1,075,941.51","2,100,284.79","2,918,549.00","760,495.98","-1,925,518.65","-3,896,899.24","-2,440,979.30","-752,563.91","310,364.39","773,529.39","4,294,090.66","7,422,425.24","-11,931,970.93","-12,043,587.12","-9,482,507.17","-10,741,351.75","1,760,094.09","2,964,704.91","241,190.69","672,394.18","1,088,494.96","111,800.09","75,037.06","61,974.66","13,062.40","13,062.40","13,062.40","13,062.40",,"-4,544,503.47"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,"1,723,088.31","1,093,614.80","2,797,764.79","3,951,744.00","7,906,071.86","2,699,838.00","2,807,598.18","2,840,454.34","3,780,607.65","416,710.68","1,939,838.68","3,718,703.19","4,118,676.14","1,249,316.76","301,829.51","1,104,117.07","2,048,654.15","-1,204,912.50","-200,164.00","-402,293.07","-953,992.65","-289,568.21","406,697.09","355,397.09","-790,262.38","-287,498.75","-287,498.75","-1,239,598.43","-1,528,646.22","3,549,639.98","8,909,779.84"
四、净利润,"90,600,082.40","89,499,437.33","58,169,256.09","85,315,465.96","103,989,095.88","16,861,864.57","42,462,752.77","63,276,072.04","83,412,131.96","24,210,517.68","67,221,249.15","101,865,538.57","121,197,886.66","30,308,438.05","75,629,483.58","127,942,385.77","160,842,888.42","45,522,530.32","103,701,365.54","172,872,103.29","220,799,792.47","50,086,469.12","105,641,526.15","162,998,717.95","187,219,001.17","29,845,764.23","71,045,963.38","113,748,848.64","112,874,149.78","23,318,357.58","60,992,844.30","103,893,142.75","158,648,078.27","23,350,304.61","65,394,914.55","105,899,558.84","128,706,429.77","49,374,568.89","134,208,098.47"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.32,,,
归属于母公司所有者的净利润,"80,471,288.53","81,236,981.80","53,900,643.88","77,547,832.27","95,425,741.01","16,056,749.94","38,201,915.11","55,492,981.10","73,216,451.56","20,504,514.98","59,795,304.90","92,456,766.61","111,976,939.37","29,783,361.81","73,566,292.03","124,676,739.34","154,895,976.95","43,025,169.55","101,484,018.50","171,311,144.98","217,194,576.32","48,786,599.45","105,060,322.89","163,756,024.34","189,944,300.72","31,264,127.51","73,695,950.01","116,858,965.25","122,799,128.64","23,626,102.18","62,623,859.36","107,039,551.33","167,766,686.78","24,308,807.48","66,720,316.69","108,014,601.71","133,824,225.66","48,213,835.65","132,401,686.66"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"10,128,793.87","8,262,455.53","4,268,612.21","7,767,633.69","8,563,354.87","805,114.63","4,260,837.66","7,783,090.94","10,195,680.40","3,706,002.70","7,425,944.25","9,408,771.96","9,220,947.29","525,076.24","2,063,191.55","3,265,646.43","5,946,911.47","2,497,360.77","2,217,347.04","1,560,958.31","3,605,216.15","1,299,869.67","581,203.26","-757,306.39","-2,725,299.55","-1,418,363.28","-2,649,986.63","-3,110,116.61","-9,924,978.86","-307,744.60","-1,631,015.06","-3,146,408.58","-9,118,608.51","-958,502.87","-1,325,402.14","-2,115,042.87","-5,117,795.89","1,160,733.24","1,806,411.81"
