科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"7,180,060.38","7,077,076.44","21,173,080.52","12,959,904.24","268,723,689.71","247,008,688.11","236,092,298.55","231,834,593.21","215,136,118.98","218,329,939.00","243,019,000.88","224,781,762.68","209,571,659.81","201,413,118.89","188,147,626.14","186,249,173.57","188,700,263.74","192,967,056.93","175,429,798.62","188,236,359.89","178,456,756.23","175,866,160.88","155,076,678.27","115,443,596.08","91,360,971.46","288,163,646.36","196,526,388.58","175,504,575.63","142,899,391.60","134,008,416.14","150,235,026.92","141,797,731.28","460,341,177.73","114,517,537.31","500,853,960.64","301,464,935.87","322,463,399.99","175,821,282.29","201,152,737.16"
短期借款,,"10,000,000.00",,,,,,,"19,000,000.00","20,000,000.00","20,000,000.00",,,"1,000,000.00",,,,,,,,,"18,000,000.00","17,000,000.00","16,500,000.00","39,734,015.39","42,834,015.39","50,143,173.03","98,261,617.97","135,474,605.42","192,365,302.09","172,472,129.06","195,415,457.02","168,560,499.36","162,669,802.69","100,877,092.90","191,646,293.57","248,995,316.61","249,702,306.61"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,267,500.00","690,000.00","9,031,900.50","3,050,000.00","1,140,000.00","2,994,000.00","58,499.70","5,300,675.00","3,860,466.50","3,032,015.99","1,301,860.00","4,090,000.00","100,000.00","7,886,400.00","4,734,793.20","7,922,512.00","7,763,680.00","7,080,000.00","5,165,000.00","666,000.00","10,576,766.00","13,124,258.30","22,518,794.41","25,157,822.20","22,924,582.91","26,524,254.05","13,850,102.95","8,120,342.28","10,162,117.68","43,234,125.31","19,434,868.52","11,047,715.00","32,121,412.24","27,769,311.94","38,937,134.75","34,866,363.55","23,610,009.32","55,950,418.24","77,860,369.03"
应付票据,,,"2,500,000.00",,,,,,,,,,,,,,,,,,,,,,"6,553,144.00","6,553,144.00",,,,,,,,"2,024,000.00","7,602,031.00",,,"1,357,745.00",
应收账款,"22,830,877.52","47,530,781.62","49,662,240.90","64,667,700.85","59,227,080.60","102,470,777.55","93,247,685.28","108,220,826.12","108,662,921.82","89,742,523.50","86,476,840.98","92,240,128.56","92,048,738.95","90,209,993.88","85,923,154.05","96,761,879.71","96,312,284.93","97,379,590.86","93,531,718.33","128,074,254.11","132,983,258.57","125,240,730.83","154,608,720.41","158,296,586.04","192,210,738.84","342,251,178.62","330,661,507.67","349,385,323.89","344,455,805.61","464,024,999.58","442,308,889.12","545,833,216.83","621,274,167.65","578,545,264.98","509,604,467.77","726,055,454.40","688,514,091.21","679,884,678.52","510,483,736.99"
应付账款,"7,294,066.33","13,619,973.60","7,947,757.93","12,297,834.20","9,434,045.95","20,195,055.38","19,725,386.50","21,708,184.43","16,765,232.67","13,913,930.02","12,885,060.85","18,194,339.19","21,527,269.48","18,933,588.17","22,125,682.61","18,915,722.43","18,447,682.04","33,019,156.01","23,754,461.70","30,607,158.69","19,468,313.00","16,102,093.60","45,702,105.55","58,575,852.71","78,107,833.83","137,252,321.09","140,784,039.59","134,315,974.66","117,693,223.87","188,081,869.66","285,742,870.33","222,563,304.65","161,860,267.06","121,064,118.73","143,717,183.54","267,873,989.94",,"143,990,959.71",
预付款项,"6,191,921.81","10,510,706.00","22,732,741.14","14,789,758.12","22,002,184.61","14,898,522.41","12,451,507.53","10,657,675.13","28,276,883.59","14,132,589.82","15,143,243.41","23,504,406.65","22,405,141.96","18,332,114.81","19,635,373.50","9,945,246.54","17,888,824.36","12,208,407.93","11,042,185.45","5,709,971.43","11,875,144.24","8,827,507.11","15,075,506.21","21,828,992.72","30,244,275.81","15,156,283.36","48,177,871.78","25,758,163.13","29,428,723.54","35,579,739.43","58,401,301.82","41,046,523.96","56,216,380.03","39,948,251.65","48,586,811.63","57,943,237.96","32,998,714.05","15,071,144.11","39,020,321.35"
预收款项,"53,079,247.36","60,503,582.25","42,493,859.51","25,977,405.79","41,243,775.01","29,045,879.31","28,038,608.47","30,635,739.76","36,798,002.10","39,913,829.44","94,796,262.93","98,821,466.93","98,196,150.69","95,892,655.66","113,019,395.50","93,718,158.64","98,614,246.92","76,325,426.37","80,865,027.90","50,986,793.85","76,683,783.53","52,068,116.65","127,163,433.37","121,892,183.47","118,706,694.97","106,546,752.49","207,633,635.10","111,297,367.10","111,773,133.55","109,071,178.75","203,615,712.36","266,007,743.01","192,503,250.63","148,199,686.42","165,151,913.78","157,211,717.51","152,301,475.98","148,451,365.23","191,434,774.03"
