科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"328,630,787.15","310,409,470.25","309,766,255.19","149,800,541.41","226,916,568.84","309,229,227.70","74,389,828.68","156,392,423.54","237,815,214.46","328,111,205.58","70,425,199.83","160,476,703.78","270,272,477.83","399,883,530.72","182,043,908.51","380,200,889.49","537,053,829.77","773,238,501.44","176,101,763.35","348,716,677.94","527,155,259.52","705,126,453.49","158,200,285.81","321,493,263.25","493,700,832.69","740,750,800.37","201,258,924.01","408,619,753.83","616,277,997.24","830,948,846.97","224,057,094.43","447,623,842.43","658,577,995.01"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,"24,055,946.91","24,055,946.91","451,484,416.35",,"41,168,227.45","41,168,227.45",,,,,"28,470,654.47",,"118,329,152.31","118,329,152.31","155,745,002.93","61,430,096.02","63,995,944.86","63,995,944.86","4,755,586.63","92,782,799.73","316,344,949.68","316,344,949.68"
收到的税费返还,"30,000.00",,,,,"3,857,591.51","20,000.00",,,"2,253,597.36",,,,"382,686.28","491,285.80","534,382.18","534,382.18","833,521.35","502,467.94","1,835,900.42","3,328,829.88","3,574,641.45","113,490.85","285,658.18","1,870,156.21","2,364,984.71","529,033.23","1,494,764.25","2,055,439.31","4,024,001.99","350,289.81","996,298.41","1,178,668.36"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,"225,520,000.00",,,,"34,500,000.00","69,415,206.14","95,415,206.14","26,415,206.14","206,000,000.00","587,669,910.00","856,079,910.00","879,163,710.00","75,000,000.00","132,000,000.00","100,000,000.00","133,500,000.00"
收到其他与经营活动有关的现金,"16,363,608.10","5,012,848.27","4,876,089.77","4,727,552.78","5,840,237.48","7,433,265.11","3,128,020.36","6,237,342.66","12,983,332.83","20,398,381.28","6,198,795.05","12,856,935.83","22,100,007.89","23,902,500.69","17,566,367.31","12,121,816.57","16,037,990.53","20,074,299.38","7,754,257.49","16,094,700.72","21,532,047.72","36,607,084.46","7,102,690.62","19,458,721.02","24,560,349.89","32,193,618.70","6,655,187.90","12,081,796.60","15,974,895.79","26,792,878.98","16,362,806.81","20,645,945.73","33,801,206.04"
投资活动现金流出小计,"22,075,952.19","69,165,789.80","15,352,958.17","10,354,153.60","16,419,797.40","21,091,514.19","5,030,623.62","10,788,347.84","14,476,887.94","16,478,598.47","2,878,395.70","36,223,874.54","42,436,246.58","486,226,303.62","58,336,635.79","105,947,192.13","115,795,287.60","367,445,809.96","10,563,162.44","48,817,743.51","56,863,852.73","125,352,465.43","88,381,002.74","253,264,712.57","244,922,189.74","498,206,245.06","699,288,751.75","1,017,032,461.61","1,052,219,122.15","199,116,195.57","243,533,653.78","444,588,731.81","482,070,352.12"
经营活动现金流入小计,"345,024,395.25","315,422,318.52","314,642,344.96","154,528,094.19","232,756,806.32","320,520,084.32","77,537,849.04","162,629,766.20","250,798,547.29","350,763,184.22","76,623,994.88","173,333,639.61","292,372,485.72","424,168,717.69","200,101,561.62","392,857,088.24","553,626,202.48","794,146,322.17","184,358,488.78","366,647,279.08","552,016,137.12","745,308,179.40","165,416,467.28","341,237,642.45","520,131,338.79","775,309,403.78","208,443,145.14","422,196,314.68","634,308,332.34","861,765,727.94","240,770,191.05","469,266,086.57","693,557,869.41"
投资活动产生的现金流量净额,"-7,200,749.83","-56,942,172.87","-9,774,789.40","-9,374,101.15","-13,431,961.82","-17,769,816.79","-4,181,384.64","-8,449,311.65","-10,598,425.75","-10,331,305.04","-391,799.89","-29,751,872.13","-30,621,047.00","-468,249,374.26","-57,402,157.73","-98,392,079.45","-104,337,779.40","-351,960,276.40","212,047,956.05","146,317,136.17","156,718,885.59","102,923,840.96","-88,023,325.70","-250,761,244.14","-241,222,303.33","-454,600,127.47","-696,879,279.23","-798,541,901.60","-829,631,339.01","71,433,471.58","-167,953,994.93","-368,147,638.02","-405,394,417.80"
购买商品、接受劳务支付的现金,"162,512,679.43","144,157,784.68","150,613,813.73","65,217,572.20","101,040,142.94","139,738,989.02","24,216,762.28","66,540,249.63","102,955,680.62","140,648,573.26","30,517,834.24","71,499,309.46","121,614,555.46","188,081,814.08","74,406,197.71","175,446,016.09","231,186,927.50","292,787,325.33","55,252,474.54","99,291,882.10","155,308,851.22","204,401,000.17","45,888,448.13","90,841,479.02","138,186,125.80","253,161,952.31","63,964,310.58","130,004,537.72","195,035,232.68","265,842,290.77","59,858,080.08","125,881,513.45","197,018,002.63"
吸收投资收到的现金,,,,,"756,100,000.00","756,100,000.00",,,,,,,,,,,,,"13,797,630.00","13,797,630.00","13,797,630.00","13,797,630.00",,"-1,337,459.96","93,550,780.04","864,600,238.40",,,,,,,
