科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"31,403,283.20","49,417,127.49","78,985,576.98","57,172,505.49","71,779,142.92","121,247,207.40","38,178,293.74","74,090,795.52","102,594,802.31","178,811,264.68","59,463,050.97","113,676,022.33","178,136,029.82","313,003,233.22","88,429,985.07","196,523,918.70","301,522,677.31","468,161,375.81","95,759,972.26","217,652,611.08","322,872,048.93","615,266,383.37","123,196,682.62","294,933,304.88","471,666,010.25","931,109,082.64","184,104,186.28","449,095,054.17","671,055,900.32","1,277,747,685.80","224,725,471.34","547,255,889.30","797,631,521.82","1,505,989,518.33","230,635,114.74","578,894,111.86","951,981,011.90","1,996,177,939.21","284,619,447.46"
二、营业利润,"1,403,559.23","10,031,705.32","21,001,778.19","16,463,296.63","19,375,474.97","39,160,763.92","15,270,724.77","24,610,733.85","33,311,596.70","58,602,900.26","18,013,878.70","30,629,813.36","42,664,728.95","81,534,601.05","19,843,291.72","28,905,249.07","42,097,452.77","88,649,871.66","22,279,779.01","33,539,059.44","43,041,902.69","138,087,289.58","21,816,848.73","50,819,978.93","77,362,584.87","218,626,843.19","33,506,569.94","66,165,984.23","116,176,949.01","305,412,515.90","55,916,738.15","121,111,082.33","181,076,692.00","459,716,286.08","42,454,124.75","121,087,590.12","214,123,998.09","596,071,298.57","50,026,812.23"
减:营业成本,"17,525,179.76","25,563,855.18","37,587,550.83","26,199,863.54","31,404,951.44","51,869,110.32","14,233,586.31","34,587,107.79","48,939,062.64","84,473,032.08","29,127,096.15","59,580,155.79","100,264,648.46","168,375,448.76","47,086,988.09","113,926,364.46","178,194,743.03","259,276,069.47","41,757,303.12","112,751,767.98","176,094,693.73","317,815,234.89","63,542,204.23","155,552,223.73","248,395,706.37","493,078,136.82","91,396,734.71","260,274,289.97","371,109,862.05","686,304,981.14","111,243,423.85","295,939,503.92","431,804,666.02","756,528,143.49","123,856,443.15","318,200,894.68","511,627,244.75","1,011,017,871.28","140,982,545.74"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"512,021.21","767,915.78","1,404,044.46","934,116.83","1,039,730.13","1,985,604.22","867,853.56","1,677,336.82","2,782,513.34","4,296,824.90","1,451,719.74","4,394,662.06","5,674,117.14","6,480,387.86","239,102.15","930,916.12","1,062,496.30","1,626,189.45","600,049.55","1,227,145.21","1,824,940.61","4,155,977.57","920,130.63","2,260,351.43","3,541,152.84","6,879,611.15","1,329,292.54","2,594,657.46","3,334,934.53","8,129,514.04","1,840,841.19","6,096,173.26","8,113,545.99","13,993,596.80","1,538,726.03","4,094,703.04","5,639,476.10","13,750,128.56","2,443,936.23"
营业外收入,"3,330,404.77","4,785,846.65","8,353,133.52","4,026,294.71","5,772,878.84","9,583,186.55","800,000.00","3,119,267.47","3,189,737.47","8,849,899.78",,"500,000.00","1,175,051.28","2,228,350.41","443,076.93","2,747,927.36","5,607,030.88","8,644,089.96","1,584,617.68","4,734,978.07","10,326,992.47","10,348,152.06","4,650,816.84","11,896,199.22","16,740,929.24","28,926,872.80","3,414,464.92","9,878,706.49","15,770,949.57","60,828,249.56","3,734,403.87","4,983,088.36","5,752,283.66","38,603,902.96","9,620.00","2,248,136.33","2,248,361.95","4,412,184.54","7,682.04"
销售费用,"2,546,526.64","2,794,310.82","2,951,260.97","1,802,279.04","3,253,274.59","5,207,440.30","1,234,155.83","2,907,138.08","5,713,235.62","10,021,137.64","2,513,577.05","5,226,652.20","9,513,555.35","20,182,814.72","4,125,589.38","8,859,457.22","17,182,514.81","29,236,770.46","7,091,755.84","14,404,074.51","22,850,999.66","38,728,595.42","6,699,487.77","17,633,873.03","29,687,928.00","51,803,481.57","10,427,232.46","29,700,183.56","49,991,237.55","76,809,557.90","17,996,620.42","39,551,028.49","59,839,687.53","92,883,166.27","25,366,383.99","53,182,104.22","85,298,242.56","118,933,440.88","23,173,861.30"
减:营业外支出,"2,768.00","109,400.00","337,352.79",,,,,"41,165.69","41,165.69","41,165.69",,,,200.00,,100.00,"81,445.59","82,450.29","198,934.88","198,954.22","230,069.61","985,801.28","8,467.33","16,000.56","44,526.77","167,560.59","2,756.60","31,737.60","68,134.92","82,664.69","890,310.87","1,590,310.87","1,789,946.22","1,864,078.53","121,075.13","121,109.14","170,106.08","14,403,706.08","779,507.83"
管理费用,"9,471,639.13","9,810,029.80","15,983,443.24","11,527,315.09","16,415,627.27","22,569,535.73","6,808,055.83","15,164,872.87","20,598,659.95","33,321,953.73","11,551,427.25","19,458,253.38","28,267,740.56","45,969,915.12","18,016,180.28","45,366,917.92","65,313,087.36","90,461,861.28","24,038,580.37","52,173,729.40","75,122,439.89","108,618,407.92","29,976,664.72","65,255,261.48","103,206,921.51","150,466,484.32","44,174,569.22","84,398,304.06","129,248,474.85","169,894,604.39","44,936,674.35","106,064,265.93","152,200,536.50","217,449,358.98","55,658,714.09","121,615,225.44","122,943,938.26","184,840,531.98","50,405,152.00"
其中:非流动资产处置净损失,,,"59,465.79",,,,,,,,,,,,,,,"17,350.29",,,,,,,,"142,211.92",,"31,635.75","68,033.07","69,643.48","90,181.67","90,181.67","289,784.89",,,,,,
