科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
偿还债务支付的现金,"176,000,000.00","99,000,000.00","280,330,778.00","62,386,466.71","139,714,097.50","422,412,246.14","65,887,941.86","153,429,710.80","355,683,964.62","476,738,502.08","189,000,000.00","458,474,988.20","723,229,569.84","1,470,800,266.01","119,199,027.66","224,450,817.63","456,450,817.63","1,191,570,199.22","238,769,199.15","701,408,362.18","1,232,107,647.26","1,906,805,719.68","331,376,667.12","713,794,286.98","1,178,574,780.22","2,312,961,774.76","586,358,757.35","1,357,369,963.72","1,748,952,738.66","2,388,864,786.15","360,908,156.58","799,064,297.30","1,214,991,810.36"
经营活动产生的现金流量净额,"48,006,588.81","-38,106,090.62","25,954,636.75","-98,362,277.94","-99,873,824.91","80,861,987.07","-316,152,093.79","-341,404,694.88","-414,229,664.17","-341,419,290.02","-448,623,219.50","-324,471,320.54","-273,728,215.37","207,491,975.98","-316,989,214.96","-570,493,328.94","-605,555,402.45","-566,411,085.29","59,782,229.19","122,933,077.53","-13,217,417.61","311,041,927.34","-253,511,555.43","-412,609,139.09","-618,806,789.15","-2,880,939.90","93,931,534.14","60,704,651.52","-45,751,865.38","192,812,545.90","-140,068,755.83","-122,637,969.76","-205,314,253.16"
分配股利、利润或偿还利息支付的现金,"5,052,935.97","7,436,432.17","6,265,818.11","5,180,701.26","13,323,993.97","12,417,506.37","919,345.71","48,148,550.71","51,681,273.30","60,346,300.94","9,189,861.08","53,601,670.04","73,025,144.90","74,789,910.38","5,094,573.10","48,711,898.26","63,321,261.79","71,359,350.17","9,639,475.41","55,138,093.40","77,956,649.90","86,549,445.31","11,340,500.27","50,219,951.90","64,722,311.83","88,543,814.95","8,575,932.79","22,487,351.05","30,626,657.13","47,340,825.98","9,721,949.50","34,000,173.36","51,897,415.60"
收回投资收到的现金,,,,,,,,,,,,"20,000,000.00","20,000,000.00","100,000,000.00",,,,"162,079,758.69","75,000,000.00",,,"255,167,735.53","40,730,200.00","113,580,200.00","113,580,200.00","294,183,028.17","249,930,976.88","197,680,781.50","220,598,381.50","348,353,142.90","149,379,468.04","64,319,468.04","64,319,468.04"
支付其他与筹资活动有关的现金,"65,909,603.14","714,582.46","13,739,000.09","359,581.99","720,815.42","695,137.01","259,120.24","917,981.20","779,510.20","695,498.89",,"70,694.15","174,977.14","67,436,936.12",,"26,207,159.10","26,262,482.77","27,138,692.00",,"138,381,059.54","180,397,018.08","57,200,651.42","14,025,037.63","781,808,199.34","598,931,363.67","168,435,847.27","61,289,275.29","82,450,427.47","106,135,580.75","83,278,087.44",,,"74,500,000.00"
取得投资收益收到的现金,"2,924,000.00",,,,,,,,,,,,,"6,496,599.00",,,,"24,543,266.61",,"1,668,583.00","6,489,966.00","53,394,430.47","9,707,400.00","12,744,014.43","12,741,366.27","48,156,851.07","34,234,921.21","44,299,061.56","48,280,924.50","70,161,359.12","16,333,020.36","23,129,723.68","25,580,798.08"
筹资活动现金流出小计,"246,962,539.11","107,151,014.63","300,335,596.20","67,926,749.96","153,758,906.89","435,524,889.52","67,066,407.81","202,496,242.71","408,144,748.12","537,780,301.91","198,189,861.08","512,147,352.39","796,429,691.88","1,613,027,112.51","124,293,600.76","299,369,874.99","546,034,562.19","1,290,068,241.39","248,408,674.56","894,927,515.12","1,490,461,315.24","2,050,555,816.41","356,742,205.02","1,545,822,438.22","1,842,228,455.72","2,569,941,436.98","656,223,965.43","1,462,307,742.24","1,885,714,976.54","2,519,483,699.57","370,630,106.08","833,064,470.66","1,341,389,225.96"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"64,152.46",,,,,,"20,000.00","98,702.56",,,"230,000.00","76,920.99",,,,"37,000.00",,,,,,,,"50,000.00",,"100,000.00","286,000.00","157,487.28",,,"12,000.00"
筹资活动产生的现金流量净额,"-5,162,539.11","39,202,445.23","1,526,724.89","162,757,386.20","141,442,190.25","618,639,175.44","73,974,089.06","84,260,111.43","126,629,567.36","215,588,565.04","388,046,228.70","188,120,765.92","406,092,227.90","-134,588,802.22","283,467,489.29","395,621,784.78","598,978,752.12","462,828,482.44","250,904,491.07","105,482,462.18","258,752,866.35","47,664,326.05","268,245,163.94","424,113,365.27","748,749,359.55","158,218,691.36","-125,046,938.17","-349,645,880.63","-95,635,013.38","-283,876,173.38","81,826,399.94","148,579,768.27","223,974,045.40"
处置子公司及其他营业单位收到的现金净额,"15,739,057.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"674,442.06","-159,135.36","16,189.25","7,064.72","5,014.76","-220,212.17","53,822.22","-128,047.42","-173,456.92","179,859.76","-36,065.21","1,501.36","-23,407.17",218.12,"136,994.22","-7,228.19","73,414.93","57,922.50","198,347.10","-1,423,649.22","-1,733,904.66","-416,486.13","-1,742,827.88","-261,651.78","878,363.26","5,564,802.82","-2,038,064.21","2,688,208.43","2,858,209.60","-1,463,401.99","1,040,358.88","-788,189.56","-1,071,748.06"
收到其他与投资活动有关的现金,"349,307.37","360,719.04","518,063.64","271,977.28","360,257.12","1,722,248.65","1,144,132.13","2,289,264.88","3,276,486.92","4,553,653.64",,"4,404,312.14","5,330,512.64",,,"2,186,254.68","2,203,226.08","101,001,215.90",,"10,000,000.00","10,000,000.00","79,092,089.67",,"1,440,000.00","7,705,500.00","20,343,531.44","3,812,951.25","6,642,902.50","17,955,853.75","23,265,208.50","20,983.75",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"19,012,365.34","360,719.04","582,216.10","271,977.28","360,257.12","1,722,248.65","1,144,132.13","2,289,264.88","3,296,486.92","4,652,356.20",,"24,404,312.14","25,560,512.64","106,573,519.99",,"2,186,254.68","2,203,226.08","287,661,241.20","75,000,000.00","11,668,583.00","16,489,966.00","387,654,255.67","50,437,600.00","127,764,214.43","134,027,066.27","362,733,410.68","287,978,849.34","248,722,745.56","287,121,159.75","441,937,197.80","165,733,472.15","87,449,191.72","89,912,266.12"
五、现金及现金等价物净增加额,"39,540,896.66","-18,766,831.42","8,524,630.79","51,338,542.93","18,202,317.33","643,922,114.58","-259,172,804.02","-322,345,664.13","-364,893,781.24","-285,879,788.59","-90,329,675.06","-164,044,844.58","93,534,177.47","8,007,770.66","-60,700,718.29","-250,545,158.70","-166,449,091.38","-263,908,047.39","171,841,973.92","19,225,903.56","23,514,806.20","138,852,426.60","23,188,435.41","-56,028,900.23","-5,993,302.51","-91,137,266.73","48,555,060.41","-109,855,278.40","-11,123,532.42","90,115,298.92","-55,744,957.37","16,773,160.87","7,171,706.57"
购建固定资产、无形资产和其他长期资产支付的现金,"22,989,960.44","20,064,769.71","19,555,136.20","13,335,607.33","23,731,319.89","57,081,084.41","18,192,753.64","67,362,298.14","80,416,714.43","94,881,279.57","29,716,619.05","52,100,103.46","64,366,940.53","90,857,860.10","27,315,986.84","30,417,284.13","38,852,519.73","60,354,608.24","57,103,093.44","91,324,569.93","102,006,703.88","134,058,753.39","25,429,945.22","83,386,359.06","105,551,273.01","87,046,262.88","14,691,757.69","16,889,443.28","18,353,469.54","25,815,968.09","5,916,432.51","9,265,047.88","13,564,011.81"
期初现金及现金等价物余额,"20,554,567.38","60,095,464.04","41,328,632.62","49,853,263.41","49,853,263.41","49,853,263.41","693,775,377.99","693,775,377.99","693,775,377.99","693,775,377.99","434,602,573.97","407,895,589.40","407,895,589.40","407,895,589.40","415,903,360.06","415,903,360.06","415,903,360.06","415,903,360.06","151,995,312.67","151,995,312.67","151,995,312.67","151,995,312.67","290,847,739.27","290,847,739.27","290,847,739.27","290,847,739.27","199,710,472.54","199,710,472.54","199,710,472.54","199,710,472.54","289,825,771.46","289,825,771.46","289,825,771.46"
投资支付的现金,,,,,,,,,,,,,,,,,,"387,690,000.00","156,940,000.00","128,110,000.00","134,770,000.00","393,121,217.66","14,810,000.00","109,270,000.00","162,910,699.43","417,316,392.89","191,578,563.00","47,935,560.00","127,679,553.47","154,873,370.76","133,660,000.00","63,598,018.26","63,798,018.26"
期末现金及现金等价物余额,"60,095,464.04","41,328,632.62","49,853,263.41","101,191,806.34","68,055,580.74","693,775,377.99","434,602,573.97","371,429,713.86","328,881,596.75","407,895,589.40","344,272,898.91","243,850,744.82","501,429,766.87","415,903,360.06","355,202,641.77","165,358,201.36","249,454,268.68","151,995,312.67","323,837,286.59","171,221,216.23","175,510,118.87","290,847,739.27","314,036,174.68","234,818,839.04","284,854,436.76","199,710,472.54","248,265,532.95","89,855,194.14","188,586,940.12","289,825,771.46","234,080,814.09","306,598,932.33","296,997,478.03"
