科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"126,337,788.15","346,026,718.13","472,752,535.63","733,089,724.57","83,565,364.19","355,103,667.12","566,995,322.66","662,919,989.46","118,211,396.79","242,362,910.10","349,651,711.96","472,664,041.07","124,753,656.94","308,063,364.57","441,547,593.46","314,175,122.09","169,633,148.29","280,354,171.10","348,885,510.21","293,250,011.75","145,327,352.96","347,018,363.86","480,604,237.88","406,335,048.72","90,663,559.55","144,411,691.58","288,501,532.48","404,397,216.51","134,539,502.53","198,597,337.00","433,869,169.46","696,873,825.93","60,624,898.99","175,643,591.81","213,033,103.31","231,887,862.15","160,350,239.54","189,397,746.43","239,432,959.54","276,864,883.39","66,026,890.78","329,024,181.25","360,267,194.77","425,270,460.61","296,929,795.29","790,528,245.82"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,"7,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"3,991,066.05","7,985,505.09","10,757,963.15","15,654,259.28","4,198,573.21","10,546,564.39","2,162,465.90","540,141.70","3,827,278.50","7,083,967.98","11,749,544.87","537,013.52","5,985.57","157,292.72","486,115.76","788,418.29","647,043.85","3,349,946.48","3,965,024.41","3,965,024.41","920,359.86","4,516,000.30","6,036,068.31",,,,,,,,,,,,,,,,,,,,,,,"797,623.03"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000,000.00",,"160,000,000.00","260,000,000.00","446,300,000.00","201,106,635.98","377,106,635.98","377,106,635.98","377,106,635.98","178,972,609.49","178,972,609.49"
收到其他与经营活动有关的现金,"801,113.06","2,682,940.31","2,879,633.08","10,875,101.33","683,889.01","873,548.10","1,902,825.11","26,957,458.11","17,593,186.82","37,571,926.12","83,675,925.07","108,918,228.44","8,304,120.38","46,376,454.01","80,624,435.42","13,610,074.31","1,985,669.25","73,208,188.26","179,768,441.51","81,648,337.78","1,754,789.40","75,662,916.08","3,448,510.25","2,314,582.51","495,216.26","3,024,370.80","3,979,294.91","1,359,337.53","610,230.18","1,391,778.08","1,744,874.54","37,534,846.38","741,539.10","2,195,845.39","3,250,948.77","5,189,541.76","556,412.49","1,534,363.35","2,859,640.51","1,147,996,793.44","1,325,120.19","1,497,149.89","2,061,921.03","1,338,127,559.17","4,658,644.18","9,071,827.40"
投资活动现金流出小计,"8,544,836.47","23,400,938.34","26,424,400.85","36,760,505.06","2,552,206.42","4,679,241.71","6,204,134.70","80,560,380.59","1,982,599.76","2,297,881.75","7,100,450.23","36,961,637.73","2,516,910.15","36,892,423.43","49,507,999.96","24,882,391.34","1,592,511.93","4,847,444.97","6,012,649.75","8,076,064.43","3,004,430.65","7,153,731.11","9,731,949.32","34,646,578.54","5,035,791.93","10,984,535.70","13,081,254.98","16,335,288.37","4,214,297.70","89,876,098.17","123,133,098.70","134,681,154.34","1,895,431.48","2,017,471.48","3,182,626.24","103,572,348.75","366,927,205.49","718,978,297.29","823,356,459.44","1,018,059,458.65","554,248,479.73","731,783,475.73","731,936,187.73","730,314,422.61","178,972,609.49","182,926,219.49"
经营活动现金流入小计,"131,129,967.26","356,695,163.53","486,390,131.86","759,619,085.18","88,447,826.41","366,523,779.61","571,060,613.67","690,417,589.27","139,631,862.11","287,018,804.20","445,077,181.90","582,119,283.03","133,063,762.89","354,597,111.30","522,658,144.64","328,573,614.69","172,265,861.39","356,912,305.84","532,618,976.13","378,863,373.94","148,002,502.22","427,197,280.24","490,088,816.44","408,649,631.23","91,158,775.81","147,436,062.38","292,480,827.39","405,756,554.04","135,149,732.71","199,989,115.08","435,614,044.00","734,408,672.31","61,366,438.09","177,839,437.20","216,284,052.08","237,077,403.91","160,906,652.03","190,932,109.78","242,292,600.05","1,424,861,676.83","67,352,010.97","330,521,331.14","362,329,115.80","1,763,398,019.78","301,588,439.47","800,397,696.25"
投资活动产生的现金流量净额,"-8,544,836.47","-23,400,938.34","-26,424,400.85","-31,670,505.06","-2,552,206.42","-4,679,241.71","-6,204,134.70","-80,185,250.96","-1,982,599.76","-2,297,881.75","-7,100,450.23","-30,435,216.31","-2,516,910.15","-36,892,423.43","-49,417,999.96","-23,687,630.43","-1,588,141.93","-4,843,074.97","-6,008,279.75","13,043,830.34","-3,004,430.65","-7,153,731.11","-9,731,949.32","26,021,080.80","-4,985,791.93","-10,934,535.70","43,968,745.02","41,664,711.63","-4,214,297.70","-89,876,098.17","-104,561,833.02","-110,749,888.66","26,213,834.10","29,506,550.82","28,341,396.06","-72,048,126.45","-266,494,554.81","-568,545,646.61","-456,765,597.68","337,314,647.56","-554,248,479.73","-552,833,474.73","-552,986,186.73","-551,364,422.61",,"-1,345,792.47"
购买商品、接受劳务支付的现金,"163,333,270.81","307,689,087.81","399,794,007.82","579,921,431.63","148,364,143.25","401,918,896.99","569,472,936.34","575,502,502.52","148,739,036.73","260,801,685.20","350,878,357.46","369,337,367.13","114,348,607.81","158,012,091.95","321,454,237.05","150,782,110.19","134,856,899.75","182,573,822.23","204,611,935.70","132,757,497.57","116,940,649.73","274,649,828.46","366,677,826.81","263,316,596.71","50,336,829.40","120,451,088.28","201,777,629.94","265,695,977.80","70,376,904.69","154,562,142.22","249,165,863.09","341,773,791.66","23,811,266.35","36,717,927.05","136,455,814.20","211,610,209.36","25,692,378.87","43,891,214.03","64,090,849.31","74,612,430.43","32,250,700.65","182,048,066.72","191,046,857.71","243,892,966.69","790,207,504.32","1,584,773,259.73"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"982,199,956.00","982,099,956.00",,,,,,,,,,
