科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"243,536,611.08","214,255,467.09","157,198,159.19","184,782,522.87","235,668,374.20","142,899,927.79","96,613,674.69","90,800,139.85","110,514,694.55","978,554,958.09","406,056,413.86","564,492,568.12","536,122,849.11","574,304,036.10","223,335,724.87","401,808,323.52","590,546,524.67","494,181,255.39","685,920,246.86","812,461,602.40"
短期借款,"137,800,000.00","230,000,000.00","255,000,000.00","145,000,000.00","135,000,000.00","125,000,000.00","90,000,000.00","90,000,000.00","80,000,000.00","15,000,000.00","12,000,000.00","7,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00","70,000,000.00","50,000,000.00","95,000,000.00","161,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"2,200,000.00","9,500,000.00",,,,,,,,,,,,"19,576,645.80","20,840,002.92","31,944,442.88","87,550,673.98","47,751,118.44",,"3,000,000.00"
应付票据,"2,800,000.00","12,667,434.36","11,093,183.85","11,093,183.85","1,559,876.35","1,935,178.00","2,574,455.00","1,344,254.00","1,306,283.00","2,618,333.00","2,460,556.00","4,901,994.00","6,656,488.00","1,500,000.00","2,892,200.00","407,700.00","407,700.00",,,
应收账款,"22,910,094.85","25,701,930.85","44,576,540.39","35,129,736.44","46,253,300.19","30,487,118.97","26,955,213.70","36,988,299.19","30,505,842.58","34,313,687.54","45,172,303.25","35,834,149.59","53,178,610.88","37,715,720.42","23,975,407.16","34,208,052.27","53,455,638.91","43,580,217.84","52,558,280.51","92,293,028.20"
应付账款,"148,877,961.51","120,022,712.91","143,375,553.98","114,509,581.60","125,169,419.56","124,581,535.89","123,658,537.67","120,631,268.51","116,870,779.72","120,237,242.65","145,447,048.92","158,949,945.66","147,866,837.55","165,740,949.17","142,761,333.21","186,377,371.93","188,070,159.52",,"182,855,928.76",
预付款项,"14,687,773.14","4,307,840.05","13,113,643.86","39,481,280.31","50,181,588.09","32,639,674.34","3,282,806.28","54,673,276.33","72,576,402.31","47,546,429.59","1,014,088.75","44,684,916.66","44,837,921.50","60,282,938.16","6,859,099.15","23,189,587.58","81,999,553.76","87,810,384.40","10,874,861.25","51,995,581.81"
预收款项,"9,393,209.98","3,292,645.23","4,370,483.27","2,960,560.96","4,016,968.65","5,140,132.29","3,937,546.00","11,689,284.95","17,749,423.35","9,304,951.63","9,090,429.92","18,694,293.51","8,442,862.10","12,283,285.33","9,828,854.85","9,708,935.02","13,329,892.81","16,476,339.73","10,191,874.86","3,390,234.26"
