科目,2008-12-31,2009-06-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"7,095,240,306.25","8,472,807,308.86","21,291,846,452.17","19,074,273,274.40","18,970,440,473.07","18,126,938,425.77","18,780,892,755.51","71,846,460,946.53","69,450,562,833.56","69,996,448,188.88","66,471,782,777.58","63,274,911,791.16","67,087,400,060.49","64,663,935,469.63","67,268,146,452.70","65,834,527,967.25","62,745,584,746.24","61,610,105,662.53","63,145,851,041.22","74,778,258,041.73","82,374,122,693.65","77,499,308,878.35","71,597,167,084.26","70,883,958,249.07","70,644,340,610.74","69,017,319,971.99","71,073,450,159.45","61,879,481,173.17","59,099,443,598.83","58,417,181,175.48","57,206,434,661.81","57,449,067,993.09","62,682,104,422.60","79,995,593,074.72"
短期借款,"1,590,800,000.00","1,829,868,161.50","1,454,550,000.00","995,050,000.00","1,393,150,000.00","1,051,160,000.00","1,641,460,000.00","5,716,013,748.00","6,769,645,848.00","9,541,330,572.00","10,272,985,452.00","14,915,071,472.00","15,465,008,722.00","15,247,472,984.84","14,564,723,521.28","15,169,198,596.65","17,516,016,718.36","18,627,892,380.21","25,311,687,097.34","26,286,046,138.38","30,475,712,255.06","27,224,104,838.53","17,733,413,697.80","16,571,497,752.11","16,355,367,753.14","17,064,380,724.44","16,555,993,112.48","14,817,817,713.24","16,817,989,968.82","17,714,386,220.54","18,513,315,133.00","18,813,216,535.32","20,522,166,968.35","11,196,911,589.53"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"304,451,752.32","379,907,206.43","608,810,400.32","581,283,058.31","960,858,495.93","1,316,330,875.14","1,346,883,034.74","1,537,589,918.29","1,187,579,694.38","1,201,077,948.98","2,033,962,898.86","2,220,463,675.02","1,692,169,068.27","1,411,114,510.68","1,630,050,736.99","1,316,323,290.23","1,174,191,957.79","1,277,216,017.45","1,554,822,019.60","1,399,217,418.41","1,561,542,367.21","1,484,426,286.78","1,843,104,901.09","1,572,881,133.38","1,704,020,224.83","1,635,850,665.55","1,841,404,926.83","1,325,160,269.40","1,048,952,849.03","973,831,170.01","1,548,749,883.59","1,164,177,840.05","922,195,478.88","888,103,566.35"
应付票据,"613,929,239.71","1,095,124,207.45","1,065,727,089.06","1,004,037,774.49","1,147,447,858.30","1,512,115,342.98","1,772,829,682.50","3,223,738,991.68","2,565,431,335.70","2,955,252,112.07","2,157,007,343.73","3,522,502,761.16","3,419,533,000.40","3,828,658,103.03","3,697,891,335.99","3,326,280,052.05","3,885,202,520.39","4,446,479,372.80","4,548,103,714.86","5,505,739,352.44","4,919,995,610.22","5,656,923,740.20","5,771,182,639.04","5,459,721,497.32","5,062,328,171.38","5,138,039,474.34","4,662,507,864.65","3,628,505,543.90","2,995,191,201.64","2,379,734,097.71","3,047,195,962.47","3,070,731,805.37","2,871,405,768.50","2,887,972,578.37"
应收账款,"2,162,904,055.23","2,932,204,157.06","3,471,068,670.61","4,582,780,289.12","5,103,646,450.85","5,473,804,172.49","6,082,697,414.94","15,389,660,860.09","19,429,912,672.95","20,195,545,422.14","22,437,420,011.48","26,119,966,710.39","29,287,921,674.40","29,888,676,829.01","22,894,930,819.63","22,087,270,881.84","22,552,773,573.24","21,252,125,343.25","21,877,138,178.26","22,113,640,181.18","21,848,740,500.62","21,873,811,167.54","19,224,528,723.28","19,392,796,399.68","22,359,644,386.43","20,801,466,382.90","19,420,314,982.17","15,626,368,389.76","13,374,868,722.48","13,032,029,135.01","10,904,108,631.35","12,168,147,255.29","13,967,561,933.72","11,397,925,698.46"
应付账款,"2,706,045,497.17","2,733,351,269.27","3,557,433,797.26","3,871,464,334.69","4,403,194,894.42","4,663,994,628.54","4,900,813,573.96","13,614,830,980.69","17,053,983,656.99","16,937,958,067.60","23,030,633,250.74","25,571,072,666.39","24,303,435,027.36","25,721,195,314.51","28,039,786,261.33","26,070,108,468.13","28,210,508,810.02","28,004,958,859.76","26,900,729,386.03","27,162,355,436.99","27,275,452,756.83","27,600,682,397.51","34,994,572,684.31","29,661,285,829.63","29,902,790,822.17","27,349,011,113.43","32,063,758,514.93","27,714,232,543.79","30,468,019,860.05","31,676,766,109.97","33,872,517,195.38","37,942,315,469.34","44,378,616,699.40","38,573,480,950.58"
预付款项,"2,522,433,294.73","2,444,230,402.44","2,422,827,923.41","2,721,235,821.53","2,475,066,182.02","2,640,595,911.86","1,932,457,909.06","9,774,993,612.60","9,890,174,062.92","10,528,579,490.98","8,590,877,432.28","10,735,508,071.05","8,439,348,704.82","7,819,803,980.49","5,350,406,375.77","6,342,799,944.95","7,901,221,365.41","8,032,005,043.50","9,069,064,105.03","11,985,287,000.99","13,703,530,318.89","14,513,184,526.11","14,192,598,915.71","13,785,091,606.24","12,673,455,549.80","12,737,510,790.51","9,896,348,529.25","9,017,686,070.81","10,176,861,131.36","8,816,228,058.29","8,499,682,222.01","8,891,405,468.08","11,041,678,980.03","7,305,874,418.61"
预收款项,"10,477,363,046.44","8,640,102,346.31","6,295,429,974.97","5,953,814,729.03","5,501,892,219.87","5,117,044,946.35","4,493,926,991.70","44,385,377,023.53","44,900,647,791.35","43,678,010,619.78","39,677,944,789.92","40,536,863,366.06","35,524,988,517.42","29,070,663,549.20","26,239,484,306.61","25,471,879,095.95","19,737,651,747.19","18,918,618,420.94","16,367,224,044.63","27,847,330,820.88","32,117,487,548.50","30,955,078,312.80","27,415,244,273.61","31,868,740,515.79","28,746,194,158.52","30,998,103,214.13","28,307,243,094.94","26,112,437,938.89","22,207,093,179.92","20,414,388,050.95","16,305,393,423.92","13,991,705,141.03","16,616,224,666.78","16,442,704,591.25"
其他应收款,"295,760,918.75","430,243,949.08","373,945,118.14","476,951,626.33","345,725,920.15","356,111,735.25","260,966,493.86","537,222,153.83","470,173,449.79","816,277,751.08","585,992,309.49","986,814,413.53","1,029,763,478.12","1,180,772,472.13","458,240,491.70","702,948,529.37","815,343,092.49","1,120,166,644.42","357,818,045.96","1,032,549,519.99","1,185,924,522.80","955,168,633.73","636,152,033.82","773,708,223.89","810,130,111.54","773,033,073.41","945,529,117.53","719,489,897.34","951,856,515.83","1,225,183,723.30","712,898,891.48","571,699,630.25","992,085,945.64","1,160,855,273.17"
应付职工薪酬,"198,444,375.95","285,893,650.91","220,329,588.47","251,088,799.07","299,648,776.63","278,590,905.97","215,301,684.58","371,956,244.10","389,260,258.34","399,042,183.81","422,843,465.97","438,658,642.81","470,339,305.47","489,451,066.67","482,778,349.28","478,987,882.70","493,978,598.19","492,497,383.07","480,367,031.97","474,616,470.06","485,533,672.28","456,529,371.03","499,282,071.38","604,677,707.35","538,921,918.50","653,994,361.02","488,225,493.37","537,345,848.54","333,376,251.00","442,442,553.50","348,798,393.05","448,169,141.12","359,270,128.03","313,113,348.31"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
