科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"578,906,333.21","481,486,395.61","701,772,732.82","552,782,800.01","651,090,164.86","750,516,895.81","756,121,299.35","845,001,883.14","861,423,168.49","980,165,222.56","1,024,714,299.97","898,387,972.49","1,169,346,070.25","1,077,656,836.35","1,104,322,626.51","1,119,891,290.10","1,242,380,496.95","1,382,082,937.21","1,348,619,840.19","2,117,290,776.22","1,560,708,250.99","1,363,222,582.65","1,817,164,216.23","1,669,075,525.02","1,651,067,863.32","1,879,458,495.52","1,563,863,209.81","1,249,225,113.05","1,550,302,729.24","1,760,183,700.47","1,979,082,895.12","1,564,671,302.51","1,739,518,973.05","1,191,536,799.13","2,023,096,677.69","2,271,090,578.72","2,280,456,952.16","2,280,679,263.45","3,933,065,441.48","2,948,271,332.17","4,134,928,900.96","8,221,427,437.36","8,528,286,526.27","9,063,239,390.13"
短期借款,"1,228,076,533.20","1,173,480,171.70","1,164,060,170.00","992,622,640.00","1,049,107,194.42","1,114,920,145.56","1,070,265,322.70","1,032,426,522.20","632,258,245.80","690,139,725.80","626,274,624.20","486,135,464.64","488,626,328.98","455,902,941.84","437,228,018.08","253,385,908.74","426,022,864.18","453,054,143.79","563,986,236.45","312,324,743.01","272,303,042.34","612,006,853.06","753,285,555.74","564,156,327.91","496,009,819.29","501,700,772.07","681,931,195.20","491,084,453.79","840,993,530.73","684,707,900.18","677,630,963.80","375,920,221.10","377,313,497.70","746,472,973.30","950,000,000.00","250,000,000.00","260,000,000.00","860,000,000.00","350,000,000.00",,,"477,595,200.00","467,901,450.00","460,661,100.00"
交易性金融资产,"380,520,201.85","526,140,449.87","866,955,841.27","937,105,503.95","808,355,666.83","462,891,189.08","315,548,574.89","228,391,485.72",,"62,172,102.94","50,214,469.75","48,888,580.51","52,214,745.33","46,303,091.82","52,956,220.31","57,865,790.18","58,816,034.04","56,611,074.14","40,472,609.62","44,343,013.65","48,758,923.10","45,284,347.96","48,122,396.36","59,319,616.94","13,881,715.22","11,477,809.46","9,164,160.31","11,335,125.54","10,864,233.15","10,565,247.12","9,562,427.38","6,423,571.77","6,734,949.87","7,024,741.35","5,349,394.58","6,589,225.34","6,430,279.99","6,284,607.37","5,910,632.02","6,019,067.02","7,223,962.45","6,587,883.16","8,825,167.79","8,732,443.07"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,166,213.90","23,076,491.58","29,099,951.97"
应收票据,"91,936,589.24","72,692,721.28","99,845,678.71","152,500,724.04","167,945,463.48","187,185,110.22","157,841,286.92","258,457,604.79","182,177,540.03","274,972,756.87","406,775,610.36","692,071,954.36","448,333,654.04","351,267,128.65","418,529,019.71","407,167,348.89","441,212,608.57","400,591,021.24","382,348,329.16","397,997,093.45","335,808,941.83","324,054,100.09","361,799,910.45","366,012,367.07","372,536,248.13","408,631,696.40","424,484,312.06","512,808,808.47","612,822,253.44","506,654,308.56","549,560,490.27","580,751,209.03","585,350,632.67","597,064,884.48","647,139,863.44","677,003,925.17","703,313,768.36","662,867,560.89","672,167,113.83","789,671,244.09","1,086,995,191.09","1,057,648,338.11","1,132,663,073.29","1,520,894,660.47"
应付票据,"27,279,158.52","19,187,854.37","9,198,891.06","1,581,261.45","7,916,709.59","5,984,598.20",,,"31,289,288.00",,,,,,,,,,,,,"123,238,308.58","203,182,615.68","291,081,118.89","301,351,158.61","371,162,691.47","428,937,879.06","439,471,710.61","489,563,220.03","442,806,232.72","428,695,464.21","368,053,054.91","308,184,591.25","333,740,613.46","344,795,055.68","329,564,793.29","314,461,564.01","324,546,655.32","358,071,292.61","442,613,937.88","658,600,385.89","671,582,171.51","735,556,236.24","734,193,328.85"
应收账款,"443,562,030.17","459,079,717.84","466,011,372.66","450,271,671.08","550,876,892.91","565,856,675.57","586,389,655.88","505,822,928.42","586,154,900.81","685,989,378.43","726,217,728.76","545,019,695.77","626,550,589.21","692,399,772.78","789,825,622.86","780,736,975.56","917,231,922.37","886,650,442.44","928,706,295.80","887,913,645.73","964,176,459.93","1,053,902,254.43","1,153,348,299.61","1,092,600,842.91","1,213,516,426.23","1,308,820,652.62","1,293,655,749.42","1,516,543,883.79","1,494,303,080.24","1,592,580,002.67","1,715,364,013.84","1,559,755,327.14","1,767,205,371.51","1,809,770,505.65","1,934,312,626.32","1,721,880,071.36","1,786,341,589.92","2,182,340,832.00","2,175,407,791.37","1,990,863,749.54","2,062,196,544.48","2,290,486,618.43","2,321,433,173.64","1,866,949,196.89"
应付账款,"233,675,750.90","230,757,540.78","300,736,512.83","297,683,551.35","286,301,702.54","268,797,001.14","255,967,849.60","243,486,221.54","229,273,837.47","250,275,015.98","232,668,377.65","268,235,524.72","253,385,798.09","258,849,993.45","364,359,750.95","331,593,817.93","296,621,527.97","341,342,030.64","284,043,512.45","343,424,150.69","390,846,569.45","410,779,197.19","406,966,490.54","412,264,991.18","474,078,858.35","523,091,094.49","522,744,062.66","549,248,704.59","623,600,224.24","624,455,975.50","665,266,439.51","663,298,144.47","782,212,259.53","747,354,775.77","701,313,557.13","668,716,943.24","693,014,135.71","683,051,328.90","709,810,822.46","618,176,084.76","656,339,671.22","503,565,619.67","513,023,877.89","523,786,815.84"
预付款项,"176,936,699.09","177,789,991.06","233,965,414.90","136,562,862.92","179,884,794.40","208,378,372.00","199,621,063.27","102,243,664.69","114,778,721.01","111,103,937.44","146,794,044.57","178,996,483.78","192,734,667.26","320,663,532.90","359,883,518.31","200,329,970.77","192,986,939.43","250,561,076.84","368,247,870.31","523,536,458.40","384,392,397.72","510,527,344.48","450,100,522.03","315,499,090.20","452,052,012.42","289,809,252.38","308,029,123.27","303,046,052.62","402,158,949.17","320,465,294.39","324,421,987.65","271,027,655.46","321,109,436.14","316,785,469.67","258,280,977.92","188,830,114.12","252,679,015.01","207,243,220.62","240,677,427.68","160,047,273.95","243,542,981.58","270,689,702.19","259,828,031.31","195,386,984.08"
预收款项,"26,457,544.26","20,093,520.80","22,009,587.62","28,695,978.55","34,247,037.67","27,184,786.40","16,836,647.62","26,052,523.74","30,206,505.25","29,428,300.52","33,092,209.89","31,501,967.65","33,091,502.34","40,628,660.14","40,313,727.38","30,874,179.65","42,355,263.33","37,078,871.80","37,407,397.35","53,777,881.34","40,334,166.08","43,185,525.30","36,303,087.90","47,432,762.05","55,649,540.60","60,296,049.59","69,686,502.51","79,861,207.77","109,551,095.36","60,665,868.15","56,635,078.29","68,784,029.51","82,383,680.95","52,067,448.10","67,840,764.94","79,755,129.22","67,993,022.19","68,051,119.55","70,686,242.29","93,010,039.04","482,454,107.83","4,583,212,289.82","79,800,161.37","134,499,014.26"
