科目,2012-12-31,2013-12-31,2014-12-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应交税费,"5,346,182.71","14,026,209.62","11,665,021.19","8,142,667.71","11,116,557.59","4,595,880.65","10,067,528.64","6,813,032.84","8,989,522.57","13,431,256.78","10,591,446.77","7,042,504.28","6,636,320.80","12,916,206.74","16,214,752.63","13,084,022.64","16,293,407.52","8,659,996.17"
应收利息,,,,,,,,,,,,,,,,,,
应付利息,"678,622.59","1,456,289.74","1,141,256.35","1,715,832.45","1,489,020.34","1,700,269.04","1,592,280.97","2,672,877.71","1,475,868.48","1,541,872.28","1,605,660.45","1,575,323.47","1,450,790.00","2,144,690.09","1,605,824.38","264,855.95","1,905,038.62",
应收股利,,,,,,,,,,,,,,,,,,
应付股利,,,,"1,800,000.00",,,,,,,,,,,"2,250,000.00",,,
存货,"194,440,136.02","165,679,349.73","197,200,086.87","223,318,028.63","210,164,689.14","203,383,140.31","212,342,813.52","274,372,860.71","299,011,323.60","271,266,172.81","261,608,031.79","272,299,039.64","286,671,275.92","278,224,094.69","280,076,258.76","291,092,703.91","429,245,861.88","418,900,452.50"
其他应付款,"3,162,818.25","2,816,605.79","4,192,475.02","2,969,562.99","3,765,377.03","14,855,859.21","2,139,959.52","2,210,482.60","5,393,631.53","6,035,581.14","5,362,200.71","7,638,291.89","6,097,920.60","4,981,568.80","3,149,646.89","4,348,501.62","16,636,062.50","20,805,220.24"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"59,000,000.00","59,000,000.00","80,000,000.00","50,000,000.00","70,000,000.00","70,000,000.00","46,700,000.00","46,700,000.00","104,300,000.00","89,300,000.00","30,300,000.00","99,600,000.00","126,600,000.00","126,600,000.00","96,400,000.00","101,400,000.00","120,703,280.00","120,703,280.00"
其他流动资产,,"4,921,842.59","13,877,444.58","20,881,775.89","26,957,000.47","21,140,312.70","87,250,421.41","92,425,880.83","100,723,416.54","58,534,732.20","101,260,735.48","103,241,858.36","43,987,666.95","94,693,256.87","64,777,261.23","4,089,845.29","15,742,746.67","21,631,652.88"
其他流动负债,,,,,,,,,,,,,,,,,,
流动资产合计,"343,708,424.82","372,866,002.81","369,028,953.35","473,147,963.90","510,982,930.78","861,640,105.71","708,254,509.21","679,665,396.84","703,371,448.62","744,585,493.41","838,025,189.60","799,190,744.46","784,582,650.80","850,168,911.52","772,264,812.34","796,854,197.76","966,371,926.45","1,077,195,644.84"
流动负债合计,"412,959,406.00","485,655,196.25","467,577,377.37","565,919,181.31","644,615,803.62","675,178,468.43","578,786,485.69","567,709,243.78","648,833,435.88","600,988,143.73","556,919,116.45","594,739,685.98","632,116,938.72","692,153,523.37","701,221,232.16","804,175,636.51","1,261,044,001.44","1,390,667,653.15"
可供出售金融资产,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,
长期借款,"49,000,000.00","110,000,000.00","226,646,820.60","373,613,276.51","354,281,345.70","369,700,000.00","418,000,000.00","430,000,000.00","387,400,000.00","467,400,000.00","620,900,000.00","548,600,000.00","490,300,000.00","487,300,000.00","445,700,000.00","435,700,000.00","864,594,320.00","859,594,320.00"
持有至到期投资,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,"18,000,000.00","18,407,033.69","18,407,033.69","19,336,361.51","19,640,685.25","18,183,866.31","18,863,102.50","19,060,482.42","19,256,211.76","18,319,490.38","19,332,434.79"
专项应付款,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,
固定资产,"356,622,513.85","379,517,029.85","459,946,803.42","475,458,851.92","530,271,002.65","543,075,964.68","567,870,559.19","545,156,097.69","648,250,211.08","648,915,728.91","654,593,860.55","679,641,682.71","763,843,687.92","746,741,003.99","752,709,302.45","747,676,418.90","966,702,697.19","949,995,952.05"
递延所得税负债,,,,,,,,,,,,,,,,,,
在建工程,"50,106,987.00","147,253,218.80","204,627,501.50","321,939,624.03","315,916,951.23","305,519,574.16","384,064,567.01","454,456,973.77","378,519,505.21","395,654,087.11","383,646,128.23","386,066,367.97","311,012,406.91","334,829,633.26","352,191,087.30","361,732,070.38","273,757,387.27","337,488,089.02"
其他非流动负债,,,,,,"3,967,881.66",,"3,607,296.05",,,,,,,,,,
工程物资,"2,312,824.07","4,555,214.12","2,312,663.52","9,945,541.82","3,593,126.48","7,727,033.23","4,236,856.31","3,558,164.80","3,848,632.22","4,748,638.33","4,020,602.15","3,605,421.44","3,490,223.71","3,602,547.19","3,319,440.05",,,
非流动负债合计,"75,610,235.75","137,127,107.40","250,765,387.30","395,844,868.02","375,989,379.75","390,965,256.66","438,841,163.44","450,420,226.05","417,670,522.34","496,464,970.81","639,962,500.47","567,238,026.52","508,813,620.50","505,353,103.09","463,292,176.49","452,831,249.97","882,765,536.34","878,047,730.67"
固定资产清理,,,,,,,,,,,,,,,,,,
负债合计,"488,569,641.75","622,782,303.65","718,342,764.67","961,764,049.33","1,020,605,183.37","1,066,143,725.09","1,017,627,649.13","1,018,129,469.83","1,066,503,958.22","1,097,453,114.54","1,196,881,616.92","1,161,977,712.50","1,140,930,559.22","1,197,506,626.46","1,164,513,408.65","1,257,006,886.48","2,143,809,537.78","2,268,715,383.82"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"156,566,700.41","156,566,700.41","156,566,700.41","156,566,700.41","156,566,700.41","455,977,700.41","455,977,700.41","455,977,700.41","455,977,700.41","455,977,700.41","455,977,700.41","455,977,700.41","455,977,700.41","455,977,700.41","455,977,700.41","455,977,700.41","456,275,981.68","456,275,981.68"
无形资产,"64,509,098.23","95,630,106.37","106,390,763.25","104,667,969.74","104,575,139.41","104,402,422.58","104,101,381.52","103,338,596.32","102,399,003.49","101,566,466.74","101,121,047.15","100,976,664.60","100,713,268.02","99,854,931.49","99,236,498.64","98,347,036.68","173,548,460.95","171,871,030.18"
盈余公积,"8,789,618.99","15,616,576.38","23,081,900.41","23,081,900.41","30,117,836.22","30,117,836.22","30,117,836.22","30,117,836.22","41,079,171.50","41,079,171.50","41,079,171.50","41,079,171.50","54,168,957.18","54,168,957.18","54,168,957.18","54,168,957.18","68,774,964.69","68,774,964.69"
开发支出,,,,,,"92,163.38","392,620.73","823,295.13","962,667.50","3,711,008.94","5,820,897.71","10,495,474.18","9,341,439.53","11,736,123.04","13,817,348.83","17,022,609.34","16,885,754.74","22,154,929.26"
减:库存股,,,,,,,,,,,,,,,,,,"7,148,592.82"
商誉,,,,,,,,,,,,,,,,,"546,124,731.83","546,124,731.83"
未分配利润,"74,871,163.27","118,201,949.91","151,440,833.96","151,665,144.20","163,849,016.27","189,027,218.74","174,584,594.08","190,110,936.10","193,009,220.72","221,067,799.21","211,502,690.37","227,185,446.67","227,036,409.40","249,193,955.34","232,011,949.08","251,830,713.68","246,106,777.43","288,983,728.14"
长期待摊费用,"4,591,829.35","5,537,065.90","3,870,718.04","5,595,714.13","5,430,346.65","5,237,171.29","4,956,945.96","5,672,207.11","10,199,167.78","9,783,892.60","9,386,982.70","9,660,391.22","10,185,615.35","9,843,566.17","9,252,369.23","8,866,419.07","12,518,959.74","11,893,558.11"
少数股东权益,"6,578,726.96","5,720,657.70","11,042,447.29","15,928,428.99","17,164,848.85","18,496,456.75","18,645,435.02","18,553,294.13","16,948,886.68","17,391,766.46","16,742,130.21","16,954,646.76","15,256,876.22","15,098,457.65","15,133,071.73","14,635,385.83","31,923,986.87","30,332,613.85"
递延所得税资产,"524,174.06","529,550.20","1,297,243.66","3,979,457.80","3,209,036.40","2,483,213.30","2,625,206.93","3,251,565.03","4,141,188.94","2,694,558.39","3,329,595.81","3,446,678.01","4,200,925.88","4,085,253.22","5,276,784.15","6,249,772.77","6,812,865.38","6,168,086.04"
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,"1,271,100.00","1,325,051.52","46,585,288.88","37,450,568.00","15,966,940.00","20,420,079.00","19,902,644.00","19,902,644.00","7,450,568.00","7,816,418.00","12,220,624.66","14,676,961.64","97,614,906.92","85,730,830.10","84,905,830.10"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"481,667,426.56","636,022,185.24","781,445,693.39","925,858,259.44","967,320,654.34","1,018,122,831.50","1,108,698,705.65","1,153,223,839.85","1,190,147,488.91","1,208,384,058.71","1,204,158,119.81","1,223,983,933.38","1,228,787,851.63","1,241,776,785.52","1,269,540,274.71","1,356,765,445.82","2,100,401,177.58","2,149,934,641.38"
所有者权益(或股东权益)合计,"336,806,209.63","386,105,884.40","432,131,882.07","437,242,174.01","457,698,401.75","813,619,212.12","799,325,565.73","814,759,766.86","827,014,979.31","855,516,437.58","845,301,692.49","861,196,965.34","872,439,943.21","894,439,070.58","877,291,678.40","896,612,757.10","922,963,566.25","958,414,902.40"
资产总计,"825,375,851.38","1,008,888,188.05","1,150,474,646.74","1,399,006,223.34","1,478,303,585.12","1,879,762,937.21","1,816,953,214.86","1,832,889,236.69","1,893,518,937.53","1,952,969,552.12","2,042,183,309.41","2,023,174,677.84","2,013,370,502.43","2,091,945,697.04","2,041,805,087.05","2,153,619,643.58","3,066,773,104.03","3,227,130,286.22"
负债和所有者(或股东权益)合计,"825,375,851.38","1,008,888,188.05","1,150,474,646.74","1,399,006,223.34","1,478,303,585.12","1,879,762,937.21","1,816,953,214.86","1,832,889,236.69","1,893,518,937.53","1,952,969,552.12","2,042,183,309.41","2,023,174,677.84","2,013,370,502.43","2,091,945,697.04","2,041,805,087.05","2,153,619,643.58","3,066,773,104.03","3,227,130,286.22"
