科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"460,158,972.82","440,311,848.29","508,631,307.20",,"195,554,251.99","301,933,038.62","384,854,563.70","93,929,493.90","217,978,318.32","325,756,698.14","451,178,210.65","97,386,246.59","192,233,055.62","293,690,421.06","389,838,994.65","121,698,831.34"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,
收到的税费返还,"18,295,678.97","24,810,771.20","25,874,107.31",,"14,759,383.31","21,261,698.03","27,069,150.34","5,267,223.75","10,251,779.67","19,351,065.53","23,664,527.57","7,718,720.34","12,827,342.81","21,117,019.34","25,728,995.61","11,869,394.86"
支付其他与投资活动有关的现金,,"15,300,000.00",,,,,,,,,,,,,"70,460,000.00","40,000,000.00"
收到其他与经营活动有关的现金,"55,849,391.17","21,313,994.19","23,632,140.00",,"9,667,332.31","14,725,247.37","36,414,833.96","189,088.20","3,626,845.45","12,012,994.01","19,024,642.67","586,426.21","13,489,933.37","16,588,600.75","18,281,221.89","4,376,520.59"
投资活动现金流出小计,"112,908,658.36","21,532,204.62","25,488,463.36",,"3,201,398.00","5,038,851.00","8,238,386.05","29,515,506.00","34,747,229.00","44,633,008.00","112,138,366.32","91,527,394.00","99,822,497.00","145,134,958.42","267,996,655.14","79,385,541.19"
经营活动现金流入小计,"534,304,042.96","486,436,613.68","558,137,554.51",,"219,980,967.61","337,919,984.02","448,338,548.00","99,385,805.85","231,856,943.44","357,120,757.68","493,867,380.89","105,691,393.14","218,550,331.80","331,396,041.15","433,849,212.15","137,944,746.79"
投资活动产生的现金流量净额,"-97,851,957.68","-6,503,106.62","-25,488,463.36","-1,536,500.00","-3,201,398.00","-5,038,851.00","-8,240,688.84","-29,483,506.00","-34,692,229.00","-44,556,008.00","-112,060,616.32","-91,527,394.00","-43,427,427.00","-88,738,688.42","-211,518,385.14","-28,194,568.97"
购买商品、接受劳务支付的现金,"327,179,037.78","302,815,038.82","367,255,530.59",,"191,903,411.68","263,112,518.18","310,488,263.68","83,651,282.04","159,328,910.23","210,062,894.03","260,826,725.01","67,070,471.14","119,303,263.55","188,586,631.71","244,035,483.73","74,220,730.08"
吸收投资收到的现金,,,,,"226,718,200.00","226,718,200.00","226,718,200.00",,,,,,,,,
