科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"58,582,347.58","64,060,311.59","67,155,359.72",,"35,016,842.19","51,777,735.93","70,092,009.56","20,233,354.60","37,445,981.89","59,111,805.79","77,345,842.77","20,665,173.97","39,803,911.23","59,825,747.63","81,894,109.51","21,374,533.20"
取得借款收到的现金,"128,000,000.00","90,000,000.00","50,000,000.00",,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",
支付的各项税费,"25,469,379.23","23,072,729.97","23,964,698.52",,"10,734,189.28","19,642,768.32","23,450,314.52","4,330,001.97","16,366,644.21","21,214,555.49","28,132,178.60","4,075,615.23","18,673,364.73","23,361,981.61","24,117,139.30","3,974,409.56"
收到其他与筹资活动有关的现金,"2,977,619.18",,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"64,960,579.90","39,165,295.82","10,566,880.32",,"15,813,363.45","29,454,554.79","36,176,442.63","4,870,878.21","13,978,496.83","25,383,640.43","41,083,335.69","4,283,022.44","14,699,591.83","24,692,234.44","28,908,994.11","6,646,617.70"
筹资活动现金流入小计,"130,977,619.18","90,000,000.00","50,000,000.00",,"226,718,200.00","226,718,200.00","226,718,200.00",,"10,000,000.00","10,000,000.00","10,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",
经营活动现金流出小计,"476,191,344.49","429,113,376.20","468,942,469.15",,"253,467,806.60","363,987,577.22","440,207,030.39","113,085,516.82","227,120,033.16","315,772,895.74","407,388,082.07","96,094,282.78","192,480,131.34","296,466,595.39","378,955,726.65","106,216,290.54"
偿还债务支付的现金,"80,200,000.00","130,000,000.00","80,000,000.00",,"10,000,000.00","10,000,000.00","10,000,000.00",,,,,,"50,000,000.00","50,000,000.00","50,000,000.00",
经营活动产生的现金流量净额,"58,112,698.47","57,323,237.48","89,195,085.36","-10,901,100.00","-33,486,838.99","-26,067,593.20","8,131,517.61","-13,699,710.97","4,736,910.28","41,347,861.94","86,479,298.82","9,597,110.36","26,070,200.46","34,929,445.76","54,893,485.50","31,728,456.25"
分配股利、利润或偿还利息支付的现金,"2,304,065.90","3,379,606.95","9,216,977.78",,"10,250,444.45","10,250,444.45","10,250,444.45",,"16,182,324.98","16,293,491.64","16,403,449.97","239,249.99","18,021,924.97","18,021,924.97","19,207,724.98",
收回投资收到的现金,"15,000,000.00",,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"2,977,619.18",,,,"522,340.00","7,382,053.35","7,430,053.35",,"146,342.60","146,342.60","146,342.60",,"20,428.80","20,428.80","20,428.80",
取得投资收益收到的现金,"56,700.68",,,,,,,,,,,,,,,
筹资活动现金流出小计,"85,481,685.08","133,379,606.95","89,216,977.78",,"20,772,784.45","27,632,497.80","27,680,497.80",,"16,328,667.58","16,439,834.24","16,549,792.57","239,249.99","68,042,353.77","68,042,353.77","69,228,153.78",
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,"-2,302.79","32,000.00","55,000.00","77,000.00","77,750.00",,"56,395,070.00","56,396,270.00","56,478,270.00","110,000.00"
筹资活动产生的现金流量净额,"45,495,934.10","-43,379,606.95","-39,216,977.78","-10,000,000.00","205,945,415.55","199,085,702.20","199,037,702.20",,"-6,328,667.58","-6,439,834.24","-6,549,792.57","39,760,750.01","-28,042,353.77","-28,042,353.77","-29,228,153.78",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-458,603.53","1,142,959.40","1,443,056.75",,"1,701,572.72","3,083,680.16","3,754,471.89","267,441.58","678,070.83","870,951.78","2,093,998.97","-286,506.07","-527,850.71","-1,740,990.93","-2,219,056.29","-1,430,055.09"
收到其他与投资活动有关的现金,,"15,029,098.00",,,,,,,,,,,,,,"51,080,972.22"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"15,056,700.68","15,029,098.00",,,,,"-2,302.79","32,000.00","55,000.00","77,000.00","77,750.00",,"56,395,070.00","56,396,270.00","56,478,270.00","51,190,972.22"
五、现金及现金等价物净增加额,"5,298,071.36","8,583,483.31","25,932,700.97","-21,740,400.00","170,958,751.28","171,062,938.16","202,683,002.86","-42,915,775.39","-35,605,915.47","-8,777,028.52","-30,037,111.10","-42,456,039.70","-45,927,431.02","-83,592,587.36","-188,072,109.71","2,103,832.19"
购建固定资产、无形资产和其他长期资产支付的现金,"97,908,658.36","6,232,204.62","16,782,167.76",,"3,201,398.00","5,038,851.00","8,238,386.05","2,515,506.00","7,747,229.00","17,633,008.00","85,138,366.32","27,927,394.00","35,222,497.00","80,534,958.42","102,936,655.14","39,385,541.19"
期初现金及现金等价物余额,"39,953,582.09","45,251,653.45","53,835,136.76",,"79,767,837.73","79,767,837.73","79,767,837.73","281,774,136.04","282,450,840.59","282,450,840.59","282,450,840.59","252,413,729.49","252,413,729.49","252,413,729.49","282,660,941.92","94,588,832.21"
投资支付的现金,"15,000,000.00",,"8,706,295.60",,,,,"27,000,000.00","27,000,000.00","27,000,000.00","27,000,000.00","63,600,000.00","64,600,000.00","64,600,000.00","94,600,000.00",
期末现金及现金等价物余额,"45,251,653.45","53,835,136.76","79,767,837.73",,"250,726,589.01","250,830,775.89","282,450,840.59","238,858,360.65","246,844,925.12","273,673,812.07","252,413,729.49","209,957,689.79","206,486,298.47","168,821,142.13","94,588,832.21","96,692,664.40"
