科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"204,015,647.96","262,357,896.10","94,350,922.89","147,149,058.04","107,424,205.61","225,633,029.35","465,639,686.68","204,673,532.74","165,307,629.16","403,937,602.85","346,274,087.30","572,992,410.92","212,849,470.00","471,948,226.39","433,887,893.93"
短期借款,"250,000,000.00","246,000,000.00","140,000,000.00","150,000,000.00","160,000.00","220,000,000.00","60,000,000.00",,"60,000,000.00","164,000,000.00","209,000,000.00","409,000,000.00","369,000,000.00","354,000,000.00","359,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"3,126,580.95","16,500,000.00","13,000,000.00","1,749,400.00","4,679,400.00","2,879,400.00","6,500,000.00","2,310,000.00","1,110,000.00",,"500,000.00","500,000.00","500,000.00","500,000.00","6,500,000.00"
应付票据,"29,815,803.79","25,164,391.87","20,750,786.78","25,707,866.82","13,492,214.42","23,339,668.20","46,670,884.20","37,205,739.10","7,567,956.00","8,788,817.17","17,684,388.12","16,242,983.95",,"26,619,964.59",
应收账款,"186,383,550.59","281,785,649.65","367,011,345.13","304,864,000.89","330,899,337.34","286,310,912.40","284,068,570.08","299,251,376.59","278,988,591.71","318,583,994.59","307,710,099.86","380,099,249.24","435,998,872.21","408,940,758.35","427,131,983.69"
应付账款,"251,535,667.14","321,584,155.12","282,888,141.86","246,751,777.99","259,524,812.27","346,753,423.46","231,575,656.93","298,678,611.47","351,307,133.29","418,845,312.39","270,273,222.09","395,545,854.88",,"484,957,717.59",
预付款项,"340,932.31","864,620.12","156,827.22","311,813.01","1,232,483.37","3,479,674.07","17,532.00","787,588.80","411,725.71","3,748,168.29","4,357,210.92","1,239,258.41","2,001,471.33","2,321,630.46","6,441,629.32"
预收款项,"13,588,946.99",,,"678,000.00","405,199.97",,"857,142.87","651,553.60","754,123.89","348,974.28","1,272,025.53","1,625,324.93","2,232,852.09","19,338,812.44","22,098,995.00"
其他应收款,"14,433,366.58","30,112,685.44","21,129,128.62","25,968,436.78","32,312,089.28","26,649,872.07","21,241,020.95","23,738,803.04","25,011,725.26","26,640,149.73","25,279,149.42","21,608,075.23","24,600,602.66","16,010,647.84","19,275,908.26"
应付职工薪酬,"7,008,449.01","6,660,871.38","6,808,634.76","3,478,166.26","5,908,137.70","11,946,976.18","10,113,507.02","9,837,833.63","11,404,003.39","16,968,500.97","10,236,994.89","12,750,935.37","14,881,380.99","22,283,399.11","6,775,729.38"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"43,048,920.77","47,373,717.69","42,998,920.96","34,060,771.53","33,890,604.91","21,355,803.95","11,470,121.84","19,041,673.40","20,240,919.79","21,492,032.98","18,109,252.99","20,981,089.69","18,860,048.26","14,629,193.33","13,502,796.27"
应收利息,,"407,710.87","220,000.00","176,583.33",,,,"243,057.53",,,,,,,
应付利息,"427,083.33","469,455.56","234,025.00","204,312.50","207,965.75","557,354.17","79,750.00","2,749,444.44","5,536,105.55","8,137,466.66","816,069.45","3,880,583.33","6,392,127.77","8,881,669.44","1,399,425.00"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"187,343,425.54","197,140,381.10","177,986,054.70","208,390,314.68","206,729,963.44","231,616,860.29","216,686,404.10","249,894,832.70","330,192,357.70","355,964,289.93","313,009,462.87","358,214,826.09","433,843,463.71","575,861,264.50","492,846,037.87"
其他应付款,"5,784,519.76","2,981,018.73","1,847,259.13","1,776,116.23","3,143,031.12","3,592,238.09","13,887,390.65","5,455,831.15","6,345,625.67","6,909,223.37","9,159,491.83","10,044,338.10","18,022,926.64","21,244,595.20","14,872,150.39"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,"155,484,992.73","247,994,050.73","209,317,279.36","218,360,270.12","193,512,147.64","155,780,173.49","149,565,029.14","122,671,759.47","151,314,425.39","130,906,466.95","102,604,522.00","103,030,715.39","93,463,495.14","157,707,864.06","130,577,047.29"
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,"256,637.80","560,136.00","83,549,112.00","806,524.14","10,239,098.22","248,414,927.29","11,227,476.63","141,704,496.90","117,608,511.99","104,077,279.94","221,485,153.65","360,946,784.30","511,608,191.30","131,057,418.54","35,775,277.08"
其他流动负债,,"60,500.00",,,"159,840,000.00","28,114,779.32","25,803,385.11","41,720,210.68","56,008,358.63","70,734,309.78","70,809,436.43","89,954,447.97","88,272,179.02","100,393,401.14","86,900,211.17"
流动资产合计,"751,385,134.46","1,037,723,130.01","966,720,669.92","907,776,400.99","887,028,724.90","1,180,764,848.96","1,154,945,719.58","1,045,275,447.77","1,069,944,966.92","1,343,857,952.28","1,321,219,686.02","1,798,631,319.58","1,714,865,566.35","1,764,347,810.14","1,552,435,777.44"
流动负债合计,"601,209,390.79","650,294,110.35","495,527,768.49","462,657,011.33","476,571,966.14","655,660,243.37","400,457,838.62","415,340,897.47","519,164,226.21","716,224,637.60","607,360,881.33","960,025,558.22","927,713,528.47","1,043,467,083.40","861,831,984.35"
可供出售金融资产,,"6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00"
长期借款,,,,,,"200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","300,000,000.00","430,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
