科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"149,060,439.67","359,414,676.63","578,328,819.03","831,710,592.31","160,963,412.91","413,272,542.47","639,788,462.17","871,463,696.80","140,681,794.28","352,896,256.08","584,215,053.15","850,099,820.14","196,752,923.36","492,234,975.87","834,660,555.59","1,093,681,646.99","199,182,455.66","487,103,611.47","783,163,013.08","1,053,255,038.92","209,608,049.68","518,263,836.40","794,121,904.87","1,041,150,659.99","179,001,644.91","403,107,075.92","649,633,747.93","848,348,018.49","174,431,757.32","401,770,858.91","651,085,327.40","907,430,183.93","189,564,032.96","556,115,364.00","982,322,316.64","1,457,130,076.59","302,013,109.89","691,953,405.34","1,128,872,866.43","1,643,209,938.59","457,583,431.97","1,082,714,931.17","1,659,351,911.70"
二、营业利润,"14,033,258.67","38,200,367.57","64,992,699.73","87,260,961.74","11,806,019.57","34,391,703.34","45,480,786.01","57,907,722.51","7,037,303.57","29,032,389.17","49,411,575.06","73,063,473.02","6,195,681.43","21,534,668.59","42,116,851.66","54,968,998.33","10,433,366.00","21,955,160.24","39,765,004.30","44,981,119.76","4,517,532.42","11,488,369.96","29,208,810.70","39,602,887.76","2,895,738.37","5,964,470.81","10,124,986.08","13,019,355.71","-4,752,768.82","-1,783,821.80","-934,230.17","-4,940,039.42","3,888,807.63","28,850,310.74","59,912,316.68","92,685,066.74","15,962,994.86","35,659,285.08","73,358,063.49","87,612,963.95","25,692,079.66","67,872,606.66","91,116,480.31"
减:营业成本,"111,199,572.50","271,295,293.30","441,996,674.92","646,329,286.90","122,670,149.53","318,618,323.09","504,102,851.28","696,419,579.62","112,398,778.00","269,314,933.18","445,802,396.70","656,454,608.62","157,427,856.88","398,559,987.43","675,188,036.12","874,850,407.35","154,368,920.74","385,220,685.86","622,482,068.80","841,608,209.68","169,471,610.33","413,827,636.93","624,495,888.66","809,888,531.06","141,280,229.28","318,158,225.34","515,412,274.50","671,250,464.94","136,640,298.13","313,691,813.40","517,532,399.97","731,254,991.91","151,122,479.50","441,956,248.07","779,421,049.69","1,159,363,938.09","240,061,322.01","544,907,001.05","883,268,019.44","1,298,884,620.71","367,704,371.44","882,695,977.90","1,344,190,662.46"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"247,562.51","1,170,118.46","1,839,948.72","2,685,308.15","411,305.92","1,220,546.44","1,942,701.08","2,543,062.03","460,727.25","1,255,516.88","1,947,047.59","2,927,778.91","860,437.85","1,910,678.85","3,447,910.96","5,093,689.54","1,065,855.09","2,813,634.98","4,813,387.46","6,557,824.12","1,399,523.91","3,360,219.55","4,700,952.85","6,351,558.93","1,231,277.15","2,638,722.89","3,728,478.31","4,842,311.73","891,861.66","2,190,702.00","3,502,128.71","4,696,319.27","900,261.13","2,598,616.22","4,615,302.35","6,469,195.83","1,429,079.05","3,032,003.95","5,185,816.29","11,116,791.26","3,330,400.83","6,867,091.87","9,646,307.40"
营业外收入,"3,316,850.63","7,700,920.92","10,447,215.46","18,580,309.62","4,053,446.76","5,799,370.68","8,580,742.79","20,191,375.07","7,167,877.75","8,980,804.77","11,019,290.41","14,140,669.82","3,830,495.47","7,195,840.35","9,588,114.71","26,908,111.86","2,067,436.53","6,376,883.31","7,995,664.56","11,798,154.73","2,489,707.08","5,084,391.24","7,717,898.50","9,973,540.09","1,367,576.34","3,290,576.11","6,239,925.44","13,529,969.48","6,001,739.53","10,013,061.90","19,011,262.78","23,710,147.79","2,427,633.65","3,688,304.12","4,827,351.24","8,896,567.47","963,045.64","8,898,622.86","10,051,159.38","40,561,792.35","1,572,293.52","4,445,288.11","4,616,015.45"
销售费用,"8,966,340.27","18,808,178.86","26,704,283.05","43,788,303.90","9,314,032.12","23,933,438.93","35,900,970.41","49,830,128.67","9,146,237.48","24,110,424.89","39,797,478.59","56,138,473.12","12,819,024.45","28,546,813.16","50,551,982.80","77,386,999.62","17,619,217.44","36,831,867.33","56,214,909.97","82,879,693.43","15,913,796.22","39,916,198.71","66,118,443.88","96,383,698.21","17,776,576.17","38,858,578.60","62,773,154.18","88,829,392.71","18,051,494.80","40,770,164.63","65,655,176.49","91,115,127.95","22,974,884.79","51,423,785.19","83,457,936.50","114,421,376.06","26,712,986.43","62,221,186.44","98,829,130.57","151,775,121.51","34,086,448.94","69,573,961.80","112,214,399.31"
减:营业外支出,"871,825.46","1,606,484.35","2,665,561.72","3,083,901.49","671,858.07","1,365,599.12","1,450,907.32","3,331,417.78","715,059.21","1,312,203.92","1,881,266.55","2,911,751.11","624,153.51","1,291,496.87","2,106,121.42","6,791,492.41","557,955.31","1,514,988.93","2,270,630.99","2,904,233.38","429,754.54","1,430,204.51","2,673,694.08","2,435,182.06","241,884.25","887,303.81","1,554,272.36","2,643,842.18","243,431.59","692,451.70","2,744,459.06","3,245,752.90","376,566.35","995,154.98","1,140,748.24","1,285,062.91","549,709.24","1,111,577.96","1,851,088.43","2,328,572.85","188,376.87","593,822.66","1,023,090.66"
管理费用,"12,233,428.90","23,833,193.22","34,051,044.97","41,511,172.67","10,614,703.49","23,389,063.53","36,000,931.18","47,916,130.21","11,541,304.49","25,274,284.50","41,647,268.76","54,907,190.42","17,707,279.77","36,607,392.76","54,628,335.45","70,702,149.56","18,089,890.20","38,532,505.62","56,782,836.35","72,506,035.90","17,938,139.53","37,730,993.70","58,663,772.50","75,177,012.38","17,475,246.34","35,783,700.70","54,192,096.83","69,327,865.25","18,819,876.47","38,040,524.52","57,401,883.01","75,955,576.16","14,821,557.10","37,610,354.09","58,549,764.30","87,459,145.61","20,867,079.16","48,535,107.14","75,206,063.13","90,665,315.13","21,712,748.18","49,588,477.67","76,683,611.80"
其中:非流动资产处置净损失,,"13,555.18","22,225.18","22,225.18","-94,982.53","94,982.53","103,956.36","1,799,205.67","-1,195,793.46","-662,813.46","-662,813.46","8,623.73","13,689.04","40,132.66","158,759.66","271,041.89","-7,004.25","-18,918.86","-89,934.11","39,491.10","4,969.00","174,386.51","590,291.20","610,917.41","16,379.03","19,183.05","45,063.08","77,612.11","4,612.06","88,410.17","1,874,624.91","2,376,654.56","27,748.46","49,249.37","95,040.64","136,173.18","54,857.17","150,509.69","157,756.83","174,387.14","196,925.09","228,757.41","354,577.87"
