科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"45,630,161.55","155,176,209.02","131,024,458.62","135,905,678.12","122,593,519.79","129,868,759.62","118,162,242.96","74,450,756.29","90,038,563.75","126,784,085.03","113,713,123.55","104,005,691.14","117,215,461.85","77,683,298.72","96,866,598.90","57,562,747.55","74,139,570.39","61,590,891.83","63,229,572.57","91,620,189.18","90,832,128.01","128,450,625.44","181,955,818.04","96,973,598.38","135,112,749.41","77,216,552.15","105,057,076.37","60,080,085.30","515,456,803.55","340,552,231.18","156,395,515.01","142,968,557.54","315,026,174.37","219,070,258.73","201,399,647.28","292,241,056.13","509,467,185.66","507,244,728.80","650,482,995.29","770,086,972.93","1,052,982,140.91","1,282,734,527.63","1,937,768,710.69"
短期借款,"65,000,000.00","63,000,000.00","63,000,000.00","98,000,000.00","103,000,000.00","95,000,000.00","58,000,000.00","25,000,000.00","54,501,806.52","75,000,000.00","40,000,000.00","46,490,000.00","65,000,000.00","70,000,000.00","82,573,057.45","97,000,000.00","136,422,571.87","109,999,250.30","113,110,603.47","176,273,898.81","150,985,680.96","149,000,000.00","99,000,000.00","128,000,000.00","78,000,000.00","81,293,588.51","70,000,000.00","95,000,000.00",,,,"100,000,000.00","200,000,000.00","156,000,000.00","200,000,000.00","144,000,000.00","353,000,000.00","410,000,000.00","550,000,000.00","868,512,864.91","1,198,463,320.79","1,342,918,486.93","1,274,320,033.13"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,"600,000.00",,,,"1,500,000.00",,"130,850.68","360,000.00",,,,,,,,,,,"500,000.00",,,,"600,000.00",,,,,,,,,,,,,,,,
应付票据,"10,977,837.30","14,985,315.00","9,694,090.00","15,195,660.00","14,173,400.00","26,921,040.00","40,164,778.00","35,643,388.00","41,220,060.00","44,639,217.00","39,109,429.00","39,718,190.01","47,166,137.15","64,771,726.00","77,519,932.00","58,988,571.00","48,633,191.00","51,960,052.00","44,793,920.00","36,711,400.00","64,569,500.00","212,385,500.00","181,145,600.00","174,978,061.47","190,422,761.47","162,713,900.00","151,904,800.00","62,378,900.00",,,,,,,,,,,,,,,
应收账款,"65,124,228.12","82,329,831.55","58,936,905.78","73,242,240.20","131,269,980.63","95,992,007.79","57,262,945.17","63,653,871.72","73,437,716.12","83,812,355.18","54,357,752.47","62,400,701.62","68,832,675.59","85,180,644.45","77,129,925.70","71,293,148.86","70,320,051.53","66,996,404.32","71,026,433.27","59,434,691.63","89,698,692.11","79,437,843.54","61,048,996.20","64,861,586.97","63,611,890.03","96,357,083.79","54,238,957.81","44,894,432.45","91,643,627.49","106,728,440.86","152,147,941.15","257,173,753.28","256,838,988.11","283,890,418.59","382,932,533.08","433,676,053.10","448,233,429.78","538,272,983.08","658,265,271.13","853,700,080.27","728,547,826.15","621,487,329.69","474,196,753.31"
应付账款,"12,103,083.03","18,221,078.06","15,385,018.05","39,307,979.09","80,823,837.04","59,896,332.33","37,025,772.77","42,969,089.42","24,843,121.90","42,648,935.70","31,934,611.36","31,692,027.86","43,376,781.93","33,307,474.31","32,310,664.60","32,093,248.91","32,824,629.39","24,362,284.22","26,337,381.19","28,392,890.72","29,915,202.93","29,658,170.80","24,044,462.60","17,480,291.48","47,671,773.63","54,690,440.31","45,578,532.59","48,138,346.85","41,629,530.85","100,693,956.28","32,393,288.81","58,406,490.22","42,513,169.27","66,679,687.87","60,020,049.16","102,045,286.32","158,977,565.46","256,336,126.10","226,535,871.96","379,414,238.57","318,728,049.72","304,011,851.73","176,461,560.30"
预付款项,"21,999,725.06","21,181,703.06","28,107,776.02","17,412,234.02","42,592,326.02","38,273,687.84","23,630,516.13","32,377,367.79","32,091,629.78","5,587,327.38","6,042,118.71","3,374,555.22","1,267,874.58","7,861,572.65","7,973,507.68","35,216,068.64","31,351,401.28","30,992,838.97","3,282,707.95","22,763,887.27","2,684,416.26","123,647,834.07","10,331,051.38","137,845,277.94","28,873,496.98","24,037,910.80","25,178,124.17","25,079,419.62","65,718,454.84","241,816,002.36","84,439,799.08","106,583,725.19","143,480,938.12","183,044,936.82","100,015,934.16","124,250,585.21","138,593,012.63","192,828,627.29","175,220,355.28","205,488,793.45","376,272,447.36","446,737,625.51","360,064,633.13"
预收款项,"10,410,752.48","18,868,835.33","13,188,375.72","261,936.80","18,254,896.33","14,686,077.65","14,077,485.01","16,535,930.97","21,096,340.33","2,907,723.22","12,232,607.66","11,140,865.69","12,029,080.23","12,396,475.60","15,355,290.09","16,123,368.40","14,524,364.39","13,992,821.48","21,696,415.82","14,248,559.15","16,502,069.48","46,201,751.37","19,308,820.76","63,197,400.86","16,749,751.06","13,035,264.74","23,729,329.44","23,691,675.72",,,"11,304,080.17","21,298,858.01","16,388,421.16","19,774,562.98","13,216,147.31","16,309,245.40","120,973,129.90","104,651,802.57","46,992,508.13","61,955,915.45","75,325,827.24","88,213,955.40","92,250,179.52"
