科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"154,932,138.52","192,193,116.41","186,788,813.37","90,205,345.51","648,351,853.17","614,159,959.53","474,834,095.52","348,695,765.40","354,115,458.13","514,755,106.37","405,810,699.53","332,487,486.52","445,167,940.88","542,080,808.81","320,974,907.87","323,898,916.02","399,614,871.99","411,421,821.60","324,727,751.78","297,463,021.95","398,457,135.46","410,650,292.25","313,379,399.75","269,734,185.97","361,312,346.19","356,747,664.86","284,876,594.28","298,762,281.12"
短期借款,,,"60,000,000.00","90,000,000.00",,,,,,,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00",,"100,000,000.00","100,000,000.00",,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"11,699,999.55","300,000.00","47,330,100.00","9,624,500.00","4,217,465.63","1,050,000.00","7,294,600.00","8,600,000.00","13,600,611.00","25,120,835.00","42,667,849.00","80,207,047.22","67,974,905.00","19,823,742.00","24,957,948.00","46,963,829.06","27,870,393.00","2,451,775.02","13,658,601.02","15,763,042.00","5,212,842.40","9,361,200.18","13,057,775.42","9,022,395.27","11,715,103.41","12,808,369.51","9,482,797.91","15,175,475.64"
应付票据,"36,440,467.00","44,040,542.51","69,254,253.12","94,913,432.32","118,913,432.32","149,825,927.33","147,405,927.33","87,000,000.00","182,319,883.00","187,019,868.62","191,945,017.75","189,504,588.00","203,199,438.87","203,820,000.00","206,350,000.00","235,500,000.00","237,640,000.00","219,489,207.00","188,349,207.00","207,968,000.00","244,254,505.00","235,249,060.21","179,110,175.52","155,680,129.17","173,056,742.31","200,478,005.68","207,752,674.46","188,392,783.55"
应收账款,"157,613,729.11","276,707,129.77","368,861,077.54","449,311,843.20","441,259,781.38","540,322,628.04","502,873,545.85","536,823,490.58","533,527,450.42","593,857,527.37","541,956,301.13","634,409,396.59","636,047,872.18","796,003,912.15","769,552,709.11","835,718,708.50","820,972,215.29","807,922,706.72","752,462,279.26","861,362,049.76","787,941,317.20","763,054,222.35","696,583,644.81","818,129,100.90","784,765,206.72","817,638,794.98","820,539,795.88","815,944,532.32"
应付账款,"175,704,545.48","208,838,493.45","347,665,063.25","306,859,258.77","361,490,221.45","398,148,302.08","370,808,193.86","429,820,773.19","366,319,376.06","432,787,454.93","453,891,797.82","561,439,607.38","619,644,054.83","612,710,170.54","465,563,510.23","503,958,579.53","580,152,445.13","581,488,446.30","495,567,605.58","462,868,819.15","457,828,852.84","444,288,268.45","415,055,686.53","455,301,804.51","520,564,658.95","513,016,410.53","457,723,502.45","523,021,124.18"
预付款项,"13,978,543.29","74,188,690.65","105,640,203.77","96,397,765.27","109,491,629.19","71,452,346.41","72,867,932.52","71,571,041.45","81,122,056.67","44,650,002.60","70,034,993.06","60,796,485.58","94,960,012.33","38,608,282.27","44,245,186.92","29,945,428.00","53,731,909.85","21,102,667.29","18,897,972.36","19,031,908.91","22,010,309.08","10,951,646.09","14,935,938.44","13,084,039.68","14,244,642.06","12,966,378.24","31,449,012.71","31,786,594.56"
预收款项,"281,942,535.19","310,847,590.54","290,508,290.75","346,679,594.02","475,604,879.20","254,841,434.45","361,850,496.20","346,046,949.63","490,057,898.03","324,693,923.16","415,442,514.73","354,099,227.39","494,352,624.69","216,003,437.34","352,395,608.92","217,161,250.40","264,753,122.32","174,330,873.73","241,427,526.93","210,364,452.20","263,100,875.68","150,551,230.41","189,348,797.62","151,589,257.81","169,244,849.08","132,239,918.03","222,845,206.56","166,984,461.42"
