科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"32,809,697.62","36,491,188.59","74,803,919.18","52,883,787.70","107,691,793.99","121,639,360.59","32,598,746.20","95,414,580.53","132,546,961.69","167,729,686.32","50,389,001.47","100,908,285.66","153,036,995.90","206,047,226.26","27,953,609.66","108,591,835.63","191,586,128.52","280,134,489.45","69,087,893.96","161,410,313.86","254,971,398.69","361,536,733.77","87,384,068.97","215,295,495.58","364,104,590.88","557,909,332.30","179,926,955.97","423,115,346.45","640,359,195.02","959,514,799.04","228,776,160.84","560,495,642.04","968,986,470.34","1,526,427,803.88","378,608,476.10"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,"-5,207,772.54",,,,,"7,988,979.41","11,701,979.41","11,701,979.41","116,669,573.75",,,,"698,382,002.22",,,,"20,943,580.85",
收到的税费返还,,"234,723.66","939,224.51","1,252,884.93","2,736,472.95","3,804,968.28","1,023,807.78","2,295,685.85","3,051,270.13","3,350,660.44","1,149,632.92","3,332,464.35","6,490,454.94","8,052,292.33","3,391,460.21","3,483,367.62","4,056,251.54","6,061,269.42","520,855.51","601,095.19","954,844.15","954,844.15","375,700.04","3,936,330.87","5,122,526.96","5,123,075.97","64,418.18","831,692.93","1,053,505.30","1,287,425.30","2,724,712.94","4,969,274.93","6,530,609.41","9,246,689.63","2,304,005.53"
支付其他与投资活动有关的现金,,,,,,"5,000,000.00",,,,,,,,,"2,051,360.00",,,"8,227,572.00","658,125.00","658,125.00","658,125.00",,,"112,697.93","9,138,234.44",,"68,163.50","98,213.50","98,213.50","778,230,000.00","506,430.84","13,615,910.84","41,927,937.28","31,600,000.00",
收到其他与经营活动有关的现金,"9,144,464.03","5,264,464.74","8,419,773.66","7,172,477.85","11,572,440.00","21,564,464.70","5,990,065.50","12,584,407.63","13,955,770.17","7,333,336.17","6,057,206.38","22,029,574.28","47,217,866.28","54,995,082.77","6,051,038.69","7,251,396.76","8,514,999.25","21,118,034.61","6,616,651.56","10,702,123.37","11,348,988.34","18,898,737.06","2,922,953.67","7,492,054.18","16,096,107.76","31,439,998.12","15,028,795.99","24,227,788.97","24,257,500.27","22,055,219.93","41,370,463.21","48,145,817.07","60,700,418.34","69,319,158.80","47,880,716.23"
投资活动现金流出小计,"20,992,334.41","12,262,126.49","43,965,736.13","24,436,121.54","40,629,647.94","54,224,936.64","14,116,984.79","34,643,427.78","46,139,819.50","65,555,515.34","34,814,979.59","53,810,540.20","92,309,308.00","117,038,724.42","22,478,401.80","60,327,185.63","77,717,997.95","111,865,376.76","19,315,719.76","71,739,221.16","118,991,276.24","219,608,188.33","17,693,941.06","88,136,877.16","105,955,762.68","371,924,109.01","154,050,413.79","482,645,789.00","853,935,533.64","1,599,025,462.30","398,824,448.31","476,311,745.99","556,937,087.58","270,959,665.97","81,732,584.85"
经营活动现金流入小计,"41,954,161.65","41,990,376.99","84,162,917.35","61,309,150.48","122,000,706.94","147,008,793.57","39,612,619.48","110,294,674.01","149,554,001.99","178,413,682.93","57,595,840.77","126,270,324.29","206,745,317.12","269,094,601.36","37,396,108.56","119,326,600.01","204,157,379.31","307,313,793.48","76,225,401.03","172,713,532.42","267,275,231.18","381,390,314.98","90,682,722.68","226,723,880.63","385,323,225.60","594,472,406.39","195,020,170.14","448,174,828.35","665,670,200.59","982,857,444.27","272,871,336.99","613,610,734.04","1,036,217,498.09","1,604,993,652.31","428,793,197.86"
投资活动产生的现金流量净额,"-17,892,334.41","-9,033,359.82","-43,965,556.13","-24,416,121.54","-40,609,555.94","-54,204,016.64","-9,116,984.79","-29,643,427.78","-41,139,819.50","-65,487,515.34","-34,804,395.59","-53,799,956.20","-88,552,215.50","-111,794,762.42","-22,478,401.80","-60,327,185.63","-77,717,997.95","-108,043,147.50","-19,315,719.76","-67,713,521.16","-94,333,576.24","-198,638,188.33","-17,693,941.06","-88,136,877.16","-105,955,762.68","-369,744,109.01","-154,050,413.79","-482,645,789.00","-853,795,463.03","-812,478,023.90","-86,556,471.49","-135,909,557.73","-164,150,832.80","-206,836,309.15","-81,686,366.53"
购买商品、接受劳务支付的现金,"20,576,191.63","18,053,923.19","39,404,834.56","35,874,224.84","64,964,187.91","66,279,121.17","25,713,775.43","57,390,050.76","81,101,683.10","76,408,291.16","34,937,841.22","61,613,113.03","104,663,756.87","134,386,354.94","20,808,171.43","90,561,099.00","159,495,018.18","217,073,812.22","63,950,729.13","132,747,377.74","175,669,438.38","161,458,448.24","29,072,228.19","93,554,283.90","166,922,618.57","263,191,852.38","104,867,873.63","255,822,872.55","383,440,990.48","504,245,073.46","122,198,773.58","268,722,125.52","489,513,879.72","731,281,165.14","195,352,877.86"
吸收投资收到的现金,"18,000,000.00",,"2,928,499.72",,,,"405,600,000.00","405,600,000.00","405,600,000.00","375,652,000.00",,,,"21,157,000.00",,"9,288,000.00","9,288,000.00","25,149,848.00",,,,"6,858,432.00","788,400,000.00","788,400,000.00","788,400,000.00","788,400,000.00","500,000.00",,,,"9,800,000.00","9,800,000.00","9,800,000.00","9,800,000.00",
