科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"76,585,131.15","72,172,226.66","88,169,968.28","606,654,294.88","307,255,087.83","241,099,655.46","324,258,791.93","211,794,970.62","316,021,077.02","283,631,951.91","160,255,013.60","180,045,149.72","270,788,823.93","213,012,921.18","173,821,454.07","193,517,829.87","89,740,604.75","147,573,579.39","213,350,625.01","149,381,321.10","189,061,993.64","191,318,464.57","251,277,451.77","379,242,376.79","340,455,992.92","172,499,943.73","370,487,776.76","344,572,407.82","310,897,812.08","228,275,644.76","392,129,663.80","263,304,737.78","220,892,369.99","189,361,129.57","312,667,591.88","184,214,244.19"
短期借款,"415,500,000.00","482,340,000.00","344,000,000.00","513,600,000.00","371,000,000.00","323,362,704.80","472,520,719.35","581,500,000.00","662,269,977.60","626,360,000.00","673,360,000.00","758,127,098.90","593,664,444.10","680,960,155.00","692,668,157.19","371,126,443.19","670,034,383.26","936,582,600.00","814,607,602.50","1,008,671,936.82","982,987,812.20","1,057,714,609.83","640,605,958.20","761,841,396.82","518,942,896.53","430,771,281.28","590,196,147.93","549,276,557.72","707,096,680.00","738,067,902.00","892,537,010.39","936,297,991.96","1,076,911,015.31","1,199,212,815.31","1,329,103,140.00","1,347,189,770.00"
交易性金融资产,,"37,012,084.62",,,,,,,,,,,,,,,,,,,,,,,,"228,400.00",,,,,"10,891,237.90","9,961,177.40",,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"581,757.80","643,817.80",,,,
应收票据,"36,754,854.65","32,370,812.22","56,775,121.12","28,909,486.11","30,392,325.76","32,394,072.42","102,511,427.00","126,398,041.01","71,330,293.06","132,790,580.69","159,481,775.94","119,213,455.64","62,271,867.89","95,585,152.42","200,606,261.87","99,242,671.21","184,817,145.12","220,850,105.62","251,991,350.70","228,882,246.08","98,733,185.45","87,342,509.42","257,257,178.32","99,686,841.66","89,917,517.06","46,674,531.25","130,032,369.38","53,423,043.57","47,354,338.10","47,113,268.54","149,751,206.02","97,611,974.44","109,606,836.43","89,027,958.94","232,570,751.21","112,927,731.98"
应付票据,,"31,830,000.00","148,875,000.00","146,790,000.00","70,940,000.00","80,820,000.00","63,100,000.00",,"17,600,000.00","17,600,000.00","5,163,500.00","80,686,100.00","111,710,173.38","115,537,009.10","4,779,928.00","57,800,000.00","171,050,000.00","113,250,000.00",,,"12,238,000.00","51,438,000.00","41,300,000.00","41,300,000.00","47,800,000.00","64,510,000.00","100,190,000.00","85,830,000.00","232,448,000.00","297,048,000.00","207,185,000.00","230,225,000.00","155,945,000.00","16,625,000.00",,
应收账款,"90,529,553.58","104,295,699.17","103,511,008.28","146,251,814.58","136,852,141.44","175,200,911.21","96,706,684.19","157,993,038.63","211,881,559.32","208,452,498.50","178,691,862.86","236,328,092.01","218,796,886.54","244,483,077.08","154,518,042.30","239,010,537.68","259,672,591.21","346,782,513.68","175,366,165.98","278,655,553.13","336,908,449.36","394,012,454.32","276,204,834.72","356,800,714.35","343,613,059.22","367,232,106.04","228,675,888.38","257,092,308.62","316,023,510.53","384,559,439.74","156,985,730.66","340,974,962.85","401,213,082.73","368,804,857.89","142,615,496.56","362,733,516.68"
应付账款,"105,944,517.48","50,663,394.41","38,033,009.67","39,745,689.39","54,387,493.73","25,687,481.35","141,348,802.75","47,608,070.93","37,563,381.14","95,970,347.41","92,458,132.73","64,110,662.06","95,658,598.37","45,323,634.48","107,797,300.74","108,358,829.99","97,826,018.21","77,113,738.35","130,907,925.18","133,797,220.80","68,823,496.27","93,450,240.70","61,402,341.24","78,504,404.08","108,252,439.50","82,514,043.83","58,208,667.03","61,139,866.64","99,910,167.84","98,840,825.26","71,150,199.63","104,410,686.41","75,698,422.81","119,188,091.52","74,593,699.21","82,846,195.38"
预付款项,"112,374,943.40","105,637,242.26","47,580,693.39","120,730,390.33","73,385,402.28","80,556,035.97","110,677,156.31","134,782,366.37","153,610,324.59","156,607,643.78","85,631,797.71","148,520,461.79","74,915,419.58","105,687,137.77","20,435,842.98","29,071,900.32","37,544,506.27","40,116,306.98","15,133,262.38","14,254,657.38","21,994,295.69","17,926,255.87","11,308,748.09","16,822,401.94","21,560,669.77","21,585,145.11","49,315,714.73","49,239,454.45","37,251,956.62","29,468,950.34","31,252,292.45","50,244,742.49","27,928,293.93","33,433,372.40","32,938,128.66","50,056,207.32"
预收款项,"31,056,709.67","3,168,530.07","5,249,530.06","5,756,760.53","7,272,055.56","26,962,240.23","40,468,117.68","27,247,627.11","13,021,681.68","16,705,531.23","12,577,637.25","19,504,854.82","13,390,115.40","7,870,552.50","14,741,748.86","12,511,582.69","14,943,119.63","18,172,456.64","27,463,423.02","13,137,010.47","15,266,736.98","14,046,983.30","6,679,209.76","10,101,980.69","11,532,538.82","14,492,138.26","3,032,361.30","9,126,631.10","6,212,099.75","8,402,165.17","6,483,329.26","11,438,670.37","11,456,441.32","17,740,499.07","16,587,802.93","5,759,472.93"
