科目,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"825,096,668.31","1,402,212,882.88","1,925,679,366.10","717,175,514.26","1,468,173,876.70","2,271,361,337.16","3,223,670,027.38","886,797,802.94","1,741,515,812.97","2,595,864,269.33","3,627,610,531.53","1,209,111,020.47","2,563,140,118.76","3,954,610,852.17","5,305,526,000.00","1,670,926,570.70","3,490,782,000.00","5,269,932,544.25","7,462,540,000.00","2,243,664,537.40","4,772,015,000.00","6,807,475,259.25","9,114,453,000.00","2,496,355,221.10","5,123,752,000.00","7,717,846,536.63","10,478,294,000.00","3,424,964,728.68","7,432,103,000.00","11,531,428,700.80","15,991,534,000.00","5,064,037,000.00","10,915,231,000.00","16,604,864,000.00","22,830,482,000.00","7,848,192,000.00","14,976,985,000.00","21,060,894,000.00","26,620,668,000.00","6,230,537,000.00","12,425,083,000.00","18,567,114,000.00"
提取保险责任准备金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利息净收入,"855,235,288.34","1,395,188,698.66","1,956,236,693.17","632,913,068.54","1,274,335,862.84","1,896,452,221.61","2,596,164,947.57","655,541,888.81","1,409,819,712.17","2,232,216,923.32","3,166,853,137.01","1,008,227,255.11","2,135,210,211.51","3,328,244,701.81","4,621,844,000.00","1,451,108,657.11","3,065,631,000.00","4,672,723,296.11","6,511,796,000.00","1,818,063,376.30","3,844,479,000.00","5,719,406,367.87","7,695,515,000.00","2,155,347,161.93","4,383,568,000.00","6,713,973,619.10","9,096,271,000.00","2,873,449,883.73","6,172,933,000.00","9,639,098,017.37","13,434,681,000.00","4,184,312,000.00","8,921,379,000.00","13,713,826,000.00","18,828,679,000.00","5,927,720,000.00","11,552,170,000.00","16,649,198,000.00","21,229,688,000.00","5,078,143,000.00","10,149,535,000.00","15,098,814,000.00"
减：摊回保险责任准备金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利息收入,"1,472,868,612.21","2,382,052,647.95","3,402,930,326.59","1,033,473,130.14","2,167,304,880.65","3,318,955,127.05","4,538,919,863.55","1,039,861,006.95","2,236,481,356.16","3,509,254,203.09","4,948,112,708.16","1,701,066,816.17","3,466,194,821.92","5,411,522,013.83","7,622,545,000.00","2,623,835,949.37","5,708,928,000.00","9,248,181,752.73","13,002,404,000.00","3,928,261,920.88","8,158,495,000.00","12,331,261,689.24","16,741,171,000.00","4,531,374,427.16","9,439,546,000.00","15,024,717,319.94","20,768,255,000.00","6,646,290,725.24","13,906,779,000.00","21,479,857,184.20","29,578,700,000.00","8,964,817,000.00","18,570,369,000.00","28,435,626,000.00","38,380,420,000.00","11,202,845,000.00","21,855,523,000.00","35,101,220,000.00","42,882,704,000.00","11,243,541,000.00","22,892,563,000.00","35,013,719,000.00"
保单红利支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利息支出,"617,633,323.87","986,863,949.29","1,446,693,633.42","400,560,061.60","892,969,017.81","1,422,502,905.44","1,942,754,915.98","384,319,118.14","826,661,643.99","1,277,037,279.77","1,781,259,571.15","692,839,561.06","1,330,984,610.41","2,083,277,312.02","3,000,701,000.00","1,172,727,292.26","2,643,297,000.00","4,575,458,456.62","6,490,608,000.00","2,110,198,544.58","4,314,016,000.00","6,611,855,321.37","9,045,656,000.00","2,376,027,265.23","5,055,978,000.00","8,310,743,700.84","11,671,984,000.00","3,772,840,841.51","7,733,846,000.00","11,840,759,166.83","16,144,019,000.00","4,780,505,000.00","9,648,990,000.00","14,721,800,000.00","19,551,741,000.00","5,275,125,000.00","10,303,353,000.00","18,452,022,000.00","21,653,016,000.00","6,165,398,000.00","12,743,028,000.00","19,914,905,000.00"
分保费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金净收入,"28,120,249.51","39,266,855.95","65,708,223.24","20,413,912.10","71,900,764.14","147,067,708.22","220,382,723.61","64,528,161.91","164,724,112.22","247,234,710.67","328,157,700.96","95,116,892.22","236,313,446.47","366,790,139.61","474,631,000.00","167,302,864.20","344,772,000.00","524,688,826.88","730,443,000.00","233,037,426.09","489,095,000.00","704,394,163.20","925,375,000.00","270,313,884.86","580,577,000.00","818,753,468.56","1,180,270,000.00","417,817,652.42","890,124,000.00","1,484,899,037.83","1,953,995,000.00","817,313,000.00","1,792,871,000.00","2,626,742,000.00","3,253,217,000.00","1,457,086,000.00","2,630,777,000.00","3,155,214,000.00","3,822,617,000.00","844,190,000.00","1,615,333,000.00","2,362,072,000.00"
营业税金及附加,"54,091,383.35","82,864,944.15","117,566,384.33","35,814,672.75","79,094,512.79","121,801,388.09","181,765,544.61","48,942,799.67","103,968,397.02","151,879,180.70","258,607,785.92","66,445,111.54","142,522,894.65","224,048,504.39","341,763,000.00","98,697,390.14","226,420,000.00","360,416,195.65","501,047,000.00","156,553,542.70","309,708,000.00","458,064,489.31","644,778,000.00","191,567,329.96","396,036,000.00","658,266,687.80","840,371,000.00","299,717,107.12","633,425,000.00","989,207,930.99","1,250,431,000.00","401,160,000.00","835,881,000.00","1,267,471,000.00","1,690,121,000.00","597,613,000.00","828,951,000.00","896,432,000.00","994,333,000.00","88,793,000.00","156,715,000.00","247,911,000.00"
手续费及佣金收入,"34,707,367.91","49,834,473.04","78,635,062.92","21,954,445.36","75,294,609.36","154,307,585.80","234,295,432.27","69,477,578.51","174,169,812.45","261,831,831.20","354,996,781.66","102,110,072.25","251,970,080.78","390,383,974.63","508,748,000.00","172,856,021.14","364,302,000.00","553,718,079.88","769,519,000.00","242,042,438.17","506,705,000.00","734,235,149.97","968,528,000.00","282,797,735.49","611,410,000.00","866,101,958.58","1,241,851,000.00","448,118,873.61","954,230,000.00","1,576,853,681.20","2,077,646,000.00","850,021,000.00","1,856,456,000.00","2,719,317,000.00","3,435,799,000.00","1,529,083,000.00","2,739,853,000.00","3,408,080,000.00","4,178,055,000.00","922,148,000.00","1,785,442,000.00","2,652,731,000.00"
手续费及佣金支出2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出,"6,587,118.40","10,567,617.09","12,926,839.68","1,540,533.26","3,393,845.22","7,239,877.58","13,912,708.66","4,949,416.60","9,445,700.23","14,597,120.53","26,839,080.70","6,993,180.03","15,656,634.31","23,593,835.02","34,117,000.00","5,553,156.94","19,530,000.00","29,029,253.00","39,076,000.00","9,005,012.08","17,610,000.00","29,840,986.77","43,153,000.00","12,483,850.63","30,833,000.00","47,348,490.02","61,581,000.00","30,301,221.19","64,106,000.00","91,954,643.37","123,651,000.00","32,708,000.00","63,585,000.00","92,575,000.00","182,582,000.00","71,997,000.00","109,076,000.00","252,866,000.00","355,438,000.00","77,958,000.00","170,109,000.00","290,659,000.00"
业务及管理费,"276,639,005.12","424,901,018.17","582,238,021.33","146,170,966.01","359,965,338.76","551,043,431.92","817,552,160.06","207,534,869.02","460,716,217.03","726,996,671.12","1,138,411,659.27","304,717,899.10","731,459,056.81","1,135,322,579.42","1,616,086,000.00","484,718,021.74","1,038,391,000.00","1,594,748,506.65","2,310,793,000.00","637,265,061.48","1,293,974,000.00","2,042,868,292.72","2,721,211,000.00","644,196,591.55","1,366,093,000.00","2,293,620,221.93","3,251,662,000.00","1,009,904,193.00","2,044,231,000.00","3,044,032,907.02","4,463,069,000.00","1,104,847,000.00","2,314,533,000.00","3,956,986,000.00","5,502,114,000.00","1,453,889,000.00","3,083,934,000.00","4,516,715,000.00","6,602,209,000.00","1,682,845,000.00","3,324,313,000.00","5,000,655,000.00"
其中：代理买卖证券业务净收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减：摊回分保费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
证券承销业务净收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资产减值损失,"34,347,362.47","81,961,642.02","187,934,224.04","37,127,311.03","111,872,944.73","173,194,075.35","488,280,792.21","135,565,656.74","226,188,444.76","267,302,975.98","356,658,019.95","119,907,498.95","239,637,241.53","352,903,898.62","517,881,000.00","131,037,403.49","281,561,000.00","470,569,434.93","739,868,000.00","172,439,395.39","468,205,000.00","671,659,332.74","789,103,000.00","162,681,429.40","352,185,000.00","549,143,687.27","820,963,000.00","386,029,935.79","1,163,747,000.00","2,307,265,941.84","3,245,272,000.00","1,368,931,000.00","3,122,863,000.00","4,678,914,000.00","6,611,472,000.00","2,951,386,000.00","5,147,996,000.00","7,252,603,000.00","8,456,431,000.00","1,375,436,000.00","2,547,638,000.00","4,040,816,000.00"
委托客户管理资产业务净收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他业务成本,"278,700.76","278,700.76","836,414.67",,"123,674.69","438,758.08","885,840.34","100,878.56","100,878.56","113,433.56","350,753.72","400,807.82","481,022.49","631,617.84","984,000.00","162,397.02","316,000.00","386,580.00","845,000.00",,"476,000.00","607,418.81","1,520,000.00","357,772.34","2,995,000.00","3,262,072.50","3,609,000.00","306,509.34","2,238,000.00","10,577,610.32","21,970,000.00","2,815,000.00","33,042,000.00","58,398,000.00","48,194,000.00","11,078,000.00","39,973,000.00","54,490,000.00","56,129,000.00","15,577,000.00","51,080,000.00","92,226,000.00"
已赚保费,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三、营业利润,"459,740,216.61","812,206,577.78","1,037,104,321.73","498,062,564.47","917,117,405.73","1,424,883,683.72","1,735,185,690.16","494,653,598.95","950,541,875.60","1,449,572,007.97","1,873,582,312.67","717,639,703.06","1,449,039,903.28","2,241,704,251.90","2,828,812,000.00","956,311,358.31","1,944,094,000.00","2,843,811,827.02","3,909,987,000.00","1,277,406,537.83","2,699,652,000.00","3,634,275,725.67","4,957,841,000.00","1,497,552,097.85","3,006,443,000.00","4,213,553,867.13","5,561,689,000.00","1,729,006,983.43","3,588,462,000.00","5,180,344,310.63","7,010,792,000.00","2,186,284,000.00","4,608,912,000.00","6,643,095,000.00","8,978,581,000.00","2,834,226,000.00","5,876,131,000.00","8,340,654,000.00","10,511,566,000.00","3,067,886,000.00","6,345,337,000.00","9,185,506,000.00"
保险业务收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加：补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其中：分保费收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
