科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"12,301,990.77","15,835,749.64","24,312,423.80","15,409,808.28","22,356,463.48","32,341,477.29","9,983,481.39","17,893,081.74","26,702,997.57","31,458,299.07","12,516,772.56","26,289,788.14","37,589,226.79","57,329,723.11","20,925,520.45","37,792,956.52","50,574,139.44","82,067,192.54","16,083,199.14","38,301,734.79","56,095,178.42","82,126,346.26","25,600,843.31","41,854,597.89","77,485,724.97","115,510,631.80","30,296,803.40","66,079,991.21","99,882,788.07"
取得借款收到的现金,"62,600,000.00","51,900,000.00","64,500,000.00","12,500,000.00","98,000,000.00","101,000,000.00","2,000,000.00","26,500,000.00","34,000,000.00","48,500,000.00",,"15,000,000.00","38,544,200.00","61,535,433.00","21,152,100.00","54,171,000.00","144,509,900.00","188,858,027.01","107,072,465.85","183,722,327.28","297,303,752.35","470,613,159.97","117,000,000.00","227,000,000.00","317,000,000.00","506,685,139.22","350,000,000.00","682,136,200.00","953,437,850.00"
支付的各项税费,"4,713,777.11","3,789,294.90","8,497,661.62","3,995,567.33","8,904,685.27","13,416,674.28","1,849,785.23","5,203,840.22","7,328,844.68","8,812,113.34","3,403,197.31","3,515,335.72","6,483,473.24","8,401,346.93","2,577,333.37","4,327,833.36","7,163,959.41","9,434,440.96","1,751,394.34","9,347,372.02","13,517,771.89","18,611,573.61","7,353,677.00","27,598,919.22","33,456,960.99","64,400,923.73","10,196,518.53","61,468,733.26","81,009,350.36"
收到其他与筹资活动有关的现金,"1,119,523.30","608,825.00","8,708,756.11",,,"7,417,167.54",,"36,021,474.84","30,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,"10,332,915.06",,,
支付其他与经营活动有关的现金,"35,313,372.61","29,205,612.52","33,955,350.73","7,409,467.39","15,331,001.42","19,219,139.47","4,997,222.56","6,508,265.44","7,134,260.94","16,757,437.47","4,123,069.96","12,296,337.04","14,821,229.37","24,718,682.31","7,433,618.84","12,447,822.95","22,197,036.09","38,559,856.09","10,747,386.59","12,688,340.48","29,175,440.20","34,172,784.28","6,836,013.06","30,141,168.00","53,112,253.74","54,992,284.50","10,579,004.94","29,869,047.96","63,350,238.92"
筹资活动现金流入小计,"63,719,523.30","65,173,696.00","93,508,756.11","12,500,000.00","98,000,000.00","320,300,000.00","2,000,000.00","62,521,474.84","64,000,000.00","78,500,000.00",,"15,000,000.00","38,544,200.00","61,535,433.00","21,152,100.00","54,171,000.00","144,509,900.00","258,858,023.01","107,072,465.85","183,722,327.28","297,303,752.35","470,613,159.97","117,000,000.00","758,999,936.70","848,999,936.70","1,057,017,990.98","350,000,000.00","682,136,200.00","953,437,850.00"
经营活动现金流出小计,"146,177,101.33","173,175,075.63","329,776,732.18","160,737,707.85","247,870,477.06","341,613,528.84","88,998,578.48","175,569,118.23","251,072,258.08","332,332,676.38","87,824,764.18","166,669,412.81","266,551,201.76","498,551,419.82","140,509,178.67","295,924,706.14","425,217,316.01","703,779,301.82","203,520,648.27","403,156,060.55","584,653,843.04","818,130,631.51","336,556,787.15","593,764,252.27","886,819,941.09","1,125,114,597.79","371,486,725.45","742,151,121.53","1,053,422,961.14"
偿还债务支付的现金,"55,050,000.00","47,500,000.00","58,900,000.00","10,000,000.00","45,500,000.00","48,500,000.00","50,000,000.00","59,500,000.00","70,000,000.00","87,509,767.93","20,000,000.00","35,682,264.80","47,682,264.80","90,955,297.70",,"34,171,000.00","70,357,400.00","104,491,500.00","28,954,708.35","67,592,347.33","143,875,668.44","212,995,106.46","35,856,836.94","315,985,443.59","342,856,836.94","421,984,580.52","239,685,139.22","530,000,000.00","710,000,000.00"
经营活动产生的现金流量净额,"-8,060,616.53","1,315,140.39","9,113,775.93","12,831,207.28","11,206,520.54","18,341,672.00","-14,335,403.60","-11,305,388.76","-2,380,137.74","1,700,212.47","-6,606,546.05","-6,924,626.15","1,489,493.29","14,322,549.97","-18,888,065.58","2,395,242.48","10,016,928.14","43,104,614.88","-11,568,590.69","-29,163,511.66","-10,099,816.88","-18,379,142.01","-76,571,632.75","-25,651,414.47","44,115,409.09","44,580,099.15","15,170,049.99","-32,433,044.86","-58,973,548.32"
分配股利、利润或偿还利息支付的现金,"1,471,111.90","738,269.08","8,606,762.38","865,162.84","1,848,142.98","3,165,486.45","794,974.42","12,444,775.51","12,891,725.37","14,840,013.49","313,093.86","969,558.81","7,243,808.44","7,829,020.97","440,066.67","6,680,306.64","7,476,249.98","9,793,142.59","2,505,628.50","11,895,951.16","23,320,641.07","26,799,573.98","5,294,839.60","6,408,601.14","27,811,955.15","33,611,077.87","6,786,777.03","29,496,541.72","37,325,252.81"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,"15,000,000.00","26,267,797.12","26,267,797.12","26,043,309.03",,,
支付其他与筹资活动有关的现金,"52,529.95","501,528.48","2,278,558.37","1,670,774.32","2,604,135.00","36,876,493.34","4,639,486.25","5,505,502.97","6,257,769.72","7,032,866.58",,"1,112,295.23","1,132,215.39","1,112,295.23",,,,"6,493,151.51",,,,"10,332,915.06",,,,"138,135,791.57",,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"224,488.09","570,333.34","3,756,583.35","4,217,562.52"
筹资活动现金流出小计,"56,573,641.85","48,739,797.56","69,785,320.75","12,535,937.16","49,952,277.98","88,541,979.79","55,434,460.67","77,450,278.48","89,149,495.09","109,382,648.00","20,313,093.86","37,764,118.84","56,058,288.63","99,896,613.90","440,066.67","40,851,306.64","77,833,649.98","120,777,794.10","31,460,336.85","79,488,298.49","167,196,309.51","250,127,595.50","41,151,676.54","322,394,044.73","370,668,792.09","593,731,449.96","246,471,916.25","559,496,541.72","747,325,252.81"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"349,217.77","87,865.38",,"3,000.00","3,000.00",,,,,,,,"184,023.71",,,,"3,595.02",,,,"135,070.21",,,,"3,039,290.00",,,
筹资活动产生的现金流量净额,"7,145,881.45","16,433,898.44","23,723,435.36","-35,937.16","48,047,722.02","231,758,020.21","-53,434,460.67","-14,928,803.64","-25,149,495.09","-30,882,648.00","-20,313,093.86","-22,764,118.84","-17,514,088.63","-38,361,180.90","20,712,033.33","13,319,693.36","66,676,250.02","138,080,228.91","75,612,129.00","104,234,028.79","130,107,442.84","220,485,564.47","75,848,323.46","436,605,891.97","478,331,144.61","463,286,541.02","103,528,083.75","122,639,658.28","206,112,597.19"
处置子公司及其他营业单位收到的现金净额,"6,459,993.80","986,686.30",,,,,,,,,,,,,,,,,,,,,,,,,,,"28,900,300.00"
四、汇率变动对现金的影响,,,,,,,,,,"453,869.72",,"-568,804.17","196,702.29","-1,929,602.70",,"512,177.08","453,657.23","213,185.00","97,063.86","-86,542.93","-167,449.54","110,770.47",,"-200,056.89","-85,926.44","253,436.63",,"-73,007.44","-101,157.81"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,"1,750,000.00",,,,,,,,"39,163,573.27",,"18,800,000.00","12,800,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"6,459,993.80","1,335,904.07","87,865.38",,"3,000.00","3,000.00",,,,,,,,"184,023.71",,,,"1,753,595.02",,,,"135,070.21","15,000,000.00","26,267,797.12","26,267,797.12","68,470,660.39","570,333.34","22,556,583.35","45,917,862.52"
五、现金及现金等价物净增加额,"-4,372,717.75","7,068,184.17","13,414,608.80","9,479,276.41","53,932,600.04","238,133,822.35","-74,743,827.84","-56,407,780.01","-85,389,625.49","-86,369,705.22","-35,280,471.32","-52,381,238.21","-64,062,736.54","-81,509,048.49","-6,034,945.47","4,076,100.60","-40,328,268.60","-35,741,261.90","38,011,124.98","-35,086,202.46","-28,574,279.62","-10,057,281.87","-25,213,532.99","261,570,533.39","352,943,989.09","253,775,509.01","-42,818,788.90","-65,518,753.79","-174,430,561.82"
购建固定资产、无形资产和其他长期资产支付的现金,"9,917,976.47","12,016,758.73","19,510,467.87","3,315,993.71","5,324,642.52","11,968,869.86","6,973,963.57","30,173,587.61","31,288,592.66","32,944,556.45","8,360,831.41","22,123,689.05","48,234,843.49","55,724,838.57","7,858,913.22","12,128,982.11","102,453,073.78","140,817,109.11","7,129,477.19","67,770,176.66","106,114,456.04","109,109,545.01","24,990,223.70","26,068,072.69","28,885,426.58","56,172,982.52","5,087,262.32","8,308,949.46","9,525,015.40"
期初现金及现金等价物余额,"4,929,722.55","557,004.80","7,625,188.97","21,039,797.77","21,039,797.77","21,039,797.77","322,280,371.65","259,173,620.12","260,233,893.40","259,173,620.12","172,803,914.90","172,803,914.90","172,803,914.90","172,803,914.90","91,294,866.41","91,294,866.41","91,294,866.41","91,294,866.41","55,553,604.51","55,553,604.51","55,553,604.51","55,553,604.51","109,347,723.41","45,496,322.64","45,496,322.64","45,496,322.64","299,271,831.65","299,271,831.65","299,271,831.65"
投资支付的现金,,,,,,,,,,,,,,,,,,"15,000,000.00","19,000,000.00","42,300,000.00","42,300,000.00","103,300,000.00","14,500,000.00","53,500,000.00","86,508,140.00","266,642,245.66","156,999,993.66","169,899,993.66","357,861,300.00"
期末现金及现金等价物余额,"557,004.80","7,625,188.97","21,039,797.77","30,519,074.18","74,972,397.81","259,173,620.12","247,536,543.81","202,765,840.11","174,844,267.91","172,803,914.90","137,523,443.58","120,422,676.69","108,741,178.36","91,294,866.41","85,259,920.94","95,370,967.01","50,966,597.81","55,553,604.51","93,564,729.49","20,467,402.05","26,979,324.89","45,496,322.64","84,134,190.42","307,066,856.03","398,440,311.73","299,271,831.65","256,453,042.75","233,753,077.86","124,841,269.83"
