科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"115,490.85","1,046,044.95","734,864.62","1,006,307.72","884,735.39","987,151.57","824,643.24","26,039,777.29","11,108,297.31","11,472,473.27","11,179,513.65","1,844,248.66","1,946,767.13","3,683,476.57","2,805,015.83","11,193,246.12","12,791,481.00","14,278,421.96","4,987,906.65","5,696,660.63","10,856,594.76","56,428,362.30","4,897,744.26","6,600,920.33","8,778,310.87","17,191,012.94","10,577,583.06","7,558,560.34"
应付职工薪酬,"320,913.86","274,255.00","932,028.65","1,000,659.46","1,583,843.58","1,414,793.63","7,805,675.47","1,566,085.12","385,341.82","1,144,294.95","9,410,127.54","3,184,795.94","1,306,102.40","3,634,591.21","12,673,009.77","1,955,580.88","2,086,036.12","1,481,274.98","15,908,614.34","4,663,574.08","5,047,915.16","5,030,966.64","13,647,723.71","3,343,584.05","3,473,193.22","2,902,594.01","16,545,568.36","8,862,681.64"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,789,249.82","3,634,586.80","6,008,453.59","4,382,701.27","4,730,271.46","2,051,141.71","7,366,638.52","7,108,919.51","6,549,386.51","4,059,470.75","9,144,732.71","6,895,966.33","6,844,742.22","5,836,037.53","13,420,814.60","11,069,950.16","15,721,443.55","14,786,102.22","18,449,405.39","12,736,657.10","17,557,191.73","17,343,918.50","18,048,875.21","21,807,629.35","30,857,556.68","29,556,114.39","22,329,731.49","20,901,478.39"
应收利息,,,,,,,"4,584,813.68","6,947,176.77","9,133,928.97","6,858,383.66","8,388,078.77","9,884,519.70","11,397,587.71",,"214,304.43","344,991.23",,,,,,,,,,,"693,561.64",
应付利息,,,,,,,,,,,,,"176,348.28",,"224,699.28","360,285.98","330,508.63","434,828.52","433,680.08","358,120.25","370,701.73","233,353.97","379,716.66","368,333.29","468,463.94","456,380.61","397,188.54","402,984.75"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,"10,618,380.00",,,,,,,"7,506,281.38",,,,,,,,,,,,,,,
存货,"2,757,570.01","6,719,838.08","9,644,952.84","9,810,304.10","10,042,984.30","10,674,657.70","11,165,602.81","11,682,331.06","13,328,832.64","16,253,656.53","16,083,398.24","14,651,154.45","13,682,133.63","46,663,729.56","46,369,702.05","60,777,888.89","58,904,263.04","63,219,977.12","66,720,446.05","74,837,341.39","74,977,385.08","83,151,614.19","84,175,750.35","92,039,612.24","102,713,982.23","111,303,206.87","115,337,708.45","119,960,489.19"
其他应付款,"1,655,026.35","1,621,792.38","6,947,981.88","7,097,598.76","7,083,994.61","7,428,235.73","6,706,398.80","6,691,288.26","6,791,365.64","4,936,191.27","4,954,286.60","4,959,501.36","2,546,719.92","168,830,123.22","35,824,976.39","33,757,553.87","23,976,441.00","22,759,896.76","22,439,345.01","42,773,241.14","11,759,046.77","11,830,825.57","12,462,917.80","188,722,514.33","53,053,052.39","50,894,234.92","27,378,277.33","40,533,913.80"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,"5,500.00",,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"1,499,999.91","999,999.90","949,999.89",,,,,,,,,,,,,,,,,,"46,459,650.00","46,459,650.00","46,459,650.00","46,459,650.00","93,259,650.00","93,259,700.00"
其他流动资产,,,,,,,,,,,"44,500,000.00","70,000,000.00","65,000,000.00",,"10,000,000.00","5,000,000.00","18,000,000.00","4,500,000.00","12,000,000.00","29,000,000.00","518,660.36",,"35,875,619.77","780,559.12","125,181,875.79","193,362,192.36","190,580,290.54","102,196,286.66"
其他流动负债,,,,,,,,,,,,,,"2,596,235.86",,"2,524,450.54",,"2,452,665.22",,"2,380,879.90",,,,,,,,
流动资产合计,"33,822,066.23","52,198,011.85","64,897,131.05","72,851,994.72","406,365,890.62","388,516,198.08","412,046,554.88","422,463,234.61","434,536,877.70","376,535,082.92","373,447,272.56","396,372,420.08","402,495,833.50","488,330,429.88","541,296,124.08","516,700,562.12","521,489,471.07","603,079,502.29","584,543,704.34","637,421,080.17","965,779,099.04","982,666,506.70","954,213,852.30","928,191,595.65","1,016,854,056.06","1,088,331,801.26","1,145,020,392.33","1,222,678,294.40"
流动负债合计,"7,975,712.47","8,451,020.39","18,281,628.63","16,018,326.54","15,628,341.17","23,599,661.21","24,333,710.06","19,788,620.15","17,480,348.52","13,918,111.85","28,342,610.25","39,032,838.44","67,799,129.49","246,702,869.34","134,326,451.08","105,526,462.48","110,958,390.65","192,629,564.69","201,797,420.32","210,436,618.57","181,034,669.69","97,025,102.81","233,815,431.37","432,501,277.46","375,721,500.80","404,125,131.22","429,474,444.99","461,094,041.41"
可供出售金融资产,,,,,,,,,,,,,,,,"18,000,000.00","34,500,000.00","40,800,000.00","51,800,000.00","55,800,000.00","53,765,000.00","53,765,000.00","56,010,000.00","56,088,800.00","55,400,000.00","54,700,000.00","54,435,000.00","53,665,000.00"
长期借款,"5,499,999.99","3,499,999.95","4,600,000.00","4,000,000.00",,,,,,,"69,865,500.00","69,865,500.00","69,865,500.00","69,865,500.00","69,865,500.00","154,865,500.00","154,865,500.00","154,865,500.00","154,865,500.00","154,865,500.00","154,865,500.00","154,865,500.00","108,405,850.00","108,405,850.00","85,176,025.00","85,176,025.00","61,946,250.00","61,946,200.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,"128,700,000.00","128,700,000.00","128,700,000.00","128,700,000.00"
长期股权投资,,,,,,,,,,,"146,296,847.40","148,575,650.26","148,938,177.44","152,875,490.34","155,672,878.09","11,000,000.00",,,"15,995,188.89","16,962,364.50","35,755,330.05","37,693,571.95","40,136,768.78","39,754,356.26","42,234,404.61","41,107,117.51","43,014,838.93","47,737,854.68"
专项应付款,,,,,,,,,,,,,,,"200,000.00","200,000.00",,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,585,554.67","30,402,887.38"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"16,196,744.02","33,531,505.35","34,562,880.63","35,964,672.11","37,132,326.56","38,865,096.79","39,120,813.97","39,744,932.90","39,673,875.99","39,583,099.10","39,744,077.93","38,970,711.79","38,462,881.36","125,556,941.07","135,465,806.35","154,614,351.30","152,227,495.47","152,410,660.40","281,497,978.28","283,864,549.72","283,707,585.07","303,240,035.28","300,869,788.19","296,847,854.12","298,651,958.65","299,396,541.12","265,177,330.68","263,459,635.23"
递延所得税负债,,,,,,,,,,,,,,,"3,896,774.83","9,716,947.99","9,519,428.88","9,334,053.32","9,035,891.56","8,896,877.17","8,753,695.40","8,736,792.69","8,539,097.33","8,422,809.82","8,234,165.09","8,234,165.09","8,858,882.30","23,649,189.00"
在建工程,"245,854.72",,"104,632.88",,,,"1,436,402.28","1,250,048.14","2,117,206.70","30,345,854.45","32,758,078.16","33,648,267.23","46,860,408.69","75,400,167.20","79,525,883.71","95,385,418.51","99,952,983.25","113,460,545.09","1,746,274.41","2,261,811.58","3,250,909.01","580,276.59","840,366.77","2,638,745.77","4,405,178.20","9,717,323.71","22,540,697.71","21,432,536.68"
其他非流动负债,,,,,,,"1,007,682.45","928,336.83","848,991.21","7,279,645.59","3,800,299.97","3,720,954.35","5,130,515.96","5,022,419.99",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"5,499,999.99","3,499,999.95","4,600,000.00","4,000,000.00",,,"1,007,682.45","928,336.83","848,991.21","7,279,645.59","73,665,799.97","73,586,454.35","74,996,015.96","74,887,919.99","83,229,897.89","173,624,841.29","175,998,826.83","173,215,834.43","177,412,539.01","174,780,409.25","188,678,824.75","188,568,072.86","141,810,335.84","141,350,573.69","244,316,211.30","243,480,965.67","223,408,354.26","223,053,933.54"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"13,475,712.46","11,951,020.34","22,881,628.63","20,018,326.54","15,628,341.17","23,599,661.21","25,341,392.51","20,716,956.98","18,329,339.73","21,197,757.44","102,008,410.22","112,619,292.79","142,795,145.45","321,590,789.33","217,556,348.97","279,151,303.77","286,957,217.48","365,845,399.12","379,209,959.33","385,217,027.82","369,713,494.44","285,593,175.67","375,625,767.21","573,851,851.15","620,037,712.10","647,606,096.89","652,882,799.25","684,147,974.95"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"3,055,976.98","38,250,000.00","38,250,000.00","38,250,000.00","51,250,000.00","51,250,000.00","51,250,000.00","51,250,000.00","76,875,000.00","76,875,000.00","76,875,000.00","76,875,000.00","153,750,000.00","169,816,212.00","176,072,877.00","176,072,877.00","352,145,754.00","352,145,754.00","352,145,754.00","352,145,754.00","395,441,033.00","398,473,433.00","714,897,917.00","714,897,917.00","714,920,317.00","715,587,933.00","715,849,346.00","715,850,773.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"16,734,476.02","2,185,783.54","2,185,783.54","2,185,783.54","315,400,516.57","315,400,516.57","315,400,516.57","315,400,516.57","289,775,516.57","289,775,516.57","289,775,516.57","289,775,516.57","212,900,516.57","508,981,062.98","683,539,890.17","685,429,190.17","515,024,328.86","520,692,344.55","526,360,360.24","530,790,134.58","962,802,043.36","1,009,104,586.34","695,311,049.57","697,800,319.46","700,451,093.35","707,319,519.52","706,505,562.06","707,468,100.77"
无形资产,,"338,452.55","14,721,385.32","14,834,483.37","14,739,720.86","14,795,080.93","14,689,712.33","14,584,194.60","14,475,883.92","14,485,395.30","14,520,083.94","14,401,115.27","14,419,820.03","36,398,932.58","35,756,240.49","57,412,767.52","57,162,404.39","55,905,315.73","61,291,035.99","59,940,588.95","62,653,588.67","61,939,416.16","60,863,209.92","59,087,420.52","57,631,203.23","56,860,675.48","65,707,491.15","64,026,580.60"
盈余公积,"1,527,988.49","4,324,263.27","8,036,971.40","8,036,971.40","8,036,971.40","8,036,971.40","13,589,503.09","13,589,503.09","13,589,503.09","13,589,503.09","19,989,269.21","19,989,269.21","19,989,269.21","19,989,269.21","24,225,202.85","24,225,202.85","24,225,202.85","24,225,202.85","26,573,978.54","26,573,978.54","28,634,246.27","28,634,246.27","30,933,822.39","30,933,822.39","30,933,822.39","30,933,822.39","39,302,533.71","39,302,533.71"
开发支出,,,,,,,,,,,"1,617,307.46","2,712,455.00","5,038,780.73","7,395,657.05","9,101,729.91","20,811,782.49","22,103,827.86","26,401,934.70","26,929,132.81","28,417,286.89","25,994,922.08","27,440,632.37","36,832,049.40","39,654,283.25","42,065,122.86","44,370,216.13","34,536,038.29","37,989,639.30"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,"338,493,047.52","347,256,428.42","615,807,818.07","615,807,818.07","615,807,818.06","614,862,765.90","614,862,765.90","614,862,765.90","614,862,765.90","614,862,765.90","999,952,765.05","1,012,351,040.53","1,012,351,040.53","1,007,651,040.53","1,007,651,040.53"
未分配利润,"17,781,336.29","32,042,421.26","45,458,295.53","57,433,542.24","70,233,330.87","46,494,231.87","64,679,533.27","78,999,354.81","93,786,355.14","102,962,096.54","122,329,826.62","137,022,633.19","128,660,300.53","141,294,657.15","160,336,648.54","207,835,799.86","214,207,036.65","237,202,036.08","262,789,394.93","287,917,848.49","326,907,475.03","382,811,686.38","397,507,689.80","435,401,751.19","492,527,549.51","531,463,445.62","566,247,375.75","615,122,787.82"
长期待摊费用,"2,310,825.27","2,685,518.66","2,526,649.22","2,273,473.52","2,108,647.82","2,605,005.25","1,625,263.84","1,426,312.97","1,208,352.81","1,078,544.07","351,813.84","312,088.29","272,362.74","336,910.64","395,801.81","714,530.00","901,835.20","3,799,699.63","11,127,682.97","11,312,766.59","10,361,646.89","9,914,101.90","9,232,228.45","9,121,241.26","8,328,680.28","8,090,117.40","8,533,323.57","8,125,102.12"
少数股东权益,,,,,,,,,,,,,,"47,957,559.88","50,866,878.02","123,187,141.51","130,835,834.15","138,186,281.52","148,662,492.42","156,291,943.48","2,677,014.46","2,487,752.29","2,471,202.42","2,482,605.80","19,271,352.82","18,948,825.80","14,892,535.75","14,416,744.43"
递延所得税资产,,,,,"202,574.15",,"1,342,198.14","487,608.23","343,517.41","430,387.80","1,743,891.33","831,753.84","865,284.43","1,700,908.01","3,800,376.05","3,006,413.16","4,194,736.97","4,047,847.85","8,964,476.12","8,254,790.48","10,374,518.74","8,110,643.89","9,152,452.31","9,403,414.94","12,334,863.12","12,732,405.24","11,957,297.04","12,568,540.58"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,"41,941,510.00","498,650.00","457,250.00","741,682.84","994,307.85","4,326,576.64","2,447,871.99","15,054,801.71","22,583,694.37","36,983,699.75","19,838,682.13","17,940,191.11","5,162,179.21","133,912,466.37","14,806,290.17","27,545,339.63","23,267,404.84","5,360,897.62","4,757,053.18"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"18,753,424.01","36,555,476.56","51,915,548.05","53,072,629.00","54,183,269.39","56,265,182.97","58,214,390.56","57,493,096.84","57,818,836.83","127,864,790.72","237,530,750.06","239,909,291.68","255,599,398.26","739,152,362.26","771,301,721.47","979,200,953.04","1,001,905,902.92","1,035,217,515.83","1,111,198,235.12","1,101,515,606.74","1,118,666,457.52","1,122,708,623.25","1,262,712,096.09","1,527,355,171.34","1,560,947,791.11","1,562,592,841.96","1,549,499,510.19","1,551,815,870.28"
所有者权益(或股东权益)合计,"39,099,777.78","76,802,468.07","93,931,050.47","105,906,297.18","444,920,818.84","421,181,719.84","444,919,552.93","459,239,374.47","474,026,374.80","483,202,116.20","508,969,612.40","523,662,418.97","515,300,086.31","905,892,002.81","1,095,041,496.58","1,216,750,211.39","1,236,438,156.51","1,272,451,619.00","1,316,531,980.13","1,353,719,659.09","1,714,732,062.12","1,819,781,954.28","1,841,300,181.18","1,881,694,915.84","1,957,764,135.07","2,003,318,546.33","2,041,637,103.27","2,090,346,189.73"
资产总计,"52,575,490.24","88,753,488.41","116,812,679.10","125,924,623.72","460,549,160.01","444,781,381.05","470,260,945.44","479,956,331.45","492,355,714.53","504,399,873.64","610,978,022.62","636,281,711.76","658,095,231.76","1,227,482,792.14","1,312,597,845.55","1,495,901,515.16","1,523,395,373.99","1,638,297,018.12","1,695,741,939.46","1,738,936,686.91","2,084,445,556.56","2,105,375,129.95","2,216,925,948.39","2,455,546,766.99","2,577,801,847.17","2,650,924,643.22","2,694,519,902.52","2,774,494,164.68"
负债和所有者(或股东权益)合计,"52,575,490.24","88,753,488.41","116,812,679.10","125,924,623.72","460,549,160.01","444,781,381.05","470,260,945.44","479,956,331.45","492,355,714.53","504,399,873.64","610,978,022.62","636,281,711.76","658,095,231.76","1,227,482,792.14","1,312,597,845.55","1,495,901,515.16","1,523,395,373.99","1,638,297,018.12","1,695,741,939.46","1,738,936,686.91","2,084,445,556.56","2,105,375,129.95","2,216,925,948.39","2,455,546,766.99","2,577,801,847.17","2,650,924,643.22","2,694,519,902.52","2,774,494,164.68"
