科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"15,561,371.48","12,569,407.41","33,256,107.64","37,947,778.29","28,293,456.23","472,577,284.26","386,466,805.02","354,003,037.35","339,192,176.13","329,655,165.54","297,949,620.68","234,830,710.95","213,412,111.97","179,788,625.72","156,334,403.08","129,706,658.81","67,894,784.00","40,270,499.97","26,236,818.58","22,156,068.59","24,090,165.42","34,658,056.94","215,694,497.40","34,681,206.77","35,537,108.62","16,223,282.84","16,010,739.84","30,234,924.15","32,547,152.93","27,966,645.70","115,341,384.83","92,282,621.35"
短期借款,,,"40,000,000.00","37,000,000.00","35,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,"9,500,000.00","183,600,000.00","184,780,000.00","234,780,000.00","191,180,000.00","192,475,000.00","196,847,520.00","181,180,000.00","165,000,000.00","225,000,000.00","140,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,157,680.00","5,700,000.00","940,000.00","5,963,803.28","17,372,228.00","7,865,236.00","14,820,000.00","19,322,100.71","57,804,379.94","30,378,541.20","20,089,454.69","14,200,533.35","22,679,223.61","4,801,000.00","13,370,700.01","3,093,396.00","8,678,900.97","1,497,000.00","19,174,544.50","5,753,778.50","34,326,655.37","14,495,055.37","26,397,454.56","21,420,484.37","66,738,414.57","30,169,401.23","49,725,462.56","31,219,396.52","17,370,634.00","6,748,298.50","6,548,580.00","5,521,049.65"
应付票据,"31,000,000.00","12,500,000.00",,"15,000,000.00","6,000,000.00",,,,,,,,,,,,,"8,000,000.00","8,000,000.00",,"10,000,000.00","20,000,000.00","10,000,000.00",,,,,,,,,
应收账款,"55,017,611.14","76,221,565.02","70,238,920.22","71,079,312.75","80,310,671.86","104,284,578.15","100,170,063.07","113,549,684.99","86,755,591.38","115,731,176.89","106,111,921.71","110,968,664.40","104,577,487.33","120,748,790.07","102,710,002.55","120,166,149.70","107,333,748.78","125,253,976.18","102,780,227.31","126,669,865.87","117,572,238.21","140,275,595.31","135,156,573.65","150,337,300.85","125,967,810.16","119,629,873.82","103,013,996.52","101,439,523.12","88,856,823.31","103,921,017.16","95,800,515.86","96,861,607.25"
应付账款,"38,533,867.08","35,602,604.05","41,077,518.05","52,775,229.39","72,644,261.55","77,543,557.62","72,132,620.11","60,676,893.55","66,107,759.96","66,991,350.24","65,078,102.94","99,923,920.01","64,630,236.96","61,493,054.61","46,768,580.68","55,970,436.30","61,510,342.47","57,121,950.31","60,906,582.33","62,763,396.88","55,764,667.33","59,839,648.54","49,895,412.60","51,584,576.66","52,743,061.84","40,506,067.69","41,888,513.50","37,168,240.96","57,128,166.40","62,154,166.27","51,303,359.49","56,167,048.73"
预付款项,"3,148,736.31","41,878,463.33","3,053,130.47","6,075,416.19","2,469,806.70","5,062,464.16","47,066,913.00","69,285,673.08","55,430,643.58","64,351,498.49","68,484,364.99","26,117,545.44","20,446,345.68","37,744,807.18","43,920,663.19","8,707,645.87","1,204,470.96","947,280.31","2,488,618.07","2,818,385.94","463,829.73","348,188.91","1,782,259.17","3,754,688.94","1,583,363.57","5,626,377.84","4,842,023.60","7,825,037.67","2,725,962.91","7,614,252.62","7,415,054.40","8,967,947.23"
预收款项,"20,321,145.04","38,621,463.25","13,676,438.76","10,456,606.43","10,712,526.03","13,348,569.24","13,874,631.21","13,461,585.93","10,453,908.58","8,635,474.35","6,224,863.24","5,303,775.38","3,374,415.75","4,651,501.26","5,191,219.30","4,399,852.03","4,197,159.76","7,141,947.60","7,147,293.22","4,856,944.75","3,085,038.05","3,351,989.90","3,282,809.15","4,060,331.51","3,353,675.68","3,478,870.46","5,553,185.37","3,217,069.58","4,540,330.05","6,116,546.59","4,601,751.75","4,295,919.60"
其他应收款,"3,335,304.06","6,098,733.91","306,621.28","167,968.55","1,059,227.20","187,015.92","250,697.10","263,048.89","255,650.41","312,182.30","4,312,593.08","3,711,188.44","2,182,237.61","2,455,051.50","2,017,952.04","2,009,065.24","3,067,229.10","1,890,502.56","993,328.83","1,114,098.57","951,034.39","1,054,120.10","782,928.15","926,552.84","1,220,685.94","1,473,315.98","1,582,247.62","1,006,583.01","543,925.71","641,502.32","723,809.00","687,180.43"
