科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"148,393,814.31","246,327,781.67","127,343,809.92","207,685,183.02","333,567,333.22","86,914,376.97","170,189,198.49","297,288,700.26","517,035,969.99","127,811,186.81","272,777,173.35","507,125,405.59","878,678,353.32","204,076,631.00","411,257,157.86","654,697,061.14","1,243,301,166.48","300,009,498.05","530,300,064.18","919,696,666.93","1,613,991,918.25","348,621,119.58","717,880,702.40","1,128,475,807.78","1,963,485,056.91","446,583,582.56","744,819,598.10","2,042,385,931.97","4,070,746,216.27","536,149,694.40","1,184,151,726.60","1,832,662,259.95","3,221,828,977.97","565,748,424.15","1,256,279,909.38","1,966,820,066.25","2,857,498,005.79","447,167,639.25","883,078,365.36"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,"12,437,869.25","12,437,869.25","12,437,869.25",,,"100,325,838.29","214,746,625.11","9,285,740.00","21,191,694.22","18,024,694.22","8,738,954.22",,,,,,
收到的税费返还,,"8,410.46",,,,,"28,647.66","28,647.66","28,647.66",,,,,,,,,,,,,,"40,347.71","40,347.71","40,347.71",,,"11,243,633.82",,,"19,200,703.73","18,425,183.22",,,,,,,
支付其他与投资活动有关的现金,,,,,"1,000,000.00",,,,"2,000,000.00",,,,,,,,,,,,,,,,,,,,"1,000,000.00",,,"5,425,074.14","23,304,324.51",,"1,414,815.83","1,414,815.83",,,"957,608.11"
收到其他与经营活动有关的现金,"8,612,150.50","9,316,415.81","2,156,039.14","5,247,512.67","9,008,580.30","4,934,218.24","6,242,659.46","8,190,220.31","12,024,347.79","10,561,253.65","6,992,889.20","9,350,053.50","10,729,701.57","6,707,607.50","10,856,675.63","14,196,645.62","15,743,156.72","4,755,146.20","9,871,488.19","20,378,860.47","32,273,735.71","30,789,514.22","49,744,971.01","58,472,972.20","48,931,161.53","13,212,398.71","24,783,295.79","69,992,693.92","96,453,959.95","57,686,765.10","104,850,231.98","136,972,685.66","106,956,658.03","75,673,541.04","149,158,822.42","221,999,959.22","124,736,069.60","50,118,588.31","103,228,401.95"
投资活动现金流出小计,"1,307,989.00","35,082,551.11","3,121,496.49","4,329,105.56","9,498,372.12","62,427,300.29","69,239,948.29","83,054,400.17","100,506,493.92","9,177,140.41","19,269,024.88","34,004,797.89","132,306,832.07","3,253,466.23","5,155,827.57","7,141,669.37","10,632,922.83","895,847.53","2,484,793.94","3,746,968.94","54,189,506.94","101,405,619.20","225,148,271.45","389,120,803.48","501,156,109.60","202,837,188.00","322,923,226.83","458,794,523.64","2,138,167,094.19","1,125,455,208.07","1,185,183,867.98","1,233,693,944.43","2,001,436,567.13","591,837,303.60","1,274,475,365.91","2,091,872,660.58","2,154,180,906.21","527,502,086.94","620,123,208.40"
经营活动现金流入小计,"157,005,964.81","255,652,607.94","129,499,849.06","212,932,695.69","342,575,913.52","91,848,595.21","176,460,505.61","305,507,568.23","529,088,965.44","138,372,440.46","279,770,062.55","516,475,459.09","889,408,054.89","210,784,238.50","422,113,833.49","668,893,706.76","1,259,044,323.20","304,764,644.25","540,171,552.37","940,075,527.40","1,646,265,653.96","379,410,633.80","767,666,021.12","1,186,989,127.69","2,012,456,566.15","459,795,981.27","769,602,893.89","2,123,622,259.71","4,167,200,176.22","593,836,459.50","1,308,202,662.31","1,988,060,128.83","3,328,785,636.00","641,421,965.19","1,405,438,731.80","2,188,820,025.47","2,982,234,075.39","497,286,227.56","986,306,767.31"
投资活动产生的现金流量净额,"-1,276,619.00","-19,237,727.89","-3,099,496.49","-4,307,105.56","-9,373,372.12","-62,408,300.29","-69,220,948.29","-83,035,400.17","-100,487,493.92","-9,142,140.41","-19,234,024.88","-33,929,797.89","-132,225,832.07","-3,253,466.23","-5,135,827.57","-7,121,669.37","-10,612,922.83","-894,797.53","-2,353,715.94","-3,614,460.94","-54,056,998.94","-20,823,276.94","-63,905,539.99","-96,658,046.92","-86,722,651.05","-152,472,563.00","-270,032,215.83","-355,722,226.49","-409,240,690.77","-78,691,995.63","-81,984,415.09","-108,544,943.55","-782,448,978.44","-109,252,397.14","15,736,110.40","-95,706,361.27","536,932,807.98","-522,458,426.94","-96,593,461.08"
购买商品、接受劳务支付的现金,"118,015,153.30","139,437,318.49","80,813,690.78","118,465,508.75","188,028,141.68","74,295,797.95","122,508,709.99","180,214,344.84","266,062,587.99","101,119,260.63","217,090,471.75","386,406,045.68","517,030,054.98","179,108,552.54","271,915,052.96","434,952,146.82","655,095,668.47","194,415,966.23","416,166,841.83","618,818,257.09","915,618,024.74","326,361,536.05","581,770,369.98","853,125,395.71","1,125,181,527.25","289,366,821.21","571,892,860.38","1,795,250,440.94","3,306,999,320.52","438,218,689.53","997,111,203.13","1,476,213,146.55","2,149,676,955.76","512,367,713.78","1,041,094,675.59","1,743,813,361.55","2,254,351,059.87","389,385,223.01","778,824,748.93"
吸收投资收到的现金,,"45,050,000.00",,"326,600,000.00","326,600,000.00",,,,"1,000,000.00",,,,"2,000,000.00",,"17,960,255.36","34,997,782.86","35,306,675.36","19,200,000.00","19,238,880.00","23,662,384.84","32,279,248.02","15,024,441.70","15,578,223.35","32,466,262.76","44,357,692.92","11,950,876.67","19,407,647.81","20,973,506.15","23,600,469.68","1,642,204.66","1,259,184,584.02","1,259,588,721.90","1,309,588,721.90",,,"3,363,333.33",,,
支付给职工以及为职工支付的现金,"5,494,081.38","15,625,241.57","8,988,623.88","14,929,938.46","22,353,921.53","8,820,337.82","18,150,845.35","27,918,330.79","39,174,256.51","18,364,222.37","30,757,917.95","44,693,791.34","63,347,404.93","25,998,272.78","49,448,563.59","70,330,892.10","93,613,908.24","45,047,495.80","68,247,276.77","95,935,257.22","124,152,671.70","52,861,714.43","85,031,242.77","116,386,109.34","147,859,011.20","61,095,878.96","94,280,696.96","136,412,906.45","195,367,949.33","78,359,450.39","137,035,312.56","195,111,553.39","271,074,677.23","82,422,339.61","138,269,794.38","195,308,163.33","246,091,992.63","66,251,812.77","113,634,448.43"
取得借款收到的现金,"10,000,000.00","15,700,000.00",,,,,,,,,,,,,,,,,,,,"317,300.00","317,300.00","634,600.00",,,"162,740,587.96","241,162,245.03","350,000,000.00",,"51,900,346.06","51,900,346.06","51,900,346.03",,,,"21,500,000.00",,
支付的各项税费,"5,949,332.21","24,289,010.44","15,250,001.78","22,820,070.26","33,470,310.70","5,207,415.63","11,836,996.16","20,479,572.61","33,960,041.11","14,072,612.48","25,065,958.03","34,836,625.63","48,642,439.14","28,789,056.18","63,982,991.18","85,140,087.33","100,455,113.58","63,517,794.66","104,360,969.39","114,513,157.72","152,144,708.32","72,791,995.27","100,054,664.77","129,809,377.61","164,945,801.56","87,889,460.14","136,146,150.86","163,439,467.93","217,893,300.16","51,207,663.15","98,511,103.87","128,732,713.72","182,734,403.70","72,361,735.56","101,010,807.42","135,792,168.32","143,473,997.17","59,688,030.87","76,184,585.11"
收到其他与筹资活动有关的现金,,,"17,500,000.00","17,500,000.00","17,500,000.00",,,,,,,,,,,,,,,,,,,,"634,600.00",,"1,500,000.00","1,500,000.00",,,"1,345,000.00","1,345,000.00",,,,,,,
支付其他与经营活动有关的现金,"25,395,474.85","43,975,342.12","21,006,741.03","31,811,279.80","50,044,912.92","22,603,852.15","38,159,375.59","58,010,994.75","105,816,292.36","23,200,065.30","50,607,337.20","94,693,880.30","130,925,459.73","37,187,384.37","67,237,879.36","123,588,396.86","185,202,815.88","55,731,888.36","93,393,451.32","150,920,069.91","236,081,146.89","49,498,507.81","104,032,096.23","173,344,529.54","283,557,791.14","60,449,301.10","130,470,193.72","248,592,079.10","385,026,608.10","156,268,487.91","290,872,997.48","409,147,993.21","441,007,603.15","149,666,286.18","244,702,541.32","377,496,596.95","487,138,426.73","113,884,917.80","229,295,693.31"
筹资活动现金流入小计,"10,000,000.00","60,750,000.00","17,500,000.00","344,100,000.00","344,100,000.00",,,,"1,000,000.00",,,,"2,000,000.00",,"17,960,255.36","34,997,782.86","35,306,675.36","19,200,000.00","19,238,880.00","23,662,384.84","32,279,248.02","15,341,741.70","15,895,523.35","33,100,862.76","44,992,292.92","11,950,876.67","183,648,235.77","263,635,751.18","373,600,469.68","1,642,204.66","1,312,429,930.08","1,312,834,067.96","1,361,489,067.93",,,"3,363,333.33","21,500,000.00",,
