科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
在建工程,"4,090,452.62","9,284,896.53","52,269,587.44","67,698,645.18","128,962,895.40","42,069,611.02","58,986,104.83","68,747,696.71","105,675,639.39","169,182,026.78","194,231,548.24","397,776,770.95","403,678,807.75","356,950,739.04","383,967,762.20","268,050,673.43","274,410,311.36","21,758,941.73","10,542,350.15"
其他非流动负债,"19,465,470.45","24,744,135.01","38,091,253.80","82,943,813.80","83,443,813.80","28,169,000.47","28,169,000.47","28,169,000.47","28,169,000.47",,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,"111,112,127.25","94,417,258.06","44,544,376.93","89,396,936.93","239,896,936.93","270,372,956.89","370,372,956.89","486,458,584.92","494,411,670.63","445,880,764.88","425,842,923.27","424,961,481.81","399,041,891.36","383,501,360.28","382,932,331.09","680,272,492.48","680,757,893.41","641,786,237.97","641,236,296.60"
固定资产清理,,,,,,,,,,,,,,,,,,,
负债合计,"1,401,416,913.80","1,500,948,583.91","2,484,609,103.39","2,994,673,827.49","3,416,385,580.27","4,750,116,057.65","5,100,667,325.38","4,316,896,127.32","4,426,614,561.53","4,717,876,796.61","3,730,331,223.16","3,769,034,807.77","3,922,157,050.70","4,519,187,144.99","4,705,928,594.70","6,065,221,294.48","6,622,031,802.06","7,478,569,210.35","8,134,842,355.02"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"491,155,260.00","491,155,260.00","491,155,260.00","491,155,260.00","591,155,260.00","591,155,260.00","591,155,260.00","945,848,416.00","945,848,416.00","1,025,415,570.00","1,025,415,570.00","1,025,415,570.00","1,025,415,570.00","1,025,415,570.00","1,025,415,570.00","1,025,415,570.00","1,025,415,570.00","1,051,502,526.00","1,051,502,526.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"14,964,498.53","14,964,498.53","14,964,498.53","14,964,498.53","44,574,498.53","44,574,498.53","44,574,498.53","44,574,498.53","44,574,498.53","1,196,207,333.87","1,196,207,333.87","1,196,207,333.87","1,196,207,333.87","1,196,207,333.87","1,196,207,333.87","1,196,207,333.87","1,196,207,333.87","1,472,527,642.07","1,466,914,434.52"
无形资产,"83,036,371.39","80,362,443.83","92,795,787.31","137,757,307.83","193,572,873.99","273,571,652.84","167,758,830.75","166,814,178.66","165,850,194.85","164,941,842.06","163,986,503.41","163,035,031.42","162,140,120.88","161,223,536.07","162,770,956.69","161,828,959.48","160,864,985.84","180,024,364.12","178,532,819.07"
盈余公积,"13,025,359.42","17,159,978.90","23,199,532.06","23,199,532.06","23,199,532.06","57,923,777.85","57,923,777.85","57,923,777.85","57,923,777.85","113,880,927.04","113,880,927.04","113,880,927.04","113,880,927.04","113,883,000.33","113,883,000.33","113,883,000.33","113,883,000.33","114,329,807.17","114,329,807.17"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,"261,808,961.83","261,808,961.83"
未分配利润,"134,922,226.72","198,001,834.26","241,335,745.97","278,733,252.52","288,910,504.56","639,414,056.07","626,617,169.06","853,213,313.46","858,212,671.06","786,563,013.80","776,691,216.44","651,458,860.33","657,108,972.72","649,168,512.42","594,084,276.57","651,123,244.09","654,893,934.10","647,456,290.98","594,184,096.81"
长期待摊费用,,,"2,621,089.36","1,440,000.00","1,526,975.02","1,430,847.45","1,885,101.67","1,412,542.35","1,403,389.80","1,394,237.25","1,385,084.70","1,375,932.15","1,366,779.60","1,357,627.05","1,348,474.50","1,339,321.95","1,630,898.45","2,868,805.76","2,723,950.22"
少数股东权益,"11,055,081.10","12,244,917.69",,,,,,,,,,,"50,000,000.00",,,,,"141,896,062.59","146,794,624.91"
递延所得税资产,"7,795,311.44","10,972,393.14","15,851,335.39","17,526,831.91","15,872,762.42","16,242,259.43","16,242,259.43","23,485,934.20","19,479,570.28","24,862,432.77","24,510,381.52","24,483,417.74","24,417,299.03","24,899,026.31","24,808,072.93","24,765,849.68","24,458,090.92","34,167,841.63","34,302,111.62"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,"65,486,235.16","45,875,562.60","49,921,662.75","22,361,625.34","20,692,208.34","19,329,152.59"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"505,796,467.98","511,283,269.68","621,407,056.36","683,426,225.65","837,286,417.39","2,558,027,953.79","2,550,086,416.33","2,424,770,265.17","2,441,046,251.31","2,494,177,527.36","2,493,857,688.52","2,700,859,225.87","2,712,693,658.15","3,027,227,745.97","3,035,686,578.50","3,068,104,216.03","3,035,789,920.45","3,612,234,450.17","3,585,921,922.20"
所有者权益(或股东权益)合计,"665,122,425.77","735,243,110.66","772,240,188.66","809,789,339.58","949,392,215.77","1,334,650,710.55","1,321,632,860.51","1,902,920,757.55","1,907,635,656.79","3,122,863,569.83","3,113,111,307.98","2,987,236,992.42","3,042,713,388.52","2,984,776,821.08","2,929,935,230.38","2,986,851,125.30","2,990,645,032.27","3,427,861,510.78","3,373,766,372.46"
资产总计,"2,066,539,339.57","2,236,191,694.57","3,256,849,292.05","3,804,463,167.07","4,365,777,796.04","6,084,766,768.20","6,422,300,185.89","6,219,816,884.87","6,334,250,218.32","7,840,740,366.44","6,843,442,531.14","6,756,271,800.19","6,964,870,439.22","7,503,963,966.07","7,635,863,825.08","9,052,072,419.78","9,612,676,834.33","10,906,430,721.13","11,508,608,727.48"
负债和所有者(或股东权益)合计,"2,066,539,339.57","2,236,191,694.57","3,256,849,292.05","3,804,463,167.07","4,365,777,796.04","6,084,766,768.20","6,422,300,185.89","6,219,816,884.87","6,334,250,218.32","7,840,740,366.44","6,843,442,531.14","6,756,271,800.19","6,964,870,439.22","7,503,963,966.07","7,635,863,825.08","9,052,072,419.78","9,612,676,834.33","10,906,430,721.13","11,508,608,727.48"
