科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"106,954,682.80","167,505,995.84","192,850,085.50","1,253,356,015.33","1,160,636,005.63","1,082,765,274.78","1,048,769,432.92","1,031,824,422.46","973,111,799.04","948,311,336.28","835,707,891.81","730,194,107.19","630,096,477.70","593,741,628.20","599,048,414.22","533,436,761.10","474,539,814.39","232,466,504.62","334,334,670.38","166,743,073.07","173,687,976.79","160,621,422.26","287,798,175.66","189,275,555.14","172,296,877.54","130,095,763.31","267,027,922.53","231,302,119.38","236,881,703.53","1,117,161,533.72","963,674,410.06","894,295,383.24","906,086,273.30","1,323,585,010.76","1,848,754,160.62","1,615,693,612.32","1,433,583,983.34"
短期借款,,"2,000,000.00","30,000,000.00","40,000,000.00","200,000.00","200,000.00","200,000.00","1,200,000.00","42,580,000.00","70,770,000.00","70,535,000.00","30,000,000.00",,"12,300,000.00","12,162,750.00","20,000,000.00","128,729,075.00","50,000,000.00","40,000,000.00","25,028,286.96","70,000,000.00","70,000,000.00","92,223,644.01","80,000,000.00","92,400,000.00","215,750,000.00","310,200,000.00","343,550,000.00","395,550,000.00","592,600,000.00","706,198,035.32","718,617,710.82","1,258,883,409.09","1,637,163,443.37","2,070,067,323.40","2,292,451,576.26","2,271,894,219.20"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"510,000.00",,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"18,764,400.00","2,177,500.00","7,558,258.02","6,330,700.00","3,387,945.18","8,624,798.20","6,133,000.00","5,199,226.12","4,537,482.75","4,996,970.00","10,567,590.00","5,948,200.00","3,748,904.00","1,834,458.96","3,807,155.72","3,568,603.80","2,771,581.30","1,997,924.47","1,081,130.61","1,744,700.00","2,172,830.00","5,123,720.00","2,933,820.00","2,027,000.00","1,437,500.00","1,737,500.00","1,526,550.00","5,301,792.00","4,922,842.00","2,675,900.00","17,036,379.50","15,242,765.50","1,956,200.00","11,544,313.70","8,494,660.08","12,365,875.50","8,774,745.59"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,726,427.72","7,454,197.22","24,265,960.42","27,273,427.37","66,741,371.81","76,965,610.92","247,163,427.48","1,140,966,690.91","1,721,239,020.00","1,743,849,739.00","1,620,495,451.00"
应收账款,"69,057,292.47","44,536,289.49","83,540,307.57","80,383,376.95","90,196,391.22","97,210,202.47","84,003,967.32","91,665,031.56","131,222,253.41","163,899,485.61","173,445,795.52","168,498,075.53","174,783,789.97","198,028,618.94","168,013,964.16","159,358,163.47","179,450,150.32","226,689,963.51","234,167,103.55","213,575,868.74","208,810,017.47","170,982,506.74","164,322,319.83","136,688,227.66","263,626,094.29","294,348,677.60","290,803,308.48","293,408,939.01","359,405,739.80","511,704,702.52","571,616,772.02","678,666,357.15","656,954,790.58","677,058,219.81","1,320,659,301.01","1,245,283,221.54","1,816,122,362.15"
应付账款,"52,492,407.78","30,268,882.15","35,567,225.90","30,256,015.78","21,460,188.82","28,786,672.22","31,344,508.01","35,373,732.55","37,409,753.14","56,757,904.04","56,416,197.73","54,559,566.69","54,361,168.52","63,507,714.38","51,746,348.85","58,384,359.92","86,691,189.27","97,326,159.55","85,263,306.23","74,092,502.68","74,056,922.29","87,807,246.54","75,324,435.36","86,076,103.61","129,600,975.43","137,819,007.69","125,986,054.40","159,482,026.20","179,365,551.10","242,046,757.81","192,976,807.10","206,482,347.76","235,900,599.64","251,716,233.39","282,623,450.17","417,312,224.66","494,737,225.16"
预付款项,"3,037,280.57","4,307,782.05","8,927,479.42","17,255,858.58","32,691,510.13","52,694,890.28","115,766,038.70","137,101,483.79","153,710,711.96","160,898,541.72","43,810,116.68","37,653,041.98","57,580,193.81","52,482,990.81","28,454,826.60","60,263,279.09","57,979,675.07","66,534,118.82","26,692,365.40","42,310,060.71","45,045,238.07","61,750,915.40","51,294,754.96","68,261,957.86","73,018,011.53","91,267,611.52","43,563,348.19","75,518,564.25","66,080,645.01","89,914,012.81","68,450,055.74","98,012,744.69","754,529,750.29","1,619,096,949.69","1,268,040,290.23","1,596,788,032.14","1,236,308,604.24"
预收款项,"19,885,300.97","8,344,719.12","5,499,376.60","5,581,666.72","3,135,656.96","3,836,370.33","4,078,799.53","7,191,203.44","4,385,801.24","4,134,744.14","4,289,860.40","7,785,572.22","17,885,605.98","12,704,397.63","9,657,509.33","9,694,320.73","10,531,516.22","11,155,057.43","10,434,072.72","6,413,595.62","12,307,138.42","28,889,982.42","15,331,497.19","7,794,353.42","37,406,644.29","33,584,080.03","21,093,603.62","29,474,049.66","48,275,692.75","22,295,289.35","29,599,764.20","47,412,509.29","96,692,629.24","173,384,232.33","29,229,310.33","64,270,762.90","76,541,802.46"
