科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付的各项税费,"126,292,214.26","139,853,764.31","185,624,458.81","45,777,822.37","103,514,423.21","158,169,271.35","225,628,690.29","61,532,726.27","137,218,841.27","209,904,178.72","276,965,182.79","84,727,869.85","195,373,863.01","280,390,762.50","420,163,643.32","111,325,942.70","218,137,454.05","421,067,549.33","537,399,727.22","146,510,047.44"
收到其他与筹资活动有关的现金,,,,,,,,"73,172,225.00","68,722,225.00","19,222,225.00","16,412,225.00","22,760,000.00","41,160,000.00",,,,,,,
支付其他与经营活动有关的现金,"209,874,941.96","239,622,662.28","307,324,445.82","64,014,382.18","179,894,663.50","278,519,052.21","409,495,438.60","79,210,573.19","222,155,938.90","312,334,273.74","546,404,870.11","128,710,861.55","251,826,011.20","420,855,505.32","716,077,013.58","198,330,769.34","404,559,106.60","560,534,723.47","1,030,668,029.11","291,650,856.22"
筹资活动现金流入小计,"15,000,000.00",,,"737,040,000.00","737,040,000.00","737,540,000.00","737,040,000.00","73,172,225.00","68,722,225.00","1,344,617,434.28","1,346,729,096.37","22,760,000.00","41,160,000.00",,,,"15,000,000.00","329,500,000.00","794,000,000.00","24,000,000.00"
经营活动现金流出小计,"1,699,436,992.27","1,908,406,320.34","2,336,637,757.25","664,907,838.49","1,432,944,533.46","2,145,488,276.29","3,066,125,328.90","908,866,266.96","1,891,094,840.92","2,815,542,620.00","4,164,300,480.10","1,140,746,027.65","2,429,102,386.43","3,645,076,431.86","5,179,980,580.10","1,687,191,409.36","3,274,764,256.26","4,962,344,873.47","7,364,792,534.11","2,488,169,483.87"
偿还债务支付的现金,"42,000,000.00",,,,,,,,,,,,,,,"19,000,000.00","19,000,000.00","55,384,182.25","68,384,182.25",
经营活动产生的现金流量净额,"80,726,610.68","156,708,014.04","212,345,071.15","78,088,444.60","67,865,874.35","154,889,606.40","181,517,411.28","56,914,526.42","80,996,750.29","180,010,158.99","139,937,791.60","78,352,079.85","134,244,089.44","244,778,989.66","317,202,120.18","106,328,163.69","176,090,886.79","322,006,354.79","510,711,302.33","199,154,652.46"
分配股利、利润或偿还利息支付的现金,"442,250.00","24,000,000.00","48,840,000.00",,,,"80,000,000.00",,,,,,"40,189,037.40","58,437,399.03","54,070,637.40",,"84,011,060.34","160,803,629.30","185,795,834.23","12,320,589.37"
收回投资收到的现金,,,,,,"1,050,000.00","1,050,000.00",,,,,,,,,,,"44,295,500.00","585,500.00",
支付其他与筹资活动有关的现金,"2,800,000.00","18,510,000.00","55,954,000.00","46,737,395.68","103,741,226.00","82,471,395.68","107,071,225.00",,,,"2,558,632.97",,,"14,440,000.00",,,,,"13,410,000.00",
取得投资收益收到的现金,,,,,,"3,510,200.64",,,"2,234,947.41","2,407,550.16",,,,,,,"18,094,824.24","31,624,867.50","2,980,163.02",
筹资活动现金流出小计,"45,242,250.00","42,510,000.00","104,794,000.00","46,737,395.68","103,741,226.00","82,471,395.68","187,071,225.00",,,,"2,558,632.97",,"40,189,037.40","72,877,399.03","54,070,637.40","19,000,000.00","103,011,060.34","216,187,811.55","267,590,016.48","12,320,589.37"
处置固定资产、无形资产和其他长期资产收回的现金净额,"645,067.73","204,620.04","286,523.56","19,711.64","169,712.54","19,595.64","385,462.04",,,,"405,742.48",,"5,249.00","7,050.00","1,172,448.89",,"18,521.70","30,549.73","1,452,715.29",
筹资活动产生的现金流量净额,"-30,242,250.00","-42,510,000.00","-104,794,000.00","690,302,604.32","633,298,774.00","655,068,604.32","549,968,775.00","73,172,225.00","68,722,225.00","1,344,617,434.28","1,344,170,463.40","22,760,000.00","970,962.60","-72,877,399.03","-54,070,637.40","-19,000,000.00","-88,011,060.34","113,312,188.45","526,409,983.52","11,679,410.63"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,"62,661,127.98","63,582,800.00","62,661,127.98",
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"5,205,800.00",,,,"120,970,472.22","763,500,000.00","1,335,682,430.84","201,484,383.56","647,287,339.09","1,579,097,339.09","2,561,062,691.78","1,072,072,996.39","1,711,728,403.79","2,820,834,563.97","3,439,208,169.77","1,495,068,149.88","2,780,838,836.13","3,812,218,537.22","4,682,083,633.52","523,665,268.27"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"5,850,867.73","204,620.04","286,523.56","19,711.64","121,140,184.76","768,079,796.28","1,337,117,892.88","201,484,383.56","649,522,286.50","1,581,504,889.25","2,561,468,434.26","1,072,072,996.39","1,711,733,652.79","2,820,841,613.97","3,440,380,618.66","1,495,068,149.88","2,861,613,310.05","3,951,752,254.45","4,749,763,139.81","523,665,268.27"
五、现金及现金等价物净增加额,"-62,973,069.16","42,598,955.61","11,856,361.36","471,951,163.74","67,745,040.28","-29,570,516.14","34,992,242.07","-45,981,034.52","-31,316,532.12","110,353,863.35","-56,549,966.33","75,134,270.49","78,654,753.37","51,096,157.83","114,087,486.18","315,842,867.95","320,323,379.59","115,706,143.12","554,858,460.23","-82,767,302.16"
购建固定资产、无形资产和其他长期资产支付的现金,"92,208,297.57","56,605,978.01","95,981,233.35","16,459,596.82","42,559,792.83","124,939,540.14","162,373,975.04","137,385,142.18","157,674,563.84","189,493,000.11","254,856,234.35","28,324,245.64","83,117,391.35","153,110,486.66","206,726,814.72","41,926,722.24","89,761,882.11","168,947,484.26","233,670,368.14","57,305,326.27"
期初现金及现金等价物余额,"150,147,831.33","87,174,762.17","129,773,717.78","141,630,079.14","141,630,079.14","141,630,079.14","141,630,079.14","176,622,321.21","176,622,321.21","176,622,321.21","176,622,321.21","120,072,354.88","120,072,354.88","120,072,354.88","120,072,354.88","234,159,841.06","234,159,841.06","234,159,841.06","234,159,841.06","789,018,301.29"
投资支付的现金,,,,,,,,,,,,,,,"61,200,000.00",,,"30,350,000.00","22,500,000.00",
期末现金及现金等价物余额,"87,174,762.17","129,773,717.78","141,630,079.14","613,581,242.88","209,375,119.42","112,059,563.00","176,622,321.21","130,641,286.69","145,305,789.09","286,976,184.56","120,072,354.88","195,206,625.37","198,727,108.25","171,168,512.71","234,159,841.06","550,002,709.01","554,483,220.65","349,865,984.18","789,018,301.29","706,250,999.13"
