科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"306,329,892.22","399,912,778.47","258,782,641.17","275,938,582.48","194,592,988.89","229,118,567.40","246,617,988.82","311,960,406.91","466,770,203.65","771,142,887.73","475,951,715.35","266,037,681.42","421,451,655.48","325,207,022.35","363,748,447.92","385,362,845.97","841,911,682.67","478,345,953.84","781,158,012.26","491,607,538.50","803,328,122.35","527,652,312.72","542,284,095.29","592,736,211.01","750,902,191.88","779,583,178.75","582,356,587.75","560,398,886.56","1,908,667,847.74","1,691,441,502.69","1,550,378,786.56","1,496,774,805.89","1,560,158,478.55","2,194,462,765.92","3,381,370,684.88","3,026,238,462.77","3,283,585,863.71","2,601,492,528.35","2,059,017,310.28","2,156,841,952.46","1,820,892,850.86","1,168,054,865.63","1,153,977,259.34","1,273,629,356.78","1,343,684,903.06"
短期借款,"832,581,800.00","876,340,257.46","793,589,000.00","737,922,800.00","764,890,778.24","841,971,100.24","1,268,396,225.97","1,282,318,535.08","1,210,065,004.34","1,441,224,576.15","1,317,001,392.33","1,265,327,218.30","1,502,122,164.58","1,631,685,174.19","1,531,579,308.49","1,605,115,816.65","1,808,113,282.38","1,549,308,162.96","2,071,527,670.66","2,296,153,508.88","2,527,885,357.82","2,316,264,034.20","2,014,244,166.36","2,138,981,405.74","2,307,968,934.59","2,339,300,709.05","2,327,443,535.33","2,489,664,559.04","2,538,162,942.10","2,560,021,316.49","2,598,234,933.46","2,827,370,408.88","2,770,983,147.16","2,972,551,255.07","2,404,885,416.23","3,100,575,236.54","3,679,349,999.99","2,965,803,534.21","2,346,350,000.00","2,466,350,000.00","2,603,509,225.04","2,181,523,868.50","2,284,557,235.44","2,370,908,976.31","2,491,788,604.22"
交易性金融资产,,,"996,525.80",,,,,"1,317,888.00",,,,,,,,,,,"152,935,980.00",,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,"600,710.00",,,,,"325,324.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"192,701,824.42","200,905,430.82","237,559,340.95","212,360,887.78","164,113,995.97","236,179,169.00","129,585,044.82","257,747,157.02","155,761,800.14","243,157,202.85","290,308,449.87","270,017,950.93","332,079,218.16","424,293,996.20","426,032,994.44","402,663,015.94","672,384,298.01","589,406,359.34","1,094,838,294.38","878,617,219.55","825,682,529.55","637,667,170.01","584,176,714.24","478,213,542.21","538,250,779.02","401,061,150.68","621,013,466.14","786,680,898.30","616,060,137.34","810,049,675.00","941,694,165.07","854,880,268.12","783,901,747.61","984,946,736.93","909,013,680.23","549,880,316.83","523,249,184.71","487,780,630.76","504,899,778.44","688,911,141.35","852,162,670.75","659,325,218.69","953,482,451.14","1,323,825,575.52","1,579,257,200.29"
应付票据,"147,100,000.00","139,000,000.00","53,900,000.00","43,000,000.00","45,585,426.10","96,585,426.10","168,000,000.00","178,000,000.00","197,500,000.00","348,000,000.00","339,500,000.00","85,000,000.00","80,000,000.00","110,000,000.00","186,600,000.00","151,600,000.00","182,000,000.00","183,000,000.00","199,432,700.00","78,380,000.00","196,852,000.00","331,500,000.00","253,620,000.00","178,595,000.00","288,300,000.00","444,274,000.00","626,060,193.80","458,858,983.80","431,107,790.00","889,576,560.00","1,002,880,866.07","1,004,738,936.45","877,370,546.28","1,679,830,758.60","2,949,722,238.96","1,402,526,112.53","1,147,214,699.29","961,228,253.74","1,172,037,799.31","1,109,244,458.46","1,124,896,625.46","813,777,787.64","995,538,739.66","1,267,443,224.77","1,464,341,531.96"
应收账款,"421,103,487.77","481,616,949.83","240,158,999.49","263,702,433.54","470,563,120.00","496,638,890.80","602,621,776.00","546,880,219.75","574,395,447.29","504,571,029.78","583,275,900.73","694,429,790.06","750,410,650.51","782,312,879.99","980,531,153.70","1,093,930,972.33","1,191,065,420.26","1,358,430,534.74","1,299,737,412.30","1,125,206,307.01","1,544,058,496.71","1,484,509,195.64","1,282,480,807.43","1,188,619,495.68","1,276,418,925.32","1,535,651,289.70","1,684,829,671.40","1,162,688,263.22","1,243,671,912.27","1,633,586,193.57","1,556,901,533.26","1,399,576,574.06","1,534,900,854.30","1,597,796,639.27","1,704,757,460.80","1,286,423,439.89","1,389,298,119.21","1,420,775,686.81","1,284,832,465.19","1,171,260,314.97","1,330,155,576.60","1,221,494,292.88","1,231,725,214.03","1,143,983,536.29","1,150,180,019.95"
应付账款,"286,817,434.12","299,736,247.80","229,972,859.45","325,614,436.09","445,535,485.30","464,608,187.20","488,727,749.28","503,528,963.29","469,672,678.27","437,456,097.77","423,857,132.70","437,825,785.31","536,598,684.21","672,584,430.58","662,867,709.33","662,710,875.85","742,541,463.58","730,565,543.76","577,598,355.01","725,751,374.07","610,246,151.25","602,064,264.38","669,560,619.01","638,932,047.31","718,792,893.17","651,872,274.80","770,272,530.37","706,974,659.74","551,142,857.18","713,072,352.01","776,801,822.84","727,480,270.10","939,649,656.31","760,922,623.34","781,150,443.15","572,597,727.13","638,433,797.33","603,134,846.81","597,575,153.74","656,895,292.08","871,267,953.14","957,723,865.58","843,612,085.15","830,653,164.65","800,237,603.69"
预付款项,"110,446,299.76","118,918,192.49","398,144,173.85","378,863,609.27","402,212,787.63","308,873,967.06","167,887,250.36","82,711,489.14","82,296,005.69","96,177,039.63","104,357,892.50","134,931,280.09","158,468,772.89","212,067,055.51","201,114,439.10","346,847,366.75","237,191,599.07","219,196,354.82","253,125,653.57","594,471,631.11","423,285,982.79","472,082,692.99","425,289,411.04","386,160,789.04","333,396,999.56","435,586,460.67","479,224,652.04","310,144,394.13","423,955,282.06","298,528,074.74","270,199,466.00","527,762,369.26","682,561,023.74","664,585,135.54","469,289,896.85","267,381,992.43","501,508,015.32","293,727,597.11","275,363,675.33","351,568,650.52","390,616,945.61","301,868,545.37","298,883,457.50","69,758,865.48","121,330,661.73"
预收款项,"31,565,888.90","88,513,492.18","8,855,536.19","106,300,953.12","79,935,413.12","101,861,009.04","114,703,327.27","25,830,963.20","51,366,607.00","38,909,586.17","54,349,519.86","52,046,959.77","71,718,778.08","58,045,470.03","64,752,890.57","95,583,467.17","83,753,975.36","62,003,620.62","59,153,216.78","72,115,449.27","47,454,540.38","45,407,281.97","61,592,449.37","23,103,080.42","8,798,008.49","91,713,324.09","118,614,446.29","106,825,857.86","132,072,030.87","98,658,909.84","107,446,122.50","91,845,004.53","113,016,556.13","101,662,804.82","142,731,502.82","126,011,820.58","88,353,570.83","113,253,677.38","127,847,605.62","194,711,916.66","185,017,709.58","121,528,888.05","194,600,680.80","157,141,173.12","139,468,875.68"
其他应收款,"12,363,669.53","21,390,607.33","14,844,300.95","15,713,709.69","17,969,602.64","32,690,432.18","15,717,118.26","12,714,226.95","14,914,076.27","18,671,423.99","15,839,706.44","6,108,276.42","7,826,164.63","8,023,237.67","10,989,772.64","8,543,511.61","7,288,146.36","8,991,756.52","25,448,630.42","9,370,126.78","11,723,496.72","15,654,274.34","11,188,633.35","7,073,085.68","7,025,395.86","7,740,010.90","6,723,246.05","6,881,561.47","8,420,496.85","7,481,274.95","8,543,317.19","22,060,444.68","57,119,390.56","19,647,946.36","23,429,681.26","11,540,415.26","11,810,379.49","16,473,203.15","13,207,840.45","9,940,571.66","18,012,926.46","11,668,553.80","15,187,230.42","28,338,417.94","46,265,783.34"
应付职工薪酬,"4,442,657.10","4,347,192.61","4,609,643.56","11,865,654.62","8,963,649.41","12,453,188.04","9,358,607.21","9,387,230.46","9,300,750.34","10,018,609.46","37,124,910.03","16,848,042.66","6,503,838.38","9,252,461.78","2,749,439.31","8,427,326.90","2,805,100.08","2,024,301.78","927,087.82","5,384,609.46","860,031.25","1,410,392.89","2,487,159.36","14,189,886.54","2,392,604.17","4,516,016.68","2,685,218.40","16,216,763.54","2,612,759.59","6,410,725.60","2,941,738.38","14,858,881.05","2,555,704.15","1,831,948.56","2,552,104.99","14,631,838.80","2,121,726.07","2,288,658.99","1,442,204.37","11,462,376.40","1,699,941.54","1,583,465.40","1,787,173.28","36,795,429.98","29,523,615.46"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"178,002,179.03","150,665,728.62","145,451,317.77","141,826,081.30","161,447,515.02","143,220,052.12","126,815,480.66","139,055,989.44","124,995,371.17","121,681,751.11","164,134,247.91","177,623,894.53","127,984,786.83","65,971,658.49","103,724,973.44","51,209,208.29","58,077,435.51","39,261,787.28","29,608,647.49","78,163,476.66","64,948,285.11","-25,412,398.61","19,972,833.26","49,725,448.53","41,045,027.97","16,458,469.52","22,721,353.78","33,700,220.79","78,692,344.04","11,712,840.92","-8,711,380.91","48,819,268.58","115,167,119.35","17,756,002.44","-2,927,017.49","16,076,088.87","23,540,455.08","-26,069,229.95","-34,131,022.64","29,094,266.58","38,393,768.33","23,631,433.85","54,886,303.91","79,501,979.45","111,955,542.02"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,119,150.68","35,764,150.68",,"20,790,270.83","33,600,309.04","50,672,409.04","14,877,905.10","18,460,181.93",,,,,"1,450,000.00","4,310,273.97"
