科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"363,296,482.73","407,901,463.46","387,600,078.68","76,910,048.91","294,859,324.86","460,908,953.90","625,678,645.92","86,267,751.66","271,036,374.55","443,719,365.91","707,006,131.87","217,139,699.22","381,974,141.17","504,084,726.49","736,353,495.36","167,752,866.06","488,793,264.01","686,028,072.08","1,027,813,426.55","199,671,020.83"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"4,149.10","3,447.27",,,"4,849,986.14","5,153,859.20","4,990,501.36","50,763.75","83,395.82","2,888,725.20","1,430,940.02",473.29,"1,292,562.20","1,775,030.04","6,610,100.49","280,115.15","1,342,350.55","2,417,136.70","2,841,561.26","128,245.80"
支付其他与投资活动有关的现金,,,,,"6,000,000.00","6,000,000.00","6,000,000.00",,,,,,,,"6,505,000.00",,"100,000,000.00",,"1,230,000.00",
收到其他与经营活动有关的现金,"3,828,585.84","18,070,592.00","5,252,073.02","206,051.12","4,298,540.27","1,799,019.35","8,499,716.96","2,698,042.36","41,396,788.92","35,637,415.76","14,258,737.73","766,116.04","9,094,659.78","12,739,927.01","9,907,921.12","9,489,582.18","15,988,212.11","21,696,003.25","16,075,928.59","4,219,369.11"
投资活动现金流出小计,"12,014,054.25","34,944,263.03","63,049,898.91","5,035,266.35","16,272,419.10","859,895,065.17","912,082,260.20","101,902,509.27","134,790,234.05","197,945,094.89","285,662,602.51","252,030,362.59","287,199,478.07","326,323,760.17","432,877,639.96","37,256,816.21","272,323,545.72","489,378,892.33","604,967,394.70","56,096,350.53"
经营活动现金流入小计,"367,129,217.67","425,975,502.73","392,852,151.70","77,116,100.03","304,007,851.27","467,861,832.45","639,168,864.24","89,016,557.77","312,516,559.29","482,245,506.87","722,695,809.62","217,906,288.55","392,361,363.15","518,599,683.54","752,871,516.97","177,522,563.39","506,123,826.67","710,141,212.03","1,046,730,916.40","204,018,635.74"
投资活动产生的现金流量净额,"205,945.75","-32,944,263.03","-45,169,898.91","1,764,733.65","-4,392,419.10","-831,274,638.98","-883,452,973.57","-80,893,177.27","-122,790,234.05","-185,672,494.89","-266,482,809.65","-252,030,362.59","-285,193,478.07","-316,293,760.17","-418,029,639.96","-37,256,816.21","-269,323,545.72","-385,398,864.28","-382,579,570.49","-56,096,350.53"
购买商品、接受劳务支付的现金,"218,030,880.08","254,574,485.81","234,680,187.29","117,128,169.28","223,636,613.50","328,319,538.22","439,642,065.97","92,671,122.77","171,393,675.79","284,971,215.43","416,776,793.65","159,274,321.23","269,152,126.15","376,434,134.70","511,183,247.51","165,295,164.81","265,656,727.17","486,891,044.10","707,748,831.85","155,527,080.52"
吸收投资收到的现金,,,,,"184,028,800.00","184,028,800.00","209,018,800.00",,,,,,,"43,385,925.00","43,875,925.00","432,901,610.10","433,881,610.10","433,881,610.10","433,745,935.10",
支付给职工以及为职工支付的现金,"36,802,484.95","44,786,208.57","59,811,043.43","15,706,612.41","36,180,571.06","48,809,881.01","72,583,048.31","17,212,129.63","37,547,099.17","60,552,172.49","86,166,679.11","20,507,346.27","40,256,268.52","60,359,853.48","80,871,599.29","20,018,030.23","41,375,857.85","60,314,265.74","92,009,028.98","21,898,914.21"
取得借款收到的现金,"132,440,000.00","216,398,393.00","349,000,000.00","153,000,000.00","355,000,000.00","1,117,360,483.00","725,960,483.00","524,468,418.42","554,468,418.42","705,239,463.14","823,069,306.43","251,072,660.22","376,172,558.35","524,965,450.69","1,018,379,458.34","127,470,210.54","162,187,526.20","312,187,526.20","506,687,526.20","206,397,850.00"
支付的各项税费,"40,083,370.06","41,890,406.24","46,979,013.65","8,139,267.64","15,007,716.92","36,821,803.94","45,869,415.79","3,327,304.67","17,210,608.09","25,075,784.13","32,637,122.24","9,651,746.14","13,774,478.24","23,062,282.39","30,612,774.37","13,763,576.53","23,341,589.41","34,796,153.10","43,499,673.10","13,676,037.47"
收到其他与筹资活动有关的现金,,,,,,,"466,530,446.23","5,770,000.00","19,470,000.00",,"80,868,234.23","7,475,000.00","16,475,000.00","35,474,997.00","480,100,981.90","13,580,000.00","18,460,000.00","59,860,000.00","148,160,000.00","22,700,000.00"
支付其他与经营活动有关的现金,"18,048,477.28","22,691,813.76","39,337,591.99","8,472,117.32","22,451,432.17","35,635,433.22","49,287,092.66","14,582,071.94","25,791,192.49","42,767,624.76","72,190,465.85","15,586,222.65","33,246,923.50","58,210,185.98","69,385,289.58","25,912,868.76","48,983,772.92","75,556,605.74","107,983,439.47","17,953,125.89"
筹资活动现金流入小计,"132,440,000.00","216,398,393.00","349,000,000.00","153,000,000.00","539,028,800.00","1,301,389,283.00","1,401,509,729.23","530,238,418.42","573,938,418.42","705,239,463.14","903,937,540.66","258,547,660.22","392,647,558.35","603,826,372.69","1,542,356,365.24","573,951,820.64","614,529,136.30","805,929,136.30","1,088,593,461.30","229,097,850.00"
经营活动现金流出小计,"312,965,212.37","363,942,914.38","380,807,836.36","149,446,166.65","297,276,333.65","449,586,656.39","607,381,622.73","127,792,629.01","251,942,575.54","413,366,796.81","607,771,060.85","205,019,636.29","356,429,796.41","518,066,456.55","692,052,910.75","224,989,640.33","379,357,947.35","657,558,068.68","951,240,973.40","209,055,158.09"
