科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"232,892,724.22","204,064,226.29","147,092,293.10","98,213,662.12","78,739,653.90","31,510,194.87","88,906,659.36","59,133,297.51","108,284,027.19","39,606,767.62","30,439,931.76","154,148,894.14","232,751,986.12","98,102,995.14","67,928,445.96","34,493,067.87","77,672,355.84","46,416,309.59","163,471,126.51","75,126,400.69","157,774,715.34","57,618,448.44","64,572,526.50","56,175,053.50","36,166,069.52","61,950,356.18","37,873,089.56","105,272,693.13","83,209,835.20","126,719,247.29","107,289,333.89","124,557,861.94","73,803,751.75","334,875,281.55","496,128,367.91","464,654,297.64","668,430,685.93","446,927,108.19","328,123,729.56","392,688,853.41","532,463,615.02","340,126,391.11","382,309,319.23","439,574,727.48"
短期借款,"212,950,000.00","167,300,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","135,000,000.00","135,000,000.00","135,000,000.00","135,000,000.00","50,000,000.00",,,"235,000,000.00","235,000,000.00","280,000,000.00","280,000,000.00","185,000,000.00","185,000,000.00","140,000,000.00","200,000,000.00","246,000,000.00","346,000,000.00","376,000,000.00","316,000,000.00","170,000,000.00","120,000,000.00","120,000,000.00","110,000,000.00","90,000,000.00","90,000,000.00","860,000,000.00","930,000,000.00","895,400,000.00","315,000,000.00","690,000,000.00","508,000,000.00","396,000,000.00","331,300,000.00","245,900,000.00","266,000,000.00","562,407,887.03"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,567,742.20","19,340,997.13","74,400.00","74,400.00","66,240.00","68,760.00","61,620.00","58,980.00","53,100.00","52,860.00","47,160.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,017,520.00",,"1,170,000.00",,"7,206,647.50","6,888,108.60","18,678,993.60",,,"427,700.00","4,025,600.00","21,708,591.10","37,292,029.12","75,430,379.07","69,348,696.48","170,137,930.35","180,417,126.96","177,731,732.92","229,822,975.53","271,033,006.43","112,657,999.93","152,907,209.09","120,099,963.24","83,321,488.90","108,496,344.17","117,335,938.04","113,148,467.98","135,579,408.01","89,271,717.35","12,512,500.00","15,777,204.48","20,195,840.68","46,669,642.43","7,558,285.53","9,886,681.11","615,240.23",,,"260,000.00","260,000.00",,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,990,421.59","25,990,421.59","20,000,000.00","30,000,000.00","10,000,000.00",,,,,,,,,,,
应收账款,"3,003,208.35","2,547,774.65","796,456.21","1,120,637.37","755,332.77","70,383.74","316,093.14","252,558.26","2,309,974.75","14,254,356.46","8,889,570.63",,,"1,817,382.75","6,498,797.67","4,333,221.70","7,735,986.20","6,832,082.70","6,741,040.70","1,250,857.92","4,062,528.15","6,949,089.08","7,588,394.94","4,786,502.34","16,605,451.84","4,631,406.35","3,434,453.13","3,824,334.99","3,786,850.85","3,772,226.74","4,250,560.25","4,623,435.86","4,502,465.06","141,952,025.88","13,821,916.34","11,323,179.06","13,262,443.87","19,417,305.29","12,145,494.96","5,202,501.49","4,052,176.25","3,373,357.14","2,720,872.53","3,791,125.21"
应付账款,"53,935,081.59","54,845,307.08","39,916,772.31","41,408,642.51","44,965,041.28","66,626,092.40","82,339,683.78","172,045,139.07","128,430,299.06","120,584,569.93","113,766,906.34","107,285,615.54","93,273,478.40","128,103,980.87","121,007,132.67","149,833,000.30","131,611,657.12","134,746,000.28","133,353,518.70","126,533,618.28","90,168,452.94","131,213,466.20","111,889,033.76","113,651,958.15","141,592,937.45","156,991,376.29","115,729,142.29","111,626,360.61","157,222,607.23","166,811,840.98","183,831,980.26","176,213,816.36","170,323,876.77","180,330,065.15","167,878,730.54","177,914,166.01","6,082,804.87","12,281,149.67","8,103,112.87","508,119.69","2,629,133.51","414,102.60","414,102.60","121,794.90"
预付款项,"15,737,525.97","15,520,799.57","23,641,296.26","59,354,659.03","112,783,868.07","158,449,523.82","248,745,454.92","64,696,901.30","104,863,935.04","115,518,490.84","119,436,493.25","45,126,375.81","88,377,775.68","142,453,777.59","109,500,344.90","37,936,297.99","61,948,911.88","87,248,014.56","88,262,718.25","22,407,775.47","20,800,810.03","10,200,296.48","10,227,845.87","82,820,030.56","99,053,867.72","39,029,322.81","21,371,637.38","12,932,971.87","20,644,037.41","17,500,165.08","14,944,938.23","2,120,379.98","19,256,882.61","45,136,740.19","9,421,447.41","4,605,244.97","6,257,762.40","14,241,687.90","5,281,847.34","5,384,251.34","15,185,030.00","1,921,810.00","1,034,160.00","1,199,710.16"
预收款项,"9,539,235.23","9,283,451.80","16,954,921.99","9,197,367.63","9,251,063.49","8,505,671.25","7,436,116.83","7,693,925.92","13,474,003.46","19,975,788.86","19,653,550.18","13,899,164.77","12,303,817.25","15,567,656.83","18,669,863.95","33,645,392.17","59,562,229.69","39,221,842.78","31,416,444.17","28,780,887.38","35,446,515.54","36,299,842.70","53,521,269.31","31,677,995.10","41,396,921.63","35,123,865.33","54,070,095.27","37,458,175.31","57,985,796.45","38,234,199.53","46,520,484.14","27,642,416.05","29,404,661.31","46,368,173.96","70,771,754.24","44,534,968.37","19,458,566.31","17,763,031.94","14,689,102.30","13,638,590.07","15,145,484.49","30,455,723.68","25,701,256.33","28,893,063.33"
