科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"74,756,917.70","98,378,347.08","156,810,465.71","128,316,640.74","1,520,697,903.50","1,509,684,801.49","1,574,408,557.23","1,243,575,591.74","1,234,482,531.05","1,259,251,264.17","1,428,849,714.58","1,321,308,612.33","1,215,522,732.58","1,236,967,729.45","1,476,902,622.18","1,450,348,540.70","1,216,551,321.83","1,013,800,940.78","1,601,997,780.04","1,720,441,073.42","1,304,356,817.93","1,032,238,126.61","2,027,496,348.70","1,868,156,818.03","1,021,513,004.99","1,159,103,415.67","1,712,843,214.53","1,524,203,048.72","1,327,464,906.84","1,068,758,067.50","2,281,090,922.24","2,173,769,961.29","1,322,033,084.04","1,324,417,548.94","1,838,648,950.69","1,837,734,598.77"
短期借款,,,"30,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,000,000.00","100,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,000.00",,,,"150,000.00","303,041.80"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"6,586,478.62","2,674,055.76","3,768,032.80","10,727,535.65","8,660,545.54","10,407,331.99","4,493,880.30","20,185,029.84","25,770,976.54","20,783,695.79","14,800,974.32","27,636,516.39","36,726,596.92","43,752,212.25","25,885,792.37","43,233,259.11","39,267,843.40","46,000,229.68","19,330,415.59","41,278,841.16","70,539,625.58","78,231,822.11","49,527,855.33","83,442,458.61","79,773,704.64","121,003,430.57","64,424,357.88","96,414,057.03","107,189,208.38","133,748,988.77","65,692,645.74","125,019,528.70","174,821,366.64","186,091,997.32","127,396,743.91","236,063,651.94"
应付账款,"564,627.54","2,461,983.98","748,659.92","1,686,472.72","1,645,304.80","1,586,127.68","827,729.76","2,546,030.33","1,035,002.18","3,190,275.27","3,223,060.82","5,599,104.27","4,807,304.78","4,824,728.84","5,351,744.45","5,356,621.48","6,874,717.35","9,027,869.72","42,802,086.63","23,991,356.04","25,569,795.29","27,209,710.62","21,553,544.20","16,483,769.80","18,065,214.03","14,588,917.03","22,077,816.59","14,750,252.17","13,369,925.84","28,697,294.97","26,336,934.62","15,210,628.58","40,964,168.33","23,121,316.06","27,434,667.46","20,592,753.36"
预付款项,"8,267,541.73","3,977,660.08","933,408.45","3,516,337.31","1,346,876.40","1,483,722.79","2,759,928.18","3,335,038.64","5,295,734.27","3,427,933.91","1,952,352.39","7,357,476.04","10,325,296.89","13,592,444.36","5,923,165.54","10,455,121.80","17,111,081.15","16,659,825.35","9,887,632.04","18,224,166.72","16,656,962.03","14,860,202.89","19,092,779.65","26,012,138.54","27,202,923.39","32,510,353.21","17,570,946.25","23,504,024.50","14,789,129.39","229,657,971.96","16,214,119.95","23,859,027.21","33,736,288.62","30,685,441.25","19,124,577.29","29,047,065.47"
预收款项,"3,080,401.98","1,159,658.00","1,343,176.12","1,334,096.12","1,398,217.80","1,735,178.60","5,180,978.16","2,301,073.36","1,687,361.56","2,940,280.56","3,533,597.46","3,257,569.46","3,945,936.56","4,575,221.56","11,058,149.06","6,944,436.09","8,406,419.47","14,614,874.67","30,448,076.99","12,208,283.66","11,660,179.92","10,846,996.06","14,701,200.06","12,583,203.75","16,397,244.04","19,916,114.95","32,852,753.37","20,696,529.10","41,570,775.99","36,756,834.00","26,505,078.93","32,820,800.29","65,483,519.79","108,226,554.84","178,027,446.12","210,382,271.19"
