科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"176,368,688.20","210,885,878.90","280,249,382.36","228,735,411.52","272,173,235.58","301,447,356.86","260,935,282.09","227,614,100.51","266,930,490.51","349,091,813.57","295,269,782.89","222,822,432.37","142,168,126.49","133,534,242.19","156,585,762.27","102,314,779.57","101,065,878.72","102,408,635.74","72,898,139.20","321,899,015.84","288,875,725.86","315,805,545.24","311,534,386.16","312,921,495.17","348,602,389.75","386,246,077.76","227,289,701.33","197,457,547.47","241,799,828.02","633,832,698.37","679,782,393.41","380,117,930.64","401,377,720.82","390,651,190.56","378,707,360.20","432,609,789.60","402,667,889.66","501,963,721.44","376,294,513.57","261,713,234.96","320,064,190.84","236,418,718.04","249,725,599.98","333,547,485.33","411,940,011.44","300,172,577.42","420,695,941.07","410,871,700.43","591,041,479.28"
短期借款,"216,500,000.00","181,500,000.00","226,500,000.00","230,000,000.00","220,000,000.00","225,500,000.00","243,000,000.00","238,000,000.00","224,000,000.00","284,000,000.00","207,300,000.00","227,300,000.00","193,300,000.00","203,300,000.00","213,000,000.00","180,999,928.50","199,999,928.50","231,984,687.04","247,484,687.04","124,000,000.00","146,000,000.00","162,000,000.00","144,000,000.00","191,673,872.77","200,639,427.02","251,730,574.01","134,153,290.90","112,854,991.22","105,064,709.37","3,282,812.35","4,207,347.47","39,154,711.64","17,772,638.92","14,582,553.39","14,329,599.56","51,838,125.49","100,560,452.56","90,000,000.00","1,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","50,000,000.00",,,,"150,000,000.00","150,000,000.00","255,889,205.05"
交易性金融资产,,,,,,,,,,,,,,,,,,,,"73,615.47",,,,"50,700.00",,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"12,808,573.45","3,786,241.02","15,533,840.18","10,375,440.33","1,492,473.14","11,967,773.00","1,776,543.00","7,283,246.10","5,752,031.34","5,077,033.69","4,986,708.00","12,501,029.41","6,830,070.20","6,589,805.49","8,225,471.28","13,099,875.10","9,119,687.61","5,328,530.30","14,641,600.96","11,731,831.90","13,618,350.22","22,375,332.51","16,966,280.28","20,229,778.57","7,222,873.18","19,273,039.19","17,894,687.75","26,382,509.02","18,903,727.36","20,617,580.67","15,883,828.12","26,001,620.91","33,178,718.68","26,711,532.66","37,183,906.36","48,263,265.27","72,750,153.83","54,667,656.36","53,909,571.92","65,247,210.07","63,919,540.58","42,953,955.76","78,312,154.28","86,956,165.17","77,714,339.07","77,825,502.14","80,424,146.00","88,891,625.55","76,316,300.27"
应付票据,"232,606,156.35","219,306,345.77","230,847,796.73","189,582,520.75","230,801,688.77","290,365,411.01","229,038,993.88","158,150,756.28","209,433,846.17","259,248,104.36","252,033,820.00","176,261,586.07","99,019,120.56","96,490,356.94","106,384,145.91","84,081,040.72","71,967,255.30","66,677,772.63","56,633,121.11","25,615,228.31","16,547,879.35","72,424,966.66","108,218,106.10","109,516,668.10","168,311,542.24","178,224,353.00","111,350,000.00","96,593,505.85","120,517,107.86","156,200,000.00","179,700,000.00","253,400,000.00","279,621,915.50","149,938,226.24","224,998,082.51","163,300,000.00","228,282,473.32","256,292,010.32","285,400,000.00","141,173,000.00","174,700,000.00","197,320,000.00","204,379,285.60","185,567,300.00","166,000,000.00","222,000,000.00",,"226,405,399.01",
应收账款,"50,060,183.82","63,349,345.37","64,544,142.83","68,903,126.58","71,627,699.39","77,010,794.12","70,607,504.53","71,702,039.83","79,963,876.42","77,257,506.17","85,217,507.95","71,974,230.43","82,600,997.23","89,736,888.24","90,920,653.62","77,295,126.95","94,735,594.62","100,357,105.43","73,595,756.20","70,780,460.00","90,378,308.63","107,415,435.24","98,661,997.38","101,123,551.89","114,241,236.46","127,683,263.31","145,842,243.95","146,837,541.28","152,796,128.13","180,724,535.37","178,806,229.54","181,805,048.70","188,517,270.22","217,464,102.94","199,784,629.68","276,915,038.22","262,905,758.45","300,665,889.50","300,401,534.01","306,796,667.10","299,646,384.61","319,743,175.72","340,337,275.69","366,175,625.12","399,908,080.22","459,521,129.84","500,278,001.01","429,837,662.92","488,494,443.46"
应付账款,"94,781,678.20","81,035,724.43","61,147,045.05","71,350,838.62","61,113,995.54","62,222,927.34","57,407,636.34","50,355,564.52","57,689,586.13","57,743,191.00","61,399,470.43","67,781,728.36","77,295,831.73","76,615,836.25","82,908,109.37","95,528,213.43","82,916,149.71","92,339,060.16","77,443,924.32","86,187,565.05","100,690,079.92","100,123,193.84","94,758,236.42","101,558,599.63","90,235,278.04","87,624,984.89","93,468,434.60","148,829,497.55","136,224,044.79","138,931,418.06","146,162,091.16","149,671,323.52","153,145,063.83","132,807,069.28","133,685,972.51","152,853,519.04","154,591,262.11","147,636,260.90","134,492,398.03","175,826,229.31","156,371,784.73","154,381,353.51","135,601,799.54","182,736,815.65","193,999,960.51","176,967,826.69",,"195,644,483.63",
预付款项,"32,461,080.75","36,778,374.52","43,720,377.68","51,238,397.06","46,430,854.18","40,363,182.94","39,137,486.86","17,532,206.86","20,709,997.90","24,029,783.56","27,956,610.94","20,593,454.76","26,675,067.47","69,985,811.07","80,156,228.88","132,053,930.00","129,476,618.94","130,771,986.35","133,628,552.13","23,531,579.16","42,262,101.28","12,746,739.24","18,220,969.01","14,424,405.92","32,162,305.88","38,423,660.72","29,068,498.86","11,507,199.66","20,552,696.77","22,338,889.36","10,453,601.68","5,325,722.04","7,199,566.45","8,793,968.85","3,301,416.52","13,225,836.67","19,326,901.65","16,283,785.84","22,243,078.31","14,962,006.25","21,281,807.38","33,400,577.61","34,260,133.83","29,764,974.72","32,221,790.10","23,820,943.75","25,100,074.51","14,382,432.46","17,034,282.24"
预收款项,"9,715,906.63","10,158,680.04","5,363,021.02","3,005,856.55","5,215,311.36","4,718,427.50","612,740.26","2,461,941.89","2,551,041.78","2,463,073.79","2,798,983.21","3,733,939.88","9,303,037.94","7,372,660.67","2,487,624.48","6,336,178.42","6,677,241.50","4,002,914.26","6,206,471.67","8,099,750.46","6,041,506.39","14,093,036.71","9,096,115.39","9,233,645.61","7,915,504.56","8,128,851.63","13,316,453.29","11,063,747.18","16,019,177.09","11,719,818.17","13,372,721.42","8,531,153.65","15,265,671.26","16,238,642.31","14,877,151.54","19,887,780.07","21,223,912.63","18,828,918.40","20,810,714.80","23,128,851.86","24,719,725.18","24,512,239.49","27,265,547.88","47,337,495.22","51,849,311.49","50,568,768.59","51,677,632.41","68,720,554.53","45,711,633.18"
