科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"121,963,172.26","634,838,369.10","566,343,621.30","349,285,036.56","1,835,602,855.77","1,281,322,292.66","1,701,404,562.78","1,388,938,186.32","1,383,805,343.20","1,600,123,064.71","1,178,172,969.52","1,371,944,715.41","1,079,999,339.11","1,193,738,987.79","1,797,673,998.43","1,702,971,694.20","1,714,590,051.08","1,705,521,790.92","2,254,861,924.27","2,144,499,731.45"
短期借款,"365,000,000.00","965,000,000.00","700,000,000.00","820,000,000.00","1,000,000,000.00","700,000,000.00","1,032,300,000.00","900,000,000.00","1,330,000,000.00","1,530,000,000.00","1,430,000,000.00","1,144,000,000.00","914,000,000.00","1,214,000,000.00","1,400,000,000.00","1,400,000,000.00","1,600,000,000.00","1,600,000,000.00","1,970,000,000.00","1,970,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"103,129,189.08","380,797,043.72","547,770,197.98","512,132,210.02","395,723,428.40","625,029,271.00","469,873,666.96","340,243,532.05","301,974,041.63","324,028,817.08","494,661,355.65","497,429,105.81","355,295,174.49","328,228,947.50","153,399,735.76","148,179,878.88","102,407,419.16","65,288,614.62","219,425,897.16","147,781,271.71"
应付票据,,,"8,313,520.93","20,001,598.74","18,524,910.73","114,645,849.86","10,024,738.18","141,702,786.99","15,341,391.78","11,900,431.22","26,432,976.23","29,517,556.20","12,864,683.47","29,084,303.19","23,431,769.99","9,103,394.56","12,701,088.45",,"1,753,969.66",
应收账款,"23,431,340.73","9,761,113.22","52,030,497.63","65,046,298.56","322,818,943.71","428,118,718.51","237,391,878.25","293,339,663.30","376,002,487.13","493,771,974.06","556,600,252.48","688,845,600.16","827,814,247.16","956,730,660.47","1,059,195,621.09","1,095,698,247.45","1,057,360,881.32","1,230,061,407.17","1,147,345,302.67","1,497,000,406.03"
应付账款,"51,271,379.50","78,342,176.19","86,351,893.72","98,127,494.97","110,031,131.54","150,383,832.17","171,531,322.14","199,160,095.29","132,445,897.23","119,390,575.25","137,436,341.87","191,881,225.22","217,381,075.63","197,671,735.84","168,871,246.67","165,012,960.18","150,054,913.35",,"179,919,737.51",
预付款项,"76,949,777.22","60,516,870.95","26,121,104.83","85,320,626.09","62,112,534.21","114,896,864.43","130,559,555.66","166,807,485.37","195,339,752.00","152,213,757.30","77,913,707.66","79,767,716.92","61,249,334.16","110,258,512.07","42,958,012.63","62,166,980.47","27,429,731.56","29,340,602.86","26,051,701.63","48,432,504.59"
预收款项,"29,386,311.67","78,825,208.88","116,773,482.82","91,065,382.60","86,049,498.19","138,081,837.09","179,905,063.58","117,069,766.78","109,369,360.90","88,328,176.48","140,479,794.98","123,719,442.33","89,099,949.48","68,053,376.55","99,669,407.74","86,704,325.18","141,714,146.03","173,760,111.54","53,093,201.93","64,847,391.37"
其他应收款,"1,775,177.03","16,526,059.69","2,348,127.97","37,036,691.53","40,463,636.00","50,757,781.67","74,936,707.98","277,280,393.84","212,422,760.12","377,183,370.26","164,164,447.53","150,819,107.28","139,203,089.24","151,717,666.73","143,236,730.00","146,686,066.52","135,800,342.28","129,109,430.78","111,293,624.56","129,669,236.45"
应付职工薪酬,"14,963,252.49","14,583,925.36","17,981,923.69","16,168,853.37","16,634,235.29","16,251,644.16","14,752,052.61","12,965,371.09","12,337,339.90","10,030,411.96","10,201,805.22","11,153,039.92","12,181,206.52","12,530,199.18","14,632,162.43","15,218,677.06","14,117,951.90","15,000,763.17","21,644,840.90","22,544,155.28"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"37,413,038.39","41,431,632.21","95,518,671.89","69,657,062.23","36,214,822.77","61,930,310.77","157,297,628.32","89,403,755.78","23,452,929.12","50,613,651.39","89,546,287.82","58,362,147.92","71,167,050.94","56,489,962.60","79,515,251.47","44,637,625.70","35,310,216.77","52,286,020.33","102,289,017.14","111,975,676.40"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,"1,043,481.94","4,216,928.32","1,344,444.46",,"1,264,444.43","956,944.44","1,349,027.77","1,265,000.00","3,046,666.66","5,173,611.11","1,643,333.34","930,416.67","1,087,500.00","1,818,541.61","1,912,791.63","2,370,749.97","3,758,749.97","2,085,694.61","3,067,870.33","3,071,849.46"
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,"3,967,725.88",,,,
存货,"675,068,719.91","730,340,481.28","752,849,120.92","795,718,706.45","951,281,783.48","1,069,768,321.05","1,378,434,517.46","1,544,291,319.02","1,553,161,688.76","1,555,850,765.07","1,387,317,946.06","1,373,166,398.41","1,314,391,705.49","1,309,435,860.62","1,152,424,466.21","1,484,199,698.54","1,666,990,073.46","1,642,680,676.10","1,217,718,230.70","1,161,587,275.46"
其他应付款,"131,760,588.66","174,736,156.65","283,524,383.11","242,606,426.86","277,784,026.72","299,683,107.50","242,782,932.12","251,278,182.34","183,463,198.73","146,802,995.12","128,868,901.26","166,958,286.85","134,676,199.54","129,100,657.17","274,381,797.95","297,650,452.10","257,290,132.65","396,847,384.60","514,903,397.54","483,302,754.91"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"50,000,000.00","50,000,000.00",,,,,,,,,,,,,,,,
其他流动资产,,"2,418,697.11","19,251,078.19","2,079,666.63","2,072,392.86","13,998,113.17","246,340,494.31","186,237,460.85","166,332,779.74","111,020,705.99","542,307,959.43","155,857,771.56","158,470,140.18","155,910,851.54","173,663,889.94","194,920,309.76","210,484,421.53","215,361,705.17","241,075,520.50","221,157,426.18"
其他流动负债,,,,,,,,,,,,,,,,,,,,
流动资产合计,"1,002,317,376.23","1,835,198,635.07","1,966,713,748.82","1,846,619,235.84","3,610,075,574.43","3,583,891,362.49","4,238,941,383.40","4,197,138,040.75","4,189,038,852.58","4,614,192,454.47","4,401,138,638.33","4,317,830,415.55","3,936,423,029.83","4,206,021,486.72","4,522,552,454.06","4,834,822,875.82","4,915,062,920.39","5,017,364,227.62","5,217,772,201.49","5,350,127,851.87"
流动负债合计,"630,838,052.65","1,357,136,027.61","1,359,808,320.62","1,407,626,818.77","1,546,503,069.67","1,481,933,525.99","1,809,942,764.72","1,712,844,958.27","1,809,456,784.32","1,962,239,852.53","1,964,609,440.72","1,726,522,115.11","1,452,457,665.58","1,708,748,776.14","2,062,414,427.88","2,024,665,910.63","2,214,947,199.12","2,406,405,351.44","2,843,604,164.68","2,820,032,234.95"
可供出售金融资产,"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","61,000,000.00","61,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",
长期借款,"150,000,000.00","100,000,000.00",,,,,,,,,,,,,,,,,"180,000,000.00","180,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,
长期股权投资,"6,301,754.66",,,,,,,,,,,,,,,,,"900,000.00","650,348.67","650,348.67"
专项应付款,,,,,,,,"3,150,000.00",,,,,,"310,000.00",,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,"8,708,226.06","8,656,315.49"
预计负债,,,,,,,,,,,,,,,,,,,"22,119,900.91","22,119,900.91"
固定资产,"495,996,948.96","807,566,038.32","1,183,721,712.07","1,170,489,702.74","1,124,300,557.06","1,125,074,389.69","1,142,078,537.27","1,154,684,052.92","1,151,916,521.59","1,110,174,272.95","1,121,696,745.46","1,102,007,087.64","1,141,064,324.29","1,171,103,692.91","1,204,280,337.52","1,214,553,994.07","1,190,879,416.67","1,255,156,141.15","1,411,438,859.85","1,384,560,128.30"
递延所得税负债,"14,193,570.70","12,517,392.10","11,168,983.84","11,168,983.84","10,400,593.71","10,400,593.71","9,629,747.27","9,629,747.27","8,813,550.78",,,,,,,,,,,
在建工程,"375,321,618.57","333,502,067.31","163,241,279.83","164,496,330.98","208,041,756.26","183,597,832.66","175,478,320.46","162,520,547.48","158,527,733.45","193,459,517.90","221,316,429.66","226,603,429.58","289,957,867.26","425,837,377.32","682,460,579.24","500,278,855.35","495,538,368.42","632,210,154.03","1,030,943,816.87","1,046,910,396.21"
其他非流动负债,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"177,463,279.03","146,910,183.75","71,661,321.68","70,770,451.58","67,943,826.66","66,621,769.83","158,168,292.25","159,104,465.27","156,631,263.54","146,743,240.79","147,751,362.17","146,207,765.21","144,667,543.25","143,511,761.49","144,492,331.15","148,766,425.38","145,957,958.41","143,354,374.55","355,049,849.16","351,884,132.93"
固定资产清理,,,,,,"472,133.13",,,,"1,751.41",,"5,022.08",,"11,544.45",,"58,957.49","-2,349,596.95",,,
负债合计,"808,301,331.68","1,504,046,211.36","1,431,469,642.30","1,478,397,270.35","1,614,446,896.33","1,548,555,295.82","1,968,111,056.97","1,871,949,423.54","1,966,088,047.86","2,108,983,093.32","2,112,360,802.89","1,872,729,880.32","1,597,125,208.83","1,852,260,537.63","2,206,906,759.03","2,173,432,336.01","2,360,905,157.53","2,549,759,725.99","3,198,654,013.84","3,171,916,367.88"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","424,580,000.00","424,580,000.00","424,580,000.00","424,580,000.00","849,160,000.00","849,160,000.00","849,160,000.00","849,160,000.00","849,160,000.00","849,160,000.00","849,160,000.00","849,160,000.00","849,160,000.00","849,160,000.00","849,160,000.00","849,160,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"286,928,050.85","286,928,050.85","286,928,050.85","286,928,050.85","1,649,740,350.85","1,649,740,350.85","1,649,740,350.85","1,649,740,350.85","1,225,160,350.85","1,225,160,350.85","1,225,160,350.85","1,225,160,350.85","1,225,160,350.85","1,225,160,350.85","1,225,160,350.85","1,225,160,350.85","1,225,160,350.85","1,225,160,350.85","1,225,160,350.85","1,225,160,350.85"
无形资产,"156,500,770.40","193,608,873.04","184,374,500.08","181,835,027.32","179,281,345.14","176,789,650.18","174,427,345.85","178,412,826.88","200,363,141.59","163,890,467.88","217,397,383.55","224,249,601.32","231,219,284.32","230,974,644.28","229,573,268.23","199,411,188.86","199,308,786.03","197,527,513.59","233,974,511.56","248,309,299.67"
盈余公积,"58,631,467.35","101,013,761.06","151,062,926.60","151,062,926.60","151,062,926.60","151,062,926.60","199,554,491.11","199,554,491.11","199,554,491.11","199,554,491.11","253,355,490.96","253,355,490.96","253,355,490.96","253,355,490.96","291,033,593.09","291,033,593.09","291,033,593.09","291,033,593.09","337,271,051.79","337,271,051.79"
开发支出,"1,910,000.00",,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,
商誉,"20,394,379.37",,,,,"15,690,095.36","17,365,338.34","17,408,744.31","17,784,570.34","17,501,301.99","17,365,338.34","17,365,338.34","17,591,211.48","17,591,211.48","17,365,338.34","32,189,265.17","32,189,265.17","32,189,265.17","16,100,061.11","16,100,061.11"
未分配利润,"607,174,728.86","1,001,696,550.79","1,388,947,470.56","1,216,549,023.93","1,428,301,668.36","1,483,427,559.41","1,725,760,913.67","1,792,809,873.79","1,721,675,558.61","1,892,816,994.86","1,969,230,818.63","2,086,626,147.09","2,015,055,612.89","2,170,239,317.47","2,298,727,344.92","2,455,850,539.93","2,389,801,245.47","2,514,346,847.11","2,557,831,785.60","2,726,716,221.63"
长期待摊费用,"2,049,132.36","2,824,364.89","18,408,656.55","18,335,456.42","17,583,983.38","32,313,684.65","47,232,791.35","47,965,992.74","51,056,208.51","46,821,066.74","54,704,875.70","51,138,823.62","51,573,213.50","47,211,846.15","47,455,789.80","50,973,730.55","54,714,088.83","49,932,942.06","40,221,201.43","37,192,941.88"
