科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"105,753,725.62","134,373,695.44","74,800,895.25","103,785,092.77","116,897,260.00","8,538,605.10","12,852,902.55","61,123,163.26","65,897,280.63","8,327,309.00","21,174,405.57","63,190,501.85","78,449,397.28","6,303,910.40","33,275,594.41","47,282,042.18","63,684,379.33","9,467,331.61","11,091,244.87","25,508,602.42","44,718,491.30","22,568,213.59","43,618,266.88","61,060,741.35","90,750,271.43","13,474,252.88","67,368,145.45","115,958,360.30","332,773,585.93","88,373,094.93","238,232,326.74","369,011,314.82","677,069,806.26","131,419,992.97","300,868,338.18","488,441,326.86","721,537,563.87","128,581,455.92","260,669,792.87"
二、营业利润,"12,333,943.31","16,668,845.66","18,839,578.32","27,741,919.46","29,157,228.02","1,645,898.23","1,330,933.75","10,510,571.58","8,709,819.80","2,407,433.18","3,806,825.61","11,056,051.91","11,417,386.54","-1,781,488.93","569,858.74","235,838.67","-17,427,651.89","-4,780,827.45","-10,125,431.02","-15,085,519.96","-14,085,587.94","1,621,895.62","3,019,931.15","5,920,200.47","14,503,320.70","1,921,012.72","12,385,630.90","5,099,477.76","81,518,982.81","18,015,633.05","57,045,280.12","57,074,206.86","100,637,459.40","7,822,397.89","54,483,756.54","100,455,983.52","30,181,383.66","-12,330,119.58","-34,918,073.03"
减:营业成本,"85,517,775.22","106,074,354.34","46,631,936.83","63,011,824.61","70,749,659.67","4,237,019.25","6,194,921.52","41,208,281.65","47,057,177.67","5,129,197.06","14,305,754.29","46,205,783.68","55,821,706.70","5,867,278.14","25,376,678.36","36,305,298.10","49,042,082.27","8,652,380.32","9,984,757.24","23,282,466.49","37,770,626.97","13,769,263.71","27,881,402.49","36,343,012.99","52,656,998.47","4,806,754.23","38,921,004.75","83,139,538.03","199,232,594.07","54,596,242.12","140,452,172.14","252,194,481.19","464,613,225.71","107,599,544.56","217,864,562.45","345,887,016.78","500,416,884.43","131,254,941.79","260,209,957.89"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"287,019.57","721,479.11","550,208.26","972,768.62","1,032,104.92","59,396.97","80,868.97","289,526.54","245,598.86","115,328.93","115,328.93","248,611.11","263,572.43",,"6,350.83","197,208.14","217,642.98",,"20,106.98",152.61,"121,070.29",,"104,346.19","107,934.36","208,466.21","23,536.17","324,183.77","1,130,890.64","3,678,815.22","1,760,558.89","2,400,040.15","2,836,434.82","5,918,804.66","462,053.54","1,231,938.28","2,701,384.32","4,879,196.54","670,113.27","1,281,316.98"
营业外收入,"676,505.50","1,506,022.25","1,243,434.15","1,643,819.85","2,256,705.55","1,908,744.37","2,247,199.98","3,320,799.97","6,578,659.98",,"2,366.97","42,402.05","172,797.22","444,200.00","494,200.00","545,155.25","712,962.49","1,000.00","162,346.09","1,786,987.51","432,987.51","313,100.33","2,213,507.29","2,624,787.03","3,202,046.64","800,621.01","1,126,147.15","2,384,098.71","6,442,173.29","347,790.05","1,324,096.72","6,427,633.21","10,837,843.13","1,147,858.00","12,070,805.83","15,869,852.29","5,185,185.08","35,381.00","52,996,535.80"
销售费用,"2,258,990.49","2,993,377.00","1,407,797.43","2,391,581.20","3,227,915.21","760,032.99","1,577,931.26","2,384,721.52","3,276,825.62","799,634.78","2,049,999.61","3,449,820.53","5,499,819.06","2,027,696.25","4,511,870.68","6,949,477.07","9,463,234.51","2,871,205.76","5,605,571.52","8,153,892.28","9,591,193.22","1,954,304.16","4,036,182.45","6,345,438.94","9,232,666.31","2,717,434.45","5,452,729.78","8,692,365.24","13,764,756.99","3,551,644.79","7,001,937.03","10,879,653.73","15,634,199.66","4,380,370.25","8,043,775.76","11,929,789.21","16,394,595.41","2,972,397.99","5,652,750.99"
减:营业外支出,"422,242.39","86,246.84","32,446.15","32,446.15","32,446.15","5,800.00","13,481.59","13,481.59","68,735.39","-2,576.97",,"61,351.99","67,604.41",,,"1,234.11","1,834.11",,"83,762.73","83,217.57","29,185.01",918.83,"100,237.92","100,237.10","116,089.91","2,758.77","3,669.78","7,654.69","51,906.93","1,688.92","86,759.59","119,412.98","119,496.69","16,932.04","87,897.77","10,415,969.92","105,205.03",492.57,501.40
管理费用,"5,553,715.90","7,531,121.59","6,044,522.89","8,104,345.61","10,422,504.14","2,140,396.20","4,580,658.68","7,708,780.65","10,817,900.96","1,446,908.54","3,545,891.25","5,648,899.77","8,909,496.55","3,549,407.71","6,094,830.44","9,015,051.46","19,718,066.17","3,580,314.27","7,130,414.58","10,880,348.21","20,276,979.62","5,337,772.45","9,449,642.54","13,664,513.54","17,977,198.80","4,281,378.49","11,605,656.56","20,691,789.63","42,070,440.03","12,091,459.15","24,121,644.20","43,307,700.97","55,913,713.16","10,518,403.11","19,807,299.69","29,806,214.98","59,017,967.50","8,144,902.74","16,460,263.22"
其中:非流动资产处置净损失,"185,225.09","44,246.84","32,446.15",,"32,446.15",,,,"55,253.80",,,,,,,,"1,234.11",,,,"15,276.01",,"66,672.46","66,672.46","66,672.46",,,,"48,119.15",,,,"85,048.51",,,,,,
