科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应收利息,,,,,,,,"4,333,504.79","5,959,638.36","1,738,769.86","1,814,791.78","1,255,487.12","1,292,978.63","2,254,260.27","4,169,590.41","5,112,889.04","3,723,831.51","8,122,264.38","4,347,049.32"
应付利息,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,"665,600.00",
存货,"182,440,339.56","163,257,671.53","215,657,271.47","268,736,248.88","278,543,414.20","318,552,337.06","288,928,053.13","263,867,166.98","306,428,094.50","375,223,227.00","377,691,260.85","349,667,973.16","325,330,634.17","354,715,754.44","408,849,143.08","343,116,709.42","318,863,568.86","424,073,658.93","407,148,515.75"
其他应付款,"11,912,287.17","9,796,641.76","12,490,084.12","11,672,668.06","11,506,432.26","12,359,310.59","13,454,974.30","13,176,293.84","12,558,296.37","15,013,682.51","9,213,522.36","5,880,029.48","11,734,473.59","12,590,566.83","10,871,693.61","8,694,051.88","8,042,789.68","6,555,608.22","5,858,932.60"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,
其他流动资产,"7,827,721.09","10,830,628.19","17,392,427.56","17,398,561.48","20,997,075.66","15,872,419.90","213,146,006.25","532,966,475.99","280,056,001.14","200,971,318.30","123,026,675.40","152,455,656.99","283,883,899.14","98,859,998.61","20,335,615.22","12,313,360.04","13,024,636.46","21,494,075.05","19,546,434.47"
其他流动负债,,,,,,,,,,,,,,,,,,,
流动资产合计,"591,715,483.55","621,267,509.50","782,781,535.63","851,489,862.13","887,563,720.78","1,714,809,141.09","1,704,285,305.35","1,752,348,485.86","1,808,994,174.00","1,864,166,384.90","1,819,995,677.39","1,834,949,191.97","1,829,442,116.70","1,812,427,123.50","1,792,746,461.22","1,817,988,290.83","1,773,022,005.64","1,822,051,534.48","1,750,751,793.44"
流动负债合计,"290,722,208.97","205,268,431.85","238,580,698.80","214,887,552.13","221,665,548.16","243,067,384.73","223,253,226.95","223,595,336.05","270,181,018.58","265,217,714.58","289,929,151.38","257,942,174.47","230,584,304.00","172,821,360.76","195,099,570.45","180,926,213.03","224,850,752.00","250,581,330.14","197,182,146.62"
可供出售金融资产,"106,000.00","106,000.00","106,000.00","106,000.00","106,000.00","106,000.00","106,000.00","106,000.00","31,175,440.00","31,175,440.00","31,175,440.00","31,175,440.00","31,175,440.00","31,175,440.00","31,175,440.00","31,175,440.00","31,175,440.00","31,175,440.00","31,175,440.00"
长期借款,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,
长期股权投资,"2,700,241.63","2,693,333.74","3,224,737.73","3,672,004.53","3,676,107.70","3,811,028.34","3,945,982.80","4,066,960.35","4,241,862.75","4,386,581.23","4,348,244.59","1,000,000.00",,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,
投资性房地产,"25,162,613.94","35,789,061.27","34,088,896.33","32,637,475.15","32,153,668.09","31,669,861.03","31,186,053.97","30,702,246.91","30,218,439.85","29,734,632.79","29,250,825.73","28,767,018.67","28,283,211.61","27,799,404.55","27,315,597.49","26,831,790.43","26,347,983.37","25,864,176.28","25,380,369.21"
预计负债,,,,,,,,,,,,,,,,,,,
固定资产,"131,926,060.59","122,126,627.13","149,079,665.44","138,106,686.50","136,908,487.26","133,088,226.75","130,455,024.66","128,740,892.15","125,923,445.07","121,487,505.06","127,752,855.83","124,109,136.28","130,291,424.62","128,964,241.37","133,266,208.68","138,265,673.20","168,119,859.74","177,412,250.97","196,085,381.64"
递延所得税负债,"1,766,132.01","1,469,533.93","966,324.57","798,014.74","686,122.41","686,122.41","677,565.00","677,565.00","1,571,510.75","938,380.48","949,783.77","865,888.07","871,878.60","1,016,072.07","1,303,364.78","1,444,847.80","598,281.66","1,294,734.62","667,295.39"
在建工程,"33,567,977.59","34,753,860.83","10,028,170.93","14,278,649.13","15,086,026.03","17,151,039.14","17,419,167.00","17,227,592.67","13,925,323.43","14,469,676.66","1,933,600.00","9,956,196.88","27,819,618.70","28,827,870.41","29,788,774.53","35,025,868.85","31,793,293.00","35,062,452.02","20,627,927.98"
其他非流动负债,"3,690,000.00","2,345,000.00","2,325,000.00","1,396,000.00",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,"5,456,132.01","3,814,533.93","3,291,324.57","2,194,014.74","1,765,122.41","1,608,122.41","1,437,565.00","1,285,565.00","2,027,510.75","1,280,380.48","1,101,783.77","865,888.07","1,181,878.60","2,470,072.07","2,724,364.78","2,832,847.80","1,990,599.58","2,404,052.54","1,738,813.31"
固定资产清理,,,,,,,,,,,,,,,,,,,
负债合计,"296,178,340.98","209,082,965.78","241,872,023.37","217,081,566.87","223,430,670.57","244,675,507.14","224,690,791.95","224,880,901.05","272,208,529.33","266,498,095.06","291,030,935.15","258,808,062.54","231,766,182.60","175,291,432.83","197,823,935.23","183,759,060.83","226,841,351.58","252,985,382.68","198,920,959.93"
生产性生物资产,"341,316.83","248,228.80","234,278.41","720,336.86","715,351.16","776,925.16","1,074,229.10","1,156,179.85","364,692.36","382,142.36","398,141.18","378,217.18","141,167.45","132,015.62","132,015.62","118,526.01","112,262.58","105,999.15","143,975.30"
实收资本(或股本),"120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","320,000,000.00","320,000,000.00","320,000,000.00","320,000,000.00","320,000,000.00","320,000,000.00","320,000,000.00","320,000,000.00","320,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"253,648,636.81","253,648,636.81","253,648,636.81","253,648,636.81","253,648,636.81","970,648,636.81","970,648,636.81","970,648,636.81","970,648,636.81","970,648,636.81","810,648,636.81","810,648,636.81","810,648,636.81","810,648,636.81","802,855,150.20","802,855,150.20","802,855,150.20","802,855,150.20","802,855,150.20"
无形资产,"31,734,466.63","28,538,411.79","27,843,621.69","27,322,598.31","27,146,877.60","26,970,613.56","26,917,941.04","26,793,656.00","26,518,842.96","28,883,481.02","28,550,319.08","28,285,951.07","27,975,720.44","27,665,489.81","27,355,259.18","27,039,213.96","26,818,828.21","26,629,184.57","30,257,356.77"
盈余公积,"11,775,001.63","20,449,863.11","32,211,602.55","32,211,602.55","46,571,603.52","46,571,603.52","46,571,603.52","46,571,603.52","62,411,408.12","62,411,408.12","62,411,408.12","62,411,408.12","80,120,616.49","80,120,616.49","80,120,616.49","80,120,616.49","96,915,402.27","96,915,402.27","96,915,402.27"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,"44,268,766.57","44,268,766.57","44,268,766.57","44,268,766.57","44,268,766.57","44,268,766.57","44,268,766.57"
未分配利润,"139,133,810.20","246,262,540.14","360,673,693.45","444,884,525.62","459,004,994.74","505,597,596.27","512,585,484.00","557,556,578.00","573,600,006.27","633,090,679.01","559,517,768.83","601,609,711.11","618,719,305.89","655,111,853.58","644,946,078.47","687,350,125.66","682,095,781.88","708,420,175.06","688,528,137.03"
长期待摊费用,"147,983.52","87,525.02","294,493.50","223,068.27","207,480.33","191,892.39","176,304.45","157,670.68","2,435,153.80","2,347,136.20","5,497,904.35","7,153,173.98","7,612,695.04","8,211,774.37","7,823,889.83","7,597,654.40","7,533,863.34","7,358,819.71","7,214,738.70"
少数股东权益,"9,427,276.39","10,772,794.26","12,201,533.18","12,601,190.96","11,926,195.08","12,640,586.71","13,239,283.91","13,765,596.25","14,782,105.04","13,657,848.61","14,224,870.03","20,986,358.33","82,650,502.27","86,057,278.20","75,527,653.05","77,156,017.34","79,536,743.77","89,042,441.67","100,968,842.73"
递延所得税资产,"10,631,326.91","12,484,940.34","10,475,257.55","9,514,577.81","8,604,028.09","9,179,863.26","9,744,823.16","10,098,708.99","8,113,446.18","7,492,115.56","7,393,905.28","7,372,750.40","6,558,427.24","6,981,183.58","4,995,170.20","4,877,332.14","8,071,052.57","9,506,427.99","10,865,652.57"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,"9,614,619.02","10,099,801.08","20,994,312.04","15,488,275.49","87,719,417.78","85,718,959.65","87,120,466.61"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"236,317,987.64","236,827,988.92","235,375,121.58","226,581,396.56","224,604,026.26","222,945,449.63","221,025,526.18","219,049,907.60","242,916,646.40","240,358,710.88","236,301,236.04","238,197,884.46","313,741,090.69","314,125,987.36","327,115,434.14","330,688,541.05","431,960,767.16","443,102,476.91","453,140,075.35"
所有者权益(或股东权益)合计,"531,855,130.21","649,012,532.64","776,284,633.84","860,989,691.82","888,737,076.47","1,693,079,083.58","1,700,620,039.58","1,746,517,492.41","1,779,702,291.07","1,838,027,000.72","1,765,265,978.28","1,814,339,013.89","1,911,417,024.79","1,951,261,678.03","1,922,037,960.13","1,964,917,771.05","1,978,141,421.22","2,012,168,628.71","2,004,970,908.86"
资产总计,"828,033,471.19","858,095,498.42","1,018,156,657.21","1,078,071,258.69","1,112,167,747.04","1,937,754,590.72","1,925,310,831.53","1,971,398,393.46","2,051,910,820.40","2,104,525,095.78","2,056,296,913.43","2,073,147,076.43","2,143,183,207.39","2,126,553,110.86","2,119,861,895.36","2,148,676,831.88","2,204,982,772.80","2,265,154,011.39","2,203,891,868.79"
负债和所有者(或股东权益)合计,"828,033,471.19","858,095,498.42","1,018,156,657.21","1,078,071,258.69","1,112,167,747.04","1,937,754,590.72","1,925,310,831.53","1,971,398,393.46","2,051,910,820.40","2,104,525,095.78","2,056,296,913.43","2,073,147,076.43","2,143,183,207.39","2,126,553,110.86","2,119,861,895.36","2,148,676,831.88","2,204,982,772.80","2,265,154,011.39","2,203,891,868.79"
