科目,2007-06-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"14,034,474,000.00","10,740,250,000.00","37,825,036,000.00","39,464,354,000.00","37,693,967,000.00","37,389,495,000.00","40,162,993,000.00","40,137,857,000.00","38,477,609,000.00","37,285,995,000.00","35,078,374,000.00","36,945,916,000.00","30,525,680,000.00","30,040,738,000.00","28,489,582,000.00","27,706,242,000.00","38,730,045,000.00","35,346,815,000.00","35,044,371,000.00","27,204,318,000.00","30,252,145,000.00","24,923,450,000.00","23,035,253,000.00","19,037,597,000.00","24,948,853,000.00","21,021,007,000.00","19,132,913,000.00","24,806,514,000.00","27,073,982,000.00","26,481,843,000.00","21,461,612,000.00","38,047,001,000.00","34,163,424,000.00","32,197,961,000.00","27,383,220,000.00","29,250,435,000.00","13,877,557,000.00","15,268,402,000.00","17,452,266,000.00","17,849,955,000.00","19,229,696,000.00","18,727,607,000.00","15,951,268,000.00","23,717,157,000.00"
短期借款,"1,671,167,000.00","316,215,000.00","746,465,000.00","726,624,000.00","767,424,000.00","268,296,000.00","18,296,000.00","17,896,000.00","247,981,000.00","386,981,000.00","386,096,000.00","396,096,000.00","366,096,000.00","396,196,000.00","1,035,796,000.00","1,785,796,000.00","1,655,796,000.00","1,824,696,000.00","1,389,296,000.00","1,255,296,000.00","4,085,296,000.00","5,130,346,000.00","6,006,721,000.00","6,546,768,000.00","7,133,753,000.00","6,776,186,000.00","6,466,689,000.00","9,230,200,000.00","7,708,442,000.00","6,005,048,000.00","5,777,748,000.00","5,111,048,000.00","5,114,151,000.00","5,657,929,000.00","5,636,930,000.00","4,910,929,000.00","6,149,647,000.00","6,573,031,000.00","6,859,147,000.00","7,419,047,000.00","6,103,147,000.00","6,956,033,000.00","6,810,733,000.00","6,577,347,000.00"
交易性金融资产,"976,826,000.00","2,037,572,000.00","1,105,657,000.00","790,000,000.00","602,152,000.00","300,000,000.00",,,"447,000.00",,,"3,215,000.00","35,000.00",,,"5,000.00","1,115,000.00",,,,"67,000.00",,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,"1,405,000.00","1,236,000.00",,"4,587,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"593,878,000.00","945,544,000.00","915,320,000.00","760,407,000.00","765,345,000.00","1,123,874,000.00","1,076,288,000.00","1,672,483,000.00","1,661,190,000.00","1,708,844,000.00","1,872,753,000.00","1,979,830,000.00","1,917,206,000.00","2,431,434,000.00","2,641,248,000.00","3,075,958,000.00","2,636,277,000.00","2,423,313,000.00","2,009,866,000.00","1,834,894,000.00","2,247,603,000.00","3,218,907,000.00","3,451,972,000.00","3,906,410,000.00","6,025,971,000.00","4,626,761,000.00","4,867,756,000.00","4,277,404,000.00","4,975,397,000.00","5,237,471,000.00","4,313,450,000.00","4,359,698,000.00","4,280,987,000.00","3,589,112,000.00","3,692,812,000.00","4,024,845,000.00","4,904,308,000.00","6,798,966,000.00","7,221,903,000.00","7,718,590,000.00","8,232,458,000.00","8,996,644,000.00","8,533,567,000.00",
应付票据,"304,028,000.00","197,787,000.00","196,581,000.00","256,620,000.00","213,831,000.00","634,988,000.00","313,791,000.00","335,849,000.00","374,587,000.00","459,752,000.00","590,277,000.00","490,147,000.00","394,660,000.00","727,860,000.00","783,967,000.00","567,857,000.00","506,360,000.00","760,718,000.00","776,548,000.00","866,793,000.00","1,583,207,000.00","1,473,411,000.00","1,496,898,000.00","1,471,223,000.00","1,830,816,000.00","2,809,515,000.00","2,785,376,000.00","2,039,709,000.00","3,597,196,000.00","2,779,443,000.00","3,086,138,000.00","1,911,635,000.00","1,644,747,000.00","1,626,258,000.00","2,041,616,000.00","3,205,089,000.00","3,543,588,000.00","3,046,284,000.00","3,050,546,000.00","2,388,516,000.00","2,735,518,000.00","2,932,106,000.00","2,568,011,000.00",
应收账款,"3,918,735,000.00","3,426,800,000.00","4,685,241,000.00","5,763,182,000.00","5,550,439,000.00","4,458,491,000.00","4,786,698,000.00","4,490,242,000.00","4,668,083,000.00","3,254,694,000.00","6,040,265,000.00","5,927,248,000.00","5,918,269,000.00","4,574,154,000.00","6,743,011,000.00","5,796,511,000.00","4,840,120,000.00","5,379,452,000.00","6,897,034,000.00","8,720,511,000.00","9,104,303,000.00","8,174,843,000.00","9,569,131,000.00","9,489,216,000.00","9,412,769,000.00","8,268,716,000.00","11,944,590,000.00","10,240,232,000.00","9,998,621,000.00","8,222,019,000.00","11,621,627,000.00","10,547,374,000.00","10,677,559,000.00","9,679,830,000.00","11,221,265,000.00","9,029,403,000.00","9,521,211,000.00","7,658,899,000.00","8,426,591,000.00","7,940,025,000.00","7,858,504,000.00","6,516,966,000.00","7,760,277,000.00","6,897,302,000.00"
应付账款,"3,931,800,000.00","4,665,958,000.00","3,930,691,000.00","5,460,421,000.00","4,872,446,000.00","6,071,789,000.00","5,430,726,000.00","5,612,077,000.00","5,652,094,000.00","6,341,695,000.00","5,766,834,000.00","7,393,012,000.00","6,675,816,000.00","8,526,122,000.00","8,070,183,000.00","8,592,981,000.00","8,154,016,000.00","10,156,292,000.00","9,466,979,000.00","11,646,043,000.00","11,762,189,000.00","14,628,126,000.00","14,287,949,000.00","16,392,505,000.00","16,223,753,000.00","19,821,545,000.00","17,853,073,000.00","20,197,399,000.00","19,748,980,000.00","20,641,683,000.00","18,788,937,000.00","18,210,638,000.00","17,883,044,000.00","19,039,397,000.00","18,583,147,000.00","17,984,662,000.00","16,974,660,000.00","18,113,862,000.00","16,885,895,000.00","17,482,412,000.00","17,055,147,000.00","19,560,204,000.00","18,232,283,000.00","20,506,650,000.00"
预付款项,"1,430,722,000.00","1,900,625,000.00","1,808,309,000.00","1,909,819,000.00","2,596,912,000.00","1,420,894,000.00","1,454,015,000.00","1,900,097,000.00","2,372,046,000.00","1,517,499,000.00","2,410,364,000.00","2,549,057,000.00","4,341,589,000.00","2,095,910,000.00","2,935,756,000.00","2,539,020,000.00","4,028,905,000.00","2,103,546,000.00","2,292,470,000.00","2,978,215,000.00","4,050,178,000.00","2,810,200,000.00","3,466,373,000.00","2,645,540,000.00","3,460,886,000.00","2,166,259,000.00","2,651,281,000.00","1,950,550,000.00","2,350,215,000.00","1,409,224,000.00","1,925,002,000.00","1,956,914,000.00","1,920,348,000.00","1,259,021,000.00","1,367,996,000.00","1,317,562,000.00","1,415,563,000.00","1,264,434,000.00","1,421,826,000.00","1,500,002,000.00","2,306,430,000.00","1,332,259,000.00","2,001,427,000.00","1,645,541,000.00"
预收款项,"910,772,000.00","1,319,707,000.00","1,542,447,000.00","2,005,383,000.00","1,920,516,000.00","1,523,721,000.00","1,869,812,000.00","2,225,412,000.00","2,316,374,000.00","2,241,013,000.00","2,609,318,000.00","2,595,122,000.00","3,118,670,000.00","2,488,729,000.00","2,553,161,000.00","3,036,626,000.00","3,178,760,000.00","2,491,315,000.00","3,179,036,000.00","2,348,762,000.00","3,333,274,000.00","2,130,320,000.00","1,985,968,000.00","2,165,347,000.00","2,739,857,000.00","1,644,443,000.00","1,856,680,000.00","2,066,079,000.00","2,861,276,000.00","1,416,512,000.00","1,117,442,000.00","1,541,388,000.00","1,308,981,000.00","1,379,498,000.00","1,279,139,000.00","1,274,793,000.00","2,683,985,000.00","2,368,889,000.00","1,946,945,000.00","1,881,479,000.00","3,412,980,000.00","2,679,049,000.00","1,948,448,000.00",
