科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"78,456,138.76","198,192,422.62","382,323,013.33","556,871,892.56","120,811,349.81","313,004,329.10","481,312,984.02","631,668,743.03","138,795,313.18","320,382,218.68","457,772,324.56","594,611,530.29","127,991,047.20","265,942,982.35","376,164,298.56","516,347,952.79","129,743,193.91","323,667,867.80","468,301,263.30","608,605,919.20","107,195,739.61","222,668,035.56","103,467,587.01","3,008,258,576.51","773,940,736.25","1,674,895,399.27","2,522,533,106.61","3,425,226,338.40","894,697,239.42","1,978,152,525.33","3,129,604,098.11","4,062,830,064.08","1,023,056,374.27","2,138,398,163.63","3,211,154,259.29","4,247,837,787.48","1,138,032,804.34","2,464,896,823.32","3,708,726,257.34","5,082,758,567.76","1,345,884,532.49","3,028,318,011.29","4,510,607,098.05","6,020,204,799.90","1,595,901,229.86","3,355,275,567.43","5,053,364,826.97","6,879,774,007.07","1,624,891,318.81"
二、营业利润,"1,403,016.04","3,539,051.59","7,018,782.90","16,566,468.36","7,829,088.51","23,263,269.98","26,440,102.43","-9,199,726.72","-14,686,693.42","-23,856,877.24","-28,609,832.34","-82,336,756.74","-2,146,514.59","-2,443,359.87","-6,029,378.38","-22,928,099.06","-14,861,895.82","-29,179,783.83","-67,114,502.31","-133,442,220.87","-19,893,774.21","-30,899,218.42","7,274,880.08","432,344,404.58","94,308,429.28","227,784,089.47","383,177,252.53","536,213,433.19","116,581,530.50","312,449,937.21","523,505,863.22","655,565,938.13","170,209,730.28","408,416,004.29","618,970,182.61","760,895,943.25","229,454,484.36","547,402,374.76","801,303,323.00","949,309,662.32","271,122,414.28","652,960,352.36","941,516,389.59","1,150,404,477.19","268,780,973.20","596,352,812.77","931,147,743.39","1,112,005,792.33","260,360,742.83"
减:营业成本,"65,836,742.13","165,890,284.81","314,050,100.94","441,683,898.70","92,867,496.00","235,961,319.95","368,700,999.77","508,073,360.95","127,880,514.96","291,475,452.98","409,714,651.26","530,214,008.45","110,470,722.67","222,951,092.83","315,588,131.33","447,652,212.52","116,039,605.52","290,165,198.43","423,481,397.37","540,121,372.70","108,206,325.06","212,219,887.66","102,107,230.51","2,031,872,894.33","536,315,614.64","1,147,734,687.38","1,699,946,500.45","2,238,321,885.08","615,246,625.77","1,314,026,228.92","2,046,672,833.28","2,592,579,904.12","660,006,280.55","1,299,639,546.09","1,966,317,256.23","2,604,099,059.45","673,590,306.64","1,417,928,048.94","2,182,857,498.27","3,074,035,556.78","775,891,015.49","1,752,608,627.65","2,653,114,652.12","3,621,103,440.65","963,690,845.19","2,073,611,424.57","3,085,481,156.87","4,345,575,960.41","1,004,665,278.06"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"183,301.66","886,152.89","1,611,366.86","2,951,455.09","718,059.17","1,698,266.59","2,593,560.41","3,103,765.23","583,714.40","1,794,592.10","2,339,670.89","3,124,634.67","368,122.28","927,244.75","1,279,094.18","2,094,145.77","749,490.00","1,461,145.78","2,201,444.63","3,005,640.10","264,210.73","674,414.84","130,675.85","17,740,452.49","12,319,508.47","17,622,979.40","23,296,198.72","27,627,224.67","10,669,734.88","18,848,919.47","25,725,216.86","37,256,929.34","9,760,999.00","20,829,775.99","27,885,412.05","39,153,120.68","9,742,854.05","21,650,593.06","30,101,234.29","48,278,508.85","13,409,626.04","29,648,283.83","43,843,019.47","62,449,026.67","16,070,469.56","35,073,834.03","48,293,384.14","64,353,734.06","18,070,575.74"
营业外收入,"90,713.50","218,823.75","671,729.25","942,632.99","655,383.59","1,528,741.93","1,540,344.48","2,675,494.09","2,278,117.70","2,336,722.02","2,670,855.65","10,460,683.82","7,125,676.72","8,881,883.90","9,831,396.01","34,750,066.67","658,296.91","1,494,857.65","3,278,359.82","3,167,635.12","196,200.06","222,744.66","40,430,005.89","34,382,290.29","5,580,731.24","14,762,605.71","27,541,453.07","38,626,210.02","15,920,370.88","23,896,327.27","38,984,525.52","52,778,817.16","13,634,821.77","25,603,872.02","36,701,836.38","45,391,155.72","4,448,113.83","14,614,961.41","23,848,914.59","44,942,744.77","4,644,903.32","13,397,293.11","23,923,741.74","1,359,718.20","2,966,217.87","1,777,592.57","2,633,368.61","2,555,151.66","1,586,021.14"
销售费用,"1,768,294.19","4,241,454.10","17,943,638.25","20,858,457.95","5,826,207.61","12,853,977.25","21,315,681.53","29,960,440.89","7,658,126.40","14,709,742.10","19,447,300.33","29,459,206.11","4,766,882.24","9,258,729.77","13,878,015.13","18,429,033.24","5,323,841.66","12,292,369.67","17,400,581.76","21,421,956.55","3,103,514.57","6,707,497.09","351,895.31","138,777,864.57","24,965,119.41","57,750,039.55","95,686,161.43","159,028,710.85","33,986,958.12","74,021,090.72","118,109,749.66","196,942,687.57","40,033,010.85","100,583,795.83","166,021,354.97","204,691,521.41","60,950,614.50","128,290,148.45","192,917,351.15","291,753,652.32","70,046,502.32","144,370,935.47","220,390,156.58","309,132,485.92","76,640,187.07","158,409,582.30","247,449,866.92","310,383,082.06","82,727,578.47"
减:营业外支出,"46,984.37","188,141.33","431,665.60","540,803.03","138,813.37","1,794,829.16","1,973,205.51","28,968,885.59","85,600.82","544,365.99","909,068.57","36,873,675.26","161,646.07","410,733.26","706,166.68","1,285,182.24","109,989.81","403,322.82","3,419,955.37","3,519,466.07","-39,205.93","374,883.94","1,271,924.46","1,605,770.12","242,888.05","349,457.10","888,814.62","950,829.51","381,716.86","590,441.81","1,592,084.87","7,092,041.98","144,396.70","690,185.41","4,963,393.57","5,764,114.44","590,162.92","1,306,324.81","2,583,828.83","5,592,676.81","830,861.93","1,034,706.39","1,695,166.65","1,182,068.99","502,716.37","613,037.03","1,114,671.06","1,726,561.49","579,177.35"
管理费用,"4,669,987.36","14,150,261.45","23,708,801.05","39,005,525.12","6,701,787.90","20,535,845.72","29,996,561.64","41,896,481.04","8,655,742.56","16,994,847.89","26,446,950.92","44,331,514.30","6,777,832.02","14,445,272.23","22,102,505.80","29,609,942.37","10,932,131.25","23,118,140.13","32,932,856.15","44,420,125.86","9,417,298.66","19,373,963.54","7,365,171.78","339,585,746.40","90,992,588.43","191,670,067.45","278,572,505.93","435,581,738.90","111,282,671.70","241,627,528.78","382,903,316.12","535,623,472.36","122,982,034.62","290,939,001.11","429,688,699.06","623,456,518.84","161,707,507.86","339,788,464.72","479,936,472.43","705,769,818.71","202,172,412.27","418,045,913.59","606,637,142.82","868,325,003.79","233,906,872.87","488,357,549.44","497,084,719.29","736,348,953.84","179,942,147.04"
其中:非流动资产处置净损失,,,,"24,631.22",,"1,560,610.32","1,583,506.46","22,008,611.77",,"396,843.82","396,843.82","34,101,509.25",,"31,604.09","31,604.09","601,359.82",,,,"2,010,806.88",,,,"1,141,158.81","207,094.59","328,334.83","24,234.75","553,635.71","157,180.01","165,422.39","264,797.01","6,408,275.62","6,619.21","539,421.31","2,437,347.37","2,841,871.69","212,755.66","608,991.96","1,404,257.48","4,063,949.37","701,024.10","856,846.71","1,007,481.84",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
