科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"46,947,377.84","199,016,218.37","391,070,096.24","277,645,249.22","358,272,934.53","694,150,340.41","82,455,477.36","121,839,654.19","181,393,342.91","544,336,445.60","140,159,938.56","260,459,978.30","353,003,370.03","503,549,002.08","100,511,693.53","180,893,283.89","290,242,812.62","415,850,221.38","103,364,167.62","135,628,921.11","230,511,179.03","520,412,735.14","95,346,540.07","134,760,596.48","185,506,189.20","182,510,621.87","30,005,706.88","66,603,748.95","94,697,444.35","115,600,080.30","16,297,949.13","36,361,860.04","56,750,528.32","75,465,803.32","17,226,375.07","55,960,028.23"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"856,438.23",,,"1,028,000.00","331,353.50",,,,"214,959,074.80",,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,"972,835.46","1,628,335.13","2,154,658.35","4,231,287.89","6,799,746.59","8,353,595.87","8,843,664.95","14,304,456.02","628,688.72","1,075,220.05","8,205,178.17","15,584,200.81","505,424.64","13,946,209.42","15,000,520.19","13,530,009.54",,"1,493,364.65","1,970,475.14","2,100,690.42","50,783.32","527,396.05","1,496,289.29","1,842,930.11","19,337.50","324,872.52"
支付其他与投资活动有关的现金,,,"31,800,000.00",,,,,,,,,,,,,,,,,,,,,"216,681,600.00","466,681,600.00","765,681,600.00","205,000,000.00","640,000,000.00","917,010,600.00","1,295,010,600.00","275,000,000.00","532,000,000.00","752,000,000.00","1,110,943,515.00","446,281,430.00","1,022,081,430.00"
收到其他与经营活动有关的现金,"15,079.16","582,307.07","2,454,761.11","2,527,319.49","6,423,461.36","6,075,272.59","4,009,131.53","19,754,161.67","24,784,113.30","27,644,311.79","960,667.81","9,602,538.13","14,960,311.39","21,688,704.15","7,824,352.66","14,523,048.11","29,513,946.24","25,099,859.87","10,507,181.04","16,251,623.19","22,790,375.80","18,551,944.08","8,947,994.64","19,474,912.73","29,323,487.08","42,912,454.67","2,090,090.66","4,268,776.14","15,485,842.79","62,352,095.41","842,049.48","9,363,191.30","10,318,316.82","11,431,186.35","4,904,383.30","18,446,474.27"
投资活动现金流出小计,"324,192.00","2,450,452.42","51,031,497.54","2,895,388.07","13,350,710.82","20,545,499.13","13,380,475.98","33,564,278.28","66,858,967.92","86,270,060.48","11,170,837.66","23,892,421.89","35,112,181.39","48,458,496.77","8,500,412.14","17,323,787.22","42,010,021.97","73,376,700.53","1,462,876.78","311,435,877.26","241,482,448.08","467,330,354.36","25,896,089.21","243,526,444.91","494,083,181.92","802,365,971.29","208,834,550.00","644,562,850.00","923,529,080.00","1,359,250,299.96","295,882,300.00","575,504,085.00","840,830,605.04","1,201,086,151.09","446,531,430.00","1,025,238,106.38"
经营活动现金流入小计,"46,962,457.00","199,598,525.44","393,524,857.35","280,172,568.71","364,696,395.89","700,225,613.00","86,464,608.89","141,593,815.86","206,177,456.21","571,980,757.39","142,093,441.83","271,690,851.56","370,118,339.77","529,468,994.12","115,135,792.78","203,769,927.87","328,600,423.81","455,254,537.27","114,500,037.38","152,955,764.35","261,506,733.00","554,548,880.03","104,799,959.35","168,181,718.63","229,830,196.47","238,953,086.08","32,095,797.54","72,365,889.74","112,153,762.28","180,052,866.13","17,190,781.93","46,252,447.39","68,565,134.43","88,739,919.78","22,150,095.87","74,731,375.02"
投资活动产生的现金流量净额,"-324,192.00","-2,450,452.42","-51,031,497.54","-2,895,388.07","-13,350,710.82","-20,545,499.13","-13,380,475.98","-33,564,278.28","-66,858,967.92","-86,270,060.48","-11,170,837.66","-23,892,421.89","-35,112,181.39","-40,457,481.30","-8,500,412.14","-17,323,787.22","-42,010,021.97","-73,376,700.53","-1,462,876.78","-303,427,496.30","-233,474,067.12","-459,321,561.86","24,103,910.79","77,498,974.33","-34,625,565.75","-37,531,606.22","92,624,676.02","-73,377,019.28","-19,646,323.80","-94,667,700.76","-19,570,710.97","41,257,467.33","35,608,778.09","-32,730,984.30","-46,950,050.69","-52,116,454.23"
购买商品、接受劳务支付的现金,"19,996,277.60","178,045,573.68","309,630,726.08","191,743,741.45","272,379,708.21","596,969,671.06","119,876,235.08","115,993,759.26","163,817,814.13","538,142,358.56","101,394,375.48","178,570,259.01","263,995,665.96","354,822,959.18","79,554,323.14","117,330,019.44","179,197,105.57","295,296,596.96","85,327,374.81","106,289,552.12","158,585,767.51","354,083,631.51","78,942,778.65","145,906,540.02","187,419,999.22","140,326,729.88","20,007,796.73","24,761,770.93","29,059,390.26","34,797,359.46","8,444,905.37","11,874,006.02","17,718,787.36","24,500,426.19","39,714,527.92","7,868,428.40"
吸收投资收到的现金,,"18,240,000.00","88,000,000.00",,"825,000,000.00","777,797,806.55",,,"12,000,000.00","12,000,000.00",,,,,,,"14,700,000.00","14,700,000.00",,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00",,"4,500,000.00"
