科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"73,763,245.52","121,706,961.06","147,911,140.61","92,214,041.08","379,407,085.05","344,254,474.33","397,204,603.11","331,626,369.29","342,927,466.97","280,245,911.41","323,887,010.39","240,479,771.38","223,377,657.87","175,588,378.31","256,171,369.01","200,869,617.61","219,703,006.31","211,181,721.70","234,492,941.08","187,644,500.54","204,747,100.23","184,894,513.68","230,268,104.14","194,048,810.05","211,959,125.29","170,072,008.13","269,240,922.44","221,035,501.74","194,975,476.23","167,284,728.62","241,338,741.24","195,446,553.73"
短期借款,"60,000,000.00","40,000,000.00","49,500,000.00","70,000,000.00","20,500,000.00","97,000,000.00","84,000,000.00","122,500,000.00","122,500,000.00","132,500,000.00","60,000,000.00","80,000,000.00","96,101,404.00","126,000,000.00","110,000,000.00","138,000,000.00","196,000,000.00","216,000,000.00","181,000,000.00","140,000,000.00","166,000,000.00","166,000,000.00","60,000,000.00","60,000,000.00","55,000,000.00","48,000,000.00",,"20,000,000.00",,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"147,000.00","6,550,000.00","597,300.00","155,900.00","210,000.00",,"47,384.00","973,502.00","62,114.00","364,704.50","20,000.00","1,070,000.00","200,000.00","157,760.00","72,600.00",,,"20,000.00","306,390.00","848,687.80","254,350.00","1,050,000.00","94,170.00","1,169,180.59","50,060.00","1,939,760.00",,,,"2,614,410.74","22,273.00"
应付票据,"25,480,000.00","43,880,000.00","45,740,000.00","29,300,000.00","35,730,000.00","53,980,000.00","46,090,000.00","20,040,000.00","13,700,000.00","37,769,148.00","55,719,148.00","40,550,000.00","27,500,000.00","34,380,000.00","36,290,000.00","28,210,000.00","6,400,000.00","5,000,000.00","6,000,000.00",,,"1,000,000.00",,,,,,,,,"30,423,634.39",
应收账款,"87,366,229.32","80,466,105.37","75,784,552.12","122,783,124.53","91,107,356.28","201,991,265.01","127,104,729.95","182,898,265.78","98,222,234.61","177,569,251.74","106,499,809.21","179,212,034.07","115,403,359.11","201,972,201.47","121,196,019.67","181,976,298.03","112,057,434.62","139,651,202.80","85,204,676.58","99,680,751.60","78,252,267.14","118,096,422.50","72,488,895.34","113,598,182.05","62,149,936.72","98,596,673.88","72,721,586.13","84,413,204.71","55,798,631.35","86,533,002.63","64,693,190.93","96,832,773.33"
应付账款,"56,711,015.06","64,599,388.36","77,667,491.84","80,124,699.14","69,191,788.38","92,241,670.59","74,404,985.13","98,069,619.43","82,053,666.44","91,938,117.09","77,130,565.11","91,654,292.63","59,281,769.84","105,482,024.80","82,705,482.31","71,319,286.93","54,061,893.04","76,108,159.20","57,132,712.49","71,365,298.91","51,681,305.49","80,783,079.11","47,297,633.86","46,097,002.54","40,817,246.83","63,626,539.23","38,545,988.19","46,894,848.36","38,133,393.46","67,177,083.68","48,808,622.73","72,078,092.71"
预付款项,"12,797,054.36","11,553,718.66","22,841,753.71","22,559,665.02","65,536,215.28","39,885,187.09","66,380,434.46","72,247,751.44","91,070,807.02","75,148,078.57","33,942,245.39","50,474,087.37","89,871,990.10","61,782,577.11","37,502,976.29","42,125,761.20","58,662,565.95","43,394,078.86","26,497,699.61","25,470,769.15","39,128,893.50","27,992,453.62","11,964,235.56","10,545,607.94","27,496,764.55","21,761,752.25","8,961,610.55","12,701,235.26","12,766,691.91","17,115,008.09","35,605,496.14","24,369,533.44"
预收款项,"15,441,893.53","15,084,111.39","20,682,081.17","17,663,037.61","15,284,850.21","13,867,380.79","20,647,406.78","13,730,344.42","29,717,457.26","14,753,380.95","24,886,699.65","15,454,918.44","23,442,833.04","9,425,650.37","13,146,925.30","11,033,192.12","20,551,127.16","14,567,301.45","17,160,360.80","17,336,568.91","13,865,395.42","12,104,898.06","15,939,359.53","13,122,964.47","15,748,168.41","8,298,365.33","13,893,703.14","14,254,633.15","18,806,040.69","15,460,488.68","24,766,156.85","13,551,869.82"
