科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"373,800,846.59","476,620,057.60","494,749,789.98","755,572,672.10","626,860,896.21","746,324,408.07","1,124,570,930.38","697,599,825.56","796,561,321.83","726,467,143.78","656,397,316.67","774,309,572.71","596,845,279.46","781,090,369.48","680,807,472.95","741,364,017.41","747,753,614.59","896,974,492.35","885,191,891.12","913,548,421.83","810,587,618.47","1,018,132,595.55","805,005,183.11","927,116,199.15","874,048,597.58","890,948,699.69","902,927,378.97","846,310,962.39","1,538,032,364.00","1,154,535,115.33","941,766,622.29","1,003,847,353.52","895,038,017.70","871,848,559.36","926,650,655.10","878,547,075.40","3,748,164,551.74","2,698,229,944.23","2,572,922,550.31","2,439,381,285.95","1,685,367,384.72","2,675,808,088.66","2,052,935,124.98"
短期借款,"448,500,000.00","940,000,000.00","855,788,082.34","552,050,058.56","501,918,858.18","482,313,131.86","687,114,396.18","889,631,962.28","755,327,096.57","1,104,343,023.36","1,032,832,817.68","1,071,260,680.53","931,737,800.00","743,074,096.00","934,541,071.23","1,013,679,319.02","1,239,170,836.02","1,305,109,241.02","1,385,773,122.83","1,354,612,357.00","1,361,500,000.00","1,566,976,316.23","1,477,298,877.16","1,756,357,973.57","1,732,722,006.82","1,527,564,641.77","1,480,277,591.78","1,756,396,335.51","2,001,426,233.80","1,680,944,428.77","983,518,027.19","1,169,093,690.67","1,163,252,492.86","824,316,962.24","706,874,569.69","811,813,185.11","1,027,781,409.83","420,288,070.18","545,000,000.00","1,010,500,000.00","1,678,500,000.00","2,886,149,203.29","4,018,196,244.34"
交易性金融资产,,,,,,,,,,,,,,"1,221,113.22","7,130,131.83","24,522,989.53","21,222,461.23","16,118,469.01","9,591,863.71","15,491,296.98","21,355,994.20","19,657,887.84","38,563,405.26","39,288,308.45","27,135,640.11","21,888,626.22","21,844,239.99","746,916.77","65,897,372.20","12,532,982.70","809,766.02","8,529,822.05","175,435,884.19","45,321,477.85","30,963,920.39","152,551.16","161,128.57","4,166,918.91","198,515.37","151,039.72","85,221,302.93","170,044.42","167,405.85"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"151,938,220.62","177,160,812.88","140,552,244.42","180,688,082.49","191,574,487.26","139,931,959.70","163,276,236.06","257,292,731.50","161,417,580.86","127,020,565.37","100,457,417.62","226,124,889.82","252,280,118.33","322,479,717.35","217,529,145.47","322,733,462.46","348,304,821.19","323,936,455.58","236,587,473.97","231,775,111.21","235,201,604.10","401,527,477.10","352,336,898.97","305,786,303.79","253,381,812.89","337,445,852.52","244,919,363.06","327,515,502.99","283,359,702.28","251,849,201.58","179,680,264.82","431,310,197.23","473,801,419.76","368,561,271.53","409,175,422.94","417,692,511.17","618,971,940.21","1,102,217,012.96","945,744,142.90","714,356,116.36","962,628,427.37","851,198,164.57","916,817,081.43"
应付票据,"253,410,275.16","209,149,031.08","225,929,023.37","281,892,280.60","308,412,315.15","297,520,758.50","323,474,186.59","305,067,336.76","215,035,829.92","208,594,213.74","155,305,593.26","209,765,008.18","148,614,711.61","228,173,269.88","271,362,073.37","262,289,827.14","261,972,328.87","247,253,056.39","247,513,720.95","251,149,641.55","250,905,842.51","353,552,011.73","363,047,207.09","350,339,478.55","298,696,131.98","400,315,748.58","398,060,816.37","309,960,812.40","276,285,323.25","304,730,659.16","333,307,019.90","384,012,317.04","428,890,217.03","332,873,813.90","723,759,002.65","858,938,302.21","777,658,194.96","962,012,204.93","920,158,452.37","621,888,962.21","892,645,961.13","1,139,615,596.74","1,089,742,002.23"
应收账款,"368,039,773.39","376,821,453.75","345,893,700.92","320,933,303.81","400,552,109.00","363,291,064.92","404,881,821.39","411,915,591.36","402,326,238.35","460,956,711.29","322,849,631.63","445,780,203.43","419,301,230.52","564,580,837.86","591,273,210.29","563,009,124.34","617,454,188.15","579,588,221.99","707,511,583.96","602,318,207.34","744,630,931.64","771,235,506.00","762,688,781.45","884,491,121.24","1,018,106,732.06","1,055,399,939.51","1,120,470,151.26","950,437,628.28","1,226,200,598.20","1,252,110,502.18","1,280,253,396.27","1,274,513,102.24","1,439,793,196.87","1,486,482,546.13","1,654,849,805.34","1,619,469,142.00","1,753,616,494.75","1,643,853,207.10","1,890,089,082.95","1,807,035,559.77","2,218,020,530.52","2,583,002,764.70","2,862,161,080.02"
应付账款,"154,589,162.49","162,457,609.73","247,036,974.22","168,031,776.73","159,216,955.01","167,478,375.30","231,701,008.13","218,814,916.87","203,709,847.44","233,805,320.17","233,391,924.10","218,018,327.41","182,795,280.05","239,294,952.13","395,480,508.74","389,908,447.33","411,056,062.06","505,590,771.80","504,403,716.90","433,673,862.13","500,761,507.44","559,878,003.89","557,923,048.91","472,972,287.50","602,879,327.68","603,657,564.72","716,710,554.37","447,780,534.68","552,653,296.59","546,796,657.32","563,118,247.26","610,120,300.82","639,374,107.36","734,372,311.40","764,809,221.67","596,720,402.87","683,550,330.14","618,357,308.16","669,360,845.81","930,719,980.96","1,246,490,602.74","1,435,939,451.19","1,429,892,502.87"
预付款项,"160,923,575.27","114,047,460.29","165,299,231.53","175,323,662.95","195,701,318.09","210,746,116.14","216,500,819.69","164,206,748.05","167,039,965.59","207,409,501.08","137,717,900.51","102,646,284.64","112,326,166.88","117,102,649.03","135,895,001.33","101,506,366.62","106,157,023.01","120,342,465.65","126,232,385.90","156,316,104.93","113,438,254.34","113,540,575.33","198,036,459.01","146,075,847.76","145,291,470.52","119,994,468.97","168,754,082.52","91,382,628.02","120,888,916.34","116,942,250.02","121,704,818.59","148,526,168.32","203,427,433.95","228,404,699.83","199,048,598.52","234,438,151.17","447,320,165.49","454,298,684.96","524,796,334.53","181,228,579.04","441,032,845.10","445,029,167.88","516,295,323.17"
预收款项,"88,508,553.68","149,009,504.85","110,306,548.73","133,364,401.98","93,772,533.75","100,208,890.26","117,098,265.19","73,758,756.81","64,579,287.45","78,576,500.81","67,790,535.70","238,809,399.57","77,956,467.20","67,290,415.87","93,545,830.93","140,491,048.50","123,606,914.97","152,666,337.70","144,866,032.30","71,252,483.53","78,058,434.16","89,917,482.40","81,919,242.01","105,028,218.25","98,815,013.61","130,158,078.87","87,430,608.02","66,976,763.88","77,784,474.95","69,340,090.03","70,771,338.82","78,327,962.40","58,995,125.12","67,779,540.69","62,692,655.02","58,879,656.74","42,096,789.04","72,680,401.74","75,690,673.08","132,075,459.43","79,968,094.44","102,555,280.64","113,303,269.16"
