科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"18,338,361.98","24,404,838.83","38,936,893.43","39,617,962.81","47,723,284.03","57,116,511.00","12,869,827.52","25,180,713.24","38,113,105.87","56,947,411.71","21,372,636.14","38,047,765.70","56,464,247.29","77,097,694.70","26,238,129.53","45,059,311.11","67,411,223.06","93,897,077.24","31,556,557.99","52,150,680.54","72,286,617.68","106,375,268.87","37,179,303.02","65,683,337.90","84,830,959.26","123,399,867.19","52,902,948.63","85,484,580.45","127,390,928.29","183,888,981.52","76,798,649.30","137,987,796.95","193,166,870.12"
取得借款收到的现金,"4,000,000.00",,"56,000,000.00","10,000,000.00","10,000,000.00","46,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00",,,"5,000,000.00","5,000,000.00",,,"5,000,000.00","5,000,000.00",,,"50,000,000.00",,"310,000,000.00","510,000,000.00","506,940,000.00","529,835,000.00","80,000,000.00","643,870,000.00","723,870,000.00","1,028,870,000.00","339,500,000.00","574,500,000.00","589,500,000.00"
支付的各项税费,"4,059,229.36","12,226,553.55","17,152,342.76","4,940,339.43","10,036,898.28","13,035,124.28","3,146,698.20","5,311,682.14","9,108,460.28","12,638,169.36","4,309,314.66","8,392,503.84","11,080,295.46","17,423,306.76","3,194,016.25","6,825,842.28","9,331,452.82","14,731,130.51","3,889,529.48","8,866,250.05","11,716,647.42","16,231,266.84","5,140,288.40","10,157,272.90","20,669,776.48","36,846,962.47","13,383,810.12","32,885,448.22","45,840,678.62","60,981,307.71","21,667,021.56","26,404,662.23","51,601,001.60"
收到其他与筹资活动有关的现金,,,,,,,,"1,009,471.69","3,884,134.74",,,,,,,,,,,,,,,,,,,,,"154,799,016.35",,"78,052,639.83","81,182,818.47"
支付其他与经营活动有关的现金,"31,968,696.84","60,539,995.08","47,655,597.41","26,408,992.18","50,760,240.92","55,568,898.41","20,482,549.10","38,538,666.68","67,493,626.96","80,382,793.59","26,719,944.35","50,006,405.23","73,900,309.36","81,893,533.77","21,799,497.53","81,917,064.08","211,428,880.39","103,629,942.41","28,535,219.21","53,659,958.86","312,352,731.27","90,145,562.24","39,129,557.97","58,887,437.24","272,333,942.80","119,808,074.17","126,805,514.11","155,298,240.23","238,704,586.41","168,885,272.69","223,944,463.69","103,754,289.99","573,953,003.39"
筹资活动现金流入小计,"4,000,000.00","22,400,000.00","61,000,000.00","10,000,000.00","10,000,000.00","46,000,000.00","603,960,000.00","604,969,471.69","607,844,134.74","603,960,000.00",,,"5,000,000.00","5,000,000.00",,,"5,000,000.00","5,000,000.00",,,"55,000,000.00","1,250,000.00","313,000,000.00","519,000,000.00","520,690,000.00","868,492,023.02","84,000,000.00","644,573,860.00","873,073,860.00","1,222,986,016.35","339,500,000.00","660,252,639.83","688,407,818.47"
经营活动现金流出小计,"582,939,852.02","844,715,928.52","1,010,323,397.07","510,814,663.43","788,381,280.02","1,108,905,832.13","283,491,225.59","605,856,400.91","1,018,755,688.75","1,425,465,534.62","399,484,708.38","806,702,058.12","1,275,354,322.95","1,714,937,851.71","424,505,356.82","918,358,033.29","1,539,794,439.72","1,970,363,662.58","493,954,134.28","920,100,322.87","1,631,473,402.58","1,928,250,917.30","676,592,334.23","1,288,212,863.71","1,898,673,595.18","2,332,378,978.56","718,446,232.86","1,319,608,547.82","1,970,953,352.01","2,846,800,561.82","716,404,679.39","1,370,764,699.77","2,396,462,284.30"
偿还债务支付的现金,"14,000,000.00",,"26,000,000.00",,,"30,000,000.00","91,000,000.00","97,000,000.00","97,000,000.00","97,000,000.00",,,,,,"5,000,000.00","5,000,000.00","5,000,000.00",,,"5,000,000.00","5,000,000.00","50,000,000.00","100,000,000.00","140,000,000.00","220,000,000.00","140,000,000.00","245,000,000.00","554,990,000.00","690,850,000.00","187,500,000.00","349,500,000.00","425,750,000.00"
经营活动产生的现金流量净额,"16,340,109.82","71,698,043.44","51,425,953.30","11,613,030.54","40,981,939.90","31,069,441.12","-36,304,322.94","9,723,244.31","28,409,186.62","67,957,324.95","-36,588,860.09","7,915,738.56","9,366,546.29","65,067,608.06","-54,303,028.82","-49,695,908.91","-20,796,311.81","-17,202,702.80","-72,737,331.60","-41,758,861.83","-71,976,020.35","-9,630,454.01","-59,120,281.98","-143,587,943.18","103,100,080.21","285,625,774.18","-130,828,091.34","-189,094,407.04","-84,661,713.65","-48,668,014.36","-75,720,659.13","30,919,492.25","104,265,403.37"
分配股利、利润或偿还利息支付的现金,"13,347,916.00","10,000,000.00","12,743,017.50","13,356,450.00","13,862,450.00","14,422,001.48","615,940.84","28,867,028.59","28,867,028.59","28,918,832.94",,"28,264,893.85","28,345,521.62","28,372,341.87","90,706.24","188,467.42","42,559,196.42","42,638,650.75","86,249.99","28,374,416.65","56,625,208.32","56,852,120.21","1,447,480.28","36,163,900.42","40,158,508.05","48,772,711.95","2,588,546.62","64,759,383.09","70,503,481.30","85,224,333.58","9,443,793.55","99,212,865.64","107,494,947.94"
收回投资收到的现金,1.00,,,,,,,,,,,"158,000,000.00","223,000,000.00","373,000,000.00",,"170,000,000.00","193,000,000.00","233,000,000.00","51,169,849.06","108,000,000.00","178,441,650.00","235,257,727.45","50,000,000.00","78,000,000.00","104,800,000.00","128,509,259.88","3,520,000.00","23,520,000.00","33,110,400.00","15,590,400.00","484,855.00","3,233,276.00","23,870,000.00"
支付其他与筹资活动有关的现金,,"1,020,000.00","590,000.00","600,000.00","1,010,000.00","950,000.00","3,999,000.00","5,249,000.00","5,249,000.00","5,249,000.00",,,,,,,,,,,,,,,,,,"8,282,200.00","12,471,400.00","4,064,754.00",,"1,425,446.17","155,335,849.47"
取得投资收益收到的现金,,,,,,,,,,,"1,334,962.50","97,298.64","319,381.97","1,423,942.48",,"1,071,150.68","1,178,027.39","2,347,221.91","535,123.02","1,027,397.26","2,312,876.71","2,079,869.18","610,821.92","3,032,386.35","2,561,284.43","1,710,821.92","1,007,037.10","13,479,449.83","4,790,957.46","19,237,803.19","9,003,287.67","9,003,287.67","22,072,578.49"
筹资活动现金流出小计,"27,347,916.00","11,020,000.00","39,333,017.50","13,956,450.00","14,872,450.00","45,372,001.48","95,614,940.84","131,116,028.59","131,116,028.59","131,167,832.94",,"28,264,893.85","28,345,521.62","28,372,341.87","90,706.24","5,188,467.42","47,559,196.42","47,638,650.75","86,249.99","28,374,416.65","61,625,208.32","61,852,120.21","51,447,480.28","136,163,900.42","180,158,508.05","268,772,711.95","142,588,546.62","318,041,583.09","637,964,881.30","780,139,087.58","196,943,793.55","450,138,311.81","688,580,797.41"
处置固定资产、无形资产和其他长期资产收回的现金净额,"10,287,372.58","767,434.25","215,221.00","175,859.00","260,378.00","387,444.00","328,487.00","422,188.00","580,850.00","729,908.38","293,205.00","1,030,174.20","1,471,393.60","1,773,617.00","235,826.80","579,012.27","926,698.74","1,346,463.64","657,853.01","285,421.61","305,921.61","896,196.76",,"5,315,533.33","519,085.75","8,780,497.39","190,692.26","215,995.76","299,416.44","3,981,953.85","3,488,432.49","13,572,752.55","26,271,179.30"
筹资活动产生的现金流量净额,"-23,347,916.00","11,380,000.00","21,666,982.50","-3,956,450.00","-4,872,450.00","627,998.52","508,345,059.16","473,853,443.10","476,728,106.15","472,792,167.06",,"-28,264,893.85","-23,345,521.62","-23,372,341.87","-90,706.24","-5,188,467.42","-42,559,196.42","-42,638,650.75","-86,249.99","-28,374,416.65","-6,625,208.32","-60,602,120.21","261,552,519.72","382,836,099.58","340,531,491.95","599,719,311.07","-58,588,546.62","326,532,276.91","235,108,978.70","442,846,928.77","142,556,206.45","210,114,328.02","-172,978.94"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"2,376,719.95","10,500,000.00","13,865,077.51",,,,,,"329,221.41","329,221.41"
四、汇率变动对现金的影响,,,,,,,,,,,,,,-208.63,,,,-811.69,,-95.97,-95.97,115.50,,4.89,4.89,1.67,,-15.31,-15.31,-24.38,,6.72,7.60
收到其他与投资活动有关的现金,,,,,"1,314,200.20",,,,,"9,279,679.29","192,850,000.00","213,850,000.00","213,850,000.00","770,209,745.46","77,309,184.53","86,403,332.22","97,182,159.30","352,896,233.27",,"50,016,501.31","92,258,402.46","111,034,101.71",,"42,033,417.40","40,499,068.49","151,303,888.70",,,,"171,335,450.00","20,449,198.00","80,603,873.56","80,610,447.26"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"10,287,373.58","767,434.25","215,221.00","175,859.00","1,574,578.20","387,444.00","328,487.00","422,188.00","580,850.00","10,009,587.67","194,478,167.50","372,977,472.84","438,640,775.57","1,146,407,304.94","77,545,011.33","258,053,495.17","292,286,885.43","589,589,918.82","52,362,825.09","159,329,320.18","273,318,850.78","349,267,895.10","50,610,821.92","130,758,057.03","158,879,438.67","304,169,545.40","4,717,729.36","37,215,445.59","38,200,773.90","210,145,607.04","33,425,773.16","106,742,411.19","153,153,426.46"
五、现金及现金等价物净增加额,"-1,347,368.63","69,949,743.57","24,668,069.71","-17,777,615.11","-12,687,125.30","-28,766,562.86","467,349,593.56","471,052,165.37","466,791,260.88","276,542,817.61","144,504,036.49","84,638,623.55","38,190,370.35","83,838,250.06","-306,363,122.31","-306,515,011.97","-305,717,205.14","-146,809,742.67","-143,516,729.20","-145,987,508.61","-138,397,310.05","-136,517,016.58","160,994,306.50","158,034,519.42","134,088,712.84","614,384,866.71","-334,628,569.51","-227,594,633.25","-361,952,301.34","-383,754,722.74","-138,461,998.04","135,661,068.47","-43,230,402.48"
购建固定资产、无形资产和其他长期资产支付的现金,"3,882,988.97","12,145,734.12","45,715,087.09","25,410,054.65","49,052,509.00","60,651,446.50","4,919,629.66","11,680,066.22","37,660,238.07","59,099,618.25","6,357,176.00","20,556,755.53","57,913,491.42","86,310,501.55","19,514,398.58","32,147,362.44","50,031,813.97","91,660,162.59","8,985,991.28","16,517,354.34","19,198,736.19","46,316,952.96","13,248,753.16","34,860,298.90","54,355,366.71","94,464,586.74","31,598,974.91","40,768,399.74","64,976,196.72","131,683,250.58","33,352,827.30","98,708,039.27","169,523,130.53"
期初现金及现金等价物余额,"17,891,012.15","16,543,643.52","86,493,387.09","111,161,456.80","111,161,456.80","111,161,456.80","82,394,893.94","82,394,893.94","82,394,893.94","82,394,893.94","358,937,711.55","358,937,711.55","358,937,711.55","358,937,711.55","442,775,961.61","442,775,961.61","442,775,961.61","442,775,961.61","305,066,218.94","295,966,218.94","295,966,218.94","295,966,218.94","159,449,202.36","159,449,202.36","159,449,202.36","159,449,202.36","773,834,129.11","773,834,069.07","773,834,069.07","773,834,069.07","390,079,346.33","390,079,346.33","391,190,991.61"
投资支付的现金,,"1,750,000.00","2,725,000.00",,"200,000.00",,,,,,,"223,000,000.00","303,000,000.00","373,000,000.00","120,000,000.00","233,000,000.00","233,000,000.00","283,000,000.00","53,872,905.48","158,666,100.00","231,916,100.00","289,235,500.00","10,000,000.00","137,111,400.00","234,259,436.17","188,151,400.00",,"214,036,296.15","273,671,877.15","211,986,190.51","63,975,560.80","54,100,696.88","70,800,696.88"
期末现金及现金等价物余额,"16,543,643.52","86,493,387.09","111,161,456.80","93,383,841.69","98,474,331.50","82,394,893.94","549,744,487.50","553,447,059.31","549,186,154.82","358,937,711.55","503,441,748.04","443,576,335.10","397,128,081.90","442,775,961.61","136,412,839.30","136,260,949.64","137,058,756.47","295,966,218.94","161,549,489.74","149,978,710.33","157,568,908.89","159,449,202.36","320,443,508.86","317,483,721.78","293,537,915.20","773,834,069.07","439,205,559.60","546,239,435.82","411,881,767.73","390,079,346.33","251,617,348.29","525,740,414.80","347,960,589.13"
