科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"429,799,983.57","896,980,350.05","1,350,518,623.14","1,781,158,791.28","388,147,338.09","912,867,489.26","1,367,861,625.81","1,698,793,679.30","235,332,990.59","499,141,692.28","820,838,261.02","1,199,541,500.44","367,691,191.55","819,544,684.34","1,252,465,845.69","1,666,082,497.67","323,703,459.53","734,592,166.77","1,096,207,087.61","1,487,988,413.20","348,433,564.35","803,055,391.74","1,245,470,566.45","1,651,430,620.75","371,454,396.78","815,765,683.08","1,236,438,451.65","1,675,669,916.22","364,991,290.46","773,170,897.42","1,195,801,309.41","1,649,972,494.54","405,529,816.41","827,949,046.09","1,271,281,684.15","1,714,909,434.79","390,332,025.06","814,855,927.75","1,294,248,188.74","1,786,562,163.94","463,150,075.27","975,621,910.18","1,514,436,163.26"
二、营业利润,"36,736,375.08","72,331,570.59","97,844,997.64","116,719,369.56","10,597,800.50","42,537,367.51","66,432,649.37","64,867,205.71","-7,918,780.27","-3,954,134.05","8,673,942.03","23,915,229.44","15,377,153.37","39,213,845.94","65,663,193.69","78,992,686.96","7,369,825.84","18,723,491.97","17,514,911.63","542,991.27","2,804,737.88","9,918,720.35","20,234,277.96","25,976,166.02","6,046,597.54","17,747,631.05","30,983,902.67","46,862,194.31","1,354,542.58","15,857,849.90","30,169,362.78","44,021,676.49","3,187,597.34","19,717,505.10","47,161,146.23","32,774,015.53","10,797,168.00","29,675,623.48","72,536,501.63","86,413,700.80","15,214,771.95","43,889,433.24","66,091,824.91"
减:营业成本,"346,641,479.88","733,741,576.62","1,116,859,917.02","1,484,956,315.37","339,569,680.17","785,279,455.27","1,170,342,197.10","1,430,014,360.55","211,999,406.25","422,932,482.50","686,910,472.68","943,221,719.35","299,761,637.19","637,336,500.87","973,785,043.83","1,296,953,842.27","251,448,860.32","573,749,726.95","849,666,309.51","1,160,975,840.49","277,799,947.05","629,245,037.76","977,877,726.41","1,284,878,768.05","296,403,943.85","639,483,988.78","963,928,634.34","1,292,002,613.34","286,085,987.94","586,122,960.99","913,365,153.55","1,230,851,227.32","326,551,687.44","652,812,985.39","1,004,488,865.64","1,357,999,964.39","313,197,418.95","655,987,074.69","1,011,112,423.88","1,386,946,076.22","369,449,711.09","769,372,346.38","1,176,070,677.66"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,,,,,,,,,,"11,285.30","43,854.75","59,842.05","1,261.30","32,165.58","50,864.89","110,840.02","1,032,429.92","3,196,578.31","4,390,150.24","7,906,706.07","1,312,791.90","3,250,064.60","4,543,971.93","6,826,877.25","1,222,115.73","5,253,003.73","7,415,489.72","9,714,287.15","2,428,862.92","9,359,559.56","10,630,226.06","13,205,409.92","1,628,165.10","5,954,601.58","7,175,514.63","10,183,600.65","4,342,702.38","9,267,861.44","12,916,818.89","21,494,734.19","5,348,603.35","10,107,219.58","14,751,137.35"
营业外收入,"287,393.22","379,947.19","2,409,424.31","2,860,516.98","297,227.73","339,569.15","490,316.80","705,224.91","184,465.14","290,599.63","1,665,135.40","4,754,555.25","1,742,070.82","5,409,154.42","6,761,157.28","8,525,112.53","1,494,061.23","4,752,146.75","5,419,686.19","7,278,439.98","922,768.49","7,116,350.73","8,573,775.78","14,485,448.79","594,782.90","1,456,328.58","2,300,301.64","5,897,123.78","226,478.26","1,097,054.05","1,351,788.00","3,913,197.76","415,874.30","715,666.18","3,752,484.17","22,834,582.38","826,135.38","2,440,201.79","5,266,896.94","9,656,622.97","5,278,284.09","3,399,373.27","8,434,648.28"
销售费用,"16,316,195.00","28,438,882.79","43,476,095.02","58,382,478.68","13,449,725.70","30,135,362.50","46,191,348.03","63,405,317.20","10,297,379.43","20,903,250.77","34,605,130.01","51,470,922.82","16,300,778.12","36,858,010.11","58,330,326.44","81,019,577.14","14,376,241.59","37,789,474.40","56,592,255.79","79,062,670.42","15,344,793.33","37,966,655.56","62,423,016.10","87,959,399.40","14,395,799.67","35,831,388.15","57,779,162.64","82,418,595.58","14,321,117.76","31,188,698.58","48,530,360.13","90,302,553.02","10,800,464.24","23,321,993.98","36,761,684.43","49,749,209.69","10,794,565.22","24,578,753.12","37,581,551.61","57,797,780.72","11,991,740.10","28,178,548.93","45,876,828.44"
减:营业外支出,"163,495.51","228,047.46","408,997.03","766,007.97","149,439.99","1,164,018.98","1,247,729.39","1,369,727.18","91,676.47","352,551.58","409,280.83","485,640.21","487,445.00","1,030,334.76","1,727,886.43","2,100,387.54","276,899.63","1,362,775.12","1,472,583.97","1,524,868.76","397,512.57","524,952.69","854,623.79","1,615,275.93","343,933.60","475,435.99","911,256.93","996,356.56","90,253.65","654,500.60","887,475.06","1,060,555.79",1.05,"243,704.60","247,016.70","565,613.98","19,996.27","203,114.04","600,115.61","3,265,485.73","72,533.71","114,129.44","272,999.52"
管理费用,"25,252,262.74","51,238,612.83","74,184,898.54","91,329,926.89","24,753,909.63","47,538,144.10","72,338,922.27","104,682,568.79","22,291,246.75","42,305,686.30","67,754,492.52","122,770,456.56","26,873,250.47","75,179,262.22","118,390,323.15","167,390,445.82","42,942,903.96","89,547,670.01","136,685,219.19","183,779,527.12","45,421,170.43","94,911,983.87","144,747,812.55","201,151,143.77","43,763,549.90","95,600,990.64","146,503,666.27","205,021,621.23","46,940,070.90","104,838,503.65","162,988,534.44","225,969,696.03","56,157,544.99","115,730,011.85","169,537,450.84","227,364,966.00","45,971,453.72","107,856,302.43","168,912,381.06","235,034,613.92","55,429,478.94","113,438,215.11","176,531,220.24"
其中:非流动资产处置净损失,,,"173,820.89","213,065.47","1,419.99","11,929.73","-2,808.95","15,194.24","84,553.36","311,255.24","-20,030.94","393,748.70","40,835.85","309,066.49","428,028.04","809,915.14","276,703.14","593,994.85","676,329.35","684,237.71",,"97,638.31","97,638.31","450,542.92","342,775.18","344,204.73","754,407.56","766,486.63","11,887.18","47,492.01","152,182.48","220,917.01",,"4,174.39","4,187.57","59,154.10",288.89,"3,559.27","3,563.55","2,288,872.39","1,415.39","36,129.98","90,251.56"
