科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
未分配利润,"23,633,680.84","24,747,685.44","44,209,726.26","48,561,662.50","56,802,290.75","59,234,954.06","66,414,035.33","72,234,238.10","73,443,978.39","82,286,038.98","90,661,140.43","105,734,490.06","69,990,242.72","78,865,762.32","82,832,668.61","86,343,761.71","71,411,705.94","70,218,236.31","70,957,632.97","69,637,289.02","71,019,941.62","72,228,342.30","72,045,514.30","75,244,527.70","73,480,941.02","78,175,709.31","82,361,925.61","88,080,840.31","82,981,029.59","86,417,260.33"
长期待摊费用,,,,,,,,,,,,"74,030.00","439,156.27","2,156,961.38","2,380,275.79","2,146,417.03","1,969,585.59","1,611,195.15","1,346,786.20","1,329,246.84","1,972,451.66","4,830,804.55","392,663.62","1,312,981.87","927,421.14","551,421.96","175,422.78","32,433.30",,
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"512,273.31","552,634.72","562,007.40","614,809.51","602,534.58","645,632.78","605,484.13","693,263.96","635,654.47","626,417.61","594,546.51","613,668.28","615,716.39","677,910.79","902,061.34","920,299.47","901,159.66","865,926.34","1,707,456.17","1,715,332.30","1,678,275.17","1,760,257.41","2,051,261.01","2,207,409.98","2,273,235.84","2,240,809.86","3,403,675.51","3,397,177.71","3,336,179.08","3,335,893.48"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,"6,000,000.00","6,000,000.00",,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"116,112,454.53","127,390,968.24","126,841,312.10","125,524,865.73","126,027,820.12","143,177,343.12","172,202,858.41","185,034,687.44","205,780,136.94","218,626,249.81","219,556,161.03","221,493,945.64","222,643,053.33","227,829,255.61","228,049,075.71","224,416,221.35","225,650,237.51","225,391,924.66","228,152,497.78","235,250,935.48","238,967,024.93","285,084,606.41","306,674,972.86","323,794,506.21","367,403,618.52","447,091,227.40","504,670,625.62","515,892,045.79","596,676,529.09","597,674,358.98"
所有者权益(或股东权益)合计,"97,865,350.11","100,654,110.78","122,440,600.58","126,792,536.82","283,911,475.07","286,344,138.38","295,990,365.10","301,810,567.87","303,020,308.16","311,862,368.75","324,025,815.21","339,099,164.84","333,746,917.50","342,622,437.10","351,471,539.53","354,982,632.63","340,050,576.86","338,857,107.23","340,555,790.27","339,235,446.32","340,618,098.92","341,826,499.60","706,546,193.48","709,745,206.88","707,981,620.20","712,676,388.49","718,860,039.04","724,578,953.74","719,479,143.02","722,915,373.76"
资产总计,"200,107,519.09","207,254,352.01","220,060,709.32","229,482,821.16","394,301,804.83","372,855,023.60","377,622,975.68","378,311,435.90","380,954,343.24","465,354,470.41","485,255,782.75","493,761,933.78","500,702,202.35","502,361,561.27","519,629,063.97","525,445,811.63","531,013,750.99","527,661,671.78","530,569,565.29","535,373,244.30","526,522,406.44","533,140,524.52","780,043,276.75","769,495,403.94","770,639,127.38","772,322,871.99","833,132,333.54","827,466,931.65","878,642,917.04","878,931,471.15"
负债和所有者(或股东权益)合计,"200,107,519.09","207,254,352.01","220,060,709.32","229,482,821.16","394,301,804.83","372,855,023.60","377,622,975.68","378,311,435.90","380,954,343.24","465,354,470.41","485,255,782.75","493,761,933.78","500,702,202.35","502,361,561.27","519,629,063.97","525,445,811.63","531,013,750.99","527,661,671.78","530,569,565.29","535,373,244.30","526,522,406.44","533,140,524.52","780,043,276.75","769,495,403.94","770,639,127.38","772,322,871.99","833,132,333.54","827,466,931.65","878,642,917.04","878,931,471.15"
