科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
经营活动产生的现金流量净额,"53,454,726.22","85,036,786.38","94,508,876.11","22,723,280.02","19,643,556.46","20,853,546.89","-43,917,284.97","-19,737,965.26","15,247,678.05","55,236,977.90","54,768,618.78","49,652,403.62","75,251,630.38","102,532,381.33","36,421,306.32"
分配股利、利润或偿还利息支付的现金,"60,616,480.46","2,636,422.07","8,743,287.10","8,052,237.02","13,313,396.53","19,770,799.20","3,268,230.22","18,734,042.39","20,001,173.51","22,043,809.47","1,281,207.43","7,608,472.79","10,563,890.87","13,240,044.29","3,413,252.96"
收回投资收到的现金,"52,405,337.39",,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,"2,073,409.08",,,,"4,836,097.31",,"18,647,362.66","19,616,911.66","119,342,727.60","83,406,279.81"
取得投资收益收到的现金,,"248,697.98",,,,,,,,,,,,"1,053,619.33",
筹资活动现金流出小计,"61,121,994.69","105,264,445.45","50,813,287.10","31,073,293.10","68,334,452.61","121,208,864.36","470,387,465.89","559,089,238.06","626,303,589.18","703,138,302.45","69,179,567.43","216,882,795.45","250,307,762.53","447,709,731.89","171,906,202.77"
处置固定资产、无形资产和其他长期资产收回的现金净额,"189,167.01","14,722.63","36,364.12","46,308.30","28,197.73","38,961.93","88,000.00","381,127.02","91,622.50","82,875.63","5,037.24","5,037.24","249,873.07","241,946.76",170.00
筹资活动产生的现金流量净额,"-60,937,127.49","83,035,264.58","88,796,800.49","163,277,322.13","238,616,162.62","770,945,229.77","-362,387,465.89","-373,488,218.06","-340,335,390.94","-346,869,166.54","105,320,432.57","47,917,204.55","42,291,460.47","12,770,809.89","15,303,050.56"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,251,726.80","-225,670.39","3,860,606.27","-1,467,264.64","-2,697,145.89","1,808,833.49","-123,874.72","-2,034,810.18","-2,856,208.46","-91,301.98","-1,695,662.22","3,548,943.81","8,540,412.19","9,036,845.60","-1,507,326.37"
收到其他与投资活动有关的现金,,,"2,122,664.38","1,016,000.00","1,016,000.00","1,016,000.00",,,,"4,955,760.02",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"52,594,504.40","263,420.61","2,159,028.50","1,062,308.30","1,044,197.73","1,054,961.93","88,000.00","381,127.02","91,622.50","5,038,635.65","5,037.24","5,037.24","249,873.07","1,295,566.09",170.00
五、现金及现金等价物净增加额,"-54,972,625.43","6,531,067.70","-19,095,008.13","18,088,071.05","4,704,661.02","493,293,965.87","-452,486,783.27","-455,734,120.73","-398,053,835.36","-376,206,700.10","139,428,947.56","62,144,380.44","41,472,509.11","-7,129,630.02","19,661,495.20"
购建固定资产、无形资产和其他长期资产支付的现金,"98,833,001.76","160,537,782.38","207,087,506.22","167,507,574.76","251,902,109.90","297,635,850.21","46,146,157.69","60,854,254.25","70,191,641.35","88,501,845.13","18,969,478.81","38,979,208.78","84,860,867.00","129,961,452.93","30,311,516.66"
期初现金及现金等价物余额,"86,885,658.06","31,913,032.63","38,444,100.33","19,349,092.20","19,349,092.20","19,349,092.20","512,636,508.92","512,643,058.07","512,643,069.78","512,643,058.07","137,383,171.82","136,436,357.97","136,436,357.97","136,436,357.97","129,177,917.51"
投资支付的现金,,,,,,,,,,,,,,,"244,188.65"
期末现金及现金等价物余额,"31,913,032.63","38,444,100.33","19,349,092.20","37,437,163.25","24,053,753.22","512,643,058.07","60,149,725.65","56,908,937.34","114,589,234.42","136,436,357.97","276,812,119.38","198,580,738.41","177,908,867.08","129,306,727.95","148,839,412.71"
