科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他应收款,"2,231,780.20","1,157,016.69","1,240,408.40","1,727,757.17","1,287,720.07","1,327,852.05","835,871.59","1,409,511.26","1,574,433.71","1,078,972.17","770,835.63","1,093,696.40","908,824.48","1,616,358.40","526,280.95","942,990.19","1,294,388.76","1,473,917.89","13,511,236.58","3,193,331.57","3,793,577.22","4,503,859.22","2,482,592.36","4,526,703.69","28,669,367.75","22,272,297.08","77,194,430.87"
应付职工薪酬,,"3,766,582.12","6,156,811.00","2,253,089.50","3,988,369.00","5,436,494.00","5,500,000.00","1,336,000.00","2,852,000.00","4,118,000.00","4,118,000.00","1,928,944.00","1,928,944.00","1,928,344.00","1,399,050.00","307,512.50",,,"10,890,855.46","1,235,074.55","1,579,833.99","410,847.82","9,560,937.60","1,143,349.19","869,900.05","6,950,244.78","12,938,515.43"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"15,466,092.03","4,753,131.62","3,256,426.16","8,158,618.56","4,138,026.40","3,679,091.54","3,969,920.68","4,604,202.28","4,998,762.65","2,005,988.38","373,891.06","1,155,097.68","1,970,712.87","1,943,365.13","1,662,605.61","1,519,208.18","1,347,032.71","1,739,468.71","23,566,349.21","18,757,046.53","6,125,293.55","30,649,967.12","39,076,854.79","25,122,603.04","30,789,017.55","26,851,026.60","49,115,708.90"
应收利息,,,,,,"2,645,392.58","3,672,348.39","6,204,640.58",,"1,001,962.98","4,990,511.93","6,606,423.24","7,549,663.66","7,325,224.21","9,457,356.35","11,002,356.35","12,790,750.00","16,031,250.00","18,126,041.66","18,126,041.66","35,624,724.09","3,594,700.81",,,,,
应付利息,,,"154,007.64",,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,"10,000,000.00",,,,,,,,,,,,,,,,,,,"145,408,556.70",,,,"29,649,102.00","28,097,913.16",
存货,"113,668,711.90","161,841,032.30","187,950,321.81","201,018,471.67","223,893,490.96","222,375,987.09","221,021,451.67","214,497,395.43","209,938,480.94","209,480,116.22","209,797,955.78","214,580,730.87","210,723,130.47","203,019,191.50","208,615,854.15","210,406,089.53","197,617,781.78","192,212,410.96","274,179,230.56","277,236,389.98","286,119,081.45","265,497,980.14","254,424,692.06","256,671,216.51","264,725,271.21","221,201,224.41","227,444,215.77"
其他应付款,"22,448,677.41","11,336,669.49","10,215,434.27","10,175,562.98","10,190,931.62","9,930,413.23","9,173,635.08","9,217,705.34","9,259,194.69","8,968,529.04","9,601,004.37","9,602,879.69","9,482,198.58","9,895,424.72","8,445,730.38","8,298,778.73","8,143,453.11","7,893,229.81","161,184,980.90","153,042,390.75","148,864,310.90","226,215,961.14","195,237,478.16","197,061,962.04","280,552,919.54","348,884,759.79","373,534,637.33"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,"1,743,528.16","1,871,656.60","3,036,232.55","3,176,694.19",,,,,,,,,
一年内到期的非流动负债,"28,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,,"5,500,000.00","5,500,000.00","5,500,000.00",,,,
其他流动资产,,,,,,,,,,,"245,038.35","60,000,000.00","65,000,000.00","140,000,000.00","137,000,000.00","120,300,000.00","151,300,000.00","121,300,000.00","78,116.78","78,116.78","78,116.78","7,843.16","1,953,991,010.62","1,994,592,858.72","1,914,797,541.93","1,932,846,555.97","2,055,094,651.11"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"164,707,416.15","239,876,413.62","301,084,399.92","315,645,610.66","663,712,042.40","667,487,446.27","668,864,542.98","664,635,150.61","645,355,493.47","631,741,065.95","630,638,546.93","637,544,820.79","632,202,995.20","631,362,863.13","639,571,260.49","658,344,317.65","621,121,124.53","621,504,603.39","3,053,024,605.31","3,069,987,297.63","3,060,695,040.21","3,159,424,645.67","3,365,986,591.71","3,439,261,435.07","3,421,995,345.34","3,564,776,925.94","3,432,161,606.04"
流动负债合计,"124,359,843.18","177,059,676.10","164,594,668.91","168,375,200.32","91,929,396.69","86,913,884.21","89,302,973.29","87,752,517.02","80,558,287.15","68,204,441.48","62,339,735.83","61,387,437.15","61,018,664.28","56,651,293.45","62,917,845.59","77,904,878.98","42,067,089.90","36,421,631.66","371,793,900.41","345,280,689.55","425,776,472.00","404,849,554.82","425,850,962.34","403,663,043.29","538,206,311.08","549,503,314.49","561,009,848.54"
可供出售金融资产,,,,,,,,,,,,,,,,,,,"57,456,000.00","57,456,000.00","57,456,000.00","57,456,000.00",,,,,"105,456,000.00"
长期借款,"26,039,185.25",,,,,,,,,,,,,,,,,,"5,500,000.00","5,500,000.00",,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,"1,117,942.50","2,846,523.07",,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,"26,157.36","24,657.36","23,657.36","21,657.36","21,399.83"
长期股权投资,"3,000,000.00","3,000,000.00",,,,,,,,,,,,"5,944,571.10","5,775,938.42","5,252,662.27","4,901,665.28","4,500,044.17","42,305,993.94",,,"12,500,000.00",,,,,"24,594,811.20"
专项应付款,"3,000,000.00","6,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00",,,,,,,,,,,,,,"1,100,000.00",,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,"3,000,000.00","3,131,661.48","5,480,785.30","4,794,073.75","4,455,755.58","3,517,723.81","4,492,269.98","3,862,722.07","3,823,090.40","3,832,732.13","3,879,208.21","3,649,025.07","3,571,740.92","3,388,558.74","3,186,472.14","3,106,476.05","3,040,195.91","2,886,158.70","628,349.44","628,349.44","628,349.44","628,349.44",,,,,
固定资产,"78,223,442.11","76,648,128.74","83,434,124.89","84,698,697.63","84,841,843.30","85,360,836.09","89,577,124.11","91,309,957.52","90,248,348.14","93,329,738.14","123,006,138.70","120,561,422.13","118,130,354.38","115,827,388.07","115,285,369.25","113,538,516.91","112,386,185.69","110,191,521.01","423,819,775.15","433,089,969.76","429,056,697.33","424,909,262.81","459,005,236.55","456,784,661.87","451,545,866.85","448,191,047.40","445,569,069.84"
递延所得税负债,,,,,,,,,,,,,,,,,,,"7,884,144.65","7,884,144.66","7,884,144.66","7,884,144.66","7,281,868.18","7,281,868.18","7,281,868.18","7,281,868.18","8,221,190.21"
在建工程,,"43,076.92",,,,"166,195.00","1,665,160.00","1,715,160.00","20,243,845.72","22,508,029.41",,,,,,,,,"22,772,521.27","27,347,615.22","40,017,448.86","48,836,739.84","30,610,268.72","29,293,284.10","44,524,314.18","86,627,915.58","98,325,999.13"
其他非流动负债,,,,,,,,,"5,700,000.00","5,550,000.00","3,222,360.00","3,132,850.00","3,043,340.00","7,607,130.00",,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"32,039,185.25","9,131,661.48","13,480,785.30","12,794,073.75","12,455,755.58","11,517,723.81","12,492,269.98","11,862,722.07","9,523,090.40","9,382,732.13","7,101,568.21","6,781,875.07","6,615,080.92","10,995,688.74","10,078,792.14","10,009,064.51","9,543,274.37","10,113,581.07","35,888,038.53","37,291,174.34","31,992,142.29","31,711,869.29","29,251,059.55","28,829,847.84","28,151,435.30","28,055,908.81","73,602,752.19"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"156,399,028.43","186,191,337.58","178,075,454.21","181,169,274.07","104,385,152.27","98,431,608.02","101,795,243.27","99,615,239.09","90,081,377.55","77,587,173.61","69,441,304.04","68,169,312.22","67,633,745.20","67,646,982.19","72,996,637.73","87,913,943.49","51,610,364.27","46,535,212.73","407,681,938.94","382,571,863.89","457,768,614.29","436,561,424.11","455,102,021.89","432,492,891.13","566,357,746.38","577,559,223.30","634,612,600.73"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","136,000,000.00","136,000,000.00","484,695,189.00","484,695,189.00","969,390,378.00","969,390,378.00","969,390,378.00","969,390,378.00","973,690,378.00","973,690,378.00","973,690,378.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"1,655,104.91","66,659,434.29","66,659,434.29","66,659,434.29","450,071,296.14","450,071,296.14","450,071,296.14","450,071,296.14","450,071,296.14","450,071,296.14","450,071,296.14","450,071,296.14","450,071,296.14","450,071,296.14","450,071,296.14","450,071,296.14","394,071,296.14","394,071,296.14","1,468,581,716.76","1,459,995,722.82","983,886,527.76","975,300,533.82","983,886,527.76","983,886,527.76","1,016,402,739.57","1,016,402,739.57","1,029,004,874.98"
无形资产,"21,758,913.12","20,981,420.52","20,609,586.06","20,486,071.89","20,362,557.72","20,239,043.65","20,115,529.38","19,992,015.21","19,868,501.04","20,185,860.65","20,039,142.59","19,892,424.53","19,745,706.47","19,598,988.41","19,894,390.01","19,725,565.97","20,609,014.99","20,385,763.03","51,504,259.51","56,107,070.86","54,248,473.15","52,389,875.41","50,568,363.00","48,746,850.54","46,925,338.08","45,103,825.62","75,096,390.05"
盈余公积,"6,070,226.02","4,713,475.46","11,985,477.52","11,985,477.52","11,985,477.52","11,985,477.52","18,865,877.08","18,865,877.08","18,865,877.08","18,865,877.08","22,439,493.10","22,439,493.10","22,439,493.10","22,439,493.10","23,857,786.66","23,857,786.66","23,857,786.66","23,857,786.66","34,894,894.14","34,894,894.14","34,894,894.14","34,894,894.14","42,446,337.19","42,446,337.19","42,446,337.19","42,446,337.19","42,446,337.19"
开发支出,,,,,,,,,,,,,,,,,,,,,,,"21,973,050.22","35,020,220.00","25,587,219.34","28,643,201.09","101,398,785.34"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,"33,255,579.19","33,255,579.19","33,255,579.19"
商誉,,,,,,,,,,,,,,,,,,,,"43,250,974.87","50,657,971.73","43,250,974.87","47,400,207.81","47,400,207.81","47,400,207.81","47,400,207.81","47,400,207.81"
未分配利润,"53,899,237.25","23,371,347.35","88,819,365.84","101,442,859.84","122,911,515.53","133,261,244.59","135,142,961.84","144,187,549.80","142,701,883.65","150,141,638.81","152,905,506.05","158,348,100.42","152,129,223.23","156,343,123.83","155,270,148.12","155,901,812.12","153,098,678.69","155,368,209.51","1,297,456,354.66","1,358,477,562.28","1,280,229,425.92","1,417,559,697.57","1,569,363,854.62","1,673,817,418.33","1,542,805,615.47","1,714,956,477.40","1,844,823,793.72"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,"187,588.75","182,125.00","176,661.25","324,358.97","315,282.17","301,504.52","5,147,718.39"
少数股东权益,,,,,,,,,,,,,,,,,,,"1,251,733.22","10,282,367.75","9,828,051.46","8,921,367.50","17,548,600.52","16,814,806.67","17,863,677.07","17,262,392.41","18,942,652.41"
递延所得税资产,"333,825.23","386,554.88","411,620.99","426,665.54","436,998.04","496,105.26","538,400.28","650,926.38","624,939.37","652,442.72","822,345.30","810,297.85","959,535.26","972,934.68","1,143,992.15","1,060,388.89","1,264,805.92","1,373,760.85","43,678,671.54","43,678,671.54","43,678,671.54","43,678,671.54","50,017,340.72","50,017,340.72","50,017,340.72","50,017,340.72","76,778,783.45"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"5,232,115.00","14,694,155.00","5,852,460.00","8,874,500.00","1,158,128.03","1,303,128.03","1,418,128.03","1,429,128.03","2,023,340.00","1,470,440.00","241,940.00",,,,,,"12,000,000.00","12,000,000.00","38,000,000.00","38,000,000.00","98,335,686.59"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"103,316,180.46","101,059,181.06","104,455,331.94","105,611,435.06","105,641,399.06","106,262,180.00","117,128,328.77","128,362,214.11","136,838,094.27","145,550,570.92","145,025,754.62","142,567,272.54","141,371,666.64","146,619,533.36","144,123,029.83","141,047,574.04","139,403,611.88","136,451,089.06","641,537,221.41","660,930,302.25","675,302,851.36","683,203,649.47","671,751,128.27","679,586,924.01","704,315,569.15","744,285,042.74","1,078,103,451.80"
所有者权益(或股东权益)合计,"111,624,568.18","154,744,257.10","227,464,277.65","240,087,771.65","664,968,289.19","675,318,018.25","684,197,628.48","693,382,125.63","692,112,210.19","699,704,463.26","706,222,997.51","711,942,781.11","705,940,916.64","710,335,414.30","710,697,652.59","711,477,948.20","708,914,372.14","711,420,479.72","3,286,879,887.78","3,348,345,735.99","3,278,229,277.28","3,406,066,871.03","3,582,635,698.09","3,686,355,467.95","3,559,953,168.11","3,731,502,745.38","3,875,652,457.11"
资产总计,"268,023,596.61","340,935,594.68","405,539,731.86","421,257,045.72","769,353,441.46","773,749,626.27","785,992,871.75","792,997,364.72","782,193,587.74","777,291,636.87","775,664,301.55","780,112,093.33","773,574,661.84","777,982,396.49","783,694,290.32","799,391,891.69","760,524,736.41","757,955,692.45","3,694,561,826.72","3,730,917,599.88","3,735,997,891.57","3,842,628,295.14","4,037,737,719.98","4,118,848,359.08","4,126,310,914.49","4,309,061,968.68","4,510,265,057.84"
负债和所有者(或股东权益)合计,"268,023,596.61","340,935,594.68","405,539,731.86","421,257,045.72","769,353,441.46","773,749,626.27","785,992,871.75","792,997,364.72","782,193,587.74","777,291,636.87","775,664,301.55","780,112,093.33","773,574,661.84","777,982,396.49","783,694,290.32","799,391,891.69","760,524,736.41","757,955,692.45","3,694,561,826.72","3,730,917,599.88","3,735,997,891.57","3,842,628,295.14","4,037,737,719.98","4,118,848,359.08","4,126,310,914.49","4,309,061,968.68","4,510,265,057.84"
