科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"995,529,353.99","1,079,710,840.18","491,986,581.40","750,649,183.08","989,907,173.97","249,536,435.73","642,578,255.05","931,118,890.17","1,423,571,466.74","338,458,555.89","815,719,962.99","1,362,416,092.32","1,855,299,299.37","440,119,576.33","994,940,693.10","1,540,132,436.57","1,959,711,351.94","447,571,775.11","1,083,724,914.38","1,545,839,975.21","1,942,783,127.38","473,467,341.23","961,675,363.89","1,573,053,799.37","2,054,525,012.65","537,613,783.64","1,038,689,547.76","1,687,243,612.13","2,017,876,763.99","633,528,345.36","1,134,735,340.85","1,819,815,002.52","2,626,989,887.74","774,997,068.01","1,988,489,118.49","3,190,361,382.71","4,338,696,840.11","1,418,351,374.48"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,136,765.62",,,,"3,049,999.93",
收到的税费返还,"4,427,279.11","650,000.00",,,"3,138,000.00",,"180,000.00","1,810,000.00","1,810,000.00",,,"2,955,423.71","7,698,900.00","984,000.00","2,984,000.00","2,984,000.00","2,984,000.00","306,952.58",,"620,000.00","920,000.00",,"1,000,000.00","1,000,000.00","2,013,561.38",,,"2,122,795.63","3,727,518.43","177,804.00","1,086,951.60","1,086,951.60","100,000.00","1,040,000.00","4,751,600.00","4,751,600.00","1,040,000.00",
支付其他与投资活动有关的现金,,,,,,,,,"710,000.00",,,,,,,,,,,,,,,,,,,,,,,,"5,009,000.00","21,000,000.00","124,340,000.00",,"519,873,188.00",
收到其他与经营活动有关的现金,"75,740,839.26","33,731,923.74","10,773,723.91","18,500,486.93","39,277,576.33","7,824,787.29","21,784,782.45","30,478,125.89","49,717,174.80","37,609,781.16","50,658,214.98","62,874,587.85","63,305,127.34","7,295,872.63","6,883,034.39","23,362,486.33","125,760,424.08","56,843,710.87","69,159,697.57","81,938,277.83","91,761,850.02","73,748,370.81","110,063,889.96","131,372,889.82","160,628,103.21","30,651,955.65","37,816,567.32","53,704,697.15","49,628,802.40","11,407,200.87","70,738,674.54","81,864,164.25","104,461,151.26","19,528,759.67","18,718,847.27","38,286,397.33","157,803,133.74","2,386,135.51"
投资活动现金流出小计,"151,888,362.88","185,353,601.55","50,828,446.34","77,755,921.70","195,096,916.66","41,310,529.86","156,907,212.93","266,814,701.70","380,329,278.08","86,522,982.90","182,572,579.08","204,743,131.80","376,016,772.72","35,701,047.81","79,755,140.12","176,200,465.78","297,342,093.61","53,262,680.46","58,230,937.18","210,875,679.51","410,111,125.26","102,749,392.16","233,709,895.88","351,639,068.63","448,247,192.22","69,200,220.07","112,244,150.12","152,618,645.75","239,171,430.54","82,613,239.04","164,318,331.51","398,842,887.30","674,220,636.15","128,038,196.09","849,246,343.92","995,546,427.12","1,668,858,131.88","203,798,913.03"
经营活动现金流入小计,"1,075,697,472.36","1,114,092,763.92","502,760,305.31","769,149,670.01","1,032,322,750.30","257,361,223.02","664,543,037.50","963,407,016.06","1,475,098,641.54","376,068,337.05","866,378,177.97","1,428,246,103.88","1,926,303,326.71","448,399,448.96","1,004,807,727.49","1,566,478,922.90","2,088,455,776.02","504,722,438.56","1,152,884,611.95","1,628,398,253.04","2,035,464,977.40","547,215,712.04","1,072,739,253.85","1,705,426,689.19","2,217,166,677.24","568,265,739.29","1,076,506,115.08","1,743,071,104.91","2,071,233,084.82","645,113,350.23","1,206,560,966.99","1,902,766,118.37","2,731,551,039.00","795,565,827.68","2,011,959,565.76","3,233,399,380.04","4,497,539,973.85","1,420,737,509.99"
投资活动产生的现金流量净额,"-151,888,362.88","-175,354,972.24","-50,828,446.34","-77,755,921.70","-188,686,851.87","-41,110,529.86","-156,707,212.93","-266,614,701.70","-379,404,278.08","-86,522,982.90","-182,572,579.08","-204,743,131.80","-350,241,221.72","-35,701,047.81","-74,105,140.12","-136,550,465.78","-282,539,773.61","-53,262,680.46","-58,230,937.18","-210,875,679.51","-399,254,095.26","-97,749,392.16","-130,709,895.88","-248,639,068.63","-347,524,688.60","-69,200,220.07","-5,281,847.14","-45,656,342.77","-68,977,184.02","-82,575,739.04","-164,101,631.51","-336,780,387.30","-669,185,303.51","-128,038,196.09","-649,245,973.92","-751,292,066.02","-1,365,283,522.91","357,688,531.30"
购买商品、接受劳务支付的现金,"866,007,849.68","841,913,559.00","351,381,224.83","579,740,929.74","814,749,176.98","330,058,622.27","741,107,660.56","943,485,901.40","1,238,482,086.30","335,674,411.31","684,327,393.36","1,083,490,556.49","1,396,905,008.28","423,432,709.52","857,450,955.93","1,385,145,477.52","1,504,637,316.75","467,528,746.69","893,060,143.82","1,278,149,087.00","1,395,542,812.94","396,320,720.52","841,477,128.23","1,433,087,898.52","1,147,345,161.66","225,526,658.48","787,763,607.20","1,366,634,694.56","1,110,574,676.44","391,965,655.57","905,315,091.66","1,490,268,109.90","1,974,737,980.55","1,159,085,004.10","2,342,118,664.95","3,423,425,732.05","4,272,254,028.61","1,333,863,727.60"
吸收投资收到的现金,,,,,"593,540,016.00",,,,,,,,,,,,,,"597,870,000.00","597,870,000.00","597,870,000.00",,,"400,000.00","400,000.00",,,,"2,000,000.00","839,029,690.00","839,029,690.00","942,615,873.00","856,903,507.00",,"3,500,000.00","5,520,000.00","56,380,000.00","2,900,000.00"
支付给职工以及为职工支付的现金,"68,851,767.32","75,940,613.08","39,549,438.05","58,160,449.20","90,869,975.42","21,574,878.24","52,958,395.11","84,191,022.53","119,426,764.04","34,019,780.85","66,104,847.25","104,721,168.71","155,390,125.00","42,128,977.14","87,642,827.25","141,617,470.74","198,432,145.19","45,699,317.59","89,375,501.39","135,304,282.27","202,315,918.07","47,329,165.79","94,415,320.61","145,468,900.22","208,409,244.14","47,970,332.06","99,225,771.68","166,662,207.54","228,054,999.67","62,382,044.31","109,966,860.91","175,769,901.98","263,497,671.14","77,648,954.86","150,922,692.23","237,443,001.63","327,100,532.93","74,781,120.53"
