科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"29,901,498.61","65,576,986.86","82,565,994.58","17,293,509.88","37,757,613.19","62,699,432.49","94,025,040.61","24,979,033.13","54,226,036.47","83,866,680.27","122,330,915.50","37,298,209.42","76,247,075.52","115,750,325.94","152,948,725.17","29,325,677.95","75,526,757.27","120,566,378.13","177,504,595.76","52,885,331.47","106,526,471.51","164,722,847.31","226,050,002.98","60,304,585.13","137,377,741.78","205,966,772.63","263,993,661.42","55,945,775.65","115,355,331.38"
取得借款收到的现金,"26,811,551.89","40,000,000.00","84,445,761.48","20,000,000.00","20,000,000.00","20,000,000.00","25,740,000.00",,"20,000,000.00","20,000,000.00","80,000,000.00",,"40,000,000.00","58,602,688.00","173,542,688.00","80,000,000.00","100,000,000.00","186,324,962.61","319,400,000.00","89,880,000.00","114,880,000.00","270,880,000.00","475,500,000.00","30,000,000.00","114,872,947.87","174,858,427.87","275,858,427.87","77,283,750.00","169,283,750.00"
支付的各项税费,"8,800,694.67","15,749,254.33","22,596,005.04","6,884,361.74","22,240,737.75","30,831,121.05","36,181,168.98","10,931,515.59","26,979,618.45","34,642,887.71","37,595,305.77","2,161,026.12","8,608,299.11","14,110,184.56","17,944,995.13","3,663,839.54","14,167,063.88","23,498,020.54","33,445,536.07","7,298,205.83","25,587,901.18","40,838,117.18","49,163,912.74","13,096,807.53","42,842,476.85","66,282,806.47","88,641,217.92","10,423,941.30","31,024,339.85"
收到其他与筹资活动有关的现金,"12,948,101.10","45,536,635.66","67,172,369.65","12,117,997.05","20,347,526.65","22,272,052.61","43,032,716.88","2,978,744.46","23,075,568.01","27,958,350.59","31,426,471.41","3,180,000.00","8,620,000.00","16,070,000.00","25,731,388.82","2,930,000.00","11,206,299.34","35,524,896.58","39,434,987.07","28,438,674.57","44,637,474.73","99,705,748.24","191,532,141.95","32,604,961.69","64,244,699.85","122,708,183.13","125,191,741.33","57,142,206.54","176,216,179.64"
支付其他与经营活动有关的现金,"34,697,443.53","43,650,932.70","48,343,064.41","16,667,880.05","33,468,601.70","65,114,812.72","60,850,090.15","30,272,061.86","40,377,917.64","54,571,853.45","81,877,496.88","11,541,131.72","26,429,910.38","36,697,664.80","54,190,976.41","9,407,694.53","29,076,981.46","32,322,507.80","67,585,445.16","16,915,894.34","38,844,773.33","55,170,887.90","84,573,957.04","20,333,723.17","46,127,513.01","81,156,290.42","97,308,479.01","27,105,731.95","45,239,928.49"
筹资活动现金流入小计,"65,759,652.99","86,761,635.66","152,118,131.13","458,306,797.05","467,636,326.65","469,560,852.61","512,958,476.88","2,978,744.46","43,075,568.01","47,958,350.59","113,926,471.41","4,430,000.00","125,820,000.00","151,872,688.00","277,954,076.82","132,405,712.00","160,733,368.08","271,376,927.93","408,800,699.07","118,318,674.57","159,517,474.73","377,585,748.24","698,732,141.95","63,304,961.69","180,017,647.72","298,966,611.00","402,520,169.20","134,425,956.54","345,499,929.64"
经营活动现金流出小计,"261,008,925.21","405,702,869.07","576,368,700.37","143,076,191.25","267,963,706.04","406,704,473.28","508,986,036.81","165,685,233.10","308,647,444.63","447,270,439.56","637,339,094.44","154,628,205.92","332,191,285.48","523,696,297.02","705,569,737.76","154,058,270.13","373,757,482.35","581,493,974.00","829,878,669.95","239,843,743.76","512,102,635.05","868,388,297.03","1,156,570,017.34","290,468,406.71","645,045,614.48","1,037,371,437.68","1,357,013,595.85","307,470,745.74","679,688,029.29"
偿还债务支付的现金,"23,188,514.54","3,623,037.35","77,959,498.60","16,408,340.69","66,408,340.69","66,408,340.69","66,408,340.69",,,,"25,740,000.00",,"60,000,000.00","60,000,000.00","100,000,000.00",,"9,940,000.00","99,167,603.20","184,167,603.20","80,000,000.00","80,000,000.00","216,000,000.00","349,400,000.00","65,000,000.00","155,000,000.00","271,000,000.00","415,079,615.90","68,396,610.00","123,396,610.00"
经营活动产生的现金流量净额,"11,115,263.88","41,526,546.13","35,414,125.17","-18,090,136.26","-11,871,544.50","-17,851,487.17","4,675,781.45","-12,493,606.99","2,422,321.23","-6,940,596.24","5,877,545.89","9,251,133.49","26,341,472.35","22,357,590.64","-22,910,785.56","-2,119,874.71","-35,310,908.19","14,784,978.83","37,898,409.10","-5,770,263.86","-14,676,311.39","-19,984,705.01","2,181,305.76","53,935,560.81","80,898,186.67","114,104,675.31","196,239,173.63","41,442,472.91","-44,220,902.21"
分配股利、利润或偿还利息支付的现金,"884,522.98","26,309,330.58","3,355,970.96","924,167.47","1,225,304.69","19,724,803.68","20,641,304.69",,"10,036,077.07","10,330,147.08","10,935,903.75","882,000.03","7,341,440.69","7,971,129.58","9,065,570.90","1,548,840.21","4,646,475.63","8,574,084.71","14,520,987.80","3,803,608.56","12,756,415.56","17,406,611.42","22,422,037.60","5,211,548.97","13,846,735.37","18,613,595.21","17,854,406.39","5,606,997.95","8,636,503.79"
收回投资收到的现金,,,1.00,,,,,,,,,,"150,000,000.00","150,000,000.00","614,086,331.93","42,000,000.00","53,191,550.00","53,191,550.00","32,500,001.00",,"10,000,000.00","10,360,746.96","20,900,000.00",,"1,650,000.00","1,650,000.00","23,250,000.00",,
支付其他与筹资活动有关的现金,"17,230,621.68","46,392,611.74","74,180,001.60","11,643,188.02","15,936,463.73","16,336,463.73","48,904,711.41","3,487,425.21","13,198,708.62","16,628,871.42","35,723,648.04","6,831,380.00","14,628,459.00","18,288,459.00","24,568,459.00","9,838,357.68","29,240,607.97","56,195,570.58","72,432,627.62","26,899,568.28","70,905,191.88","135,282,122.10","226,266,494.80","47,892,167.30","88,756,014.91","156,141,164.87","202,806,881.61","98,831,203.28","154,564,620.92"
取得投资收益收到的现金,,,,,,,,,,,,,,,"14,182,794.09",,,,"3,056,169.97",,"1,901,027.40","81,027.40","214,410.96",,,"215,408.22","220,938.22",,"3,102.90"
筹资活动现金流出小计,"41,303,659.20","76,324,979.67","155,495,471.16","28,975,696.18","83,570,109.11","102,469,608.10","135,954,356.79","3,487,425.21","23,234,785.69","26,959,018.50","72,399,551.79","7,713,380.03","81,969,899.69","86,259,588.58","133,634,029.90","11,387,197.89","43,827,083.60","163,937,258.49","271,121,218.62","110,703,176.84","163,661,607.44","368,688,733.52","598,088,532.40","118,103,716.27","257,602,750.28","445,754,760.08","635,740,903.90","172,834,811.23","286,597,734.71"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"424,697.57","105,000.00","120,000.00","120,000.00","120,000.00","134,640.00",,,"23,600.00","42,620.00",,,,"210,000.00","1,906,891.00","1,977,041.00","2,018,041.00","3,400,306.60",,"914,155.00","1,992,401.00","3,890,977.54","1,047,149.19","1,077,820.19","1,176,820.19","1,171,669.19",,"12,000.00"
筹资活动产生的现金流量净额,"24,455,993.79","10,436,655.99","-3,377,340.03","429,331,100.87","384,066,217.54","367,091,244.51","377,004,120.09","-508,680.75","19,840,782.32","20,999,332.09","41,526,919.62","-3,283,380.03","43,850,100.31","65,613,099.42","144,320,046.92","121,018,514.11","116,906,284.48","107,439,669.44","137,679,480.45","7,615,497.73","-4,144,132.71","8,897,014.72","100,643,609.55","-54,798,754.58","-77,585,102.56","-146,788,149.08","-233,220,734.70","-38,408,854.69","58,902,194.93"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,"21,000.00","120,999.97",,,,,,,,,,"29,687.37","29,687.37","360,746.96",,"7,450,000.00","147,783,906.14","147,783,906.14",,
四、汇率变动对现金的影响,"-57,574.00","-88,232.42","-408,507.69","185,147.92","352,648.62","324,237.88","-140,533.04","-704,219.59","-1,644,853.72","-1,837,238.81","-1,955,055.36","1,041,493.65","1,580,146.54","2,233,619.61","3,851,333.02","2,657,622.82","2,640,032.05","4,962,820.53","8,586,801.22","-205,497.78","1,876,965.38","1,662,469.53","6,461,133.64","-137,029.85","-868,098.78","-1,972,876.54","-3,998,570.15","-3,764,715.09","-1,973,132.20"
收到其他与投资活动有关的现金,,,,,,,,,,,,,"10,463,178.90","20,508,215.31",,"2,010,432.86","2,210,432.86","42,662,900.09","107,723,450.00",,"9,130,485.95","9,196,554.44","9,130,485.95","1,960,000.00","2,701,720.55","21,914,863.03","6,240,000.00","10,000.00","4,700,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"424,697.57","105,001.00","120,000.00","120,000.00","120,000.00","134,640.00",,,"44,600.00","163,619.97",,"160,463,178.90","170,508,215.31","628,479,126.02","45,917,323.86","57,379,023.86","97,872,491.09","146,679,927.57",,"21,975,355.72","21,660,417.17","34,496,621.41","3,007,149.19","12,879,540.74","172,740,997.58","178,666,513.55","10,000.00","4,715,102.90"
五、现金及现金等价物净增加额,"17,592,497.44","31,160,768.40","17,718,198.35","408,988,797.05","342,154,101.55","293,265,499.19","299,098,251.12","-37,940,403.43","-171,520,249.45","-215,713,875.26","-194,956,237.25","-32,520,211.36","153,207,336.44","75,909,879.27","-36,263,090.02","114,328,575.77","-3,212,041.49","-8,696,735.84","88,085,769.76","-23,137,936.38","-60,089,410.82","-87,379,133.40","-58,145,510.37","-17,828,548.86","-31,811,007.44","30,534,161.37","8,367,474.16","-79,825,317.05","-81,183,525.96"
购建固定资产、无形资产和其他长期资产支付的现金,"17,490,626.51","19,276,898.87","11,015,080.10","2,557,315.48","30,513,220.11","56,418,496.03","82,575,757.38","19,302,008.10","32,274,723.28","45,680,196.30","61,577,309.81","18,739,958.47","55,238,061.66","133,002,949.76","233,281,643.20","17,193,516.07","44,625,841.53","86,333,450.81","137,197,055.23","14,251,375.97","37,721,846.82","61,951,046.76","148,977,618.25","15,683,964.93","27,003,064.51","43,625,550.53","57,011,437.50","7,722,736.05","12,475,305.25"
期初现金及现金等价物余额,"22,265,893.09","39,858,390.53","71,019,158.93","88,737,357.28","88,737,357.28","88,737,357.28","88,737,357.28","398,035,779.28","387,835,608.40","387,835,608.40","387,835,608.40","192,879,371.16","192,879,371.15","192,879,371.16","192,879,371.15","157,316,281.13","156,616,281.13","156,616,281.13","156,616,281.13","245,702,051.89","244,702,050.89","244,702,050.89","244,702,050.89","186,556,540.52","186,556,540.52","186,556,540.52","186,556,540.52","194,924,014.68","194,924,014.68"
投资支付的现金,,"1,862,000.00","3,000,000.00",,,,,"4,931,888.00","9,863,776.00","32,299,776.00","169,065,776.00","20,789,500.00","20,789,500.00","28,874,360.00","428,500,000.00","16,521,100.00","21,871,100.00","28,071,100.00","58,992,846.48",,"6,330,368.00","16,330,369.00","47,410,369.00","3,519,000.00","3,519,000.00","37,040,568.87","67,239,000.00","70,766,700.00","70,766,700.00"
期末现金及现金等价物余额,"39,858,390.53","71,019,158.93","88,737,357.28","497,726,154.33","430,891,458.83","382,002,856.47","387,835,608.40","360,095,375.85","216,315,358.95","172,121,733.14","192,879,371.15","160,359,159.80","346,086,707.59","268,789,250.43","156,616,281.13","271,644,856.90","153,404,239.64","147,919,545.29","244,702,050.89","222,564,115.51","184,612,640.07","157,322,917.49","186,556,540.52","168,727,991.66","154,745,533.08","217,090,701.89","194,924,014.68","115,098,697.63","113,740,488.72"
