科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"78,019,352.22","162,286,964.68","240,336,158.57","314,089,278.49","64,478,411.18","161,946,408.38","286,095,127.63","372,360,495.79","83,591,639.84","206,874,025.83","347,392,881.77","501,318,665.92","134,411,907.62","286,429,459.68","433,681,035.48","622,027,966.46","156,183,679.85","354,390,134.52","553,651,619.40","756,144,367.85","158,310,150.39","307,176,373.83","446,088,726.64","631,379,802.56","155,167,785.27","329,558,695.47","507,881,293.76","708,077,989.74","141,300,008.72","285,357,268.10","484,293,846.74","669,843,082.91","158,929,503.68","317,270,564.31","452,913,933.62","625,540,166.23","105,076,791.27","261,412,862.23","437,235,880.83","657,677,292.30","146,808,581.14","340,830,510.50","528,921,248.96","740,803,455.67"
二、营业利润,"2,506,283.47","6,093,305.55","4,214,311.42","-10,620,724.32","-19,244,453.82","-29,054,897.80","-30,783,229.03","-44,418,823.40","-8,728,756.70","-35,242.90","4,713,524.68","14,980,376.32","6,653,239.01","13,362,624.97","26,397,994.95","38,972,967.22","4,893,174.56","11,907,711.44","21,428,842.45","33,706,258.69","-13,275,336.73","-14,250,351.81","-23,772,640.78","-53,167,971.85","-11,898,634.92","-21,601,255.42","-35,053,380.47","-44,558,448.55","-22,186,185.33","-39,803,226.52","-54,117,423.81","-71,218,658.21","-2,120,136.83","1,756,991.35","6,645,466.38","11,711,465.54","2,309,625.49","6,308,651.36","15,157,491.41","23,628,191.66","5,002,500.89","26,464,697.66","50,725,063.25","50,143,150.23"
减:营业成本,"61,255,857.28","130,311,954.17","200,119,464.77","277,956,694.80","69,309,254.83","162,375,739.12","270,210,895.46","340,808,698.93","76,455,538.81","177,560,687.73","293,834,633.84","419,609,353.95","111,112,187.94","234,425,382.66","347,620,312.17","500,732,798.52","130,999,419.81","298,479,425.05","464,733,264.31","621,371,857.98","143,953,958.01","267,758,041.70","384,864,408.50","546,240,176.79","136,305,803.18","284,698,204.31","445,921,954.69","617,438,072.44","127,583,879.40","259,520,113.98","443,410,258.82","614,704,552.79","132,478,349.39","252,517,929.69","352,573,441.82","479,069,463.17","74,123,102.03","191,618,828.48","326,881,308.00","502,507,436.80","109,759,743.44","253,749,843.80","385,545,476.68","549,671,289.73"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"654,561.89","1,380,781.26","1,637,440.19","1,905,547.13","395,283.75","778,305.60","1,697,556.53","2,082,337.82","352,443.08","1,024,418.52","2,094,325.62","2,996,987.57","682,321.33","1,781,019.61","2,663,762.39","3,542,645.16","775,406.07","2,029,262.04","3,021,445.38","4,422,979.49","524,136.46","943,426.05","1,578,216.10","3,198,436.24","1,241,001.14","2,323,333.71","3,724,584.47","5,799,632.30","661,355.32","1,542,966.89","2,519,889.03","3,953,123.41","377,217.96","586,119.34","753,387.84","1,713,210.34","848,096.45","1,599,466.40","3,329,061.08","9,448,278.90","2,778,512.42","6,314,146.18","7,760,722.27","10,830,111.18"
营业外收入,"12,113.00","15,810.00","22,405.00","14,033,830.00","21,444.60","102,325.30","148,121.80","359,129.89","187,693.30","374,758.20","598,932.30","1,151,489.42","285,526.80","746,158.93","930,803.33","1,635,784.30","1,429,665.90","2,066,462.72","2,791,832.12","8,765,406.69","1,246,021.70","2,297,640.42","2,858,519.52","6,502,624.94","657,801.50","957,145.24","1,582,228.56","57,037,582.41","5,240,423.97","6,175,930.63","13,691,735.29","14,399,028.65","994,201.91","2,120,875.19","5,613,779.31","6,581,664.63","1,357,836.98","4,916,149.58","5,746,491.93","12,650,737.39","2,385,018.19","1,635,968.41","3,072,244.24","584,635.79"
销售费用,"1,786,742.97","2,737,571.13","5,813,535.54","8,486,006.84","2,023,726.83","4,183,396.28","9,208,261.41","15,062,946.44","3,304,026.73","5,635,287.24","11,610,963.07","16,742,205.28","3,698,390.40","9,286,043.09","13,885,738.90","19,325,681.42","4,273,154.52","9,447,017.57","13,756,449.42","18,961,329.75","4,878,774.04","9,018,817.56","12,254,666.17","17,015,651.21","3,634,593.34","8,330,132.90","12,280,820.13","16,769,788.02","3,995,073.72","9,099,181.82","13,608,264.27","18,824,088.59","3,180,252.89","7,735,960.85","12,254,133.68","18,276,700.58","2,250,365.79","9,120,872.08","13,049,924.61","21,384,596.64","5,458,443.61","9,355,674.32","16,755,291.64","22,761,487.22"
减:营业外支出,"25,305.06","37,019.30","81,563.69","852,010.94","20,467.36","110,492.29","144,133.94","1,027,506.73","23,956.64","134,154.91","317,621.88","616,718.58","214,979.51","305,713.94","493,886.35","550,921.11","16,245.00","211,003.74","242,622.26","444,058.47","492,200.00","1,092,334.55","1,120,404.02","1,386,983.86","199,735.00","1,080,462.47","1,082,730.83","1,714,209.29","122,000.00","202,874.12","201,713.63","1,764,126.21","20,000.00","633,134.80","1,258,505.85","1,069,664.29","86,677.98","175,804.26","175,804.26","5,341,047.41","358,289.00","414,870.37","828,641.97","3,146,215.80"
管理费用,"7,784,357.16","14,527,324.74","17,174,643.60","21,446,191.27","8,427,010.89","14,824,822.64","21,520,043.31","31,945,359.53","8,572,447.16","14,553,957.33","22,460,316.21","30,994,507.92","8,825,433.62","18,619,365.08","29,925,442.12","39,421,457.77","8,742,656.17","17,797,242.67","27,604,703.65","43,965,988.91","12,309,064.98","23,269,555.25","36,140,744.25","57,546,299.46","12,311,060.27","24,088,717.44","35,442,931.42","50,769,407.82","15,269,741.57","25,006,042.28","36,824,763.77","45,500,194.22","13,005,012.40","24,195,998.07","41,564,515.78","61,538,626.08","23,507,126.16","44,640,296.40","58,790,939.60","77,370,245.13","14,954,419.24","29,279,625.25","45,933,385.11","63,066,345.15"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,"94,986.00","1,745.00",,,"201,524.47",,,,,,"946,462.47","878,589.02","951,186.77",,"50,874.12","49,713.63","111,851.65",,,"405,575.03","424,825.28",,"89,126.28","89,126.28","4,769,696.96",,,,
