科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"436,708,669.87","635,008,936.80","717,062,301.26","137,479,551.01","277,868,621.18","435,638,690.97","720,218,178.33","177,592,158.66","369,667,011.01","622,643,749.63","953,172,845.35","186,422,777.99","391,650,552.40","570,618,406.99","845,897,976.72","206,278,280.34","294,118,311.47","562,097,649.12","822,538,933.44","109,025,496.42","201,644,653.43","380,203,963.10","613,114,794.94","146,516,778.47","256,566,562.38","359,094,631.20","563,737,725.03","57,900,483.40","102,294,300.55","145,137,531.89","175,133,438.76",,"5,200,400.00","5,200,400.00","33,517,480.00",,"500,894,865.10"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,"112,659.51","112,659.51",,,,,,,,,,,,,,,"44,122,020.63"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,"144,992.00","144,992.00","144,992.00",,,,,"10,336,274.88",,,,,,"7,806,757,498.31"
收到其他与经营活动有关的现金,"5,634,788.63","15,018,146.05","9,448,410.47","1,986,498.49","9,354,141.57","11,514,009.60","15,229,126.94","2,365,722.71","10,231,509.63","15,517,911.36","19,767,291.57","3,262,224.76","4,989,862.44","7,942,418.92","10,087,983.15","2,057,912.82","5,737,764.07","7,396,112.30","11,513,360.74","679,476.70","1,795,464.32","2,746,456.55","9,759,776.98","2,874,461.37","6,903,856.12","9,783,933.04","11,547,492.14","1,777,748.98","2,413,114.93","216,326,192.75","27,769,818.41","10,576,479.95","76,521,413.60","249,650,227.32","646,354,961.80","28,044,955.02","680,865,686.17"
投资活动现金流出小计,"97,829,216.00","113,973,096.27","34,912,249.27","4,317,472.32","21,705,562.58","66,241,889.14","102,351,327.09","86,820,968.73","164,069,056.22","246,730,324.42","305,436,676.34","81,793,273.71","132,654,154.65","188,635,140.41","253,150,860.37","126,388,240.70","242,404,450.11","263,263,533.15","314,243,742.96","208,080,720.14","459,507,773.64","710,640,403.37","730,628,155.43","44,839,340.46","61,999,536.43","79,132,637.15","59,929,583.49","11,691,881.19","16,048,083.04","19,815,389.44","881,193,177.92","174,965,068.92","1,261,681,282.87","2,557,202,912.48","4,127,472,878.25","5,704,327,972.26","20,538,254,246.51"
经营活动现金流入小计,"442,343,458.50","650,027,082.85","726,510,711.73","139,466,049.50","287,222,762.75","447,152,700.57","735,447,305.27","179,957,881.37","379,898,520.64","638,161,660.99","972,940,136.92","189,685,002.75","396,640,414.84","578,560,825.91","855,985,959.87","208,336,193.16","299,856,075.54","569,493,761.42","834,052,294.18","109,704,973.12","203,552,777.26","383,063,079.16","622,874,571.92","149,391,239.84","263,470,418.50","368,878,564.24","575,285,217.17","59,678,232.38","104,707,415.48","361,463,724.64","202,903,257.17","10,576,479.95","81,721,813.60","254,850,627.32","679,872,441.80","28,044,955.02","1,225,882,571.90"
投资活动产生的现金流量净额,"-88,229,216.00","-108,679,784.41","-34,912,249.27","-4,287,472.32","-21,675,562.58","-66,181,889.14","-99,901,428.31","-86,272,668.73","-162,252,406.22","-243,895,350.13","-302,492,702.05","-81,531,273.71","-124,084,287.76","-180,065,273.52","-244,525,993.48","-126,388,240.70","-242,404,450.11","-263,250,367.15","-314,037,993.78","-138,299,041.58","-288,613,773.64","-479,736,263.37","-474,689,615.43","-44,818,827.46","-3,975,310.43","69,907,406.45","353,126,587.58","-11,464,687.19","-15,735,679.14","313,456,601.07","-343,079,334.40","-21,010,405.86","-1,107,726,619.81","-2,403,248,249.42","-3,928,500,977.53","-1,715,652,357.46","-12,344,782,206.03"
购买商品、接受劳务支付的现金,"256,990,654.20","386,870,606.76","412,307,424.75","142,486,280.40","227,361,796.90","340,139,104.82","513,783,996.39","194,240,651.91","338,818,026.50","508,945,107.96","675,236,617.76","216,974,316.14","353,188,332.75","470,624,204.40","593,893,943.41","157,467,617.22","215,224,201.69","401,307,536.67","466,763,292.31","136,902,753.55","174,733,904.80","244,068,004.59","343,834,436.30","61,211,932.52","136,071,585.55","187,173,615.44","250,232,114.39","70,242,846.33","107,053,112.79","131,394,526.87","136,542,793.44",,,,"4,429,234.69","3,883,868.19","548,985,147.18"
吸收投资收到的现金,"40,000,000.00",,,,"854,885,990.90","854,885,990.90","871,365,000.00",,,,,"13,416,420.00","13,416,420.00","13,416,420.00","11,919,435.00",,"-3,680,373.00","-3,680,373.00",,,,,,,,,,,,,,,,,,"24,419,999,919.60","24,419,460,099.24"
