科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"22,348,881.99","32,583,997.80","37,262,059.61","9,631,123.46","18,885,487.64","28,648,814.31","39,952,860.47","10,875,670.31","21,675,028.08","33,744,667.05","48,373,887.59","16,548,320.82","34,345,027.75","53,559,657.69","72,927,088.41","21,602,761.57","40,807,744.44","59,501,219.62","80,496,906.74","21,451,958.87","43,892,961.17","68,494,493.51","92,319,686.74","30,155,561.33","55,791,949.26","79,155,510.12","95,496,533.29","17,209,628.10","27,210,097.22","34,880,458.23","38,760,248.23","16,233,662.11","35,831,055.60","62,230,326.24","72,867,816.09","75,301,096.00","259,201,437.79"
取得借款收到的现金,"178,906,659.00","205,000,000.00","262,000,000.00",,,,,,,,,,,"60,000,000.00","100,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,"50,000,000.00","226,387,804.66","293,387,804.66","3,630,000.00","3,630,000.00","3,630,000.00","55,130,000.00","50,000,000.00","50,000,000.00","100,000,000.00","107,300,000.00",,"2,050,000,000.00","2,249,500,000.00","4,898,617,000.00","1,593,256,100.00","2,393,196,600.00"
支付的各项税费,"21,285,997.35","77,166,917.09","68,400,927.12","21,624,662.92","40,709,633.25","58,020,562.69","75,499,970.21","14,191,327.53","39,576,241.94","68,248,175.25","92,575,531.03","22,419,569.29","44,633,610.76","64,933,024.89","80,882,277.12","11,393,759.23","26,691,012.94","37,026,211.02","58,741,491.49","21,506,292.68","37,851,786.10","57,642,223.64","72,771,947.17","23,245,939.60","40,310,670.21","46,446,483.88","52,806,915.66","18,047,645.32","20,480,697.38","23,585,826.05","25,657,584.76","663,957.30","2,870,376.56","4,989,906.04","8,434,026.88","17,230,680.17","73,409,206.10"
收到其他与筹资活动有关的现金,,,,,"16,479,009.10","16,479,009.10",,,,,,,,,,,,,"936,985.44",,,,,"50,000,000.00","50,000,000.00","100,602,480.00",,"8,820,000.00","8,820,000.00","8,820,000.00","300,000,000.00",,"187,600,000.00","469,000,000.00",,,"157,294,584.00"
支付其他与经营活动有关的现金,"45,290,413.88","53,146,735.20","62,959,409.14","14,955,264.18","27,151,173.59","51,156,581.05","80,240,916.97","31,068,426.94","48,992,743.01","73,096,827.94","104,686,816.85","28,502,162.41","44,629,557.16","65,909,716.94","93,189,943.71","49,200,817.17","63,317,478.10","91,977,097.85","115,868,943.42","32,739,011.96","50,530,949.75","61,615,306.69","116,290,694.94","25,713,830.57","49,506,572.54","71,410,355.04","112,580,703.94","23,523,231.54","40,218,978.92","47,573,746.05","50,019,711.10","15,197,990.05","57,560,255.52","146,680,277.63","232,894,428.09","45,704,555.72","182,322,783.90"
筹资活动现金流入小计,"218,906,659.00","205,000,000.00","262,000,000.00",,"871,365,000.00","871,365,000.00","871,365,000.00",,,,,"13,416,420.00","13,416,420.00","73,416,420.00","111,919,435.00","310,000,000.00","306,319,627.00","306,319,627.00","307,912,985.44",,"50,000,000.00","226,387,804.66","293,387,804.66","53,630,000.00","53,630,000.00","104,232,480.00","55,130,000.00","58,820,000.00","58,820,000.00","108,820,000.00","407,300,000.00",,"2,237,600,000.00","2,718,500,000.00","4,898,617,000.00","26,013,256,019.60","26,969,951,283.24"
经营活动现金流出小计,"345,915,947.42","549,768,256.85","580,929,820.62","188,697,330.96","314,108,091.38","477,965,062.87","709,477,744.04","250,376,076.69","449,062,039.53","684,034,778.20","920,872,853.23","284,444,368.66","476,796,528.42","655,026,603.92","840,893,252.65","239,664,955.19","346,040,437.17","589,812,065.16","721,870,633.96","212,600,017.06","307,009,601.82","431,820,028.43","625,216,765.15","140,327,264.02","281,680,777.56","384,185,964.48","511,116,267.28","129,023,351.29","194,962,886.31","237,434,557.20","250,980,337.53","32,095,609.46","96,261,687.68","213,900,509.91","318,625,505.75","142,120,200.08","1,063,918,574.97"
偿还债务支付的现金,"162,469,004.40","148,840,800.00","272,000,000.00","21,000,000.00","125,000,000.00","125,000,000.00","125,000,000.00",,,,,,,,,,"140,000,000.00","140,000,000.00","140,000,000.00",,,,"50,000,000.00",,"40,000,000.00","135,757,804.66","247,017,804.66","169,056,900.00","169,056,900.00","219,056,900.00","217,543,118.76",,,,,"1,289,943,100.00","5,288,872,072.86"
经营活动产生的现金流量净额,"96,427,511.08","100,258,826.00","145,580,891.11","-49,231,281.46","-26,885,328.63","-30,812,362.30","25,969,561.23","-70,418,195.32","-69,163,518.89","-45,873,117.21","52,067,283.69","-94,759,365.91","-80,156,113.58","-76,465,778.01","15,092,707.22","-31,328,762.03","-46,184,361.63","-20,318,303.74","112,181,660.22","-102,895,043.94","-103,456,824.56","-48,756,949.27","-2,342,193.23","9,063,975.82","-18,210,359.06","-15,307,400.24","64,168,949.89","-69,345,118.91","-90,255,470.83","124,029,167.44","-48,077,080.36","-21,519,129.51","-14,539,874.08","40,950,117.41","361,246,936.05","-114,075,245.06","161,963,996.93"
分配股利、利润或偿还利息支付的现金,"2,065,090.38","7,056,061.03","7,967,956.89","1,607,265.00","2,515,765.00","2,515,765.00","2,515,765.00",,"13,349,980.50","13,350,000.00","13,350,000.00",,"24,028,809.90","24,240,000.00","25,223,333.33","37,524.60","9,028,345.35","9,495,365.97","12,011,639.18","15,247,121.20","15,937,200.00","20,556,004.31","25,673,934.07","19,856,442.77","27,120,339.77","29,822,430.43","31,862,262.75","15,660,000.00","15,660,000.00","15,660,000.00","16,622,497.92","10,366,103.80","21,721,659.36","56,477,214.91","243,757,969.50","127,210,428.80","485,521,859.58"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,"12,000,000.00",,,,,,,,,"153,954,663.06","153,954,663.06","153,954,663.06","153,954,663.06",,
支付其他与筹资活动有关的现金,,,,,"14,139,009.10","14,139,009.10","5,513,851.00",,,,,,"88,988.22","88,988.22","88,988.22","3,024,000.00","3,024,000.00","7,659,844.75","8,172,130.10",,,,"500,000.00","597,338.15","50,597,338.15","50,597,338.15","10,314,858.15","6,660.84","6,660.84","6,660.84",,,,"52,668,000.00","777,154,098.24","5,278,002,411.38","1,008,451,276.59"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,696,924.98"
筹资活动现金流出小计,"164,534,094.78","155,896,861.03","279,967,956.89","22,607,265.00","141,654,774.10","141,654,774.10","133,029,616.00",,"13,349,980.50","13,350,000.00","13,350,000.00",,"24,117,798.12","24,328,988.22","25,312,321.55","3,061,524.60","152,052,345.35","157,155,210.72","160,183,769.28","15,247,121.20","15,937,200.00","20,556,004.31","76,173,934.07","20,453,780.92","117,717,677.92","216,177,573.24","289,194,925.56","184,723,560.84","184,723,560.84","234,723,560.84","234,165,616.68","10,366,103.80","21,721,659.36","109,145,214.91","1,020,912,067.74","6,695,155,940.18","6,782,845,209.03"
处置固定资产、无形资产和其他长期资产收回的现金净额,"9,600,000.00","1,035,000.00",,"30,000.00","30,000.00","60,000.00","359,898.78","76,000.00","872,050.00","1,890,374.29","1,999,374.29","262,000.00","8,569,866.89","8,569,866.89","8,624,866.89",,,"13,166.00","205,749.18",,"94,000.00","104,140.00","25,138,540.00","20,513.00","77,026.00","81,081,632.60","147,579,642.60","227,194.00","312,403.90","288,643.90","37,179.52",,,,,,"86,524,710.45"
筹资活动产生的现金流量净额,"54,372,564.22","49,103,138.97","-17,967,956.89","-22,607,265.00","729,710,225.90","729,710,225.90","738,335,384.00",,"-13,349,980.50","-13,350,000.00","-13,350,000.00","13,416,420.00","-10,701,378.12","49,087,431.78","86,607,113.45","306,938,475.40","154,267,281.65","149,164,416.28","147,729,216.16","-15,247,121.20","34,062,800.00","205,831,800.35","217,213,870.59","33,176,219.08","-64,087,677.92","-111,945,093.24","-234,064,925.56","-125,903,560.84","-125,903,560.84","-125,903,560.84","173,134,383.32","-10,366,103.80","2,215,878,340.64","2,609,354,785.09","3,877,704,932.26","19,318,100,079.42","20,187,106,074.21"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,"41,000.00",,,,,,,"255,465,317.47",,,"332,983,346.61","335,419,038.71",,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,511.35","-31,347,682.04","20,206,049.12"
收到其他与投资活动有关的现金,,"4,258,311.86",,,,,"2,090,000.00","472,300.00","944,600.00","944,600.00","944,600.00",,,,,,,,,"69,740,678.56","170,800,000.00","230,800,000.00","218,800,000.00",,"57,947,200.00","67,958,411.00","10,011,211.00",,,,"202,657,625.29",,,,"45,017,237.66","3,988,675,614.80","8,085,250,405.05"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"9,600,000.00","5,293,311.86",,"30,000.00","30,000.00","60,000.00","2,449,898.78","548,300.00","1,816,650.00","2,834,974.29","2,943,974.29","262,000.00","8,569,866.89","8,569,866.89","8,624,866.89",,,"13,166.00","205,749.18","69,781,678.56","170,894,000.00","230,904,140.00","255,938,540.00","20,513.00","58,024,226.00","149,040,043.60","413,056,171.07","227,194.00","312,403.90","333,271,990.51","538,113,843.52","153,954,663.06","153,954,663.06","153,954,663.06","198,971,900.72","3,988,675,614.80","8,193,472,040.48"
五、现金及现金等价物净增加额,"62,570,859.30","40,682,180.56","92,700,684.95","-76,126,018.78","681,149,334.69","632,715,974.46","664,403,516.92","-156,690,864.05","-244,765,905.61","-303,118,467.34","-263,775,418.36","-162,874,219.62","-214,941,779.46","-207,443,619.75","-142,826,172.81","149,221,472.67","-134,321,530.09","-134,404,254.61","-54,127,117.40","-256,441,206.72","-358,007,798.20","-322,661,412.29","-259,817,938.07","-2,578,632.56","-86,273,347.41","-57,345,087.03","183,230,611.91","-206,713,366.94","-231,894,710.81","311,582,207.67","-218,022,031.44","-52,895,639.17","1,093,611,846.75","247,056,653.08","310,449,379.43","17,457,024,794.86","8,024,493,914.23"
购建固定资产、无形资产和其他长期资产支付的现金,"61,829,216.00","113,973,096.27","34,912,249.27","4,317,472.32","21,705,562.58","66,241,889.14","102,351,327.09","86,820,968.73","164,069,056.22","246,730,324.42","305,436,676.34","81,793,273.71","132,654,154.65","188,635,140.41","253,150,860.37","126,388,240.70","242,404,450.11","263,263,533.15","314,243,742.96","208,080,720.14","459,507,773.64","710,640,403.37","730,628,155.43","24,694,348.46","41,854,544.43","58,987,645.15","39,929,583.49","11,691,881.19","16,048,083.04","19,815,389.44","870,856,903.04","174,965,068.92","1,261,681,282.87","2,557,202,912.48","4,127,472,878.25","2,504,327,972.26","9,531,496,748.20"
期初现金及现金等价物余额,"12,333,234.99","74,904,094.29","115,586,274.85",,"208,286,959.80","208,286,959.80","208,286,959.80","872,690,476.72","872,690,476.72","872,690,476.72","872,690,476.72","608,915,058.36","608,915,058.36","608,915,058.36","608,915,058.36","466,088,885.55","466,088,885.55","466,088,885.55","466,088,885.55","411,961,768.15","411,961,768.15","411,961,768.15","411,961,768.15","152,143,830.08","152,143,830.08","152,143,830.08","152,143,830.08","335,374,441.99","335,374,441.99","335,374,441.99","335,374,441.99","117,352,410.55","117,352,410.55","117,352,410.55","117,352,410.55","427,801,789.98","427,801,789.98"
投资支付的现金,"36,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,"3,200,000,000.00","3,200,000,000.00"
期末现金及现金等价物余额,"74,904,094.29","115,586,274.85","208,286,959.80","-76,126,018.78","889,436,294.49","841,002,934.26","872,690,476.72","715,999,612.67","627,924,571.11","569,572,009.38","608,915,058.36","446,040,838.74","393,973,278.90","401,471,438.61","466,088,885.55","615,310,358.22","331,767,355.46","331,684,630.94","411,961,768.15","155,520,561.43","53,953,969.95","89,300,355.86","152,143,830.08","149,565,197.52","65,870,482.67","94,798,743.05","335,374,441.99","128,661,075.05","103,479,731.18","646,956,649.66","117,352,410.55","64,456,771.38","1,210,964,257.30","364,409,063.63","427,801,789.98","17,884,826,584.84","8,452,295,704.21"
