科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"39,921,803.83","59,137,705.13","51,685,243.17","38,891,035.88","75,639,045.68","328,224,149.03","350,752,437.21","247,192,381.41","273,641,412.08","311,948,090.67","302,986,367.90","308,171,152.97","256,161,449.69","176,653,586.02","159,227,917.47","135,552,033.06","124,244,314.34","137,507,250.78","94,844,070.07","121,268,117.87","218,631,961.39","167,398,749.22","135,274,012.34","145,551,772.32","109,104,690.53","53,865,233.97","76,208,004.81","89,484,748.40","94,010,542.16","27,282,664.46","56,124,402.64","57,592,443.49","6,915,508,971.95","9,307,992,945.78","11,371,760,109.12","15,463,095,785.59","17,318,339,521.92"
短期借款,"53,000,000.00","70,789,000.00","72,426,681.95","66,600,000.00","110,080,000.00",,"57,000,000.00","46,000,000.00","51,378,137.86","123,000,000.00","133,000,000.00","131,000,000.00","133,000,000.00","65,000,000.00","56,500,000.00","91,000,000.00","163,036,546.16","217,074,126.07","210,263,643.00","249,719,638.74","334,060,000.00","303,370,000.00","230,000,000.00","194,000,000.00","97,000,000.00","20,000,000.00","67,000,000.00","47,000,000.00","67,000,000.00",,"50,000,000.00","70,000,000.00","5,466,278,976.31","5,566,376,466.33","6,307,638,945.38","5,369,202,739.57","4,619,193,530.69"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,803,417.04","32,674,612.26","18,129,199.05","17,733,334.00","17,819,393.35"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,209,158.71","398,178.66","435,398.16","207,915.92","784,639.53"
应收票据,"2,483,965.00","3,689,000.00","8,368,141.08","3,443,000.00","17,595,267.17","19,810,732.06","21,266,730.05","31,072,377.85","52,462,873.86","48,857,648.31","51,871,860.62","5,533,265.10","63,419,237.26","66,580,665.15","117,993,272.59","70,653,076.33","213,507,520.71","160,536,411.11","172,117,621.76","152,224,171.93","183,370,030.82","190,031,564.11","96,311,239.58","125,561,724.22","130,281,164.29","143,630,228.91","131,197,795.46","58,841,319.15","63,864,782.09","51,551,009.98","58,270,380.03","55,336,000.30","4,406,697.24","4,551,415.38","5,572,736.88","2,512,489.89","9,173,103.94"
应付票据,"3,420,000.00","14,000,000.00","30,350,000.00","37,470,000.00","18,522,000.00","21,350,000.00","16,840,000.00",,"17,000,000.00","90,000,000.00","192,000,000.00","190,000,000.00","110,000,000.00","67,000,000.00","132,000,000.00","86,000,000.00","51,000,000.00","30,000,000.00","105,000,000.00","75,000,000.00","56,350,000.00","77,220,000.00","52,120,000.00","63,000,000.00","45,000,000.00","78,600,000.00","49,300,000.00","71,790,200.00","58,288,000.00","48,272,000.00","65,225,000.00","48,900,000.00",,,,,
应收账款,"54,467,731.23","89,405,807.52","95,347,213.81","116,684,274.28","105,042,650.20","122,909,141.96","126,121,121.69","121,469,523.16","116,115,048.52","155,339,971.50","147,510,084.67","194,721,042.00","191,178,562.56","200,938,133.43","212,687,153.28","197,049,455.66","183,202,131.27","198,839,501.81","236,636,490.95","213,636,556.97","156,936,978.68","178,979,116.04","177,510,388.55","183,042,525.40","171,408,840.69","187,060,543.72","203,670,015.69","229,855,606.40","209,655,207.97","203,138,583.71","223,929,990.49","217,228,767.71","4,559,911,486.72","4,088,805,004.10","4,360,367,500.40","4,622,419,784.40","5,804,152,565.34"
应付账款,"15,614,815.56","14,044,707.41","8,310,310.58","11,092,926.76","16,414,089.52","8,174,660.78","9,589,391.48","11,634,518.90","6,403,018.96","10,358,002.10","3,391,412.42","22,586,608.30","12,431,533.96","44,003,748.11","64,224,747.59","79,203,092.89","56,215,811.82","10,521,804.24","52,575,820.50","11,562,778.30","10,921,330.94","11,670,191.27","10,268,236.91","17,035,027.35","14,617,826.78","27,581,094.95","15,762,310.57","23,882,355.70","11,531,353.14","26,956,162.11","16,875,882.49","14,242,648.24","5,259,177,206.37","4,485,332,868.83","5,031,558,925.24","5,490,813,852.88","6,905,411,234.18"
预付款项,"16,770,091.07","16,984,493.94","26,394,967.39","41,874,456.70","30,569,241.40","152,048,148.28","86,866,166.20","113,490,106.30","81,684,397.25","141,666,195.69","258,501,644.06","227,652,616.59","170,644,565.89","132,468,048.63","109,243,572.55","198,660,456.81","111,241,036.62","83,250,827.83","142,976,502.02","119,158,077.05","143,682,643.70","174,465,305.65","178,197,050.60","142,415,067.58","88,974,770.85","70,776,388.65","46,562,162.03","69,203,612.76","72,484,294.94","101,477,431.79","62,697,650.91","70,975,630.53","1,492,549,226.12","1,299,513,193.83","1,399,358,626.73","1,544,068,987.90","1,774,027,278.88"
预收款项,"3,906,514.90","14,751,572.58","2,871,819.84","2,403,822.44","2,138,951.98","3,514,281.20","4,088,425.23","6,292,877.61","3,944,749.72","6,025,311.72","29,385,230.41","13,675,717.23","7,980,597.20","12,804,231.78","7,801,485.37","12,674,733.52","9,386,565.47","8,799,101.65","7,526,860.20","4,602,628.49","1,655,740.09","4,144,365.10","3,533,412.64","6,686,077.32","3,935,265.11","1,307,867.32","3,544,679.48","4,943,023.49","5,715,957.34","5,263,246.55","769,718.60","1,973,828.18","286,348,742.43","271,731,339.20","266,034,427.84","290,153,764.26","368,179,879.29"
